,where,does,heat,rejection,occur,in,the,rankine,cycle,?
the,0.5003893971443176,0.35928019881248474,0.2556036710739136,0.2394428253173828,0.26611819863319397,0.6662389636039734,1.0,0.22060109674930573,0.2701641917228699,0.22068053483963013
main,0.30628275871276855,0.245339035987854,0.08725153654813766,0.04624046012759209,0.1205446720123291,0.28862449526786804,0.38631999492645264,0.07875887304544449,0.17028678953647614,0.1665669083595276
difference,0.26806750893592834,0.34595608711242676,0.22530494630336761,0.26303890347480774,0.33510705828666687,0.2025471031665802,0.3050459623336792,0.2854103147983551,0.1728019416332245,0.2842230200767517
is,0.3586711287498474,0.4403602182865143,0.20543494820594788,0.21627825498580933,0.24761207401752472,0.5394441485404968,0.5823672413825989,0.19099628925323486,0.20626789331436157,0.22961433231830597
that,0.4876193106174469,0.4764937460422516,0.268042653799057,0.3013627529144287,0.24763844907283783,0.435920387506485,0.5473989248275757,0.1826772391796112,0.23440147936344147,0.32716336846351624
heat,0.27461281418800354,0.24580630660057068,1.0,0.23359894752502441,0.22022131085395813,0.20852652192115784,0.2556036710739136,0.36692559719085693,0.21795213222503662,0.16343188285827637
addition,0.29059985280036926,0.29091760516166687,0.20813345909118652,0.20149756968021393,0.25925615429878235,0.3033084571361542,0.32955414056777954,0.14049933850765228,0.1832302063703537,0.19187232851982117
(,0.1970011591911316,0.2728188931941986,0.16410307586193085,0.21473851799964905,0.1883157342672348,0.3087427020072937,0.33289089798927307,0.23359441757202148,0.15891370177268982,0.40561532974243164
in,0.5344807505607605,0.214483380317688,0.20852652192115784,0.19246846437454224,0.26916563510894775,1.0,0.6662389636039734,0.20086932182312012,0.20483464002609253,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,0.2556036710739136,0.2394428253173828,0.26611819863319397,0.6662389636039734,1.0,0.22060109674930573,0.2701641917228699,0.22068053483963013
boiler,0.2688514292240143,0.18338285386562347,0.43639075756073,0.15898990631103516,0.21100425720214844,0.25116536021232605,0.2309672236442566,0.2433781921863556,0.16577763855457306,0.20881007611751556
),0.20711064338684082,0.2575884759426117,0.16396720707416534,0.2237544059753418,0.16774746775627136,0.3326910734176636,0.3456730246543884,0.24620813131332397,0.1594121754169464,0.42300865054130554
and,0.43859338760375977,0.3461615741252899,0.2678423523902893,0.19284029304981232,0.2570546269416809,0.4954058527946472,0.5171257257461548,0.2593007981777191,0.2020994871854782,0.20544172823429108
rejection,0.11077530682086945,0.2792224586009979,0.23359894752502441,1.0000001192092896,0.25227442383766174,0.19246846437454224,0.2394428253173828,0.14313888549804688,0.1794513612985611,0.2854093909263611
(,0.1970011591911316,0.2728188931941986,0.16410307586193085,0.21473851799964905,0.1883157342672348,0.3087427020072937,0.33289089798927307,0.23359441757202148,0.15891370177268982,0.40561532974243164
in,0.5344807505607605,0.214483380317688,0.20852652192115784,0.19246846437454224,0.26916563510894775,1.0,0.6662389636039734,0.20086932182312012,0.20483464002609253,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,0.2556036710739136,0.2394428253173828,0.26611819863319397,0.6662389636039734,1.0,0.22060109674930573,0.2701641917228699,0.22068053483963013
condenser,0.26512524485588074,0.2796042859554291,0.4407425820827484,0.1815076768398285,0.3003319203853607,0.21727193892002106,0.26016345620155334,0.36066946387290955,0.31813663244247437,0.1732601672410965
),0.20711064338684082,0.2575884759426117,0.16396720707416534,0.2237544059753418,0.16774746775627136,0.3326910734176636,0.3456730246543884,0.24620813131332397,0.1594121754169464,0.42300865054130554
are,0.32389864325523376,0.3126322329044342,0.20968274772167206,0.11897772550582886,0.3900270164012909,0.3841303884983063,0.40399202704429626,0.15812888741493225,0.17850318551063538,0.24591213464736938
isobaric,0.2196069359779358,0.3304944634437561,0.16237379610538483,0.21599377691745758,0.2705712616443634,0.2475080043077469,0.2787138521671295,0.2328769862651825,0.17319174110889435,0.253923237323761
(,0.1970011591911316,0.2728188931941986,0.16410307586193085,0.21473851799964905,0.1883157342672348,0.3087427020072937,0.33289089798927307,0.23359441757202148,0.15891370177268982,0.40561532974243164
constant,0.3168491721153259,0.17741715908050537,0.34111669659614563,0.20669624209403992,0.23755380511283875,0.15271376073360443,0.2037150114774704,0.23787234723567963,0.19345472753047943,0.14516431093215942
pressure,0.2295641452074051,0.21297191083431244,0.43122076988220215,0.26498663425445557,0.2555040121078491,0.16116683185100555,0.28285476565361023,0.3223322927951813,0.1404963731765747,0.142023503780365
),0.20711064338684082,0.2575884759426117,0.16396720707416534,0.2237544059753418,0.16774746775627136,0.3326910734176636,0.3456730246543884,0.24620813131332397,0.1594121754169464,0.42300865054130554
processes,0.2599889039993286,0.2932664752006531,0.31914347410202026,0.304694265127182,0.4020185172557831,0.216048464179039,0.24400095641613007,0.22693103551864624,0.357981413602829,0.22719913721084595
in,0.5344807505607605,0.214483380317688,0.20852652192115784,0.19246846437454224,0.26916563510894775,1.0,0.6662389636039734,0.20086932182312012,0.20483464002609253,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,0.2556036710739136,0.2394428253173828,0.26611819863319397,0.6662389636039734,1.0,0.22060109674930573,0.2701641917228699,0.22068053483963013
rankine,0.1771867424249649,0.17876403033733368,0.36692559719085693,0.14313888549804688,0.15732160210609436,0.20086932182312012,0.22060109674930573,1.0000001192092896,0.2285865843296051,0.15256094932556152
cycle,0.16088391840457916,0.186013326048851,0.21795213222503662,0.1794513612985611,0.29681482911109924,0.20483464002609253,0.2701641917228699,0.2285865843296051,1.0000001192092896,0.07156776636838913
and,0.43859338760375977,0.3461615741252899,0.2678423523902893,0.19284029304981232,0.2570546269416809,0.4954058527946472,0.5171257257461548,0.2593007981777191,0.2020994871854782,0.20544172823429108
isothermal,0.2816503643989563,0.24648906290531158,0.5456662178039551,0.2716881334781647,0.3682679533958435,0.24679334461688995,0.22247271239757538,0.35477393865585327,0.3684488534927368,0.17426927387714386
(,0.1970011591911316,0.2728188931941986,0.16410307586193085,0.21473851799964905,0.1883157342672348,0.3087427020072937,0.33289089798927307,0.23359441757202148,0.15891370177268982,0.40561532974243164
constant,0.3168491721153259,0.17741715908050537,0.34111669659614563,0.20669624209403992,0.23755380511283875,0.15271376073360443,0.2037150114774704,0.23787234723567963,0.19345472753047943,0.14516431093215942
temperature,0.21477541327476501,0.26498737931251526,0.5126028060913086,0.21167956292629242,0.35531944036483765,0.269207626581192,0.27585095167160034,0.40660783648490906,0.22406995296478271,0.2011885941028595
),0.20711064338684082,0.2575884759426117,0.16396720707416534,0.2237544059753418,0.16774746775627136,0.3326910734176636,0.3456730246543884,0.24620813131332397,0.1594121754169464,0.42300865054130554
processes,0.2599889039993286,0.2932664752006531,0.31914347410202026,0.304694265127182,0.4020185172557831,0.216048464179039,0.24400095641613007,0.22693103551864624,0.357981413602829,0.22719913721084595
in,0.5344807505607605,0.214483380317688,0.20852652192115784,0.19246846437454224,0.26916563510894775,1.0,0.6662389636039734,0.20086932182312012,0.20483464002609253,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,0.2556036710739136,0.2394428253173828,0.26611819863319397,0.6662389636039734,1.0,0.22060109674930573,0.2701641917228699,0.22068053483963013
theoretical,0.20363835990428925,0.1772969514131546,0.17638620734214783,0.25163739919662476,0.1929483711719513,0.20558910071849823,0.21045458316802979,0.3408908545970917,0.22365668416023254,0.14929188787937164
carnot,0.12665122747421265,0.1695818156003952,0.1563539057970047,0.21338102221488953,0.1329471319913864,0.21812281012535095,0.24170513451099396,0.3368340730667114,0.19106033444404602,0.18029625713825226
cycle,0.16088391840457916,0.186013326048851,0.21795213222503662,0.1794513612985611,0.29681482911109924,0.20483464002609253,0.2701641917228699,0.2285865843296051,1.0000001192092896,0.07156776636838913
.,0.41390106081962585,0.3022993505001068,0.27046459913253784,0.2666695713996887,0.21290622651576996,0.5591574311256409,0.5934505462646484,0.24286073446273804,0.19143328070640564,0.4130953550338745
