,students,exposed,to,an,enthusiastic,teacher,usually,did,what,more,often,outside,class,?
students,1.0,0.13738098740577698,0.2905822694301605,0.15776841342449188,0.25144505500793457,0.5254908204078674,0.23830904066562653,0.1996062994003296,0.2380729615688324,0.27059733867645264,0.2222440242767334,0.21694990992546082,0.26189082860946655,0.18017297983169556
who,0.3510516881942749,0.1672511249780655,0.42656609416007996,0.2848317325115204,0.27773556113243103,0.35707929730415344,0.35319453477859497,0.34038686752319336,0.40942975878715515,0.31567877531051636,0.393799751996994,0.2768247425556183,0.17484316229820251,0.26220351457595825
experienced,0.2928200662136078,0.3250848054885864,0.28612127900123596,0.286458283662796,0.3944667875766754,0.24795030057430267,0.2625555992126465,0.2840498685836792,0.37686559557914734,0.3845520615577698,0.32424020767211914,0.20938855409622192,0.19403059780597687,0.23420310020446777
a,0.2676560878753662,0.21803471446037292,0.45503583550453186,0.44552403688430786,0.3215213119983673,0.31202319264411926,0.46690207719802856,0.2552328109741211,0.3320399522781372,0.3452818691730499,0.3930865228176117,0.3113526403903961,0.23462694883346558,0.23916715383529663
very,0.25925177335739136,0.2691064774990082,0.3902553617954254,0.2752308249473572,0.346713125705719,0.22527678310871124,0.4415467381477356,0.3388260006904602,0.37053924798965454,0.5183659195899963,0.5169337391853333,0.2670334279537201,0.1615077257156372,0.20864155888557434
enthusiastic,0.25144505500793457,0.17561566829681396,0.22432135045528412,0.22738100588321686,0.9999999403953552,0.2953716516494751,0.21012714505195618,0.2747519612312317,0.2375817894935608,0.25583258271217346,0.3052549660205841,0.22732602059841156,0.21781395375728607,0.18814921379089355
teacher,0.5254908204078674,0.14187344908714294,0.1991342306137085,0.19733460247516632,0.2953716516494751,0.9999998807907104,0.11604613810777664,0.21136574447155,0.20492632687091827,0.14009490609169006,0.14898185431957245,0.17518547177314758,0.24741962552070618,0.1797819435596466
were,0.24280844628810883,0.20040130615234375,0.31913647055625916,0.08893381804227829,0.19790390133857727,0.1228712946176529,0.311280757188797,0.4162326455116272,0.22298263013362885,0.33779072761535645,0.41229429841041565,0.22631162405014038,0.17030099034309387,0.17890112102031708
more,0.27059733867645264,0.23827990889549255,0.47084665298461914,0.316240519285202,0.25583258271217346,0.14009490609169006,0.406992644071579,0.2803135812282562,0.3484537899494171,1.0,0.406600683927536,0.25506624579429626,0.14388340711593628,0.27894994616508484
likely,0.19751271605491638,0.3500484526157379,0.41562584042549133,0.2613266706466675,0.18864578008651733,0.07109900563955307,0.425121545791626,0.27472808957099915,0.4101858139038086,0.4661065638065338,0.4589403569698334,0.21399825811386108,0.10195292532444,0.35971182584762573
to,0.2905822694301605,0.26349055767059326,1.0,0.3138085603713989,0.22432135045528412,0.1991342306137085,0.3824864327907562,0.4452643394470215,0.455847829580307,0.47084665298461914,0.4351843297481537,0.3292369544506073,0.18696844577789307,0.29463258385658264
read,0.3170141577720642,0.2120113968849182,0.3265438377857208,0.2196626216173172,0.2885056734085083,0.2716137766838074,0.2123282551765442,0.2702803909778595,0.4041415750980377,0.32590124011039734,0.25311601161956787,0.1896289438009262,0.1027151346206665,0.30917879939079285
lecture,0.2756657004356384,0.1126287654042244,0.16594010591506958,0.10788525640964508,0.20807500183582306,0.2815590798854828,0.10528505593538284,0.16983824968338013,0.1978757530450821,0.15052929520606995,0.20793034136295319,0.14456363022327423,0.1024923175573349,0.10821584612131119
material,0.2163238227367401,0.3960185945034027,0.29219651222229004,0.2454252392053604,0.18634462356567383,0.0994657650589943,0.33227741718292236,0.18850626051425934,0.2591213285923004,0.31140467524528503,0.30698293447494507,0.2731766104698181,0.12516996264457703,0.18117131292819977
outside,0.21694990992546082,0.2510121464729309,0.3292369544506073,0.19768257439136505,0.22732602059841156,0.17518547177314758,0.33734869956970215,0.21874573826789856,0.3224688768386841,0.25506624579429626,0.3641873598098755,0.9999999403953552,0.12473297119140625,0.14839068055152893
of,0.25513339042663574,0.2452162206172943,0.41548454761505127,0.32280945777893066,0.2379099577665329,0.19968076050281525,0.33931583166122437,0.2513895630836487,0.33290785551071167,0.30478984117507935,0.3351972997188568,0.2973117530345917,0.19740594923496246,0.1826142966747284
the,0.25268980860710144,0.23872122168540955,0.535392165184021,0.4207492768764496,0.24707943201065063,0.17760860919952393,0.36782920360565186,0.34736719727516174,0.42745697498321533,0.39758381247520447,0.38004449009895325,0.3879719078540802,0.18034407496452332,0.22068053483963013
classroom,0.5304811596870422,0.19524314999580383,0.2640056908130646,0.16019779443740845,0.29466474056243896,0.41544046998023987,0.19251342117786407,0.21679575741291046,0.2124699205160141,0.2739589512348175,0.22090382874011993,0.25104355812072754,0.4242788255214691,0.23190370202064514
.,0.2607303857803345,0.23855656385421753,0.4645031690597534,0.3581749200820923,0.2363789677619934,0.225234717130661,0.28580138087272644,0.35288307070732117,0.3567904531955719,0.4070230722427368,0.30710849165916443,0.28971612453460693,0.24688394367694855,0.4130953550338745
