,who,were,the,espn,deportes,commentators,for,super,bowl,50,?
the,0.3733934462070465,0.3906462490558624,1.0,0.19345609843730927,0.19800831377506256,0.2235952615737915,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.2523840069770813,0.21951238811016083,0.285271555185318,0.3451416492462158,0.106756791472435,0.30063220858573914,0.2608485519886017,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
was,0.3318818509578705,0.590133786201477,0.48711544275283813,0.22374993562698364,0.23367711901664734,0.21250684559345245,0.3863949179649353,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
called,0.3151143789291382,0.30364301800727844,0.489897221326828,0.1659700870513916,0.09565199166536331,0.2020437866449356,0.29870352149009705,0.23150385916233063,0.2441064715385437,0.12260814011096954,0.18963319063186646
by,0.39727845788002014,0.4406847059726715,0.4408751428127289,0.17316046357154846,0.1527092456817627,0.24741022288799286,0.3248702883720398,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.17966607213020325
espn,0.1444098949432373,0.07392363250255585,0.19345609843730927,1.0000001192092896,0.32324373722076416,0.4930601119995117,0.26341113448143005,0.2034922093153,0.3075534701347351,-0.04705412685871124,0.1709517240524292
deportes,0.22150161862373352,0.20334365963935852,0.19800831377506256,0.32324373722076416,1.0,0.25951841473579407,0.13191863894462585,0.1081145852804184,0.13978607952594757,0.025951029732823372,0.14327947795391083
',0.22534559667110443,0.17108602821826935,0.474788099527359,0.17692457139492035,0.13256627321243286,0.1396639347076416,0.31184524297714233,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.330942302942276
monday,0.11816827207803726,0.14383304119110107,0.2114151269197464,0.3335578143596649,0.2128833830356598,0.29487329721450806,0.23415252566337585,0.17750458419322968,0.22726322710514069,-0.04788803681731224,0.21348176896572113
night,0.21137207746505737,0.20611481368541718,0.2817382514476776,0.22658604383468628,0.18213298916816711,0.22181673347949982,0.16021959483623505,0.14823408424854279,0.19687917828559875,-0.028557976707816124,0.13794848322868347
football,0.17791859805583954,0.1720309853553772,0.18794101476669312,0.3977890610694885,0.3279736340045929,0.2876827120780945,0.23134100437164307,0.295350581407547,0.3109349310398102,-0.06365623325109482,0.14957410097122192
commentary,0.2012261152267456,0.19818247854709625,0.2209595888853073,0.31577548384666443,0.12071069329977036,0.5970523953437805,0.21193501353263855,0.13202881813049316,0.18282940983772278,-0.02810014970600605,0.20364898443222046
crew,0.28323259949684143,0.2108691781759262,0.25329816341400146,0.1919521689414978,0.2748790979385376,0.13630440831184387,0.22704027593135834,0.2386656254529953,0.15636952221393585,-0.0017302676569670439,0.16586194932460785
of,0.2827862501144409,0.34038281440734863,0.733189046382904,0.12878696620464325,0.15270814299583435,0.11205076426267624,0.4185989499092102,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
alvaro,0.2570241689682007,0.10240095108747482,0.2146955132484436,0.08924838900566101,0.2884156405925751,0.0728643611073494,0.16567622125148773,0.150259867310524,0.026099368929862976,-0.013532315380871296,0.18580129742622375
martin,0.22000780701637268,0.15994206070899963,0.22029393911361694,0.1840549260377884,0.20121045410633087,0.12268678843975067,0.1178249642252922,0.13172949850559235,0.07102158665657043,0.006011011078953743,0.060103293508291245
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.17554140090942383,0.17138513922691345,0.26796916127204895,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
raul,0.2931964695453644,0.12302502989768982,0.20411646366119385,0.2236608862876892,0.4071432054042816,0.2369007170200348,0.2234547734260559,0.19177064299583435,0.1273532211780548,0.03984677419066429,0.2333424836397171
allegre,0.13213099539279938,0.15295597910881042,0.21357136964797974,0.21151140332221985,0.4518875479698181,0.15103557705879211,0.16064125299453735,0.167648583650589,0.1518058329820633,0.011709240265190601,0.21779847145080566
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.18262942135334015,0.23202872276306152,0.23593579232692719,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.17554140090942383,0.17138513922691345,0.26796916127204895,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
sideline,0.25843048095703125,0.13652224838733673,0.2606579065322876,0.6030219793319702,0.2749320864677429,0.44962021708488464,0.27458781003952026,0.2961301803588867,0.33748066425323486,0.005377794615924358,0.2637002468109131
reporter,0.26350149512290955,0.16184459626674652,0.2277432680130005,0.5605667233467102,0.4426693320274353,0.4616781175136566,0.24308809638023376,0.21776777505874634,0.22516725957393646,-0.0044938609935343266,0.17684806883335114
john,0.30388808250427246,0.19632886350154877,0.2230520099401474,0.19256550073623657,0.15350927412509918,0.14886587858200073,0.22649751603603363,0.1567493975162506,0.19344750046730042,0.049744050949811935,0.13162356615066528
sutcliffe,0.37904348969459534,0.28216731548309326,0.2572650909423828,0.3204881548881531,0.2055523842573166,0.32920461893081665,0.23579242825508118,0.13638631999492645,0.15413951873779297,-0.08779970556497574,0.17327718436717987
.,0.3541337847709656,0.3378238379955292,0.5934505462646484,0.19926497340202332,0.18397417664527893,0.15864869952201843,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
