,what,are,the,only,states,where,abc,does,n't,have,a,licensed,affiliate,?
currently,0.21436211466789246,0.3489539325237274,0.2945235073566437,0.408418744802475,0.2091326117515564,0.31739169359207153,0.21135549247264862,0.2973312437534332,0.015676436945796013,0.2911094129085541,0.2612716257572174,0.25918662548065186,0.33182746171951294,0.1861555278301239
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.4220978021621704,0.3315127193927765,0.3149496018886566,0.2097204476594925,0.28617382049560547,0.11016341298818588,0.3541618287563324,0.427140474319458,0.20353545248508453,0.20519042015075684,0.31091248989105225
new,0.2130378633737564,0.1899496167898178,0.3845241069793701,0.3027914762496948,0.2868576645851135,0.26026442646980286,0.20663127303123474,0.1745370477437973,-0.016819652169942856,0.2689777910709381,0.3214259147644043,0.14952342212200165,0.19733105599880219,0.14782847464084625
jersey,0.10421013087034225,0.14831630885601044,0.24937452375888824,0.1480436623096466,0.31527629494667053,0.15654511749744415,0.2046833336353302,0.10294237732887268,0.06570962071418762,0.15349261462688446,0.1877300888299942,0.06862539052963257,0.22807541489601135,0.08899276703596115
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.4220978021621704,0.3315127193927765,0.3149496018886566,0.2097204476594925,0.28617382049560547,0.11016341298818588,0.3541618287563324,0.427140474319458,0.20353545248508453,0.20519042015075684,0.31091248989105225
rhode,0.13167120516300201,0.11817692220211029,0.2171497344970703,0.2132096290588379,0.3511652946472168,0.19794882833957672,0.19540761411190033,0.15865996479988098,0.02444525808095932,0.189913809299469,0.21756064891815186,0.22436584532260895,0.257418155670166,0.1142183318734169
island,0.1299295574426651,0.18291404843330383,0.2837921977043152,0.22293788194656372,0.2117181122303009,0.21791329979896545,0.18038521707057953,0.08950044214725494,-0.07170455157756805,0.19539113342761993,0.2505504786968231,0.13685986399650574,0.16969183087348938,0.0887429490685463
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4542345404624939,0.2974761426448822,0.43859338760375977,0.16453155875205994,0.3461615741252899,-0.0602874718606472,0.4711785912513733,0.3739250600337982,0.19729462265968323,0.19473032653331757,0.20544172823429108
delaware,0.18164442479610443,0.14536382257938385,0.25031036138534546,0.18631631135940552,0.41519221663475037,0.2482679933309555,0.21236278116703033,0.14036719501018524,-0.008784986101090908,0.18143777549266815,0.21505054831504822,0.1269925981760025,0.27689388394355774,0.08925230801105499
are,0.29724663496017456,1.0,0.40399202704429626,0.4533037543296814,0.1846873015165329,0.32389864325523376,0.06184951588511467,0.3126322329044342,-0.1517762839794159,0.6577680706977844,0.265255331993103,0.1952463686466217,0.1953243762254715,0.24591213464736938
the,0.42745697498321533,0.40399202704429626,1.0,0.5497692227363586,0.3463578522205353,0.5003893971443176,0.2068762183189392,0.35928019881248474,-0.11449059844017029,0.40389683842658997,0.5829201340675354,0.17307333648204803,0.2278994768857956,0.22068053483963013
only,0.41415658593177795,0.4533037543296814,0.5497692227363586,1.0,0.2831421494483948,0.46093058586120605,0.1885126382112503,0.45203697681427,-0.1485416442155838,0.5199421048164368,0.47549712657928467,0.30806228518486023,0.17645414173603058,0.2767370045185089
u.s.,0.11178889125585556,-0.06309524178504944,0.06592652946710587,0.07152339071035385,-0.013163301162421703,0.07412675023078918,0.042879559099674225,0.04108200594782829,-0.1336430013179779,0.02077469229698181,0.0347411222755909,0.031025758013129234,0.08336141705513,0.07886100560426712
states,0.21526020765304565,0.1846873015165329,0.3463578522205353,0.2831421494483948,1.0,0.24649012088775635,0.20048053562641144,0.18093830347061157,-0.03642452880740166,0.20162390172481537,0.24708621203899384,0.23366495966911316,0.2712634205818176,0.16272737085819244
where,0.4457937180995941,0.32389864325523376,0.5003893971443176,0.46093058586120605,0.24649012088775635,0.9999999403953552,0.08676808327436447,0.2965966761112213,-0.13775071501731873,0.412650465965271,0.40997210144996643,0.2271140217781067,0.22532394528388977,0.24793872237205505
abc,0.1317344456911087,0.06184951588511467,0.2068762183189392,0.1885126382112503,0.20048053562641144,0.08676808327436447,1.0000001192092896,0.1641341596841812,0.0724141076207161,0.1884228140115738,0.21331243216991425,0.18104086816310883,0.2614424228668213,0.19065172970294952
does,0.38564667105674744,0.3126322329044342,0.35928019881248474,0.45203697681427,0.18093830347061157,0.2965966761112213,0.1641341596841812,1.0,-0.049544673413038254,0.3709583580493927,0.38201746344566345,0.2008911818265915,0.1453445851802826,0.338003009557724
not,0.5449194312095642,0.46186959743499756,0.4310511648654938,0.5868885517120361,0.24589264392852783,0.3820744752883911,0.15984800457954407,0.6355478763580322,-0.11552248895168304,0.5619372129440308,0.3791346549987793,0.27473950386047363,0.19365842640399933,0.41942933201789856
have,0.39808809757232666,0.6577680706977844,0.40389683842658997,0.5199421048164368,0.20162390172481537,0.412650465965271,0.1884228140115738,0.3709583580493927,-0.1346980780363083,0.9999999403953552,0.338716596364975,0.24496886134147644,0.1903684437274933,0.32991164922714233
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.47549712657928467,0.24708621203899384,0.40997210144996643,0.21331243216991425,0.38201746344566345,0.013574101030826569,0.338716596364975,1.0,0.14556461572647095,0.15037991106510162,0.23916715383529663
locally,0.25886961817741394,0.363229900598526,0.2744310796260834,0.31937623023986816,0.1984984129667282,0.28717222809791565,0.156266987323761,0.15271906554698944,-0.1045357808470726,0.3173966109752655,0.24041469395160675,0.24746164679527283,0.19271843135356903,0.21358361840248108
licensed,0.17758744955062866,0.1952463686466217,0.17307333648204803,0.30806228518486023,0.23366495966911316,0.2271140217781067,0.18104086816310883,0.2008911818265915,-0.013324572704732418,0.24496886134147644,0.14556461572647095,0.9999999403953552,0.2481568306684494,0.16613826155662537
affiliate,0.16121849417686462,0.1953243762254715,0.2278994768857956,0.17645414173603058,0.2712634205818176,0.22532394528388977,0.2614424228668213,0.1453445851802826,-0.007390387821942568,0.1903684437274933,0.15037991106510162,0.2481568306684494,0.9999999403953552,0.10958297550678253
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.30817532539367676,0.21393048763275146,0.1970011591911316,0.183883935213089,0.2728188931941986,0.15345674753189087,0.23072676360607147,0.3206180930137634,0.09735765308141708,0.19882215559482574,0.40561532974243164
new,0.2130378633737564,0.1899496167898178,0.3845241069793701,0.3027914762496948,0.2868576645851135,0.26026442646980286,0.20663127303123474,0.1745370477437973,-0.016819652169942856,0.2689777910709381,0.3214259147644043,0.14952342212200165,0.19733105599880219,0.14782847464084625
jersey,0.10421013087034225,0.14831630885601044,0.24937452375888824,0.1480436623096466,0.31527629494667053,0.15654511749744415,0.2046833336353302,0.10294237732887268,0.06570962071418762,0.15349261462688446,0.1877300888299942,0.06862539052963257,0.22807541489601135,0.08899276703596115
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.44708555936813354,0.21939043700695038,0.3586711287498474,0.16037321090698242,0.4403602182865143,0.028099019080400467,0.3613572418689728,0.658733606338501,0.11482246220111847,0.10908813774585724,0.22961433231830597
