,trial,division,involves,dividing,n,by,every,integer,m,greater,than,what,?
this,0.24076180160045624,0.18374662101268768,0.2900838553905487,0.3176611363887787,0.18746379017829895,0.38438332080841064,0.42246589064598083,0.24629151821136475,0.18969880044460297,0.2243008017539978,0.42539164423942566,0.5489566326141357,0.3155723512172699
routine,0.2850090563297272,0.10291144251823425,0.3579033315181732,0.1559995412826538,0.14590978622436523,0.20878396928310394,0.31845200061798096,0.1564035564661026,0.1739291548728943,0.042838696390390396,0.1471787542104721,0.26591795682907104,0.2015974521636963
consists,0.057570669800043106,0.16903673112392426,0.3827594816684723,0.2935839295387268,0.10342332720756531,0.2511129081249237,0.25497081875801086,0.16506947576999664,0.09699695557355881,0.10646679252386093,0.22397543489933014,0.11367427557706833,-0.004641483072191477
of,0.18292099237442017,0.23579144477844238,0.32495999336242676,0.32544368505477905,0.18925218284130096,0.3646814823150635,0.3414052724838257,0.158325657248497,0.14254631102085114,0.34470728039741516,0.33036211133003235,0.33290785551071167,0.1826142966747284
dividing,0.06953168660402298,0.38715407252311707,0.2663632929325104,1.0,0.21739806234836578,0.30217665433883667,0.2716113328933716,0.4260958731174469,0.14122667908668518,0.3442736268043518,0.28977659344673157,0.2898585796356201,0.11916390061378479
n,0.08063504844903946,0.07021425664424896,0.21340593695640564,0.21739806234836578,1.0,0.17974872887134552,0.13708972930908203,0.3231755495071411,0.2713761627674103,0.13426652550697327,0.17394788563251495,0.16510315239429474,0.19161871075630188
by,0.19645525515079498,0.18997035920619965,0.2515520751476288,0.30217665433883667,0.17974872887134552,1.0000001192092896,0.2466849684715271,0.09935232251882553,0.1557406634092331,0.19546322524547577,0.2015816867351532,0.2455483376979828,0.17966607213020325
each,0.1787624955177307,0.17283420264720917,0.3060915470123291,0.3481985330581665,0.13131901621818542,0.29190269112586975,0.5941283702850342,0.24905572831630707,0.09985361248254776,0.1285811811685562,0.38285353779792786,0.3353266417980194,0.21173812448978424
integer,0.1391438990831375,0.19174468517303467,0.16673113405704498,0.4260958731174469,0.3231755495071411,0.09935232251882553,0.23681432008743286,1.0,0.2021208107471466,0.271879106760025,0.2785238027572632,0.23293888568878174,0.2503974437713623
m,0.1259698122739792,0.0917077586054802,0.15035313367843628,0.14122667908668518,0.2713761627674103,0.1557406634092331,0.1089332327246666,0.2021208107471466,0.9999998807907104,0.09676358103752136,0.16420501470565796,0.23871465027332306,0.2618667185306549
that,0.2280535250902176,0.17438095808029175,0.2839031517505646,0.29645004868507385,0.1702573001384735,0.37496164441108704,0.4773697257041931,0.26981496810913086,0.19798317551612854,0.2520751655101776,0.4891277849674225,0.6297725439071655,0.32716336846351624
is,0.17689630389213562,0.20176531374454498,0.33874383568763733,0.278197318315506,0.2254602462053299,0.3899846076965332,0.3428492546081543,0.2086324691772461,0.22669823467731476,0.21338969469070435,0.2839990258216858,0.28837618231773376,0.22961433231830597
greater,0.08452695608139038,0.174183651804924,0.12255550175905228,0.3442736268043518,0.13426652550697327,0.19546322524547577,0.14652782678604126,0.271879106760025,0.09676358103752136,1.0000001192092896,0.4072994291782379,0.1946859508752823,0.09723397344350815
than,0.09397592395544052,0.10368574410676956,0.28262314200401306,0.28977659344673157,0.17394788563251495,0.2015816867351532,0.31630176305770874,0.2785238027572632,0.16420501470565796,0.4072994291782379,1.0,0.29388150572776794,0.24917294085025787
1,-0.21023334562778473,-0.09171349555253983,-0.24733923375606537,-0.09958449751138687,-0.08674373477697372,-0.2582099735736847,-0.22101740539073944,-0.18673858046531677,-0.06499872356653214,-0.041464030742645264,-0.1783061921596527,-0.21266892552375793,-0.249979168176651
and,0.20515479147434235,0.23460866510868073,0.2851496934890747,0.2954602837562561,0.2290663868188858,0.4289871156215668,0.26607486605644226,0.14794570207595825,0.24238429963588715,0.26711440086364746,0.39361441135406494,0.31309178471565247,0.20544172823429108
less,0.09860829263925552,0.12960347533226013,0.30159908533096313,0.34999167919158936,0.13571345806121826,0.2012643665075302,0.33941492438316345,0.25472521781921387,0.10772743076086044,0.3872494697570801,0.7410463690757751,0.31119704246520996,0.22418740391731262
than,0.09397592395544052,0.10368574410676956,0.28262314200401306,0.28977659344673157,0.17394788563251495,0.2015816867351532,0.31630176305770874,0.2785238027572632,0.16420501470565796,0.4072994291782379,1.0,0.29388150572776794,0.24917294085025787
or,0.10594244301319122,0.10904507339000702,0.405950665473938,0.32935574650764465,0.24063420295715332,0.30274316668510437,0.3368972837924957,0.2828921973705292,0.20984488725662231,0.19565004110336304,0.5002588033676147,0.33867141604423523,0.32389625906944275
equal,0.19027918577194214,0.17447055876255035,0.1688629537820816,0.30114927887916565,0.23031927645206451,0.1471099853515625,0.3049215078353882,0.34053829312324524,0.15907004475593567,0.2925424873828888,0.31262290477752686,0.2397335022687912,0.15421567857265472
to,0.24072450399398804,0.20332986116409302,0.2485104203224182,0.2964962124824524,0.16421891748905182,0.33534231781959534,0.3643300235271454,0.18582624197006226,0.17626212537288666,0.25585630536079407,0.3192550539970398,0.455847829580307,0.29463258385658264
the,0.20843634009361267,0.26203617453575134,0.25744810700416565,0.37785807251930237,0.18813885748386383,0.4408751428127289,0.4023689329624176,0.14182277023792267,0.15156042575836182,0.2814446687698364,0.3227543234825134,0.42745697498321533,0.22068053483963013
square,0.10855908691883087,0.16126076877117157,0.14075982570648193,0.24935896694660187,0.2778337299823761,0.20503279566764832,0.2127680629491806,0.3511818051338196,0.17713776230812073,0.22257360816001892,0.19550037384033203,0.12660330533981323,0.1201515942811966
root,0.06393849849700928,0.12745505571365356,0.1540684700012207,0.25915125012397766,0.24655874073505402,0.12213586270809174,0.18050788342952728,0.36240383982658386,0.17870847880840302,0.1789129674434662,0.16062074899673462,0.1299125850200653,0.14390654861927032
of,0.18292099237442017,0.23579144477844238,0.32495999336242676,0.32544368505477905,0.18925218284130096,0.3646814823150635,0.3414052724838257,0.158325657248497,0.14254631102085114,0.34470728039741516,0.33036211133003235,0.33290785551071167,0.1826142966747284
n.,-0.0019432163098827004,-0.14948402345180511,0.05057800933718681,-0.19135800004005432,-0.03469008579850197,-0.035304922610521317,-0.05259121209383011,-0.07236941903829575,-0.055846262723207474,-0.2264898121356964,-0.07221844792366028,0.07859472185373306,0.04318316653370857
if,0.2020893096923828,0.1012442484498024,0.2212371677160263,0.27756232023239136,0.23619018495082855,0.2429230511188507,0.40084320306777954,0.38328951597213745,0.1789684295654297,0.20989656448364258,0.387159138917923,0.5277165174484253,0.4441644251346588
the,0.20843634009361267,0.26203617453575134,0.25744810700416565,0.37785807251930237,0.18813885748386383,0.4408751428127289,0.4023689329624176,0.14182277023792267,0.15156042575836182,0.2814446687698364,0.3227543234825134,0.42745697498321533,0.22068053483963013
result,0.12465234845876694,0.14544451236724854,0.2518874704837799,0.29417848587036133,0.14703819155693054,0.21075581014156342,0.1906290203332901,0.3334691524505615,0.07954549044370651,0.1951255351305008,0.2583066523075104,0.19945499300956726,0.17218433320522308
of,0.18292099237442017,0.23579144477844238,0.32495999336242676,0.32544368505477905,0.18925218284130096,0.3646814823150635,0.3414052724838257,0.158325657248497,0.14254631102085114,0.34470728039741516,0.33036211133003235,0.33290785551071167,0.1826142966747284
any,0.25959986448287964,0.2046404778957367,0.354444295167923,0.32441768050193787,0.21605715155601501,0.2681882679462433,0.45271188020706177,0.304497092962265,0.1859719157218933,0.3009572923183441,0.4801669418811798,0.43670421838760376,0.4113408327102661
of,0.18292099237442017,0.23579144477844238,0.32495999336242676,0.32544368505477905,0.18925218284130096,0.3646814823150635,0.3414052724838257,0.158325657248497,0.14254631102085114,0.34470728039741516,0.33036211133003235,0.33290785551071167,0.1826142966747284
these,0.15951170027256012,0.20784816145896912,0.2794627845287323,0.34733304381370544,0.1513843685388565,0.33332425355911255,0.33265218138694763,0.21604658663272858,0.13969686627388,0.2263559252023697,0.35475656390190125,0.4164220690727234,0.2571668326854706
divisions,0.0811002254486084,0.8454943895339966,0.1451112926006317,0.44900795817375183,0.1226058080792427,0.22152797877788544,0.21094045042991638,0.22418181598186493,0.08389833569526672,0.21764491498470306,0.19034667313098907,0.2232685685157776,0.14903524518013
is,0.17689630389213562,0.20176531374454498,0.33874383568763733,0.278197318315506,0.2254602462053299,0.3899846076965332,0.3428492546081543,0.2086324691772461,0.22669823467731476,0.21338969469070435,0.2839990258216858,0.28837618231773376,0.22961433231830597
an,0.21147692203521729,0.160384401679039,0.24836976826190948,0.2085232138633728,0.18102464079856873,0.2719563841819763,0.2707444429397583,0.18641431629657745,0.18846221268177032,0.19234278798103333,0.2493579238653183,0.2821882665157318,0.19793890416622162
integer,0.1391438990831375,0.19174468517303467,0.16673113405704498,0.4260958731174469,0.3231755495071411,0.09935232251882553,0.23681432008743286,1.0,0.2021208107471466,0.271879106760025,0.2785238027572632,0.23293888568878174,0.2503974437713623
",",0.2517271339893341,0.24344468116760254,0.2186070829629898,0.2606755197048187,0.2316582053899765,0.3680937886238098,0.25988471508026123,0.20468677580356598,0.27792346477508545,0.25035545229911804,0.3371901512145996,0.3087472915649414,0.31091248989105225
then,0.23807306587696075,0.1550924926996231,0.12568284571170807,0.2783395051956177,0.2505553960800171,0.3231285512447357,0.33019161224365234,0.31106314063072205,0.17843197286128998,0.1648864448070526,0.24344494938850403,0.4072686731815338,0.2884598970413208
n,0.08063504844903946,0.07021425664424896,0.21340593695640564,0.21739806234836578,1.0,0.17974872887134552,0.13708972930908203,0.3231755495071411,0.2713761627674103,0.13426652550697327,0.17394788563251495,0.16510315239429474,0.19161871075630188
is,0.17689630389213562,0.20176531374454498,0.33874383568763733,0.278197318315506,0.2254602462053299,0.3899846076965332,0.3428492546081543,0.2086324691772461,0.22669823467731476,0.21338969469070435,0.2839990258216858,0.28837618231773376,0.22961433231830597
not,0.2542853057384491,0.17225386202335358,0.2742948532104492,0.2617042660713196,0.15677766501903534,0.291808545589447,0.3820101320743561,0.26823049783706665,0.23879575729370117,0.2004067748785019,0.3858577013015747,0.5449194312095642,0.41942933201789856
a,0.24950183928012848,0.19939710199832916,0.35207560658454895,0.29192301630973816,0.25362148880958557,0.32094135880470276,0.43930745124816895,0.22195649147033691,0.16919291019439697,0.20286329090595245,0.3126874566078186,0.3320399522781372,0.23916715383529663
prime,0.20228107273578644,0.17371009290218353,0.08255057036876678,0.22179371118545532,0.22825956344604492,0.1702890843153,0.14591187238693237,0.35712799429893494,0.056543584913015366,0.1424732804298401,0.1307777762413025,0.15586113929748535,0.11276303976774216
",",0.2517271339893341,0.24344468116760254,0.2186070829629898,0.2606755197048187,0.2316582053899765,0.3680937886238098,0.25988471508026123,0.20468677580356598,0.27792346477508545,0.25035545229911804,0.3371901512145996,0.3087472915649414,0.31091248989105225
otherwise,0.1779499351978302,0.1437131017446518,0.1449653059244156,0.2465730905532837,0.14525935053825378,0.24314837157726288,0.24955156445503235,0.3559170365333557,0.15258343517780304,0.1743190586566925,0.2995462119579315,0.39239436388015747,0.29367905855178833
it,0.20543421804904938,0.2437172681093216,0.19891740381717682,0.313928484916687,0.15266379714012146,0.40926623344421387,0.34325850009918213,0.1896929144859314,0.18739300966262817,0.23357433080673218,0.3603973984718323,0.45803478360176086,0.25732165575027466
is,0.17689630389213562,0.20176531374454498,0.33874383568763733,0.278197318315506,0.2254602462053299,0.3899846076965332,0.3428492546081543,0.2086324691772461,0.22669823467731476,0.21338969469070435,0.2839990258216858,0.28837618231773376,0.22961433231830597
a,0.24950183928012848,0.19939710199832916,0.35207560658454895,0.29192301630973816,0.25362148880958557,0.32094135880470276,0.43930745124816895,0.22195649147033691,0.16919291019439697,0.20286329090595245,0.3126874566078186,0.3320399522781372,0.23916715383529663
prime,0.20228107273578644,0.17371009290218353,0.08255057036876678,0.22179371118545532,0.22825956344604492,0.1702890843153,0.14591187238693237,0.35712799429893494,0.056543584913015366,0.1424732804298401,0.1307777762413025,0.15586113929748535,0.11276303976774216
.,0.2123202234506607,0.27855971455574036,0.17409084737300873,0.2632521986961365,0.29137879610061646,0.3936232924461365,0.3150964379310608,0.19786179065704346,0.27325525879859924,0.20152446627616882,0.3594527542591095,0.3567904531955719,0.4130953550338745
