,in,what,compound,is,oxygen,part,of,a,ring,arrangement,?
other,0.39989137649536133,0.341873437166214,0.2468135803937912,0.25895947217941284,0.2354368269443512,0.25873222947120667,0.38583824038505554,0.2806335389614105,0.16213080286979675,0.26505327224731445,0.24682199954986572
important,0.3796374499797821,0.31164905428886414,0.23749154806137085,0.350485235452652,0.19456547498703003,0.39585626125335693,0.43301743268966675,0.2963852882385254,0.13480830192565918,0.21200115978717804,0.17812499403953552
organic,0.23921318352222443,0.2020787000656128,0.5502240061759949,0.18208640813827515,0.44130775332450867,0.1679491251707077,0.25553563237190247,0.20014724135398865,0.28868067264556885,0.32737046480178833,0.18969349563121796
compounds,0.21471646428108215,0.19472219049930573,0.8823803067207336,0.2659003734588623,0.514471173286438,0.19852690398693085,0.232599675655365,0.23579706251621246,0.2516021728515625,0.30405306816101074,0.2057836651802063
that,0.435920387506485,0.6297725439071655,0.2128111720085144,0.3995479643344879,0.2717767655849457,0.37747326493263245,0.41498205065727234,0.47537946701049805,0.23785534501075745,0.29160788655281067,0.32716336846351624
contain,0.23975171148777008,0.1832355558872223,0.37717607617378235,0.31030410528182983,0.2880042791366577,0.21522371470928192,0.30574339628219604,0.23510922491550446,0.13651897013187408,0.21868255734443665,0.18853069841861725
oxygen,0.1672476977109909,0.16781960427761078,0.4097926914691925,0.21825239062309265,0.9999999403953552,0.17520982027053833,0.16848602890968323,0.21662019193172455,0.19500723481178284,0.2296106368303299,0.16786395013332367
are,0.3841303884983063,0.29724663496017456,0.27501243352890015,0.5330929756164551,0.24342744052410126,0.3086032569408417,0.39081433415412903,0.265255331993103,0.15643514692783356,0.2217838168144226,0.24591213464736938
:,0.020521078258752823,-0.12022944539785385,-0.00891122780740261,-0.07222653180360794,-0.038063742220401764,0.012250585481524467,-0.08807745575904846,-0.0007584693375974894,0.05174648016691208,-0.05769074335694313,-0.07156077772378922
glycerol,0.17905981838703156,0.18573406338691711,0.5013550519943237,0.22815652191638947,0.5316243767738342,0.21880219876766205,0.17445878684520721,0.24435070157051086,0.21903946995735168,0.30326324701309204,0.20123621821403503
",",0.5201468467712402,0.3087472915649414,0.19082562625408173,0.4691906273365021,0.21812842786312103,0.3376222252845764,0.4946078956127167,0.427140474319458,0.19084720313549042,0.21289794147014618,0.31091248989105225
formaldehyde,0.2486092746257782,0.15619158744812012,0.5278046131134033,0.27792707085609436,0.46562960743904114,0.1899581104516983,0.2524197995662689,0.28397300839424133,0.28002431988716125,0.2754162549972534,0.17289863526821136
",",0.5201468467712402,0.3087472915649414,0.19082562625408173,0.4691906273365021,0.21812842786312103,0.3376222252845764,0.4946078956127167,0.427140474319458,0.19084720313549042,0.21289794147014618,0.31091248989105225
glutaraldehyde,0.21671171486377716,0.21114623546600342,0.5156424641609192,0.264164537191391,0.4919563829898834,0.1839665323495865,0.23333020508289337,0.2562328279018402,0.27790606021881104,0.24106234312057495,0.25013336539268494
",",0.5201468467712402,0.3087472915649414,0.19082562625408173,0.4691906273365021,0.21812842786312103,0.3376222252845764,0.4946078956127167,0.427140474319458,0.19084720313549042,0.21289794147014618,0.31091248989105225
citric,0.2502782344818115,0.1628032773733139,0.4844885468482971,0.25002703070640564,0.4492052495479584,0.1786813735961914,0.2542816996574402,0.22797809541225433,0.1631467044353485,0.30012521147727966,0.12432891130447388
acid,0.1958887279033661,0.16500361263751984,0.4516372084617615,0.21646185219287872,0.4614868462085724,0.166614830493927,0.1909172534942627,0.2114526778459549,0.13991424441337585,0.1519358605146408,0.1556670069694519
",",0.5201468467712402,0.3087472915649414,0.19082562625408173,0.4691906273365021,0.21812842786312103,0.3376222252845764,0.4946078956127167,0.427140474319458,0.19084720313549042,0.21289794147014618,0.31091248989105225
acetic,0.18460536003112793,0.22059457004070282,0.5607594847679138,0.2617378830909729,0.5156851410865784,0.1913614422082901,0.20075206458568573,0.2624940872192383,0.22692140936851501,0.2747831642627716,0.1751195192337036
anhydride,0.23032905161380768,0.2007027566432953,0.6192373633384705,0.29542651772499084,0.5485468506813049,0.24364809691905975,0.2068423330783844,0.3248617649078369,0.2665491998195648,0.33335375785827637,0.21930666267871857
",",0.5201468467712402,0.3087472915649414,0.19082562625408173,0.4691906273365021,0.21812842786312103,0.3376222252845764,0.4946078956127167,0.427140474319458,0.19084720313549042,0.21289794147014618,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.21241717040538788,0.3859752118587494,0.22261030972003937,0.35301485657691956,0.5116966962814331,0.3739250600337982,0.17132091522216797,0.24378909170627594,0.20544172823429108
acetamide,0.22757737338542938,0.21667402982711792,0.5612169504165649,0.24812482297420502,0.4732109010219574,0.23198257386684418,0.21559031307697296,0.2541031539440155,0.2265641987323761,0.21303460001945496,0.18747323751449585
.,0.5591574311256409,0.3567904531955719,0.20561864972114563,0.4569662809371948,0.2554275095462799,0.32817673683166504,0.5352458953857422,0.50484299659729,0.16478390991687775,0.21111422777175903,0.4130953550338745
