,in,what,year,was,hatmanis,and,stearn,'s,seminal,work,in,computational,complexity,received,?
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.24782885611057281,0.49487000703811646,0.2526979446411133,-0.05775856226682663,0.18690519034862518,0.32418152689933777,0.3887844979763031,0.22144010663032532,0.22960948944091797,0.24595820903778076,0.27043893933296204
fortnow,0.3726794421672821,0.29597964882850647,0.31522127985954285,0.3764849901199341,0.33567795157432556,0.3809759020805359,0.3764853775501251,0.022026875987648964,0.16651985049247742,0.31876319646835327,0.3726794421672821,0.20773163437843323,0.2152298390865326,0.22676147520542145,0.3341735005378723
&,0.1358654648065567,0.11141876131296158,0.04340685158967972,0.12134000658988953,0.16917043924331665,0.34093084931373596,0.25594785809516907,-0.02038128487765789,0.16659793257713318,0.06640969961881638,0.1358654648065567,0.1206808090209961,0.08332202583551407,0.161068856716156,0.12596383690834045
homer,0.27468985319137573,0.2158709019422531,0.13093119859695435,0.20356538891792297,0.24816952645778656,0.2224792093038559,0.24069413542747498,-0.035707224160432816,0.11638598144054413,0.22402191162109375,0.27468985319137573,0.15274463593959808,0.15221256017684937,0.0171667467802763,0.15117451548576355
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.24078631401062012,0.4862271547317505,0.2612013518810272,0.0012731997994706035,0.15577071905136108,0.22960703074932098,0.3087427020072937,0.2595787048339844,0.19830146431922913,0.19827008247375488,0.40561532974243164
2003,-0.1320333480834961,-0.17906495928764343,-0.09320147335529327,-0.14445069432258606,-0.06937263160943985,-0.15655243396759033,-0.1752517819404602,-0.05068197846412659,-0.01007170882076025,-0.13375696539878845,-0.1320333480834961,-0.16794432699680328,-0.13057999312877655,-0.11011988669633865,-0.17560148239135742
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.24432756006717682,0.4961937665939331,0.27856382727622986,0.021107977256178856,0.15175843238830566,0.251366525888443,0.3326910734176636,0.2728332579135895,0.21122688055038452,0.2169337123632431,0.42300865054130554
point,0.24451331794261932,0.3286605179309845,0.19885413348674774,0.17757032811641693,0.12836802005767822,0.23319636285305023,0.18886339664459229,0.0017411779845133424,0.15827253460884094,0.1392548680305481,0.24451331794261932,0.24899214506149292,0.2815278172492981,0.16018427908420563,0.19189560413360596
out,0.3576207756996155,0.3633197546005249,0.2501937747001648,0.28168347477912903,0.20543506741523743,0.3881998062133789,0.2385709136724472,0.0021837172098457813,0.18670199811458588,0.2687481939792633,0.3576207756996155,0.2345632016658783,0.2140352427959442,0.1494208574295044,0.22020699083805084
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.3330657482147217,0.6633074283599854,0.43065840005874634,-0.0016132977325469255,0.22261923551559448,0.3283594250679016,0.5201468467712402,0.28742313385009766,0.27822354435920715,0.2926693558692932,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2648254930973053,0.5171257257461548,0.25308293104171753,-0.01540423184633255,0.24568264186382294,0.2704800069332123,0.6662389636039734,0.18477948009967804,0.21171598136425018,0.24890556931495667,0.22068053483963013
beginning,0.3787442147731781,0.3351518511772156,0.38203126192092896,0.35191401839256287,0.2693554759025574,0.2640784680843353,0.19875633716583252,-0.03033691644668579,0.19357413053512573,0.18321682512760162,0.3787442147731781,0.19693870842456818,0.22810561954975128,0.22021856904029846,0.19413669407367706
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.20365147292613983,0.5116966962814331,0.26410359144210815,-0.03817026689648628,0.25387927889823914,0.23473061621189117,0.5696388483047485,0.2832651138305664,0.23338180780410767,0.2628524899482727,0.1826142966747284
systematic,0.21045492589473724,0.2752337157726288,0.11201990395784378,0.16662585735321045,0.3155020475387573,0.22583867609500885,0.1651981920003891,-0.016490593552589417,0.259387731552124,0.2785083055496216,0.21045492589473724,0.4438823163509369,0.3820922374725342,0.17193903028964996,0.14940129220485687
studies,0.30442532896995544,0.18772079050540924,0.13471458852291107,0.22014805674552917,0.1861058622598648,0.30504533648490906,0.1254386305809021,-0.04059765115380287,0.33609357476234436,0.32552218437194824,0.30442532896995544,0.3468747138977051,0.28764310479164124,0.22874553501605988,0.1388726830482483
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.21253712475299835,0.4954058527946472,0.29408714175224304,-0.037580832839012146,0.26436200737953186,0.2753349542617798,1.0,0.2346334308385849,0.20012179017066956,0.2772020101547241,0.20430970191955566
computational,0.2346334308385849,0.29464593529701233,0.16887494921684265,0.16654072701931,0.2345968335866928,0.28914058208465576,0.19400066137313843,-0.04980248585343361,0.30826887488365173,0.3815555274486542,0.2346334308385849,1.0,0.6165810823440552,0.1731722354888916,0.21617397665977478
complexity,0.20012179017066956,0.33747240900993347,0.1571887582540512,0.17062535881996155,0.19082823395729065,0.2520415782928467,0.08604516834020615,0.04128362610936165,0.2702244222164154,0.33681556582450867,0.20012179017066956,0.6165810823440552,1.0,0.16419602930545807,0.23062916100025177
is,0.5394441485404968,0.28837618231773376,0.2402215600013733,0.5810302495956421,0.21959908306598663,0.3859752118587494,0.1705595850944519,0.02396530658006668,0.18134959042072296,0.22475390136241913,0.5394441485404968,0.2470806986093521,0.2541271150112152,0.17726187407970428,0.22961433231830597
attributed,0.1462014615535736,0.22667492926120758,0.12296279519796371,0.2546660304069519,0.2169301062822342,0.20042148232460022,0.1350242793560028,-0.026749974116683006,0.16197745501995087,0.21690016984939575,0.1462014615535736,0.21958062052726746,0.27026042342185974,0.19954074919223785,0.20030178129673004
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.3636345863342285,0.24001316726207733,0.48971283435821533,0.2531101405620575,0.03782717138528824,0.2041638046503067,0.3482864499092102,0.45010748505592346,0.246933713555336,0.28336837887763977,0.18226240575313568,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2648254930973053,0.5171257257461548,0.25308293104171753,-0.01540423184633255,0.24568264186382294,0.2704800069332123,0.6662389636039734,0.18477948009967804,0.21171598136425018,0.24890556931495667,0.22068053483963013
seminal,0.26436200737953186,0.14991943538188934,0.10142703354358673,0.10667800903320312,0.19445949792861938,0.2632594406604767,0.16691580414772034,-0.06577149778604507,1.0,0.2257336527109146,0.26436200737953186,0.30826887488365173,0.2702244222164154,0.1223006322979927,0.136183962225914
paper,0.18605142831802368,0.21202662587165833,0.15651747584342957,0.18939059972763062,0.18114885687828064,0.21158236265182495,0.18445569276809692,0.09519387036561966,0.213541179895401,0.30780529975891113,0.18605142831802368,0.22667337954044342,0.20868611335754395,0.14892175793647766,0.12693770229816437
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.04852309823036194,0.036644238978624344,-0.04399554803967476,-0.03416389226913452,0.07106045633554459,0.005462854169309139,0.04765888676047325,0.17512209713459015,0.13163237273693085,-0.027098745107650757,0.0685480609536171
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.15534894168376923,0.4077630043029785,0.1855650395154953,0.0026888418942689896,0.17607086896896362,0.26663315296173096,0.46853652596473694,0.1577787548303604,0.22000707685947418,0.2403624951839447,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2648254930973053,0.5171257257461548,0.25308293104171753,-0.01540423184633255,0.24568264186382294,0.2704800069332123,0.6662389636039734,0.18477948009967804,0.21171598136425018,0.24890556931495667,0.22068053483963013
computational,0.2346334308385849,0.29464593529701233,0.16887494921684265,0.16654072701931,0.2345968335866928,0.28914058208465576,0.19400066137313843,-0.04980248585343361,0.30826887488365173,0.3815555274486542,0.2346334308385849,1.0,0.6165810823440552,0.1731722354888916,0.21617397665977478
complexity,0.20012179017066956,0.33747240900993347,0.1571887582540512,0.17062535881996155,0.19082823395729065,0.2520415782928467,0.08604516834020615,0.04128362610936165,0.2702244222164154,0.33681556582450867,0.20012179017066956,0.6165810823440552,1.0,0.16419602930545807,0.23062916100025177
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.20365147292613983,0.5116966962814331,0.26410359144210815,-0.03817026689648628,0.25387927889823914,0.23473061621189117,0.5696388483047485,0.2832651138305664,0.23338180780410767,0.2628524899482727,0.1826142966747284
algorithms,0.19189399480819702,0.25635042786598206,0.12946608662605286,0.154531329870224,0.19774129986763,0.13509784638881683,0.20340372622013092,0.010111449286341667,0.1586921215057373,0.25927191972732544,0.19189399480819702,0.6361116766929626,0.5325000286102295,0.10108564794063568,0.186949223279953
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.002473075408488512,0.021612688899040222,-0.007785160094499588,-0.04859459400177002,-0.024249207228422165,-0.0059536839835345745,0.07432962208986282,0.0990661084651947,0.06968357414007187,0.01368612702935934,0.018684765323996544
