,what,did,the,fossils,found,in,the,burgess,shale,lack,?
all,0.41981086134910583,0.33943864703178406,0.4860881567001343,0.21508847177028656,0.24743787944316864,0.3335905969142914,0.4860881567001343,0.16790299117565155,0.13113562762737274,0.38607871532440186,0.29575422406196594
three,0.24888746440410614,0.2043166607618332,0.43452659249305725,0.15783999860286713,0.2051028460264206,0.34828072786331177,0.43452659249305725,0.16931739449501038,0.1286061406135559,0.14168335497379303,0.20928427577018738
apparently,0.3612438142299652,0.2779636085033417,0.27692100405693054,0.26656341552734375,0.2703741490840912,0.24198074638843536,0.27692100405693054,0.18205098807811737,0.17710541188716888,0.4386119544506073,0.3236613869667053
lacked,0.2508196234703064,0.3564918637275696,0.24598371982574463,0.2736588418483734,0.35374677181243896,0.2139105349779129,0.24598371982574463,0.197119802236557,0.21339072287082672,0.6315661072731018,0.11040093004703522
tentacles,0.17259258031845093,0.10777673870325089,0.24109509587287903,0.3400595784187317,0.15879622101783752,0.12050669640302658,0.24109509587287903,0.3043513894081116,0.3375973105430603,0.2655338644981384,0.15145425498485565
but,0.5029441118240356,0.49033689498901367,0.4859698414802551,0.2830428183078766,0.32550859451293945,0.48674455285072327,0.4859698414802551,0.2163190096616745,0.1695970743894577,0.37954673171043396,0.27921953797340393
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.22382453083992004,0.2610182762145996,0.385026752948761,0.3875846862792969,0.17148618400096893,0.12059369683265686,0.29780641198158264,0.20728366076946259
between,0.2462156116962433,0.16542956233024597,0.39067012071609497,0.17507867515087128,0.17483356595039368,0.41100412607192993,0.39067012071609497,0.19481970369815826,0.20944388210773468,0.21773788332939148,0.12887074053287506
24,0.01621486060321331,-0.04566230997443199,0.009148004464805126,-0.057082392275333405,-0.04708008095622063,-0.0006371065974235535,0.009148004464805126,0.0537954680621624,-0.062100887298583984,-0.020554542541503906,0.016154835000634193
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.23379240930080414,0.27978911995887756,0.4954058527946472,0.5171257257461548,0.3062935173511505,0.22972895205020905,0.29595619440078735,0.20544172823429108
80,0.04945533350110054,0.012174745090305805,0.003630283521488309,0.1510482132434845,0.07274186611175537,-0.03062376379966736,0.003630283521488309,0.07206736505031586,0.12388089299201965,0.2052031308412552,0.04445207491517067
comb,0.20374168455600739,0.1995568424463272,0.24626436829566956,0.3312804400920868,0.25639060139656067,0.2280225306749344,0.24626436829566956,0.2961322069168091,0.32910946011543274,0.17860226333141327,0.2510223686695099
rows,0.2011227160692215,0.13310961425304413,0.2598671019077301,0.2675306797027588,0.20243477821350098,0.16420641541481018,0.2598671019077301,0.2003425657749176,0.24285823106765747,0.14730069041252136,0.1265581250190735
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.21695511043071747,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.3007594347000122,0.22224095463752747,0.27166152000427246,0.31091248989105225
far,0.34794166684150696,0.2696933448314667,0.38564538955688477,0.24652940034866333,0.2330441027879715,0.2599720060825348,0.38564538955688477,0.15975932776927948,0.23617511987686157,0.21489973366260529,0.2170870453119278
more,0.3484537899494171,0.2803135812282562,0.39758381247520447,0.19407662749290466,0.23245514929294586,0.32563260197639465,0.39758381247520447,0.11638601869344711,0.17196962237358093,0.3831552565097809,0.27894994616508484
than,0.29388150572776794,0.24820660054683685,0.3227543234825134,0.2119034081697464,0.21039707958698273,0.3270052373409271,0.3227543234825134,0.11814524233341217,0.20291809737682343,0.28099721670150757,0.24917294085025787
the,0.42745697498321533,0.34736719727516174,1.0,0.2495197057723999,0.3452354073524475,0.6662389636039734,1.0,0.29409268498420715,0.24453260004520416,0.2674623131752014,0.22068053483963013
8,-0.005443718284368515,-0.004101584665477276,0.0063715726137161255,-0.0724702849984169,0.06632914394140244,-0.05886392667889595,0.0063715726137161255,-0.035394906997680664,-0.09118042886257172,-0.07118567824363708,-0.04056251794099808
typical,0.2897430658340454,0.16300183534622192,0.28039172291755676,0.2423737794160843,0.2833596467971802,0.2587708830833435,0.28039172291755676,0.22477328777313232,0.2414219081401825,0.2611318826675415,0.15633712708950043
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.2560483515262604,0.2982911467552185,0.5696388483047485,0.733189046382904,0.2742835581302643,0.2277384102344513,0.2861039936542511,0.1826142966747284
living,0.22245320677757263,0.16898059844970703,0.3127744197845459,0.34945693612098694,0.2608191668987274,0.3253810405731201,0.3127744197845459,0.2060849964618683,0.19460926949977875,0.12524686753749847,0.18362653255462646
species,0.14617158472537994,0.0995212122797966,0.2522439956665039,0.5782349705696106,0.31353896856307983,0.2179255336523056,0.2522439956665039,0.297279417514801,0.30364108085632324,0.24024319648742676,0.1957087516784668
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2062237411737442,0.3618174195289612,0.5591574311256409,0.5934505462646484,0.26663103699684143,0.19338805973529816,0.21505410969257355,0.4130953550338745
