,who,is,generally,considered,on,the,same,level,as,physicians,",",lawyers,",",engineers,",",and,accountants,(,chartered,or,cpa,),?
formal,0.23658500611782074,0.21914683282375336,0.35340720415115356,0.22047610580921173,0.23213008046150208,0.245810866355896,0.24770011007785797,0.1574857234954834,0.2356107234954834,0.20789200067520142,0.2519475817680359,0.2871526777744293,0.2519475817680359,0.13867074251174927,0.2519475817680359,0.2337617129087448,0.327139288187027,0.16784261167049408,0.16690483689308167,0.3239913880825043,0.19089995324611664,0.19072362780570984,0.1989586055278778
teaching,0.2535073459148407,0.16213442385196686,0.24264408648014069,0.1915973424911499,0.22978223860263824,0.2182690054178238,0.17751914262771606,0.20119766891002655,0.2660074830055237,0.29104849696159363,0.2547089457511902,0.23514461517333984,0.2547089457511902,0.3296363949775696,0.2547089457511902,0.2573738694190979,0.4470091760158539,0.11451862007379532,0.2842215299606323,0.15916350483894348,0.27973756194114685,0.14468708634376526,0.20424684882164001
may,0.23082798719406128,0.322792649269104,0.2725909650325775,0.2943316698074341,0.3428080081939697,0.2694292366504669,0.2885487377643585,0.20910172164440155,0.32133710384368896,0.20769208669662476,0.5007920861244202,0.26552000641822815,0.5007920861244202,0.19927407801151276,0.5007920861244202,0.34598252177238464,0.20834805071353912,0.35500821471214294,0.14782491326332092,0.399771511554718,0.15331867337226868,0.3756577968597412,0.2768254578113556
be,0.3371641933917999,0.4819129705429077,0.4973081350326538,0.41927069425582886,0.37900757789611816,0.4248143136501312,0.3600577712059021,0.2645954489707947,0.5230465531349182,0.21560610830783844,0.39254459738731384,0.23327434062957764,0.39254459738731384,0.19294743239879608,0.39254459738731384,0.41766801476478577,0.2155536562204361,0.2349044382572174,0.10852864384651184,0.5260903835296631,0.12907931208610535,0.24578070640563965,0.3324260413646698
carried,0.20820923149585724,0.15077325701713562,0.24022792279720306,0.2745335102081299,0.26714009046554565,0.31854987144470215,0.16177313029766083,0.11642996966838837,0.2365865707397461,0.15883077681064606,0.2494087517261505,0.08553415536880493,0.2494087517261505,0.19986297190189362,0.2494087517261505,0.2700822949409485,0.1891661286354065,0.15161031484603882,0.23554043471813202,0.28878870606422424,0.1445522904396057,0.15070919692516327,0.1305524855852127
out,0.3129808306694031,0.2817855477333069,0.23811672627925873,0.18987083435058594,0.39060163497924805,0.39404502511024475,0.2890453636646271,0.17280593514442444,0.3124499022960663,0.15307246148586273,0.3161109685897827,0.21564893424510956,0.3161109685897827,0.21097412705421448,0.3161109685897827,0.3881998062133789,0.18920359015464783,0.20017710328102112,0.13469214737415314,0.30417007207870483,0.18654045462608337,0.20875944197177887,0.22020699083805084
by,0.39727845788002014,0.3899846076965332,0.2987501621246338,0.23957760632038116,0.33887791633605957,0.4408751428127289,0.2768566608428955,0.17142534255981445,0.3815547823905945,0.24091480672359467,0.3680937886238098,0.20121517777442932,0.3680937886238098,0.24485242366790771,0.3680937886238098,0.4289871156215668,0.24695532023906708,0.20696312189102173,0.21382296085357666,0.30274316668510437,0.20190036296844482,0.2151763141155243,0.17966607213020325
paid,0.3726956844329834,0.11761607974767685,0.15961207449436188,0.24034102261066437,0.21257959306240082,0.22871042788028717,0.22692875564098358,0.1631612628698349,0.22455236315727234,0.19655974209308624,0.18092423677444458,0.30139970779418945,0.18092423677444458,0.23342669010162354,0.18092423677444458,0.23595960438251495,0.38349947333335876,0.1212897077202797,0.2488042712211609,0.24400083720684052,0.20793594419956207,0.12031617760658264,0.20964482426643372
professionals,0.33061355352401733,0.18974612653255463,0.2956918179988861,0.2030363380908966,0.2185477465391159,0.209927499294281,0.17116516828536987,0.24800533056259155,0.24304158985614777,0.40328699350357056,0.27354833483695984,0.4294072389602661,0.27354833483695984,0.3863407075405121,0.27354833483695984,0.2793610095977783,0.44036614894866943,0.159598708152771,0.25297778844833374,0.24116301536560059,0.1635831594467163,0.1821940690279007,0.16300173103809357
.,0.3541337847709656,0.4569662809371948,0.3124077022075653,0.29356086254119873,0.49257001280784607,0.5934505462646484,0.3682591915130615,0.26056769490242004,0.515582263469696,0.2053295075893402,0.6812511086463928,0.21965870261192322,0.6812511086463928,0.14813724160194397,0.6812511086463928,0.588965117931366,0.1679275631904602,0.5072786808013916,0.1882878988981247,0.36683785915374756,0.20813636481761932,0.5363735556602478,0.4130953550338745
,who,is,generally,considered,on,the,same,level,as,physicians,",",lawyers,",",engineers,",",and,accountants,(,chartered,or,cpa,),?
such,0.2594927251338959,0.23545363545417786,0.4361444115638733,0.32339993119239807,0.3181164264678955,0.3575236201286316,0.30004623532295227,0.1792222410440445,0.6207084655761719,0.23126469552516937,0.39626169204711914,0.21524420380592346,0.39626169204711914,0.20378459990024567,0.39626169204711914,0.44540345668792725,0.22774451971054077,0.21001732349395752,0.13636024296283722,0.5489916801452637,0.1599728912115097,0.19659385085105896,0.17851735651493073
professionals,0.33061355352401733,0.18974612653255463,0.2956918179988861,0.2030363380908966,0.2185477465391159,0.209927499294281,0.17116516828536987,0.24800533056259155,0.24304158985614777,0.40328699350357056,0.27354833483695984,0.4294072389602661,0.27354833483695984,0.3863407075405121,0.27354833483695984,0.2793610095977783,0.44036614894866943,0.159598708152771,0.25297778844833374,0.24116301536560059,0.1635831594467163,0.1821940690279007,0.16300173103809357
enjoy,0.22673501074314117,0.17440982162952423,0.28902432322502136,0.18047727644443512,0.2042144536972046,0.19656315445899963,0.1787903606891632,0.17669299244880676,0.21217423677444458,0.1663845181465149,0.27890104055404663,0.20818613469600677,0.27890104055404663,0.18946844339370728,0.27890104055404663,0.2900097072124481,0.2003607153892517,0.10672757774591446,0.15022382140159607,0.28715160489082336,0.11435872316360474,0.12793982028961182,0.22365233302116394
a,0.36608949303627014,0.658733606338501,0.37653425335884094,0.36109375953674316,0.3848365545272827,0.5829201340675354,0.4048157036304474,0.21346178650856018,0.39550232887268066,0.19939659535884857,0.427140474319458,0.22432680428028107,0.427140474319458,0.17078717052936554,0.427140474319458,0.3739250600337982,0.1869894564151764,0.3206180930137634,0.20159493386745453,0.48853766918182373,0.19689339399337769,0.3640355169773102,0.23916715383529663
status,0.16934463381767273,0.23290963470935822,0.20740509033203125,0.2315473109483719,0.17517144978046417,0.23601171374320984,0.11780408024787903,0.23571836948394775,0.26448342204093933,0.16384147107601166,0.2404196411371231,0.1756242960691452,0.2404196411371231,0.1168612614274025,0.2404196411371231,0.24375928938388824,0.26837921142578125,0.2030869871377945,0.2858874499797821,0.25973665714263916,0.19053217768669128,0.2058771550655365,0.16403266787528992
in,0.2792111933231354,0.5394441485404968,0.28190043568611145,0.28591203689575195,0.46853652596473694,0.6662389636039734,0.3692481815814972,0.279204785823822,0.3887844979763031,0.18599987030029297,0.5201468467712402,0.16819880902767181,0.5201468467712402,0.20390598475933075,0.5201468467712402,0.4954058527946472,0.25447729229927063,0.3087427020072937,0.20931436121463776,0.3586423695087433,0.17402882874011993,0.3326910734176636,0.20430970191955566
some,0.3978389501571655,0.3038453459739685,0.5420756936073303,0.3833121359348297,0.31474894285202026,0.4566698372364044,0.41105616092681885,0.23110966384410858,0.4293700158596039,0.355023056268692,0.42400437593460083,0.3020061254501343,0.42400437593460083,0.2802881896495819,0.42400437593460083,0.5337774157524109,0.25086939334869385,0.2279975414276123,0.14731653034687042,0.5009974837303162,0.09276699274778366,0.2398642599582672,0.2562315762042999
societies,0.27067887783050537,0.15102027356624603,0.3261759877204895,0.25795677304267883,0.15391305088996887,0.2507815659046173,0.2269807904958725,0.20666520297527313,0.23513565957546234,0.2696547508239746,0.21560031175613403,0.31369587779045105,0.21560031175613403,0.29874804615974426,0.21560031175613403,0.2787785232067108,0.3499182164669037,0.1260453164577484,0.2533998489379883,0.30007684230804443,0.137207493185997,0.11947637796401978,0.19051554799079895
on,0.2340552806854248,0.3635730445384979,0.27810585498809814,0.24379022419452667,0.9999999403953552,0.5107308030128479,0.39247995615005493,0.2125781625509262,0.36047765612602234,0.11866036057472229,0.49057599902153015,0.18259039521217346,0.49057599902153015,0.1590966284275055,0.49057599902153015,0.4077630043029785,0.1868477761745453,0.28656116127967834,0.21722577512264252,0.2897229492664337,0.15010985732078552,0.29937487840652466,0.2714994251728058
a,0.36608949303627014,0.658733606338501,0.37653425335884094,0.36109375953674316,0.3848365545272827,0.5829201340675354,0.4048157036304474,0.21346178650856018,0.39550232887268066,0.19939659535884857,0.427140474319458,0.22432680428028107,0.427140474319458,0.17078717052936554,0.427140474319458,0.3739250600337982,0.1869894564151764,0.3206180930137634,0.20159493386745453,0.48853766918182373,0.19689339399337769,0.3640355169773102,0.23916715383529663
par,0.03259768337011337,0.16582579910755157,0.20533668994903564,0.08519548177719116,0.19469070434570312,0.16616463661193848,0.1305249184370041,0.1981489062309265,0.0908895805478096,0.04628326743841171,0.2124778926372528,0.17407581210136414,0.2124778926372528,0.13423486053943634,0.2124778926372528,0.1818954050540924,0.16538481414318085,0.22741548717021942,0.06217925250530243,0.25262290239334106,0.2448333501815796,0.2346734255552292,0.18598014116287231
with,0.3282766342163086,0.3250955045223236,0.33641812205314636,0.24176937341690063,0.40749499201774597,0.4223487675189972,0.33861321210861206,0.23348768055438995,0.40387406945228577,0.2018200010061264,0.4120737314224243,0.15683823823928833,0.4120737314224243,0.20687973499298096,0.4120737314224243,0.5477725267410278,0.1617804616689682,0.29503780603408813,0.17335830628871918,0.38158315420150757,0.14541132748126984,0.3069596290588379,0.2433311939239502
physicians,0.35749727487564087,0.12708066403865814,0.22746750712394714,0.17039404809474945,0.11866036057472229,0.20843391120433807,0.15235978364944458,0.09306464344263077,0.12709230184555054,0.9999999403953552,0.1914944052696228,0.4967261254787445,0.1914944052696228,0.35443180799484253,0.1914944052696228,0.19310346245765686,0.3410586714744568,0.11216530203819275,0.23434942960739136,0.22061368823051453,0.1267678588628769,0.12044284492731094,0.12075905501842499
",",0.3365725874900818,0.4691906273365021,0.29679131507873535,0.32932984828948975,0.49057599902153015,0.4933079481124878,0.3207721710205078,0.23317520320415497,0.48816442489624023,0.1914944052696228,1.0000001192092896,0.25310665369033813,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.6633074283599854,0.28154751658439636,0.6363511681556702,0.2861229479312897,0.3769497275352478,0.21027988195419312,0.63033527135849,0.31091248989105225
lawyers,0.364452987909317,0.16310353577136993,0.193584606051445,0.1789846122264862,0.18259039521217346,0.18563616275787354,0.18726764619350433,0.1220744401216507,0.17718367278575897,0.4967261254787445,0.25310665369033813,1.0,0.25310665369033813,0.3761647939682007,0.25310665369033813,0.21948325634002686,0.43609726428985596,0.15561872720718384,0.27822765707969666,0.21246789395809174,0.22049200534820557,0.1555209457874298,0.248005673289299
",",0.3365725874900818,0.4691906273365021,0.29679131507873535,0.32932984828948975,0.49057599902153015,0.4933079481124878,0.3207721710205078,0.23317520320415497,0.48816442489624023,0.1914944052696228,1.0000001192092896,0.25310665369033813,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.6633074283599854,0.28154751658439636,0.6363511681556702,0.2861229479312897,0.3769497275352478,0.21027988195419312,0.63033527135849,0.31091248989105225
engineers,0.24476072192192078,0.1401476263999939,0.23283876478672028,0.12846574187278748,0.1590966284275055,0.25282254815101624,0.19419752061367035,0.21156251430511475,0.1908814013004303,0.35443180799484253,0.20086117088794708,0.3761647939682007,0.20086117088794708,1.0,0.20086117088794708,0.23259219527244568,0.456021249294281,0.11962000280618668,0.33135151863098145,0.17755039036273956,0.2353493571281433,0.1315361112356186,0.18139411509037018
",",0.3365725874900818,0.4691906273365021,0.29679131507873535,0.32932984828948975,0.49057599902153015,0.4933079481124878,0.3207721710205078,0.23317520320415497,0.48816442489624023,0.1914944052696228,1.0000001192092896,0.25310665369033813,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.6633074283599854,0.28154751658439636,0.6363511681556702,0.2861229479312897,0.3769497275352478,0.21027988195419312,0.63033527135849,0.31091248989105225
