,which,player,had,the,most,interceptions,for,the,season,?
carolina,0.16939401626586914,0.13799667358398438,0.20392835140228271,0.24749229848384857,0.1591348946094513,0.22548209130764008,0.17749637365341187,0.24749229848384857,0.2196287363767624,0.11847445368766785
's,0.03856118768453598,-0.02902853861451149,-0.004401352722197771,-0.01540423184633255,0.024445664137601852,-0.01916782185435295,-0.07241261005401611,-0.01540423184633255,0.06624794006347656,-0.023395681753754616
secondary,0.29409417510032654,0.12736740708351135,0.16662825644016266,0.21037471294403076,0.1875225156545639,0.12733864784240723,0.2065851241350174,0.21037471294403076,0.13072191178798676,0.18118004500865936
featured,0.30209124088287354,0.19134566187858582,0.2903567850589752,0.28660184144973755,0.2976846694946289,0.1354193538427353,0.30727413296699524,0.28660184144973755,0.2938557267189026,0.2944096624851227
pro,0.19924573600292206,0.19974257051944733,0.14190727472305298,0.2149612456560135,0.1215357631444931,0.24270352721214294,0.2676255404949188,0.2149612456560135,0.13625283539295197,0.17645101249217987
bowl,0.23468568921089172,0.1651131808757782,0.1661457121372223,0.21576224267482758,0.20814399421215057,0.3440132439136505,0.24430087208747864,0.21576224267482758,0.3117852509021759,0.21118052303791046
safety,0.25007596611976624,0.10507374256849289,0.215097114443779,0.25972458720207214,0.16360294818878174,0.33860495686531067,0.3236132562160492,0.25972458720207214,0.11754190921783447,0.1443338692188263
kurt,0.1206764429807663,0.12047547101974487,0.19362951815128326,0.18562473356723785,0.08007599413394928,0.2029886543750763,0.1883581429719925,0.18562473356723785,0.16247504949569702,0.12989398837089539
coleman,0.15866418182849884,0.2834532558917999,0.19795706868171692,0.17277823388576508,0.12758933007717133,0.26367977261543274,0.18228726089000702,0.17277823388576508,0.25441646575927734,0.16031531989574432
",",0.3658004403114319,0.25826331973075867,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.23110148310661316,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.31091248989105225
who,0.3688730001449585,0.21536648273468018,0.36173108220100403,0.3733934462070465,0.35393568873405457,0.1534418761730194,0.37110671401023865,0.3733934462070465,0.13809308409690857,0.26220351457595825
led,0.21040768921375275,0.15605029463768005,0.38557857275009155,0.3267505168914795,0.2947567105293274,0.22419939935207367,0.2628403306007385,0.3267505168914795,0.16559264063835144,0.09273858368396759
the,0.6521818041801453,0.19900773465633392,0.3875846862792969,1.0,0.47635307908058167,0.22331646084785461,0.4739971458911896,1.0,0.2507155239582062,0.22068053483963013
team,0.17144864797592163,0.4632323682308197,0.11808160692453384,0.22564226388931274,0.12060809135437012,0.23649856448173523,0.25615394115448,0.22564226388931274,0.3451383709907532,0.11243411153554916
with,0.46403205394744873,0.15822981297969818,0.4739086329936981,0.4223487675189972,0.336320698261261,0.26026803255081177,0.39140474796295166,0.4223487675189972,0.26700887084007263,0.2433311939239502
a,0.56894451379776,0.2591003477573395,0.34897568821907043,0.5829201340675354,0.3508910834789276,0.1947716474533081,0.44038116931915283,0.5829201340675354,0.1855505406856537,0.23916715383529663
career,0.1630946397781372,0.26366010308265686,0.2950170934200287,0.19230268895626068,0.2253885716199875,0.3242761492729187,0.3036307394504547,0.19230268895626068,0.3396436870098114,0.1300809234380722
high,0.25426656007766724,0.12976038455963135,0.1883465200662613,0.28034812211990356,0.20456670224666595,0.15532279014587402,0.1925620585680008,0.28034812211990356,0.16179358959197998,0.11137914657592773
seven,0.2638515830039978,0.17307718098163605,0.20230332016944885,0.28151169419288635,0.2483055591583252,0.23768287897109985,0.22466500103473663,0.28151169419288635,0.1832958161830902,0.1732930988073349
interceptions,0.2516908049583435,0.24812187254428864,0.21982498466968536,0.22331646084785461,0.2271471470594406,1.0000001192092896,0.30427032709121704,0.22331646084785461,0.35161852836608887,0.10945115238428116
",",0.3658004403114319,0.25826331973075867,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.23110148310661316,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.31091248989105225
while,0.38669952750205994,0.17724208533763885,0.3406333029270172,0.39804592728614807,0.3330796957015991,0.2573724389076233,0.4232339859008789,0.39804592728614807,0.21403980255126953,0.21076419949531555
also,0.6566565632820129,0.2154955118894577,0.4027194678783417,0.6021018624305725,0.5312551259994507,0.2419721782207489,0.5373267531394958,0.6021018624305725,0.23262320458889008,0.21848613023757935
racking,0.33327195048332214,0.21095693111419678,0.1764363944530487,0.2599547207355499,0.17642852663993835,0.33982351422309875,0.3023962676525116,0.2599547207355499,0.24580097198486328,0.19295835494995117
up,0.36388060450553894,0.13937199115753174,0.28205862641334534,0.38423117995262146,0.1990664303302765,0.18509647250175476,0.342966228723526,0.38423117995262146,0.19640566408634186,0.1819818764925003
88,0.01549353078007698,-0.0818781703710556,-0.039506059139966965,-0.06044774129986763,-0.06238653138279915,-0.0829889327287674,-0.014709456823766232,-0.06044774129986763,-0.06916296482086182,0.0018956762505695224
tackles,0.15687359869480133,0.26949015259742737,0.2658616602420807,0.19076409935951233,0.1989949494600296,0.5783246755599976,0.27664637565612793,0.19076409935951233,0.30535760521888733,0.20188532769680023
and,0.506277859210968,0.22685286402702332,0.3872550129890442,0.5171257257461548,0.4309377074241638,0.24625982344150543,0.5064792633056641,0.5171257257461548,0.2369309365749359,0.20544172823429108
pro,0.19924573600292206,0.19974257051944733,0.14190727472305298,0.2149612456560135,0.1215357631444931,0.24270352721214294,0.2676255404949188,0.2149612456560135,0.13625283539295197,0.17645101249217987
bowl,0.23468568921089172,0.1651131808757782,0.1661457121372223,0.21576224267482758,0.20814399421215057,0.3440132439136505,0.24430087208747864,0.21576224267482758,0.3117852509021759,0.21118052303791046
cornerback,0.1414770931005478,0.47521623969078064,0.1820598691701889,0.22184298932552338,0.1674986034631729,0.5019319653511047,0.23308968544006348,0.22184298932552338,0.32435423135757446,0.12237537652254105
josh,0.08524084091186523,0.24088077247142792,0.17295688390731812,0.1496332734823227,0.12541460990905762,0.2938694655895233,0.2264750897884369,0.1496332734823227,0.2729761302471161,0.1523149460554123
norman,0.1315736174583435,0.12957245111465454,0.23290006816387177,0.23459704220294952,0.1615052968263626,0.17567777633666992,0.1822807788848877,0.23459704220294952,0.11219742894172668,0.12243545055389404
",",0.3658004403114319,0.25826331973075867,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.23110148310661316,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.31091248989105225
who,0.3688730001449585,0.21536648273468018,0.36173108220100403,0.3733934462070465,0.35393568873405457,0.1534418761730194,0.37110671401023865,0.3733934462070465,0.13809308409690857,0.26220351457595825
developed,0.2803538739681244,0.10900930315256119,0.33515891432762146,0.24490751326084137,0.28766918182373047,0.16769269108772278,0.22294896841049194,0.24490751326084137,0.12628448009490967,0.10763012617826462
into,0.4405161738395691,0.15275555849075317,0.25017866492271423,0.39493247866630554,0.19537433981895447,0.22592750191688538,0.231735959649086,0.39493247866630554,0.1597791612148285,0.15662476420402527
a,0.56894451379776,0.2591003477573395,0.34897568821907043,0.5829201340675354,0.3508910834789276,0.1947716474533081,0.44038116931915283,0.5829201340675354,0.1855505406856537,0.23916715383529663
shutdown,0.3455435633659363,0.1418554186820984,0.17798325419425964,0.28532472252845764,0.19817690551280975,0.28948694467544556,0.25249630212783813,0.28532472252845764,0.2066352814435959,0.22903333604335785
corner,0.24006281793117523,0.15891806781291962,0.19050458073616028,0.29742059111595154,0.17514532804489136,0.12211582809686661,0.11594495177268982,0.29742059111595154,0.11460667103528976,0.10029187798500061
during,0.3590145409107208,0.15464608371257782,0.39748913049697876,0.4838213622570038,0.3715948462486267,0.2796040177345276,0.3448435664176941,0.4838213622570038,0.30325618386268616,0.1325719803571701
the,0.6521818041801453,0.19900773465633392,0.3875846862792969,1.0,0.47635307908058167,0.22331646084785461,0.4739971458911896,1.0,0.2507155239582062,0.22068053483963013
season,0.20103639364242554,0.2349400818347931,0.1978970468044281,0.2507155239582062,0.23729701340198517,0.35161852836608887,0.24490800499916077,0.2507155239582062,1.0,0.16793298721313477
and,0.506277859210968,0.22685286402702332,0.3872550129890442,0.5171257257461548,0.4309377074241638,0.24625982344150543,0.5064792633056641,0.5171257257461548,0.2369309365749359,0.20544172823429108
had,0.3188965916633606,0.12922927737236023,0.9999999403953552,0.3875846862792969,0.2896747589111328,0.21982498466968536,0.3270139992237091,0.3875846862792969,0.1978970468044281,0.20728366076946259
four,0.37497180700302124,0.1938590705394745,0.3644758462905884,0.40344667434692383,0.3209649324417114,0.1955898255109787,0.27783235907554626,0.40344667434692383,0.22295859456062317,0.14532537758350372
interceptions,0.2516908049583435,0.24812187254428864,0.21982498466968536,0.22331646084785461,0.2271471470594406,1.0000001192092896,0.30427032709121704,0.22331646084785461,0.35161852836608887,0.10945115238428116
",",0.3658004403114319,0.25826331973075867,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.23110148310661316,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.31091248989105225
two,0.4674137234687805,0.1781577318906784,0.41487234830856323,0.43858039379119873,0.3709908723831177,0.27215829491615295,0.34734001755714417,0.43858039379119873,0.24167193472385406,0.19645625352859497
