,what,do,increased,greenhouse,gases,cause,?
the,0.42745697498321533,0.30239659547805786,0.3188653886318207,0.24104130268096924,0.25194600224494934,0.2551237642765045,0.22068053483963013
executive,0.13765592873096466,0.14597006142139435,0.13270248472690582,0.1625707447528839,0.09125865995883942,0.1355811506509781,0.12134998291730881
summary,0.3055417239665985,0.2442539930343628,0.14910058677196503,0.11352917551994324,0.12772412598133087,0.21488963067531586,0.35667136311531067
of,0.33290785551071167,0.26150479912757874,0.3371390700340271,0.2204664796590805,0.217218816280365,0.25979894399642944,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.3188653886318207,0.24104130268096924,0.25194600224494934,0.2551237642765045,0.22068053483963013
wg,0.18047291040420532,0.19246061146259308,0.08654577285051346,0.07063431292772293,0.055017635226249695,0.1157226637005806,0.3537094295024872
i,0.4411132335662842,0.39633429050445557,0.12328904122114182,0.13931933045387268,0.17129357159137726,0.24491052329540253,0.4695145785808563
summary,0.3055417239665985,0.2442539930343628,0.14910058677196503,0.11352917551994324,0.12772412598133087,0.21488963067531586,0.35667136311531067
for,0.3017193675041199,0.29510271549224854,0.2777559161186218,0.21598491072654724,0.21186786890029907,0.255321204662323,0.264628142118454
policymakers,0.3889789879322052,0.3304206430912018,0.2630259394645691,0.2989479601383209,0.2386871725320816,0.20008604228496552,0.32786715030670166
report,0.2868559956550598,0.25022023916244507,0.27600717544555664,0.16073928773403168,0.1579340398311615,0.23920229077339172,0.3138936758041382
says,0.43107321858406067,0.29831501841545105,0.119455486536026,0.17953604459762573,0.2298828810453415,0.21034029126167297,0.2869862914085388
they,0.4431931674480438,0.4667694866657257,0.2602759301662445,0.2410549521446228,0.2916477918624878,0.34206175804138184,0.2753053903579712
are,0.29724663496017456,0.41111594438552856,0.20038717985153198,0.1824464201927185,0.28111857175827026,0.2999303638935089,0.24591213464736938
certain,0.4561643898487091,0.3747329115867615,0.3466830551624298,0.24583540856838226,0.313727468252182,0.3431130647659302,0.2516106069087982
that,0.6297725439071655,0.44533252716064453,0.28310200572013855,0.28950396180152893,0.32052531838417053,0.40003344416618347,0.32716336846351624
emissions,0.2559395730495453,0.21582308411598206,0.29473140835762024,0.4828691780567169,0.5651023387908936,0.3084985315799713,0.19590985774993896
resulting,0.17960047721862793,0.20509621500968933,0.44000890851020813,0.24936145544052124,0.2972339987754822,0.4749574661254883,0.10813049972057343
from,0.2737620174884796,0.20424067974090576,0.2075282633304596,0.1804644912481308,0.23400506377220154,0.2778934836387634,0.19969791173934937
human,0.24243313074111938,0.1670915186405182,0.23116087913513184,0.2540213465690613,0.25014472007751465,0.29468879103660583,0.19748784601688385
activities,0.21757790446281433,0.28553617000579834,0.3212061822414398,0.2018372118473053,0.23239848017692566,0.19993536174297333,0.11289679259061813
are,0.29724663496017456,0.41111594438552856,0.20038717985153198,0.1824464201927185,0.28111857175827026,0.2999303638935089,0.24591213464736938
substantially,0.3593144714832306,0.2535347640514374,0.38167378306388855,0.30443620681762695,0.30338045954704285,0.288970410823822,0.2573455274105072
increasing,0.2066856026649475,0.21461619436740875,0.767708957195282,0.3384774923324585,0.29272574186325073,0.3302958607673645,0.0681626945734024
the,0.42745697498321533,0.30239659547805786,0.3188653886318207,0.24104130268096924,0.25194600224494934,0.2551237642765045,0.22068053483963013
atmospheric,0.2079145908355713,0.11456458270549774,0.2776472866535187,0.4734325110912323,0.5096442699432373,0.19409635663032532,0.11404281854629517
concentrations,0.21233819425106049,0.20119410753250122,0.40574583411216736,0.33333754539489746,0.39550361037254333,0.24103713035583496,0.12325159460306168
of,0.33290785551071167,0.26150479912757874,0.3371390700340271,0.2204664796590805,0.217218816280365,0.25979894399642944,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.3188653886318207,0.24104130268096924,0.25194600224494934,0.2551237642765045,0.22068053483963013
greenhouse,0.18998095393180847,0.18219484388828278,0.337173730134964,1.0,0.5787156820297241,0.32027357816696167,0.17256315052509308
gases,0.24276718497276306,0.19796940684318542,0.25294026732444763,0.5787156820297241,1.0000001192092896,0.365788996219635,0.1804526448249817
",",0.3087472915649414,0.3283645510673523,0.20936180651187897,0.24487458169460297,0.19359388947486877,0.2546827793121338,0.31091248989105225
resulting,0.17960047721862793,0.20509621500968933,0.44000890851020813,0.24936145544052124,0.2972339987754822,0.4749574661254883,0.10813049972057343
on,0.34226128458976746,0.3025321364402771,0.23179513216018677,0.18305012583732605,0.16445668041706085,0.2381288707256317,0.2714994251728058
average,0.24068789184093475,0.19793111085891724,0.373406320810318,0.31141602993011475,0.22725096344947815,0.17299292981624603,0.21764592826366425
in,0.30808621644973755,0.23402775824069977,0.244624063372612,0.18596510589122772,0.18955570459365845,0.24822883307933807,0.20430970191955566
an,0.2821882665157318,0.25865980982780457,0.21425466239452362,0.21996299922466278,0.20270441472530365,0.22220543026924133,0.19793890416622162
additional,0.20172064006328583,0.2308490127325058,0.27042287588119507,0.22273075580596924,0.17147566378116608,0.1451759785413742,0.24309562146663666
warming,0.28293129801750183,0.25615984201431274,0.36515143513679504,0.5711086392402649,0.4384614825248718,0.3123311400413513,0.24314598739147186
of,0.33290785551071167,0.26150479912757874,0.3371390700340271,0.2204664796590805,0.217218816280365,0.25979894399642944,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.3188653886318207,0.24104130268096924,0.25194600224494934,0.2551237642765045,0.22068053483963013
earth,0.25883176922798157,0.19425350427627563,0.11567278206348419,0.38262900710105896,0.4047447144985199,0.19673174619674683,0.17717236280441284
's,0.02692362666130066,-0.01994597539305687,-0.021304117515683174,0.02441580966114998,0.0013759065186604857,-0.04770376905798912,-0.023395681753754616
surface,0.23580394685268402,0.17361098527908325,0.24300196766853333,0.3447001874446869,0.4150101840496063,0.23621948063373566,0.14613434672355652
.,0.3567904531955719,0.3613996207714081,0.21367591619491577,0.24622081220149994,0.22829675674438477,0.267557293176651,0.4130953550338745
