,what,does,the,discovery,museum,draw,attention,to,?
there,0.35085538029670715,0.2930194139480591,0.47025805711746216,0.12942542135715485,0.17758283019065857,0.21020196378231049,0.2325713187456131,0.40669289231300354,0.29405656456947327
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.16703735291957855,0.12469582259654999,0.16671931743621826,0.2277115136384964,0.3504326641559601,0.24591213464736938
several,0.22446060180664062,0.2083442658185959,0.40559855103492737,0.21509402990341187,0.101572684943676,0.15828147530555725,0.2311468869447708,0.36196985840797424,0.15595775842666626
museums,0.18489275872707367,0.1825832724571228,0.2721219062805176,0.15047845244407654,0.766154408454895,0.13291385769844055,0.14500218629837036,0.21569155156612396,0.1374243199825287
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.14106719195842743,0.21554097533226013,0.23881429433822632,0.2678675949573517,0.48971283435821533,0.20544172823429108
galleries,0.17793069779872894,0.17347003519535065,0.27603694796562195,0.17917847633361816,0.54404217004776,0.1913972944021225,0.23429985344409943,0.2089657187461853,0.1957392692565918
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.23947767913341522,0.2407650351524353,0.14147581160068512,0.2495301067829132,0.45010748505592346,0.20430970191955566
newcastle,0.16276082396507263,0.12200397253036499,0.2253497689962387,0.12061125785112381,0.17209672927856445,0.2201414257287979,0.1393646001815796,0.23559264838695526,0.0902252271771431
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.1846623718738556,0.20741747319698334,0.20321275293827057,0.23177941143512726,0.44245919585227966,0.31091248989105225
including,0.18328791856765747,0.20252716541290283,0.3738902807235718,0.1702248901128769,0.21556918323040009,0.15364734828472137,0.185001939535141,0.24006329476833344,0.1633303165435791
the,0.42745697498321533,0.35928019881248474,1.0,0.29877567291259766,0.24861779808998108,0.21679934859275818,0.256243497133255,0.535392165184021,0.22068053483963013
centre,0.12324132025241852,0.1683523952960968,0.32783594727516174,0.16951246559619904,0.33308082818984985,0.14659543335437775,0.16903671622276306,0.18141506612300873,0.019365152344107628
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.2152697890996933,0.15718214213848114,0.25753089785575867,0.27515074610710144,0.4451248347759247,0.264628142118454
life,0.24693015217781067,0.14979252219200134,0.23528170585632324,0.1952858716249466,0.16360214352607727,0.13494297862052917,0.24295513331890106,0.24560359120368958,0.21677987277507782
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.16363190114498138,0.08185859024524689,0.2556227743625641,0.25526687502861023,0.4239959120750427,0.2433311939239502
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.23686763644218445,0.18129056692123413,0.20669129490852356,0.17785276472568512,0.3691340684890747,0.15103481709957123
science,0.2612018585205078,0.17509725689888,0.24037593603134155,0.26095446944236755,0.3210817575454712,0.19430826604366302,0.19033873081207275,0.2226530760526657,0.17974960803985596
village,0.20210839807987213,0.14482900500297546,0.2579529881477356,0.14126722514629364,0.24108175933361053,0.06888910382986069,0.1032811775803566,0.18001757562160492,0.040922991931438446
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.06516771018505096,0.11569859832525253,-0.02322191745042801,0.01584003120660782,0.0979827418923378,0.10349778085947037
the,0.42745697498321533,0.35928019881248474,1.0,0.29877567291259766,0.24861779808998108,0.21679934859275818,0.256243497133255,0.535392165184021,0.22068053483963013
discovery,0.16559629142284393,0.14150384068489075,0.29877567291259766,0.9999998807907104,0.15984536707401276,0.0498325377702713,0.14273793995380402,0.17063306272029877,0.11594310402870178
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.15984536707401276,1.0000001192092896,0.11832462251186371,0.09879801422357559,0.1640389859676361,0.14128351211547852
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.17069070041179657,0.14725451171398163,0.21051760017871857,0.265340119600296,0.45503583550453186,0.23916715383529663
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.15984536707401276,1.0000001192092896,0.11832462251186371,0.09879801422357559,0.1640389859676361,0.14128351211547852
highlighting,0.2526554763317108,0.18908773362636566,0.27061110734939575,0.15223240852355957,0.08049530535936356,0.2419239729642868,0.288129985332489,0.21494516730308533,0.16213589906692505
life,0.24693015217781067,0.14979252219200134,0.23528170585632324,0.1952858716249466,0.16360214352607727,0.13494297862052917,0.24295513331890106,0.24560359120368958,0.21677987277507782
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.2240419238805771,0.1697414517402649,0.23343777656555176,0.2695760428905487,0.41031414270401,0.2714994251728058
tyneside,0.22811484336853027,0.20858249068260193,0.33988526463508606,0.15172043442726135,0.20571032166481018,0.11459176987409592,0.11656834185123444,0.2941407263278961,0.10805024206638336
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.1846623718738556,0.20741747319698334,0.20321275293827057,0.23177941143512726,0.44245919585227966,0.31091248989105225
including,0.18328791856765747,0.20252716541290283,0.3738902807235718,0.1702248901128769,0.21556918323040009,0.15364734828472137,0.185001939535141,0.24006329476833344,0.1633303165435791
tyneside,0.22811484336853027,0.20858249068260193,0.33988526463508606,0.15172043442726135,0.20571032166481018,0.11459176987409592,0.11656834185123444,0.2941407263278961,0.10805024206638336
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,-0.09045044332742691,-0.011753248050808907,0.06915197521448135,0.022576546296477318,0.03782717138528824,-0.023395681753754616
shipbuilding,0.18820497393608093,0.10618145763874054,0.2567063570022583,0.2221679538488388,0.3310535252094269,0.11732182651758194,0.09556613862514496,0.23608778417110443,0.10001028329133987
heritage,0.1899084597826004,0.15613318979740143,0.25149020552635193,0.22187775373458862,0.2800990045070648,0.1109444871544838,0.10160951316356659,0.17998197674751282,0.17516329884529114
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.1846623718738556,0.20741747319698334,0.20321275293827057,0.23177941143512726,0.44245919585227966,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.14106719195842743,0.21554097533226013,0.23881429433822632,0.2678675949573517,0.48971283435821533,0.20544172823429108
inventions,0.26480668783187866,0.2638504207134247,0.21484124660491943,0.3816046714782715,0.16231907904148102,0.20477177202701569,0.33560797572135925,0.21548596024513245,0.1723206788301468
which,0.5261979103088379,0.39111801981925964,0.6521818041801453,0.2667080760002136,0.22731433808803558,0.2615148425102234,0.26927196979522705,0.5345056653022766,0.25814583897590637
changed,0.2667781710624695,0.2538737952709198,0.351829469203949,0.14927257597446442,0.15584522485733032,0.12093031406402588,0.2237682342529297,0.2968057096004486,0.21123318374156952
the,0.42745697498321533,0.35928019881248474,1.0,0.29877567291259766,0.24861779808998108,0.21679934859275818,0.256243497133255,0.535392165184021,0.22068053483963013
world,0.21669597923755646,0.15434256196022034,0.33604270219802856,0.13283056020736694,0.19023655354976654,0.1256822794675827,0.19496482610702515,0.26213452219963074,0.17579582333564758
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.06516771018505096,0.11569859832525253,-0.02322191745042801,0.01584003120660782,0.0979827418923378,0.10349778085947037
the,0.42745697498321533,0.35928019881248474,1.0,0.29877567291259766,0.24861779808998108,0.21679934859275818,0.256243497133255,0.535392165184021,0.22068053483963013
great,0.2562883198261261,0.1330372840166092,0.2822027802467346,0.1800244152545929,0.13316655158996582,0.13884477317333221,0.17710140347480774,0.1880372017621994,0.13135133683681488
north,0.18673177063465118,0.11500263214111328,0.36298373341560364,0.06515083461999893,0.19029363989830017,0.0613853856921196,0.1307918131351471,0.2743184268474579,0.11829731613397598
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.15984536707401276,1.0000001192092896,0.11832462251186371,0.09879801422357559,0.1640389859676361,0.14128351211547852
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.06516771018505096,0.11569859832525253,-0.02322191745042801,0.01584003120660782,0.0979827418923378,0.10349778085947037
