,what,are,the,antimicrobial,peptides,that,are,the,main,form,of,invertebrate,systemic,immunity,called,?
antimicrobial,0.21585090458393097,0.36534401774406433,0.25988468527793884,1.0,0.693088948726654,0.31385400891304016,0.36534401774406433,0.25988468527793884,0.1973283886909485,0.29141005873680115,0.28449976444244385,0.5500624775886536,0.4972306489944458,0.38623666763305664,0.30439603328704834,0.1686422973871231
peptides,0.18130765855312347,0.312163382768631,0.2373761087656021,0.693088948726654,1.0,0.2741946578025818,0.312163382768631,0.2373761087656021,0.1772070676088333,0.2887682616710663,0.23201556503772736,0.48447394371032715,0.40955638885498047,0.34906452894210815,0.2867175042629242,0.12387491762638092
called,0.3235960602760315,0.3676711618900299,0.489897221326828,0.30439603328704834,0.2867175042629242,0.41604554653167725,0.3676711618900299,0.489897221326828,0.2583436071872711,0.39092445373535156,0.4222904443740845,0.21233396232128143,0.19947999715805054,0.15664662420749664,1.0,0.18963319063186646
defensins,0.20736607909202576,0.25171512365341187,0.3082071542739868,0.3405334949493408,0.3726728856563568,0.2515488266944885,0.25171512365341187,0.3082071542739868,0.15337754786014557,0.1155100166797638,0.24455875158309937,0.31265732645988464,0.17118537425994873,0.3169035315513611,0.20867431163787842,0.24842989444732666
are,0.29724663496017456,1.0,0.40399202704429626,0.36534401774406433,0.312163382768631,0.45265161991119385,1.0,0.40399202704429626,0.2828797399997711,0.29983413219451904,0.39081433415412903,0.30277833342552185,0.22526295483112335,0.2128283977508545,0.3676711618900299,0.24591213464736938
an,0.2821882665157318,0.1556541919708252,0.4207492768764496,0.2657569348812103,0.1767779290676117,0.365763783454895,0.1556541919708252,0.4207492768764496,0.18319673836231232,0.1558980643749237,0.32280945777893066,0.20371122658252716,0.19927315413951874,0.17141196131706238,0.2858632802963257,0.19793890416622162
evolutionarily,0.30520108342170715,0.3147583305835724,0.27255919575691223,0.42728593945503235,0.31930434703826904,0.4068438410758972,0.3147583305835724,0.27255919575691223,0.15542826056480408,0.2572450637817383,0.26489540934562683,0.45983898639678955,0.3550529181957245,0.265482634305954,0.16529586911201477,0.2551739811897278
conserved,0.18548007309436798,0.24637112021446228,0.2476649135351181,0.3271523118019104,0.3495863974094391,0.23651054501533508,0.24637112021446228,0.2476649135351181,0.13952650129795074,0.14754608273506165,0.2815810441970825,0.4340978264808655,0.23184169828891754,0.18685419857501984,0.20911245048046112,0.12682415544986725
component,0.19980107247829437,0.3026091456413269,0.3172481954097748,0.4296780526638031,0.3507617712020874,0.2516532242298126,0.3026091456413269,0.3172481954097748,0.2556306719779968,0.3132610321044922,0.30378368496894836,0.3702848553657532,0.3201095163822174,0.2099684327840805,0.24410781264305115,0.14409896731376648
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.28449976444244385,0.23201556503772736,0.41498205065727234,0.39081433415412903,0.733189046382904,0.3177044689655304,0.29600051045417786,1.0,0.28429311513900757,0.23514685034751892,0.17778201401233673,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.25988468527793884,0.2373761087656021,0.5473989248275757,0.40399202704429626,1.0,0.38631999492645264,0.29286009073257446,0.733189046382904,0.25101181864738464,0.2607603073120117,0.25992491841316223,0.489897221326828,0.22068053483963013
innate,0.2683543860912323,0.2676650285720825,0.2196919023990631,0.5544075965881348,0.5400376319885254,0.3320786952972412,0.2676650285720825,0.2196919023990631,0.1640501320362091,0.2690064311027527,0.255485475063324,0.4573867917060852,0.4641675651073456,0.44367101788520813,0.290799617767334,0.16386382281780243
immune,0.2410416603088379,0.23878547549247742,0.21364226937294006,0.5469133257865906,0.4750698208808899,0.30237793922424316,0.23878547549247742,0.21364226937294006,0.16125424206256866,0.18999020755290985,0.16620753705501556,0.37408170104026794,0.4709692895412445,0.635888397693634,0.2022581249475479,0.16080476343631744
response,0.3532308340072632,0.20697586238384247,0.28909924626350403,0.30169370770454407,0.2780689299106598,0.3606419265270233,0.20697586238384247,0.28909924626350403,0.16954851150512695,0.16616715490818024,0.21864040195941925,0.22636155784130096,0.3198354244232178,0.3737179636955261,0.20884771645069122,0.2007838636636734
found,0.1796332150697708,0.2740558087825775,0.3452354073524475,0.3593219220638275,0.21808604896068573,0.29063743352890015,0.2740558087825775,0.3452354073524475,0.16696597635746002,0.2106456607580185,0.2982911467552185,0.23466725647449493,0.24075262248516083,0.04610638692975044,0.28498178720474243,0.16790300607681274
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.2585850656032562,0.2185143530368805,0.435920387506485,0.3841303884983063,0.6662389636039734,0.28862449526786804,0.2815987169742584,0.5696388483047485,0.23821565508842468,0.2051631361246109,0.16387996077537537,0.40847352147102356,0.20430970191955566
all,0.41981086134910583,0.5343062281608582,0.4860881567001343,0.26320880651474,0.219949871301651,0.53305584192276,0.5343062281608582,0.4860881567001343,0.2739303708076477,0.2039855718612671,0.42798417806625366,0.23961715400218964,0.24234524369239807,0.24181467294692993,0.2586316168308258,0.29575422406196594
animals,0.26212990283966064,0.37765127420425415,0.2939487397670746,0.46369490027427673,0.38404136896133423,0.3000275194644928,0.37765127420425415,0.2939487397670746,0.12756198644638062,0.1616109013557434,0.2599885165691376,0.5490702986717224,0.2573752701282501,0.2711041271686554,0.24818751215934753,0.16430135071277618
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3017512857913971,0.2519870698451996,0.4731321930885315,0.48576638102531433,0.5171257257461548,0.29831406474113464,0.30469027161598206,0.5116966962814331,0.22460855543613434,0.229107066988945,0.19186724722385406,0.3251761794090271,0.20544172823429108
plants,0.25144460797309875,0.35990846157073975,0.29499560594558716,0.5323737859725952,0.48567304015159607,0.27574244141578674,0.35990846157073975,0.29499560594558716,0.11564554274082184,0.1763942837715149,0.29386165738105774,0.48094722628593445,0.2968589663505554,0.20242996513843536,0.24850299954414368,0.1473488062620163
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28997573256492615,0.20355398952960968,0.4137537479400635,0.4062570035457611,0.4933079481124878,0.2989408075809479,0.21805599331855774,0.4946078956127167,0.240461066365242,0.22678208351135254,0.21605436503887177,0.26549121737480164,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.3017512857913971,0.2519870698451996,0.4731321930885315,0.48576638102531433,0.5171257257461548,0.29831406474113464,0.30469027161598206,0.5116966962814331,0.22460855543613434,0.229107066988945,0.19186724722385406,0.3251761794090271,0.20544172823429108
represent,0.2515442371368408,0.3746086657047272,0.3288072943687439,0.20090971887111664,0.15534082055091858,0.31693750619888306,0.3746086657047272,0.3288072943687439,0.217484712600708,0.31275877356529236,0.40416419506073,0.22711358964443207,0.12189216911792755,0.1578337401151657,0.2874823808670044,0.1972627341747284
the,0.42745697498321533,0.40399202704429626,1.0,0.25988468527793884,0.2373761087656021,0.5473989248275757,0.40399202704429626,1.0,0.38631999492645264,0.29286009073257446,0.733189046382904,0.25101181864738464,0.2607603073120117,0.25992491841316223,0.489897221326828,0.22068053483963013
