,which,material,is,the,becket,casket,made,from,?
also,0.6566565632820129,0.2738082706928253,0.5012649297714233,0.6021018624305725,0.22927092015743256,0.23895150423049927,0.39542055130004883,0.33783096075057983,0.21848613023757935
of,0.5011631846427917,0.27520954608917236,0.4854315221309662,0.733189046382904,0.22939009964466095,0.22033509612083435,0.33167365193367004,0.4249346852302551,0.1826142966747284
importance,0.36451590061187744,0.289507657289505,0.2766280770301819,0.2901651859283447,0.04401075839996338,0.09675300866365433,0.17707835137844086,0.15455977618694305,0.1653127521276474
is,0.4457404911518097,0.2518187463283539,1.0,0.5823672413825989,0.16363824903964996,0.20813901722431183,0.29543453454971313,0.27355384826660156,0.22961433231830597
the,0.6521818041801453,0.26762521266937256,0.5823672413825989,1.0,0.22009719908237457,0.29830875992774963,0.3885267674922943,0.40150508284568787,0.22068053483963013
becket,0.1412869393825531,0.1584656834602356,0.16363824903964996,0.22009719908237457,1.0,0.4622180163860321,0.19554485380649567,0.12111786007881165,0.24693149328231812
casket,0.259729266166687,0.22357773780822754,0.20813901722431183,0.29830875992774963,0.4622180163860321,1.0,0.2355448603630066,0.21333609521389008,0.2575456500053406
dated,0.215279221534729,0.23270247876644135,0.13580690324306488,0.2046709507703781,0.20067152380943298,0.2569631040096283,0.20276255905628204,0.22167015075683594,0.215650275349617
c1180,0.10190559923648834,0.10571813583374023,0.056577324867248535,0.0683576688170433,-0.0020391372963786125,0.04640690237283707,-0.03393431752920151,0.10869275778532028,0.046005748212337494
to,0.5345056653022766,0.29219651222229004,0.42745086550712585,0.535392165184021,0.20772893726825714,0.30394360423088074,0.3377571105957031,0.4069952368736267,0.29463258385658264
contain,0.39727339148521423,0.39871856570243835,0.31030410528182983,0.26383090019226074,0.07939460128545761,0.09526097774505615,0.3040379285812378,0.21935680508613586,0.18853069841861725
relics,0.2504887282848358,0.24162404239177704,0.23269005119800568,0.2916494905948639,0.32095012068748474,0.32932767271995544,0.199683278799057,0.17148689925670624,0.09077078104019165
of,0.5011631846427917,0.27520954608917236,0.4854315221309662,0.733189046382904,0.22939009964466095,0.22033509612083435,0.33167365193367004,0.4249346852302551,0.1826142966747284
st,0.18361647427082062,0.0973535105586052,0.14744308590888977,0.27966225147247314,0.2561522424221039,0.22224977612495422,0.13715079426765442,0.15716542303562164,0.13298600912094116
thomas,0.20158961415290833,0.12980249524116516,0.15801864862442017,0.23505409061908722,0.3739343583583832,0.26147326827049255,0.17058752477169037,0.16298171877861023,0.16133050620555878
becket,0.1412869393825531,0.1584656834602356,0.16363824903964996,0.22009719908237457,1.0,0.4622180163860321,0.19554485380649567,0.12111786007881165,0.24693149328231812
",",0.3658004403114319,0.2189585268497467,0.4691906273365021,0.4933079481124878,0.25949758291244507,0.26626020669937134,0.32507219910621643,0.39760664105415344,0.31091248989105225
made,0.3407467305660248,0.2870064973831177,0.29543453454971313,0.3885267674922943,0.19554485380649567,0.2355448603630066,1.0,0.23003742098808289,0.17218779027462006
from,0.38755592703819275,0.2935051918029785,0.27355384826660156,0.40150508284568787,0.12111786007881165,0.21333609521389008,0.23003742098808289,1.0,0.19969791173934937
gilt,0.27460408210754395,0.2358054369688034,0.21305271983146667,0.2653356194496155,0.2621825635433197,0.32707977294921875,0.23595906794071198,0.1558486372232437,0.10313526540994644
copper,0.2391541302204132,0.31029173731803894,0.24578702449798584,0.2199994921684265,0.15178842842578888,0.2379187047481537,0.23912879824638367,0.21362827718257904,0.0947067067027092
",",0.3658004403114319,0.2189585268497467,0.4691906273365021,0.4933079481124878,0.25949758291244507,0.26626020669937134,0.32507219910621643,0.39760664105415344,0.31091248989105225
with,0.46403205394744873,0.22314715385437012,0.3250955045223236,0.4223487675189972,0.20642925798892975,0.25543642044067383,0.3459964990615845,0.26272761821746826,0.2433311939239502
enamelled,0.44830387830734253,0.3354153633117676,0.2741905152797699,0.33665579557418823,0.1938711255788803,0.28918492794036865,0.3400205373764038,0.22834180295467377,0.23194964230060577
scenes,0.2572465240955353,0.22571374475955963,0.1306147277355194,0.25766557455062866,0.09754988551139832,0.2537797689437866,0.18322017788887024,0.19129757583141327,0.1263595074415207
of,0.5011631846427917,0.27520954608917236,0.4854315221309662,0.733189046382904,0.22939009964466095,0.22033509612083435,0.33167365193367004,0.4249346852302551,0.1826142966747284
the,0.6521818041801453,0.26762521266937256,0.5823672413825989,1.0,0.22009719908237457,0.29830875992774963,0.3885267674922943,0.40150508284568787,0.22068053483963013
saint,0.22118224203586578,0.04398609325289726,0.2384635955095291,0.24700650572776794,0.22920343279838562,0.24046990275382996,0.09806162863969803,0.1431656926870346,0.15690264105796814
's,0.03856118768453598,-0.026550788432359695,0.02396530658006668,-0.01540423184633255,-0.0073273517191410065,0.00913742370903492,0.08483956009149551,-0.01936490088701248,-0.023395681753754616
martyrdom,0.21570096909999847,0.13200649619102478,0.13938619196414948,0.2568643093109131,0.3879058361053467,0.2854022979736328,0.12279687076807022,0.10059817135334015,0.14655417203903198
.,0.45942068099975586,0.24824832379817963,0.4569662809371948,0.5934505462646484,0.2666579782962799,0.27703946828842163,0.4032190144062042,0.41536515951156616,0.4130953550338745
