,which,countries,were,the,european,coal,and,steel,community,agreement,between,?
eu,0.15620915591716766,0.4264547824859619,0.047443509101867676,0.14126400649547577,0.46552222967147827,0.17866386473178864,0.16977795958518982,0.09976012259721756,0.24501515924930573,0.29298198223114014,0.05539250373840332,0.21586786210536957
competition,0.27663862705230713,0.25958970189094543,0.1907191425561905,0.257230669260025,0.25398242473602295,0.1600826382637024,0.28522542119026184,0.13611462712287903,0.16867755353450775,0.23481795191764832,0.2236829549074173,0.1394461691379547
law,0.20205146074295044,0.22155970335006714,0.15560519695281982,0.24548950791358948,0.17164482176303864,0.20611144602298737,0.254730761051178,0.11368825286626816,0.20568132400512695,0.29812076687812805,0.15484747290611267,0.1528988480567932
has,0.4350704550743103,0.26221421360969543,0.2784052789211273,0.4177538752555847,0.1917828619480133,0.14882218837738037,0.43716782331466675,0.19528251886367798,0.2515353262424469,0.18455971777439117,0.2653839886188507,0.15994466841220856
its,0.5154205560684204,0.29960981011390686,0.20452921092510223,0.559237003326416,0.1742284595966339,0.22441719472408295,0.3841775357723236,0.18292935192584991,0.24188821017742157,0.20992079377174377,0.2510443925857544,0.15103481709957123
origins,0.2681773006916046,0.18464410305023193,0.18461564183235168,0.2890577018260956,0.29651275277137756,0.10941336303949356,0.21966230869293213,0.09102936089038849,0.1751110553741455,0.1670767068862915,0.18726222217082977,0.1275135576725006
in,0.4840516746044159,0.3027990758419037,0.3815755248069763,0.6662389636039734,0.23319172859191895,0.25431546568870544,0.4954058527946472,0.15349873900413513,0.21838891506195068,0.20350398123264313,0.41100412607192993,0.20430970191955566
the,0.6521818041801453,0.33290645480155945,0.3906462490558624,1.0,0.3423081040382385,0.23263108730316162,0.5171257257461548,0.23159778118133545,0.2601400911808014,0.2490699142217636,0.39067012071609497,0.22068053483963013
european,0.2234036773443222,0.44465985894203186,0.21272888779640198,0.3423081040382385,0.9999998807907104,0.2317759245634079,0.24143946170806885,0.13141311705112457,0.1970168501138687,0.24827010929584503,0.17389921844005585,0.14560863375663757
coal,0.2304355502128601,0.23627185821533203,0.23825810849666595,0.23263108730316162,0.2317759245634079,1.0,0.23463141918182373,0.3874260485172272,0.24760128557682037,0.1469133347272873,0.10459830611944199,0.10339318215847015
and,0.506277859210968,0.37200918793678284,0.42175528407096863,0.5171257257461548,0.24143946170806885,0.23463141918182373,1.0,0.24484598636627197,0.2756517827510834,0.22375741600990295,0.40645647048950195,0.20544172823429108
steel,0.28487318754196167,0.17106227576732635,0.19666244089603424,0.23159778118133545,0.13141311705112457,0.3874260485172272,0.24484598636627197,0.9999999403953552,0.1218864843249321,0.09147488325834274,0.13376383483409882,0.15723858773708344
community,0.2314024716615677,0.21699416637420654,0.15254662930965424,0.2601400911808014,0.1970168501138687,0.24760128557682037,0.2756517827510834,0.1218864843249321,0.9999998807907104,0.2582041323184967,0.10562795400619507,0.2380419820547104
(,0.2589828372001648,0.15407808125019073,0.14743882417678833,0.33289089798927307,0.17014704644680023,0.11681224405765533,0.4862271547317505,0.20135165750980377,0.18021008372306824,0.18767637014389038,0.23924681544303894,0.40561532974243164
ecsc,0.23405416309833527,0.2085496187210083,0.03975359722971916,0.19419440627098083,0.258818656206131,0.07132439315319061,0.2803400456905365,0.051672615110874176,0.18499192595481873,0.11377882212400436,0.1634128838777542,0.2430201917886734
),0.2758678197860718,0.15248970687389374,0.1566188633441925,0.3456730246543884,0.17755553126335144,0.11545689404010773,0.4961937665939331,0.21017971634864807,0.18613839149475098,0.19151224195957184,0.2502231299877167,0.42300865054130554
agreement,0.24597544968128204,0.2751829922199249,0.15945924818515778,0.2490699142217636,0.24827010929584503,0.1469133347272873,0.22375741600990295,0.09147488325834274,0.2582041323184967,1.0,0.3914865255355835,0.15830197930335999
between,0.395174115896225,0.24874255061149597,0.27047741413116455,0.39067012071609497,0.17389921844005585,0.10459830611944199,0.40645647048950195,0.13376383483409882,0.10562795400619507,0.3914865255355835,0.9999999403953552,0.12887074053287506
france,0.1980295330286026,0.35085076093673706,0.24330811202526093,0.35517507791519165,0.290926992893219,0.15501005947589874,0.2925812005996704,0.05186159536242485,0.15461142361164093,0.21106049418449402,0.21021217107772827,0.15069349110126495
",",0.3658004403114319,0.2966555655002594,0.36755475401878357,0.4933079481124878,0.19684812426567078,0.2299477756023407,0.6633074283599854,0.21332605183124542,0.2761111557483673,0.23435252904891968,0.27714940905570984,0.31091248989105225
italy,0.23020818829536438,0.33546021580696106,0.21057331562042236,0.2633645832538605,0.30339908599853516,0.1873054802417755,0.25207585096359253,0.11988204717636108,0.10700749605894089,0.15371493995189667,0.204374298453331,0.11567100137472153
",",0.3658004403114319,0.2966555655002594,0.36755475401878357,0.4933079481124878,0.19684812426567078,0.2299477756023407,0.6633074283599854,0.21332605183124542,0.2761111557483673,0.23435252904891968,0.27714940905570984,0.31091248989105225
belgium,0.14005181193351746,0.34382468461990356,0.1835365891456604,0.24047598242759705,0.3011130094528198,0.1997821033000946,0.2641420364379883,0.14039164781570435,0.12556925415992737,0.1807853728532791,0.13282908499240875,0.1067093089222908
",",0.3658004403114319,0.2966555655002594,0.36755475401878357,0.4933079481124878,0.19684812426567078,0.2299477756023407,0.6633074283599854,0.21332605183124542,0.2761111557483673,0.23435252904891968,0.27714940905570984,0.31091248989105225
the,0.6521818041801453,0.33290645480155945,0.3906462490558624,1.0,0.3423081040382385,0.23263108730316162,0.5171257257461548,0.23159778118133545,0.2601400911808014,0.2490699142217636,0.39067012071609497,0.22068053483963013
netherlands,0.20309802889823914,0.3945884108543396,0.18124517798423767,0.2279868870973587,0.3391571342945099,0.20502547919750214,0.2576504349708557,0.1749565750360489,0.10427500307559967,0.20073430240154266,0.17028671503067017,0.09310898929834366
",",0.3658004403114319,0.2966555655002594,0.36755475401878357,0.4933079481124878,0.19684812426567078,0.2299477756023407,0.6633074283599854,0.21332605183124542,0.2761111557483673,0.23435252904891968,0.27714940905570984,0.31091248989105225
luxembourg,0.14268912374973297,0.3547113537788391,0.11563384532928467,0.2548355758190155,0.25687408447265625,0.14265061914920807,0.24045270681381226,0.0744614228606224,0.19510145485401154,0.2193172574043274,0.1506519764661789,0.08591736853122711
and,0.506277859210968,0.37200918793678284,0.42175528407096863,0.5171257257461548,0.24143946170806885,0.23463141918182373,1.0,0.24484598636627197,0.2756517827510834,0.22375741600990295,0.40645647048950195,0.20544172823429108
germany,0.2479574829339981,0.39945387840270996,0.24375580251216888,0.3181285262107849,0.2982380986213684,0.27019765973091125,0.29381805658340454,0.160478413105011,0.11846137046813965,0.21546344459056854,0.22155004739761353,0.1388660967350006
in,0.4840516746044159,0.3027990758419037,0.3815755248069763,0.6662389636039734,0.23319172859191895,0.25431546568870544,0.4954058527946472,0.15349873900413513,0.21838891506195068,0.20350398123264313,0.41100412607192993,0.20430970191955566
1951,-0.1621738225221634,-0.10201206058263779,-0.03760148584842682,-0.20524539053440094,-0.1500481367111206,-0.2196343094110489,-0.1108131855726242,-0.12512405216693878,-0.22082436084747314,-0.15478456020355225,-0.094785675406456,-0.20064012706279755
following,0.342348575592041,0.19809846580028534,0.168174147605896,0.39779382944107056,0.15397366881370544,0.11158270388841629,0.2696467339992523,0.1432119607925415,0.1508038192987442,0.23120063543319702,0.22797466814517975,0.1555173695087433
the,0.6521818041801453,0.33290645480155945,0.3906462490558624,1.0,0.3423081040382385,0.23263108730316162,0.5171257257461548,0.23159778118133545,0.2601400911808014,0.2490699142217636,0.39067012071609497,0.22068053483963013
second,0.336174339056015,0.19106526672840118,0.17748267948627472,0.4620301127433777,0.15308497846126556,0.15186209976673126,0.2743909955024719,0.21064549684524536,0.10592614114284515,0.1849195808172226,0.25431618094444275,0.17239587008953094
world,0.29213306307792664,0.37250030040740967,0.2498536854982376,0.33604270219802856,0.3524537980556488,0.1702268123626709,0.3246132433414459,0.2064414620399475,0.1718323975801468,0.19652675092220306,0.18019768595695496,0.17579582333564758
war,0.2244700789451599,0.2999389171600342,0.3151806890964508,0.366199791431427,0.2521776556968689,0.17607146501541138,0.29695844650268555,0.18496635556221008,0.1539144068956375,0.2665821611881256,0.2612598240375519,0.15510529279708862
.,0.45942068099975586,0.27938392758369446,0.3378238379955292,0.5934505462646484,0.2095622420310974,0.16755032539367676,0.588965117931366,0.21769289672374725,0.2594514787197113,0.20123955607414246,0.30295518040657043,0.4130953550338745
