,what,name,was,given,to,the,western,half,of,the,colony,?
after,0.21973377466201782,0.2467648833990097,0.49306565523147583,0.27843979001045227,0.37890323996543884,0.4565047025680542,0.1770457625389099,0.23608151078224182,0.3867455720901489,0.4565047025680542,0.22339124977588654,0.16608688235282898
the,0.42745697498321533,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.37920868396759033,0.3189295828342438,0.733189046382904,1.0,0.2740810811519623,0.22068053483963013
founding,0.2093554586172104,0.2714325487613678,0.36926978826522827,0.18178530037403107,0.2010585367679596,0.34138360619544983,0.2317977249622345,0.0677824467420578,0.3665546774864197,0.34138360619544983,0.2586214244365692,0.1416333168745041
of,0.33290785551071167,0.24075818061828613,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.733189046382904,0.32974064350128174,0.2784358561038971,1.0,0.733189046382904,0.2552715241909027,0.1826142966747284
the,0.42745697498321533,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.37920868396759033,0.3189295828342438,0.733189046382904,1.0,0.2740810811519623,0.22068053483963013
colony,0.26261213421821594,0.17989234626293182,0.25879696011543274,0.1114320158958435,0.27651169896125793,0.2740810811519623,0.23202861845493317,0.09157166630029678,0.2552715241909027,0.2740810811519623,1.0000001192092896,0.13831071555614471
of,0.33290785551071167,0.24075818061828613,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.733189046382904,0.32974064350128174,0.2784358561038971,1.0,0.733189046382904,0.2552715241909027,0.1826142966747284
new,0.2130378633737564,0.19623230397701263,0.2748313844203949,0.1981271654367447,0.33159172534942627,0.3845241069793701,0.22696338593959808,0.14872649312019348,0.343457967042923,0.3845241069793701,0.29187142848968506,0.14782847464084625
south,0.15388517081737518,0.21417751908302307,0.2792486846446991,0.14002679288387299,0.25657615065574646,0.3129390776157379,0.4157097041606903,0.18308544158935547,0.33382371068000793,0.3129390776157379,0.26421207189559937,0.12336621433496475
wales,0.1505342721939087,0.13447226583957672,0.18637675046920776,0.20509326457977295,0.23544639348983765,0.23852568864822388,0.232095867395401,0.13081349432468414,0.23133093118667603,0.23852568864822388,0.23250383138656616,0.15627945959568024
in,0.30808621644973755,0.2459065467119217,0.45514053106307983,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.35160520672798157,0.25644969940185547,0.5696388483047485,0.6662389636039734,0.25087448954582214,0.20430970191955566
1788,0.0740138441324234,0.1774962991476059,0.028817273676395416,0.08936658501625061,0.019751818850636482,0.0961972028017044,0.06687043607234955,0.1379236876964569,0.12952084839344025,0.0961972028017044,0.09447211772203445,0.10552866011857986
",",0.3087472915649414,0.28145334124565125,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.27542921900749207,0.26690807938575745,0.4946078956127167,0.4933079481124878,0.23671650886535645,0.31091248989105225
australia,0.1913539320230484,0.140293151140213,0.2358046919107437,0.1872938871383667,0.24799345433712006,0.26828548312187195,0.3634481430053711,0.15162695944309235,0.2669609785079956,0.26828548312187195,0.23187807202339172,0.15702682733535767
was,0.22111038863658905,0.2646567225456238,1.0000001192092896,0.26878538727760315,0.3636345863342285,0.48711544275283813,0.2864105999469757,0.21022500097751617,0.4069072902202606,0.48711544275283813,0.25879696011543274,0.18412111699581146
divided,0.2138991504907608,0.12169192731380463,0.16204190254211426,0.2580057978630066,0.17007847130298615,0.34601110219955444,0.26636791229248047,0.2502898871898651,0.37450557947158813,0.34601110219955444,0.16474632918834686,0.10190024226903915
into,0.2180619090795517,0.19626246392726898,0.2322220653295517,0.18444007635116577,0.38810545206069946,0.39493247866630554,0.2034125179052353,0.21676932275295258,0.32255905866622925,0.39493247866630554,0.16771237552165985,0.15662476420402527
an,0.2821882665157318,0.22033736109733582,0.3694365322589874,0.25091034173965454,0.3138085603713989,0.4207492768764496,0.13090655207633972,0.14947959780693054,0.32280945777893066,0.4207492768764496,0.13776826858520508,0.19793890416622162
eastern,0.2263268083333969,0.16027866303920746,0.23346775770187378,0.13668113946914673,0.1750476211309433,0.3928247392177582,0.78607577085495,0.19317391514778137,0.33281487226486206,0.3928247392177582,0.22462882101535797,0.20060817897319794
half,0.13016436994075775,0.1405981332063675,0.21022500097751617,0.21199041604995728,0.21248666942119598,0.3189295828342438,0.1951594203710556,1.0000001192092896,0.2784358561038971,0.3189295828342438,0.09157166630029678,0.07471233606338501
named,0.1525408923625946,0.44205352663993835,0.37528327107429504,0.36172717809677124,0.23689822852611542,0.3521348536014557,0.14342814683914185,0.2391350418329239,0.2820465862751007,0.3521348536014557,0.21767252683639526,0.1297498345375061
new,0.2130378633737564,0.19623230397701263,0.2748313844203949,0.1981271654367447,0.33159172534942627,0.3845241069793701,0.22696338593959808,0.14872649312019348,0.343457967042923,0.3845241069793701,0.29187142848968506,0.14782847464084625
south,0.15388517081737518,0.21417751908302307,0.2792486846446991,0.14002679288387299,0.25657615065574646,0.3129390776157379,0.4157097041606903,0.18308544158935547,0.33382371068000793,0.3129390776157379,0.26421207189559937,0.12336621433496475
wales,0.1505342721939087,0.13447226583957672,0.18637675046920776,0.20509326457977295,0.23544639348983765,0.23852568864822388,0.232095867395401,0.13081349432468414,0.23133093118667603,0.23852568864822388,0.23250383138656616,0.15627945959568024
and,0.31309178471565247,0.21235932409763336,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.27210789918899536,0.2865435779094696,0.5116966962814331,0.5171257257461548,0.2406650185585022,0.20544172823429108
a,0.3320399522781372,0.26421117782592773,0.4508470594882965,0.3335871398448944,0.45503583550453186,0.5829201340675354,0.21111781895160675,0.29977813363075256,0.5052502155303955,0.5829201340675354,0.20176295936107635,0.23916715383529663
western,0.2454150915145874,0.13307146728038788,0.2864105999469757,0.14327724277973175,0.18838192522525787,0.37920868396759033,1.0000001192092896,0.1951594203710556,0.32974064350128174,0.37920868396759033,0.23202861845493317,0.17439141869544983
half,0.13016436994075775,0.1405981332063675,0.21022500097751617,0.21199041604995728,0.21248666942119598,0.3189295828342438,0.1951594203710556,1.0000001192092896,0.2784358561038971,0.3189295828342438,0.09157166630029678,0.07471233606338501
named,0.1525408923625946,0.44205352663993835,0.37528327107429504,0.36172717809677124,0.23689822852611542,0.3521348536014557,0.14342814683914185,0.2391350418329239,0.2820465862751007,0.3521348536014557,0.21767252683639526,0.1297498345375061
new,0.2130378633737564,0.19623230397701263,0.2748313844203949,0.1981271654367447,0.33159172534942627,0.3845241069793701,0.22696338593959808,0.14872649312019348,0.343457967042923,0.3845241069793701,0.29187142848968506,0.14782847464084625
holland,0.17794691026210785,0.15752673149108887,0.239714115858078,0.11879806965589523,0.22386394441127777,0.21247440576553345,0.2176424115896225,0.15478408336639404,0.22898225486278534,0.21247440576553345,0.19289472699165344,0.14312024414539337
",",0.3087472915649414,0.28145334124565125,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.27542921900749207,0.26690807938575745,0.4946078956127167,0.4933079481124878,0.23671650886535645,0.31091248989105225
under,0.20154598355293274,0.28553691506385803,0.2672741413116455,0.2517145276069641,0.27177539467811584,0.3348022699356079,0.09929286688566208,0.08151368796825409,0.32766106724739075,0.3348022699356079,0.114224873483181,0.18233340978622437
the,0.42745697498321533,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.37920868396759033,0.3189295828342438,0.733189046382904,1.0,0.2740810811519623,0.22068053483963013
administration,0.2483910471200943,0.1585349589586258,0.2510780692100525,0.23519913852214813,0.2658160626888275,0.3083578944206238,0.1914130300283432,0.17952926456928253,0.3326551914215088,0.3083578944206238,0.19149596989154816,0.14283715188503265
of,0.33290785551071167,0.24075818061828613,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.733189046382904,0.32974064350128174,0.2784358561038971,1.0,0.733189046382904,0.2552715241909027,0.1826142966747284
the,0.42745697498321533,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.37920868396759033,0.3189295828342438,0.733189046382904,1.0,0.2740810811519623,0.22068053483963013
colonial,0.15791663527488708,0.16084757447242737,0.2549057900905609,0.14122135937213898,0.22932834923267365,0.2715741693973541,0.2598869502544403,0.12787845730781555,0.2972153425216675,0.2715741693973541,0.6329621076583862,0.10191229730844498
government,0.28074538707733154,0.12998923659324646,0.2995857298374176,0.2538663446903229,0.28343796730041504,0.31798112392425537,0.24506735801696777,0.1031537875533104,0.3475167155265808,0.31798112392425537,0.3172589838504791,0.18851417303085327
in,0.30808621644973755,0.2459065467119217,0.45514053106307983,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.35160520672798157,0.25644969940185547,0.5696388483047485,0.6662389636039734,0.25087448954582214,0.20430970191955566
sydney,0.1779373288154602,0.09807541221380234,0.26603373885154724,0.11543887108564377,0.1608124077320099,0.2544975280761719,0.22610262036323547,0.10512995719909668,0.22197352349758148,0.2544975280761719,0.23173049092292786,0.0820717066526413
.,0.3567904531955719,0.24737101793289185,0.40146201848983765,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.2816847264766693,0.2995082437992096,0.5352458953857422,0.5934505462646484,0.23889021575450897,0.4130953550338745
