,what,language,is,used,to,educate,in,wales,?
for,0.3017193675041199,0.23522019386291504,0.43268078565597534,0.4236139953136444,0.4451248347759247,0.22976097464561462,0.4322226941585541,0.19005458056926727,0.264628142118454
example,0.3456268310546875,0.2566981017589569,0.36737263202667236,0.48354339599609375,0.3451666533946991,0.17504611611366272,0.30483278632164,0.16803723573684692,0.30374911427497864
",",0.3087472915649414,0.2694627344608307,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.23913757503032684,0.5201468467712402,0.19783782958984375,0.31091248989105225
a,0.3320399522781372,0.21064592897891998,0.658733606338501,0.3864384889602661,0.45503583550453186,0.1645841747522354,0.539380669593811,0.16283482313156128,0.23916715383529663
significant,0.24268144369125366,0.20169909298419952,0.2283884435892105,0.23579798638820648,0.27648770809173584,0.20171503722667694,0.3551969528198242,0.17053401470184326,0.18679562211036682
number,0.23046229779720306,0.19832272827625275,0.22390379011631012,0.23600076138973236,0.2706126868724823,0.11441368609666824,0.3024539053440094,0.14506903290748596,0.19256845116615295
of,0.33290785551071167,0.25272229313850403,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.21734441816806793,0.5696388483047485,0.23133093118667603,0.1826142966747284
students,0.2380729615688324,0.22771631181240082,0.2124544233083725,0.16429178416728973,0.2905822694301605,0.48870226740837097,0.2676171064376831,0.18562285602092743,0.18017297983169556
all,0.41981086134910583,0.25972840189933777,0.2553904056549072,0.2536942958831787,0.42520734667778015,0.21770046651363373,0.3335905969142914,0.19592635333538055,0.29575422406196594
over,0.28007611632347107,0.1868855208158493,0.2159561663866043,0.21628807485103607,0.38635820150375366,0.13326440751552582,0.3605569899082184,0.1917053610086441,0.25742942094802856
wales,0.1505342721939087,0.1091202050447464,0.1638261377811432,0.20430804789066315,0.23544639348983765,0.22839947044849396,0.18714384734630585,1.0000001192092896,0.15627945959568024
are,0.29724663496017456,0.26836323738098145,0.5330929756164551,0.3322218656539917,0.3504326641559601,0.21227099001407623,0.3841303884983063,0.18246807157993317,0.24591213464736938
educated,0.22306500375270844,0.2896577715873718,0.17440727353096008,0.15254773199558258,0.25168463587760925,0.8439133763313293,0.2402513176202774,0.2308853417634964,0.1427479386329651
either,0.3851809501647949,0.1721922904253006,0.3086068034172058,0.362758606672287,0.4178585708141327,0.18723514676094055,0.2748357057571411,0.15018130838871002,0.31498292088508606
wholly,0.3131820261478424,0.2032012790441513,0.22713439166545868,0.16530151665210724,0.19159232079982758,0.11662357300519943,0.15939582884311676,0.22515936195850372,0.2409968376159668
or,0.33867141604423523,0.2587864398956299,0.41870999336242676,0.4951852560043335,0.38921234011650085,0.14230108261108398,0.3586423695087433,0.19093115627765656,0.32389625906944275
largely,0.25660550594329834,0.20244969427585602,0.27936726808547974,0.24137377738952637,0.24348199367523193,0.1542639583349228,0.2371911108493805,0.1287173628807068,0.08185246586799622
through,0.23167094588279724,0.1660417765378952,0.27805060148239136,0.20277023315429688,0.4062686562538147,0.15294624865055084,0.38533157110214233,0.13275469839572906,0.16913433372974396
the,0.42745697498321533,0.30198320746421814,0.5823672413825989,0.3718377649784088,0.535392165184021,0.17445413768291473,0.6662389636039734,0.23852568864822388,0.22068053483963013
medium,0.09298098087310791,0.16223110258579254,0.2135585993528366,0.28818070888519287,0.14374034106731415,0.1277572214603424,0.14635127782821655,0.10495387762784958,0.09342553466558456
of,0.33290785551071167,0.25272229313850403,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.21734441816806793,0.5696388483047485,0.23133093118667603,0.1826142966747284
welsh,0.11973178386688232,0.29570162296295166,0.18026411533355713,0.22143852710723877,0.14468666911125183,0.1953926533460617,0.1399436891078949,0.5323479771614075,0.0826316848397255
:,-0.12022944539785385,-0.030401721596717834,-0.07222653180360794,-0.13810665905475616,-0.09243495017290115,-0.09407075494527817,0.020521078258752823,-0.23003724217414856,-0.07156077772378922
in,0.30808621644973755,0.23268210887908936,0.5394441485404968,0.3090210556983948,0.45010748505592346,0.19820159673690796,1.0,0.18714384734630585,0.20430970191955566
2008/09,-0.2027910202741623,-0.030072441324591637,-0.16901272535324097,-0.20821429789066315,-0.22332413494586945,-0.07353958487510681,-0.16803474724292755,-0.07503795623779297,-0.16919255256652832
",",0.3087472915649414,0.2694627344608307,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.23913757503032684,0.5201468467712402,0.19783782958984375,0.31091248989105225
22,0.02076123282313347,0.021994102746248245,-0.027378425002098083,-0.008687375113368034,0.038123417645692825,-0.006104759871959686,0.01694893091917038,-0.0195408146828413,0.06663474440574646
per,0.21384303271770477,0.09256035089492798,0.22395510971546173,0.12158285081386566,0.2519395351409912,0.11716447025537491,0.1975519210100174,0.14439281821250916,0.22323818504810333
cent,0.17630065977573395,0.12012623995542526,0.23562559485435486,0.17399781942367554,0.18867720663547516,0.13808892667293549,0.17579324543476105,0.2232130765914917,0.21050448715686798
of,0.33290785551071167,0.25272229313850403,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.21734441816806793,0.5696388483047485,0.23133093118667603,0.1826142966747284
classes,0.20746955275535583,0.24860452115535736,0.13611210882663727,0.26141780614852905,0.2503586411476135,0.2786603271961212,0.20728561282157898,0.12704968452453613,0.14397528767585754
in,0.30808621644973755,0.23268210887908936,0.5394441485404968,0.3090210556983948,0.45010748505592346,0.19820159673690796,1.0,0.18714384734630585,0.20430970191955566
maintained,0.20107032358646393,0.19270780682563782,0.18657302856445312,0.2587733864784241,0.19650894403457642,0.12317480891942978,0.21686826646327972,0.11619247496128082,0.17174425721168518
primary,0.2113915979862213,0.18236173689365387,0.23824772238731384,0.2554009258747101,0.27388349175453186,0.3073297441005707,0.21150650084018707,0.18647560477256775,0.16286636888980865
schools,0.1820785105228424,0.2158348709344864,0.2022145688533783,0.2245682328939438,0.2362271547317505,0.5120521783828735,0.2632134258747101,0.22797182202339172,0.18349280953407288
used,0.27546408772468567,0.23411054909229279,0.3288823366165161,0.9999998807907104,0.40058770775794983,0.15627723932266235,0.3090210556983948,0.20430804789066315,0.22430120408535004
welsh,0.11973178386688232,0.29570162296295166,0.18026411533355713,0.22143852710723877,0.14468666911125183,0.1953926533460617,0.1399436891078949,0.5323479771614075,0.0826316848397255
as,0.31749409437179565,0.2037375271320343,0.43216490745544434,0.35160550475120544,0.42092081904411316,0.2467757910490036,0.3887844979763031,0.2248159497976303,0.27043893933296204
the,0.42745697498321533,0.30198320746421814,0.5823672413825989,0.3718377649784088,0.535392165184021,0.17445413768291473,0.6662389636039734,0.23852568864822388,0.22068053483963013
sole,0.14980672299861908,0.1395915299654007,0.20594455301761627,0.19096936285495758,0.22221137583255768,0.15047907829284668,0.15324224531650543,0.1516798734664917,0.16971178352832794
or,0.33867141604423523,0.2587864398956299,0.41870999336242676,0.4951852560043335,0.38921234011650085,0.14230108261108398,0.3586423695087433,0.19093115627765656,0.32389625906944275
main,0.2344268560409546,0.1543772965669632,0.3009335994720459,0.2582900822162628,0.26116618514060974,0.13179892301559448,0.28862449526786804,0.14641308784484863,0.1665669083595276
medium,0.09298098087310791,0.16223110258579254,0.2135585993528366,0.28818070888519287,0.14374034106731415,0.1277572214603424,0.14635127782821655,0.10495387762784958,0.09342553466558456
of,0.33290785551071167,0.25272229313850403,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.21734441816806793,0.5696388483047485,0.23133093118667603,0.1826142966747284
instruction,0.3581218719482422,0.29253265261650085,0.21809233725070953,0.2520888149738312,0.3158412575721741,0.20588459074497223,0.22511914372444153,0.11018998920917511,0.2353983372449875
.,0.3567904531955719,0.2506868243217468,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.23406577110290527,0.5591574311256409,0.27743059396743774,0.4130953550338745
