,why,was,tanaghrisson,supporting,british,efforts,?
the,0.30742117762565613,0.48711544275283813,0.2783166468143463,0.2755655348300934,0.28973397612571716,0.26890742778778076,0.22068053483963013
historian,0.12869878113269806,0.2929774224758148,0.2692713141441345,0.1259542852640152,0.27763083577156067,0.1453501582145691,0.14715451002120972
fred,0.12329459935426712,0.2530221939086914,0.2672041952610016,0.1004868820309639,0.2046634554862976,0.052956901490688324,0.20597071945667267
anderson,0.17077137529850006,0.22858858108520508,0.4493068754673004,0.1722879260778427,0.22621625661849976,0.12378022074699402,0.1857001930475235
suggests,0.33112654089927673,0.2206977754831314,0.18463134765625,0.20621243119239807,0.12602977454662323,0.2388763129711151,0.2323666214942932
that,0.5601457357406616,0.33670201897621155,0.15372678637504578,0.2958624064922333,0.19530552625656128,0.2833632230758667,0.32716336846351624
tanaghrisson,0.18647365272045135,0.2845495641231537,0.9999998807907104,0.14155793190002441,0.31979116797447205,0.15578293800354004,0.15505239367485046
was,0.23341619968414307,1.0000001192092896,0.2845495641231537,0.21408072113990784,0.31934812664985657,0.2586594820022583,0.18412111699581146
acting,0.11327222734689713,0.2252749353647232,0.19504186511039734,0.3197292685508728,0.13978202641010284,0.16478678584098816,0.15597198903560638
to,0.4100138247013092,0.3636345863342285,0.18294401466846466,0.20453977584838867,0.22690963745117188,0.36228540539741516,0.29463258385658264
gain,0.21545001864433289,0.11071235686540604,0.13875935971736908,0.25815486907958984,0.14298120141029358,0.3593634068965912,0.1417919248342514
the,0.30742117762565613,0.48711544275283813,0.2783166468143463,0.2755655348300934,0.28973397612571716,0.26890742778778076,0.22068053483963013
support,0.35591691732406616,0.2208256870508194,0.11900985240936279,0.5976688861846924,0.09852589666843414,0.35702016949653625,0.22626608610153198
of,0.28464117646217346,0.4069072902202606,0.22784514725208282,0.22132660448551178,0.23701532185077667,0.23738951981067657,0.1826142966747284
the,0.30742117762565613,0.48711544275283813,0.2783166468143463,0.2755655348300934,0.28973397612571716,0.26890742778778076,0.22068053483963013
british,0.11614637076854706,0.31934812664985657,0.31979116797447205,0.19979946315288544,1.0,0.1963055282831192,0.09711728990077972
and,0.27806392312049866,0.3740963041782379,0.3088236451148987,0.32303592562675476,0.325880765914917,0.3115611970424652,0.20544172823429108
regain,0.16651110351085663,0.22328349947929382,0.19380831718444824,0.20932157337665558,0.2109055370092392,0.33180302381515503,0.15337027609348297
authority,0.17495037615299225,0.23109516501426697,0.16812342405319214,0.10668420046567917,0.18437808752059937,0.28519773483276367,0.18404170870780945
over,0.27820903062820435,0.24486446380615234,0.21545012295246124,0.20866362750530243,0.22151635587215424,0.243785560131073,0.25742942094802856
his,0.19196097552776337,0.4405253231525421,0.2778688967227936,0.23295223712921143,0.2021821290254593,0.3737589716911316,0.18075084686279297
own,0.2613687515258789,0.19632458686828613,0.18072424829006195,0.16505081951618195,0.18910621106624603,0.3536006808280945,0.1937696635723114
people,0.2737221121788025,0.2518421411514282,0.1543719470500946,0.1070283055305481,0.15512417256832123,0.14800573885440826,0.23739641904830933
.,0.32909876108169556,0.40146201848983765,0.28180888295173645,0.289732962846756,0.23159366846084595,0.22250142693519592,0.4130953550338745
,why,was,tanaghrisson,supporting,british,efforts,?
since,0.3056725263595581,0.4384658932685852,0.2221861034631729,0.18003298342227936,0.20443092286586761,0.23680831491947174,0.2876587212085724
tanaghrisson,0.18647365272045135,0.2845495641231537,0.9999998807907104,0.14155793190002441,0.31979116797447205,0.15578293800354004,0.15505239367485046
had,0.24633871018886566,0.5927209258079529,0.21572917699813843,0.22207686305046082,0.2696124017238617,0.2781025767326355,0.20728366076946259
promised,0.23263385891914368,0.32441285252571106,0.19126321375370026,0.2984022796154022,0.21832337975502014,0.38875284790992737,0.22630755603313446
support,0.35591691732406616,0.2208256870508194,0.11900985240936279,0.5976688861846924,0.09852589666843414,0.35702016949653625,0.22626608610153198
to,0.4100138247013092,0.3636345863342285,0.18294401466846466,0.20453977584838867,0.22690963745117188,0.36228540539741516,0.29463258385658264
the,0.30742117762565613,0.48711544275283813,0.2783166468143463,0.2755655348300934,0.28973397612571716,0.26890742778778076,0.22068053483963013
british,0.11614637076854706,0.31934812664985657,0.31979116797447205,0.19979946315288544,1.0,0.1963055282831192,0.09711728990077972
",",0.2827242314815521,0.45456063747406006,0.34540697932243347,0.27876630425453186,0.25734075903892517,0.20678693056106567,0.31091248989105225
washington,0.12090140581130981,0.24854253232479095,0.28273680806159973,0.13786357641220093,0.2253437042236328,0.20128513872623444,0.157786026597023
continued,0.13119029998779297,0.40578481554985046,0.14255891740322113,0.16431188583374023,0.2588115930557251,0.4147351384162903,0.10404038429260254
toward,0.1800624430179596,0.13196846842765808,0.08509480208158493,0.23143824934959412,0.13094234466552734,0.2916000187397003,0.09989774227142334
fort,0.09808911383152008,0.30989983677864075,0.2402200698852539,0.1567574143409729,0.2695907950401306,0.2100660502910614,0.15686731040477753
duquesne,0.15630538761615753,0.2953045070171356,0.3865078091621399,0.21353858709335327,0.29816126823425293,0.18184895813465118,0.18955427408218384
and,0.27806392312049866,0.3740963041782379,0.3088236451148987,0.32303592562675476,0.325880765914917,0.3115611970424652,0.20544172823429108
met,0.17875884473323822,0.3100595772266388,0.23063229024410248,0.24118749797344208,0.18919497728347778,0.2113158106803894,0.13848096132278442
with,0.24107445776462555,0.27411898970603943,0.2064690887928009,0.24784240126609802,0.1637800633907318,0.2433222532272339,0.2433311939239502
the,0.30742117762565613,0.48711544275283813,0.2783166468143463,0.2755655348300934,0.28973397612571716,0.26890742778778076,0.22068053483963013
mingo,0.11956357955932617,0.1894562840461731,0.29709067940711975,0.10764307528734207,0.0923030748963356,0.1148749515414238,0.125519797205925
leader,0.10482552647590637,0.3073844909667969,0.2565055191516876,0.15885360538959503,0.18515560030937195,0.2140658050775528,0.09527933597564697
.,0.32909876108169556,0.40146201848983765,0.28180888295173645,0.289732962846756,0.23159366846084595,0.22250142693519592,0.4130953550338745
