,where,did,korea,border,kublai,'s,territory,?
kublai,0.2104915827512741,0.2875992953777313,0.3357400894165039,0.21356530487537384,0.9999999403953552,-0.017352506518363953,0.18502607941627502,0.14562560617923737
secured,0.29962438344955444,0.2309812754392624,0.12771882116794586,0.19007551670074463,0.22999607026576996,0.008921992965042591,0.20952527225017548,0.11042704433202744
the,0.5003893971443176,0.34736719727516174,0.2667161226272583,0.2856229841709137,0.32886171340942383,-0.01540423184633255,0.3000710904598236,0.22068053483963013
northeast,0.24073590338230133,0.13690578937530518,0.15788589417934418,0.4127790927886963,0.1967705339193344,-0.022103728726506233,0.33677172660827637,0.07426474988460541
border,0.2192085236310959,0.1487547904253006,0.18988247215747833,0.9999998807907104,0.21356530487537384,-0.0324530154466629,0.35306912660598755,0.1706928312778473
in,0.5344807505607605,0.2593238651752472,0.2038920670747757,0.28533756732940674,0.2070179283618927,-0.037580832839012146,0.2756796181201935,0.20430970191955566
1259,0.044892147183418274,0.0329873152077198,0.04585259035229683,-0.007219428662210703,0.08592613786458969,0.048331718891859055,-0.0052581229247152805,0.03581131994724274
by,0.2641284465789795,0.18574509024620056,0.1658070683479309,0.1409846395254135,0.2005719393491745,-0.010884488001465797,0.26449328660964966,0.17966607213020325
installing,0.22253578901290894,0.2509656250476837,0.1101498082280159,0.15950553119182587,0.12279393523931503,0.027713734656572342,0.13248206675052643,0.24078048765659332
the,0.5003893971443176,0.34736719727516174,0.2667161226272583,0.2856229841709137,0.32886171340942383,-0.01540423184633255,0.3000710904598236,0.22068053483963013
hostage,0.19241835176944733,0.17189915478229523,0.20251893997192383,0.21767723560333252,0.27662721276283264,-0.027141528204083443,0.21762947738170624,0.1581113487482071
prince,0.10591025650501251,0.1430761069059372,0.1469632238149643,0.15034370124340057,0.32214343547821045,-0.07744264602661133,0.1288510262966156,0.15431542694568634
wonjong,0.2222447246313095,0.25469037890434265,0.5222551226615906,0.1459280401468277,0.42092323303222656,0.0037112634163349867,0.18532678484916687,0.3091574013233185
as,0.35409465432167053,0.3596470057964325,0.17832045257091522,0.13357560336589813,0.1864137202501297,-0.05775856226682663,0.24870193004608154,0.27043893933296204
the,0.5003893971443176,0.34736719727516174,0.2667161226272583,0.2856229841709137,0.32886171340942383,-0.01540423184633255,0.3000710904598236,0.22068053483963013
ruler,0.18598514795303345,0.19686377048492432,0.15951551496982574,0.16047649085521698,0.4527418613433838,0.054567307233810425,0.24945998191833496,0.14533701539039612
of,0.38066378235816956,0.2513895630836487,0.2644958198070526,0.24084383249282837,0.231930211186409,-0.03817026689648628,0.27564212679862976,0.1826142966747284
korea,0.18572871387004852,0.19413933157920837,1.0,0.18988247215747833,0.3357400894165039,0.008455351926386356,0.16937430202960968,0.19150957465171814
",",0.3149496018886566,0.3015086054801941,0.22335247695446014,0.2548258304595947,0.2569756805896759,-0.0016132977325469255,0.2454550564289093,0.31091248989105225
making,0.20275279879570007,0.32095879316329956,0.18202272057533264,0.14666718244552612,0.13641664385795593,0.043641600757837296,0.11053789407014847,0.2539324164390564
it,0.36972272396087646,0.2993364930152893,0.22234360873699188,0.2761725187301636,0.19008725881576538,0.06608816236257553,0.30008572340011597,0.25732165575027466
a,0.40997210144996643,0.2552328109741211,0.22571563720703125,0.20451702177524567,0.1659851223230362,0.04866964742541313,0.18926236033439636,0.23916715383529663
mongol,0.12308114022016525,0.17534953355789185,0.2969683110713959,0.21352605521678925,0.633603572845459,-0.05976467952132225,0.18475495278835297,0.12849251925945282
tributary,0.13328087329864502,0.0804130956530571,0.10772833228111267,0.37630319595336914,0.255194753408432,-0.09247973561286926,0.2790278196334839,0.15467847883701324
state,0.2583591639995575,0.152080237865448,0.15577128529548645,0.26160910725593567,0.1457912027835846,0.038451772183179855,0.4180832803249359,0.1160883978009224
.,0.41390106081962585,0.35288307070732117,0.2509368360042572,0.26349708437919617,0.2311694622039795,-0.003708066651597619,0.2527329623699188,0.4130953550338745
