,how,many,times,has,a,super,bowl,taken,place,at,miami,'s,sun,life,stadium,?
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.3309854567050934,0.4179787337779999,0.457212895154953,0.19180938601493835,-0.01540423184633255,0.258540540933609,0.23528170585632324,0.21145665645599365,0.22068053483963013
league,0.04579940438270569,0.15746146440505981,0.21116143465042114,0.12035299092531204,0.17562834918498993,0.37144264578819275,0.3365440368652344,0.113646000623703,0.1555866003036499,0.21134859323501587,0.21914012730121613,0.0167086161673069,0.1827603131532669,0.12782053649425507,0.3161369860172272,0.15941482782363892
announced,0.0913727879524231,0.10106436163187027,0.07911340147256851,0.18308207392692566,0.18716087937355042,0.1638530194759369,0.11583950370550156,0.22792404890060425,0.1622508019208908,0.20540717244148254,0.200189471244812,-0.056355372071266174,0.14285023510456085,0.1293111890554428,0.22802318632602692,0.17416009306907654
on,0.32655060291290283,0.32520127296447754,0.21426425874233246,0.34604379534721375,0.3848365545272827,0.1569211632013321,0.1334993690252304,0.20865710079669952,0.32431602478027344,0.4806317389011383,0.19175945222377777,0.0026888418942689896,0.1976291835308075,0.19639495015144348,0.16608425974845886,0.2714994251728058
october,0.11188025027513504,0.13967232406139374,0.17160280048847198,0.17422285676002502,0.2402924746274948,0.1553284078836441,0.15085746347904205,0.16919642686843872,0.18317197263240814,0.30687233805656433,0.1734115034341812,-0.06886140257120132,0.12345238029956818,0.16484519839286804,0.16421927511692047,0.29706719517707825
16,0.028703972697257996,0.06954623758792877,-0.015120940282940865,-0.0527547262609005,0.09943632781505585,0.06872853636741638,-0.022439811378717422,0.09917167574167252,-0.012471589259803295,0.004100513178855181,0.11010131984949112,0.0028852298855781555,0.09864930808544159,0.0245831236243248,-0.030937297269701958,0.08446579426527023
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3734780251979828,0.427140474319458,0.22322475910186768,0.1810409277677536,0.28904372453689575,0.34068408608436584,0.38314947485923767,0.2643101215362549,-0.0016132977325469255,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.31091248989105225
2012,0.1487904042005539,0.2656145393848419,0.2598141133785248,0.331972599029541,0.3774794936180115,0.19708658754825592,0.1755882352590561,0.19524112343788147,0.32414424419403076,0.2646476626396179,0.1961556077003479,-0.022972648963332176,0.3125842213630676,0.14786095917224884,0.18786531686782837,0.18042556941509247
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3734780251979828,0.427140474319458,0.22322475910186768,0.1810409277677536,0.28904372453689575,0.34068408608436584,0.38314947485923767,0.2643101215362549,-0.0016132977325469255,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.31091248989105225
that,0.557814359664917,0.5391656160354614,0.2866678833961487,0.41272613406181335,0.47537946701049805,0.18258553743362427,0.10987387597560883,0.35460543632507324,0.32320237159729004,0.3183255195617676,0.18860521912574768,0.04397977516055107,0.2795715630054474,0.2885509729385376,0.12195040285587311,0.32716336846351624
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.3309854567050934,0.4179787337779999,0.457212895154953,0.19180938601493835,-0.01540423184633255,0.258540540933609,0.23528170585632324,0.21145665645599365,0.22068053483963013
two,0.2499001920223236,0.5147606730461121,0.3192688524723053,0.3772575855255127,0.3289857804775238,0.19097526371479034,0.20622028410434723,0.22282928228378296,0.26965609192848206,0.32178381085395813,0.23005354404449463,0.038143858313560486,0.2298462837934494,0.19536493718624115,0.11908403038978577,0.19645625352859497
finalists,0.1328703612089157,0.24770088493824005,0.25667494535446167,0.21998921036720276,0.17309391498565674,0.1484403759241104,0.21504653990268707,0.18784759938716888,0.2272738665342331,0.17675073444843292,0.24568632245063782,0.0166211798787117,0.18052363395690918,0.11564424633979797,0.2478853166103363,0.1289905160665512
were,0.2082374095916748,0.4804460406303406,0.23779702186584473,0.2784052789211273,0.17203083634376526,0.18743500113487244,0.17085392773151398,0.31235402822494507,0.24349497258663177,0.2947486639022827,0.13980287313461304,0.007088581565767527,0.12194310873746872,0.1938122808933258,0.15496990084648132,0.17890112102031708
sun,0.2054978907108307,0.20761610567569733,0.2999598979949951,0.18989816308021545,0.18251942098140717,0.19575519859790802,0.1716381013393402,0.16859948635101318,0.19231565296649933,0.22982341051101685,0.2602541148662567,0.018280325457453728,1.0000001192092896,0.18237324059009552,0.14790156483650208,0.1497713327407837
life,0.24822278320789337,0.291175901889801,0.2844661474227905,0.1895075887441635,0.27076753973960876,0.11999484151601791,0.12527509033679962,0.19828584790229797,0.195503830909729,0.20837508141994476,0.1090955138206482,0.03983813151717186,0.18237324059009552,1.0,0.10503630340099335,0.21677987277507782
stadium,0.054756078869104385,0.15739767253398895,0.12687304615974426,0.11947191506624222,0.14596018195152283,0.1715150624513626,0.25985562801361084,0.12160016596317291,0.2594786286354065,0.22218671441078186,0.2434653639793396,0.06718146800994873,0.14790156483650208,0.10503630340099335,1.0,0.07579939067363739
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.43716782331466675,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.2680969834327698,0.2813849449157715,0.3571503460407257,0.21090377867221832,0.06895173341035843,0.22661687433719635,0.26095253229141235,0.11777293682098389,0.20544172823429108
levi,0.12608356773853302,0.08425374329090118,0.11801004409790039,0.10805345326662064,0.14748936891555786,0.08340612053871155,0.1602962166070938,0.11326396465301514,0.0895209088921547,0.1250557154417038,0.21586942672729492,0.0004511454317253083,0.03408445417881012,0.1740599423646927,0.16388165950775146,0.09252339601516724
