,who,was,the,university,'s,5th,president,?
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.15450431406497955,0.18811661005020142,0.20430970191955566
1929,0.04163219407200813,-0.01348209846764803,0.0825032889842987,-0.1356816291809082,0.04986961930990219,-0.011647455394268036,-0.07283912599086761,0.043298207223415375
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.1645807921886444,0.26552814245224,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.263973206281662,-0.01540423184633255,0.25751444697380066,0.24330610036849976,0.22068053483963013
university,0.2115909904241562,0.290752112865448,0.263973206281662,1.0,-0.007441582623869181,0.18022799491882324,0.2515452206134796,0.11887256056070328
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,0.13002809882164001,-0.08566092699766159,-0.023395681753754616
fifth,0.19030998647212982,0.3496854901313782,0.39293691515922546,0.19374993443489075,0.1189347356557846,0.5776609778404236,0.21209585666656494,0.13128890097141266
president,0.22565458714962006,0.2505730390548706,0.24330610036849976,0.2515452206134796,-0.08566092699766159,0.051134947687387466,1.0000001192092896,0.14148259162902832
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.1645807921886444,0.26552814245224,0.31091248989105225
robert,0.2748492956161499,0.24186499416828156,0.2257954627275467,0.2057558000087738,0.028171386569738388,0.1911640465259552,0.18325552344322205,0.11293095350265503
maynard,0.2566014230251312,0.27229568362236023,0.16149097681045532,0.24787504971027374,0.010713145136833191,0.18340666592121124,0.20692645013332367,0.21317079663276672
hutchins,0.24053634703159332,0.17060819268226624,0.19606207311153412,0.23413310945034027,0.05052611976861954,0.022261198610067368,0.10108283162117004,0.18799783289432526
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.1645807921886444,0.26552814245224,0.31091248989105225
took,0.2481452226638794,0.48213186860084534,0.31657639145851135,0.14843371510505676,0.06150028854608536,0.07765881717205048,0.23178637027740479,0.14109265804290771
office,0.2092086672782898,0.3002835810184479,0.27314993739128113,0.2374965250492096,-0.06233545020222664,0.04780975356698036,0.40359655022621155,0.16497313976287842
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.012021088972687721,0.006909397430717945,0.037943314760923386,-0.05959305167198181,0.10349778085947037
the,0.3733934462070465,0.48711544275283813,1.0,0.263973206281662,-0.01540423184633255,0.25751444697380066,0.24330610036849976,0.22068053483963013
university,0.2115909904241562,0.290752112865448,0.263973206281662,1.0,-0.007441582623869181,0.18022799491882324,0.2515452206134796,0.11887256056070328
underwent,0.169152170419693,0.3799797594547272,0.33590078353881836,0.11391913890838623,-0.022979924455285072,0.08574338257312775,0.1779981106519699,0.12751154601573944
many,0.4149286150932312,0.260356068611145,0.4335206151008606,0.19385361671447754,0.01698932610452175,0.05139574036002159,0.15858104825019836,0.2124512493610382
changes,0.20586563646793365,0.17310309410095215,0.3427845537662506,0.12221770733594894,0.006762445904314518,0.06554053723812103,0.13177801668643951,0.21264225244522095
during,0.30551859736442566,0.4470829963684082,0.4838213622570038,0.17872242629528046,0.011294117197394371,0.1699981987476349,0.19422510266304016,0.1325719803571701
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.22286750376224518,0.047556519508361816,0.1226007416844368,0.25683027505874634,0.18075084686279297
24-year,0.11184623092412949,0.18751603364944458,0.25550577044487,0.20807237923145294,-0.02366221509873867,0.13903455436229706,0.25398311018943787,0.31218060851097107
tenure,0.22222712635993958,0.2806069850921631,0.25439196825027466,0.31099334359169006,0.0009784060530364513,0.1594574749469757,0.3613048791885376,0.19726786017417908
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.20754478871822357,0.26255303621292114,0.4130953550338745
