,where,was,parliament,temporarily,relocated,to,in,may,of,2000,?
in,0.5344807505607605,0.45514053106307983,0.2323146015405655,0.253314346075058,0.28603625297546387,0.45010748505592346,1.0,0.3424151837825775,0.5696388483047485,-0.0435720756649971,0.20430970191955566
may,0.23215454816818237,0.3388521671295166,0.21585623919963837,0.29224368929862976,0.08763022720813751,0.391582727432251,0.3424151837825775,0.9999998807907104,0.26447007060050964,-0.010245288722217083,0.2768254578113556
2000,-0.11322752386331558,0.06843073666095734,-0.04970041662454605,-0.11246825009584427,-0.1133803203701973,-0.05413077399134636,-0.0435720756649971,-0.010245288722217083,0.010344067588448524,1.0,-0.0824366956949234
",",0.3149496018886566,0.45456063747406006,0.25442883372306824,0.2560963034629822,0.23454871773719788,0.44245919585227966,0.5201468467712402,0.5007920861244202,0.4946078956127167,-0.03465369716286659,0.31091248989105225
the,0.5003893971443176,0.48711544275283813,0.26521381735801697,0.35498616099357605,0.3594534695148468,0.535392165184021,0.6662389636039734,0.2694292366504669,0.733189046382904,-0.015081177465617657,0.22068053483963013
parliament,0.14109039306640625,0.24742799997329712,1.0,0.18256008625030518,0.16242662072181702,0.20290622115135193,0.2323146015405655,0.21585623919963837,0.2885259687900543,-0.04970041662454605,0.1586504578590393
was,0.20731619000434875,1.0000001192092896,0.24742799997329712,0.2520272731781006,0.2672134339809418,0.3636345863342285,0.45514053106307983,0.3388521671295166,0.4069072902202606,0.06843073666095734,0.18412111699581146
temporarily,0.3621225357055664,0.2520272731781006,0.18256008625030518,0.9999999403953552,0.3083919584751129,0.38873597979545593,0.253314346075058,0.29224368929862976,0.24215073883533478,-0.11246825009584427,0.11896703392267227
relocated,0.29932594299316406,0.2672134339809418,0.16242662072181702,0.3083919584751129,1.0,0.2634791433811188,0.28603625297546387,0.08763022720813751,0.23655547201633453,-0.1133803203701973,0.0634486973285675
to,0.47735077142715454,0.3636345863342285,0.20290622115135193,0.38873597979545593,0.2634791433811188,1.0,0.45010748505592346,0.391582727432251,0.41548454761505127,-0.05413077399134636,0.29463258385658264
the,0.5003893971443176,0.48711544275283813,0.26521381735801697,0.35498616099357605,0.3594534695148468,0.535392165184021,0.6662389636039734,0.2694292366504669,0.733189046382904,-0.015081177465617657,0.22068053483963013
former,0.2055155634880066,0.2544213533401489,0.18833327293395996,0.25759997963905334,0.1741410493850708,0.12857267260551453,0.2668642997741699,0.22730787098407745,0.30415382981300354,0.0759352371096611,0.10570605844259262
strathclyde,0.2190643548965454,0.2580704092979431,0.3786543905735016,0.19121268391609192,0.19082774221897125,0.22516722977161407,0.2544057369232178,0.20912787318229675,0.28863725066185,-0.10287520289421082,0.12156976014375687
regional,0.1369638741016388,0.18430563807487488,0.2463025003671646,0.14876867830753326,0.22940663993358612,0.2016860693693161,0.2730329930782318,0.14796392619609833,0.2853882610797882,-0.14477570354938507,0.09246466308832169
council,0.17153799533843994,0.23921515047550201,0.4229061007499695,0.16959556937217712,0.2066565304994583,0.23829470574855804,0.2689173221588135,0.08836175501346588,0.2972237169742584,-0.04089009761810303,0.1160062924027443
debating,0.276634156703949,0.22500140964984894,0.34986957907676697,0.24283890426158905,0.1795763373374939,0.3043137490749359,0.30045655369758606,0.2630387246608734,0.32650312781333923,-0.0787617638707161,0.25251495838165283
chamber,0.24444323778152466,0.188436359167099,0.3028145730495453,0.14304617047309875,0.15661272406578064,0.1609310358762741,0.18419700860977173,0.08329194784164429,0.24295011162757874,0.015635835006833076,0.04307165369391441
in,0.5344807505607605,0.45514053106307983,0.2323146015405655,0.253314346075058,0.28603625297546387,0.45010748505592346,1.0,0.3424151837825775,0.5696388483047485,-0.0435720756649971,0.20430970191955566
glasgow,0.20079323649406433,0.2562979459762573,0.3164864182472229,0.12694644927978516,0.15612177550792694,0.1892232596874237,0.2693602442741394,0.1823732703924179,0.1678767055273056,-0.09871640801429749,0.035187333822250366
",",0.3149496018886566,0.45456063747406006,0.25442883372306824,0.2560963034629822,0.23454871773719788,0.44245919585227966,0.5201468467712402,0.5007920861244202,0.4946078956127167,-0.03465369716286659,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.26227831840515137,0.25509530305862427,0.2557746171951294,0.48971283435821533,0.4954058527946472,0.34598252177238464,0.5116966962814331,-0.004737076815217733,0.20544172823429108
to,0.47735077142715454,0.3636345863342285,0.20290622115135193,0.38873597979545593,0.2634791433811188,1.0,0.45010748505592346,0.391582727432251,0.41548454761505127,-0.05413077399134636,0.29463258385658264
the,0.5003893971443176,0.48711544275283813,0.26521381735801697,0.35498616099357605,0.3594534695148468,0.535392165184021,0.6662389636039734,0.2694292366504669,0.733189046382904,-0.015081177465617657,0.22068053483963013
university,0.26550742983818054,0.290752112865448,0.2569781243801117,0.18814009428024292,0.334902286529541,0.20192374289035797,0.3201795518398285,0.12859614193439484,0.30646374821662903,-0.01898348145186901,0.11887256056070328
of,0.38066378235816956,0.4069072902202606,0.2885259687900543,0.24215073883533478,0.23655547201633453,0.41548454761505127,0.5696388483047485,0.26447007060050964,1.0,0.010344067588448524,0.1826142966747284
aberdeen,0.16423964500427246,0.2047465294599533,0.2513693869113922,0.16267268359661102,0.20263533294200897,0.1943472921848297,0.21097546815872192,0.1212150976061821,0.23515740036964417,-0.13560953736305237,0.0929538831114769
in,0.5344807505607605,0.45514053106307983,0.2323146015405655,0.253314346075058,0.28603625297546387,0.45010748505592346,1.0,0.3424151837825775,0.5696388483047485,-0.0435720756649971,0.20430970191955566
may,0.23215454816818237,0.3388521671295166,0.21585623919963837,0.29224368929862976,0.08763022720813751,0.391582727432251,0.3424151837825775,0.9999998807907104,0.26447007060050964,-0.010245288722217083,0.2768254578113556
2002,-0.14398103952407837,-0.07885236293077469,-0.09867975860834122,-0.17009934782981873,-0.18183010816574097,-0.043290942907333374,-0.15852214395999908,-0.012184851802885532,-0.05071645230054855,0.4346312880516052,0.045828185975551605
.,0.41390106081962585,0.40146201848983765,0.23747818171977997,0.2536139190196991,0.22727832198143005,0.4645031690597534,0.5591574311256409,0.35826805233955383,0.5352458953857422,-0.03837863355875015,0.4130953550338745
