,which,conjecture,holds,that,for,any,positive,integer,n,",",there,is,an,infinite,amount,of,pairs,of,consecutive,primes,differing,by,2n,?
it,0.616637647151947,0.24253541231155396,0.19280323386192322,0.5921133160591125,0.32171204686164856,0.4118892550468445,0.277859628200531,0.1896929144859314,0.15266379714012146,0.48329564929008484,0.4020688533782959,0.6328473687171936,0.39472338557243347,0.1739708036184311,0.3270067572593689,0.38761502504348755,0.2028197944164276,0.38761502504348755,0.1740264892578125,0.2287449687719345,0.28862541913986206,0.40926623344421387,-0.07221212983131409,0.25732165575027466
is,0.4457404911518097,0.29003211855888367,0.3216874897480011,0.3995479643344879,0.43268078565597534,0.35691767930984497,0.18898358941078186,0.2086324691772461,0.2254602462053299,0.4691906273365021,0.3904260993003845,1.0,0.4654068350791931,0.179602712392807,0.3016021251678467,0.4854315221309662,0.1598605364561081,0.4854315221309662,0.1409871131181717,0.2382466346025467,0.21793733537197113,0.3899846076965332,-0.08184187114238739,0.22961433231830597
conjectured,0.20891186594963074,0.9209207892417908,0.111150361597538,0.31516772508621216,0.15489447116851807,0.24723897874355316,0.2765527069568634,0.4816299080848694,0.19479623436927795,0.24493080377578735,0.2237815409898758,0.24741001427173615,0.14291398227214813,0.4751847982406616,0.22570373117923737,0.2096056193113327,0.24541735649108887,0.2096056193113327,0.18487189710140228,0.5241694450378418,0.2454988956451416,0.15206189453601837,0.08030422776937485,0.2194962203502655
that,0.6894589066505432,0.33185112476348877,0.24587330222129822,1.0,0.4137635827064514,0.5484943389892578,0.3317312002182007,0.26981496810913086,0.1702573001384735,0.4137537479400635,0.6006520986557007,0.3995479643344879,0.365763783454895,0.3017810881137848,0.3969508707523346,0.41498205065727234,0.24004410207271576,0.41498205065727234,0.20084287226200104,0.30276167392730713,0.39653459191322327,0.37496164441108704,-0.04106529429554939,0.32716336846351624
there,0.45256471633911133,0.20588640868663788,0.22078710794448853,0.6006520986557007,0.3728419542312622,0.4219859838485718,0.20781134068965912,0.2316814512014389,0.14223720133304596,0.4587128460407257,1.0,0.3904260993003845,0.22476400434970856,0.2816348969936371,0.2715611755847931,0.44397735595703125,0.21009163558483124,0.44397735595703125,0.18886809051036835,0.2533605694770813,0.350136399269104,0.20383623242378235,0.01702558994293213,0.29405656456947327
are,0.42922598123550415,0.2357640564441681,0.22953253984451294,0.45265161991119385,0.3895993232727051,0.40178635716438293,0.2170984148979187,0.25369736552238464,0.17244575917720795,0.4062570035457611,0.5433560013771057,0.5330929756164551,0.1556541919708252,0.16370852291584015,0.2873819172382355,0.39081433415412903,0.3051724135875702,0.39081433415412903,0.18338324129581451,0.2606703042984009,0.3986709713935852,0.37842893600463867,-0.01446900051087141,0.24591213464736938
infinitely,0.3474794626235962,0.4545194208621979,0.20113836228847504,0.41766390204429626,0.20180822908878326,0.37874335050582886,0.30266034603118896,0.49421676993370056,0.20440833270549774,0.23814058303833008,0.3415220081806183,0.21537445485591888,0.24834123253822327,0.8680528402328491,0.24504709243774414,0.22627422213554382,0.22501201927661896,0.22627422213554382,0.27447807788848877,0.38976576924324036,0.21786537766456604,0.2009020447731018,0.03108232282102108,0.3284112513065338
many,0.5168171525001526,0.20091752707958221,0.20790909230709076,0.5391656160354614,0.40972793102264404,0.39810672402381897,0.22893977165222168,0.1411452442407608,0.10965675115585327,0.40610817074775696,0.4993700683116913,0.2649032473564148,0.2465583086013794,0.19729553163051605,0.36071112751960754,0.37253960967063904,0.1677653193473816,0.37253960967063904,0.1897030770778656,0.2377949059009552,0.38225123286247253,0.3409687578678131,-0.0732516348361969,0.2124512493610382
twin,0.2104092240333557,0.18529698252677917,0.0951148122549057,0.11037977039813995,0.08240243792533875,0.10070574283599854,0.050100333988666534,0.12397310882806778,0.14653244614601135,0.23140083253383636,0.19546779990196228,0.18512579798698425,0.10000809282064438,0.0845489650964737,0.0342695452272892,0.1680169254541397,0.17439618706703186,0.1680169254541397,0.08615642040967941,0.2879462242126465,0.12391836196184158,0.15968336164951324,0.0075302268378436565,0.12249694019556046
primes,0.2975362241268158,0.5185601711273193,0.12347538769245148,0.30276167392730713,0.23085950314998627,0.23316331207752228,0.3307371139526367,0.5403520464897156,0.31138479709625244,0.29003697633743286,0.2533605694770813,0.2382466346025467,0.12952178716659546,0.43643665313720703,0.24383299052715302,0.22199293971061707,0.2949044406414032,0.22199293971061707,0.31081733107566833,1.0,0.2040802538394928,0.16924074292182922,0.026877855882048607,0.18851876258850098
",",0.3658004403114319,0.2302503138780594,0.2214498221874237,0.4137537479400635,0.4464869201183319,0.3237466514110565,0.2373124659061432,0.20468677580356598,0.2316582053899765,1.0000001192092896,0.4587128460407257,0.4691906273365021,0.3581022024154663,0.1824384480714798,0.21125462651252747,0.4946078956127167,0.19049978256225586,0.4946078956127167,0.24695149064064026,0.29003697633743286,0.2845778465270996,0.3680937886238098,-0.01180985290557146,0.31091248989105225
pairs,0.312269926071167,0.21901530027389526,0.24159739911556244,0.24004410207271576,0.18944896757602692,0.24397286772727966,0.15250054001808167,0.2683256268501282,0.16835103929042816,0.19049978256225586,0.21009163558483124,0.1598605364561081,0.08470159769058228,0.21773584187030792,0.20158855617046356,0.14035318791866302,1.0,0.14035318791866302,0.1922391802072525,0.2949044406414032,0.20166441798210144,0.14904098212718964,0.05822721868753433,0.1550348997116089
of,0.5011631846427917,0.21028703451156616,0.2644946873188019,0.41498205065727234,0.4185989499092102,0.3769088089466095,0.19149050116539001,0.158325657248497,0.18925218284130096,0.4946078956127167,0.44397735595703125,0.4854315221309662,0.32280945777893066,0.2322143018245697,0.2541177570819855,1.0,0.14035318791866302,1.0,0.21385234594345093,0.22199293971061707,0.3535034656524658,0.3646814823150635,0.014753283932805061,0.1826142966747284
primes,0.2975362241268158,0.5185601711273193,0.12347538769245148,0.30276167392730713,0.23085950314998627,0.23316331207752228,0.3307371139526367,0.5403520464897156,0.31138479709625244,0.29003697633743286,0.2533605694770813,0.2382466346025467,0.12952178716659546,0.43643665313720703,0.24383299052715302,0.22199293971061707,0.2949044406414032,0.22199293971061707,0.31081733107566833,1.0,0.2040802538394928,0.16924074292182922,0.026877855882048607,0.18851876258850098
with,0.46403205394744873,0.14040499925613403,0.2882748246192932,0.4154358208179474,0.39140474796295166,0.34412381052970886,0.2363528460264206,0.15516746044158936,0.1707475185394287,0.4120737314224243,0.37390366196632385,0.3250955045223236,0.2730048894882202,0.1887262761592865,0.30051055550575256,0.41827285289764404,0.2508838474750519,0.41827285289764404,0.22923342883586884,0.14664357900619507,0.3046761155128479,0.39731505513191223,-0.01657434180378914,0.2433311939239502
difference,0.3389971852302551,0.30815818905830383,0.1234888806939125,0.40625134110450745,0.2536284923553467,0.4004698693752289,0.2731896936893463,0.27746933698654175,0.17788203060626984,0.28046315908432007,0.3589757978916168,0.32414332032203674,0.18508581817150116,0.24292482435703278,0.34802982211112976,0.28326788544654846,0.2538115680217743,0.28326788544654846,0.13275046646595,0.3030249774456024,0.5533767342567444,0.19057638943195343,0.07299689948558807,0.2842230200767517
2,-0.044377245008945465,0.002628542250022292,-0.12107561528682709,-0.04901214689016342,-0.09542696177959442,-0.07780590653419495,-0.0006166940438561141,-0.01789299212396145,0.02811329811811447,-0.08638399094343185,-0.02594512142241001,-0.07940074801445007,-0.001586342230439186,0.03736424073576927,-0.06168443337082863,-0.013777675107121468,0.012642499059438705,-0.013777675107121468,-0.061583276838064194,0.014338861219584942,-0.05925951153039932,-0.038811419159173965,0.012649950571358204,0.001977203879505396
(,0.2589828372001648,0.14694035053253174,0.1429566591978073,0.2264307141304016,0.3357032239437103,0.2452365607023239,0.18509218096733093,0.19773975014686584,0.23732076585292816,0.6363511681556702,0.22351126372814178,0.35393038392066956,0.286407470703125,0.18648503720760345,0.1956038922071457,0.35032153129577637,0.17652025818824768,0.35032153129577637,0.18443632125854492,0.210494726896286,0.13589896261692047,0.20696312189102173,0.00434460723772645,0.40561532974243164
twin,0.2104092240333557,0.18529698252677917,0.0951148122549057,0.11037977039813995,0.08240243792533875,0.10070574283599854,0.050100333988666534,0.12397310882806778,0.14653244614601135,0.23140083253383636,0.19546779990196228,0.18512579798698425,0.10000809282064438,0.0845489650964737,0.0342695452272892,0.1680169254541397,0.17439618706703186,0.1680169254541397,0.08615642040967941,0.2879462242126465,0.12391836196184158,0.15968336164951324,0.0075302268378436565,0.12249694019556046
prime,0.1615363508462906,0.33211401104927063,0.11926645785570145,0.18163643777370453,0.17833133041858673,0.11211950331926346,0.20673994719982147,0.35712799429893494,0.22825956344604492,0.2565026581287384,0.14719140529632568,0.16680827736854553,0.08209051191806793,0.2580501139163971,0.10500787943601608,0.23935265839099884,0.10161861777305603,0.23935265839099884,0.23366664350032806,0.7104739546775818,0.13152748346328735,0.1702890843153,0.010833851993083954,0.11276303976774216
conjecture,0.21764017641544342,1.0,0.10084795206785202,0.33185112476348877,0.19227825105190277,0.28643718361854553,0.28592509031295776,0.4808831214904785,0.2053423672914505,0.2302503138780594,0.20588640868663788,0.29003211855888367,0.15991316735744476,0.48927298188209534,0.25993821024894714,0.21028703451156616,0.21901530027389526,0.21028703451156616,0.15968412160873413,0.5185601711273193,0.23046636581420898,0.11801107227802277,0.08526940643787384,0.23591084778308868
),0.2758678197860718,0.16872507333755493,0.16005297005176544,0.23478686809539795,0.3639558255672455,0.26768192648887634,0.18621638417243958,0.20820841193199158,0.23685944080352783,0.63033527135849,0.24042794108390808,0.37732169032096863,0.2873353958129883,0.18880923092365265,0.19204795360565186,0.3680361211299896,0.16432486474514008,0.3680361211299896,0.18481384217739105,0.20394806563854218,0.13414856791496277,0.2151763141155243,0.02304448001086712,0.42300865054130554
.,0.45942068099975586,0.2158232480287552,0.21555174887180328,0.4460422694683075,0.4726039469242096,0.39295488595962524,0.26679879426956177,0.19786179065704346,0.29137879610061646,0.6812511086463928,0.43897318840026855,0.4569662809371948,0.3581749200820923,0.14890168607234955,0.24893930554389954,0.5352458953857422,0.2539881765842438,0.5352458953857422,0.20474044978618622,0.2564551830291748,0.19213585555553436,0.3936232924461365,-0.025937775149941444,0.4130953550338745
