,who,owns,more,wealth,than,the,bottom,90,percent,of,people,in,the,u.s.,?
according,0.22336459159851074,0.1196649968624115,0.22043061256408691,0.285123348236084,0.21595615148544312,0.3202974498271942,0.1175900548696518,-0.09745883196592331,0.2391975224018097,0.3307822346687317,0.2239774912595749,0.29259276390075684,0.3202974498271942,-0.0002128592022927478,0.21173474192619324
to,0.42656609416007996,0.1823795735836029,0.47084665298461914,0.30562296509742737,0.3192550539970398,0.535392165184021,0.2297661155462265,-0.14633893966674805,0.2143162339925766,0.41548454761505127,0.37275731563568115,0.45010748505592346,0.535392165184021,0.09732837975025177,0.29463258385658264
the,0.3733934462070465,0.19328729808330536,0.39758381247520447,0.24999672174453735,0.3227543234825134,1.0,0.3075515031814575,-0.08136876672506332,0.277066707611084,0.733189046382904,0.36838498711586,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
new,0.2378052920103073,0.18170224130153656,0.3023035526275635,0.17288216948509216,0.23244358599185944,0.3845241069793701,0.12181851267814636,-0.11669154465198517,0.12922975420951843,0.343457967042923,0.2001206874847412,0.3758552670478821,0.3845241069793701,0.10597728937864304,0.14782847464084625
york,0.23077517747879028,0.1935800462961197,0.213945671916008,0.17345468699932098,0.19444601237773895,0.3034006953239441,0.13131095468997955,-0.07303061336278915,0.1286667436361313,0.23040355741977692,0.15792539715766907,0.2961827218532562,0.3034006953239441,0.09855429828166962,0.15262620151042938
times,0.24510560929775238,0.16139410436153412,0.2888355851173401,0.1712803840637207,0.34413233399391174,0.29093852639198303,0.154900923371315,-0.13787841796875,0.17624180018901825,0.24352745711803436,0.18389396369457245,0.2427823841571808,0.29093852639198303,0.16882465779781342,0.18880689144134521
on,0.2340552806854248,0.16178034245967865,0.37351730465888977,0.1212598904967308,0.2864885926246643,0.5107308030128479,0.2867796719074249,-0.07891622185707092,0.1766231805086136,0.3966929316520691,0.2559742033481598,0.46853652596473694,0.5107308030128479,0.0330372117459774,0.2714994251728058
july,0.2606464624404907,0.11286294460296631,0.1677970588207245,0.0740266814827919,0.12961113452911377,0.2371699959039688,0.10534246265888214,0.0005831897724419832,0.0862359032034874,0.19723743200302124,0.1869933009147644,0.26500701904296875,0.2371699959039688,0.02678062953054905,0.2897891402244568
22,-0.02495800331234932,-0.031975336372852325,-0.06198378652334213,-0.033520184457302094,-0.052606213837862015,0.01572294719517231,-0.08952277153730392,0.018536848947405815,-0.0527067594230175,-0.029035527259111404,-0.05068909749388695,0.01694893091917038,0.01572294719517231,0.01809413731098175,0.06663474440574646
",",0.3365725874900818,0.22265474498271942,0.3696524500846863,0.22482609748840332,0.3371901512145996,0.4933079481124878,0.20182575285434723,-0.05062086880207062,0.19088563323020935,0.4946078956127167,0.36644625663757324,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
2014,0.1893516480922699,0.022386163473129272,0.03261508047580719,0.034933775663375854,0.03076634742319584,0.059490643441677094,0.06794758141040802,0.18963761627674103,-0.008901109918951988,0.0493064783513546,0.01076966617256403,0.13996225595474243,0.059490643441677094,0.023520713672041893,0.058127544820308685
",",0.3365725874900818,0.22265474498271942,0.3696524500846863,0.22482609748840332,0.3371901512145996,0.4933079481124878,0.20182575285434723,-0.05062086880207062,0.19088563323020935,0.4946078956127167,0.36644625663757324,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.31091248989105225
the,0.3733934462070465,0.19328729808330536,0.39758381247520447,0.24999672174453735,0.3227543234825134,1.0,0.3075515031814575,-0.08136876672506332,0.277066707611084,0.733189046382904,0.36838498711586,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
``,0.02397952415049076,-0.13434362411499023,0.08673381805419922,0.03245234861969948,0.12080201506614685,0.029072100296616554,0.04047052189707756,-0.0015267926501110196,0.10568225383758545,0.06780257821083069,0.08962737023830414,0.04765888676047325,0.029072100296616554,0.026030924171209335,0.0685480609536171
richest,0.262132465839386,0.362817645072937,0.20074482262134552,0.5262152552604675,0.20574013888835907,0.27766263484954834,0.11894265562295914,0.029576599597930908,0.2750873863697052,0.3122171461582184,0.204217329621315,0.2720588445663452,0.27766263484954834,0.003901862306520343,0.15691500902175903
1,-0.35742413997650146,-0.17697319388389587,-0.24222660064697266,-0.21828408539295197,-0.1783061921596527,-0.1554475575685501,-0.03549287095665932,0.04876913130283356,-0.1329469233751297,-0.09473495930433273,-0.12632082402706146,-0.10660158097743988,-0.1554475575685501,-0.11896374076604843,-0.249979168176651
percent,0.23825250566005707,0.159318745136261,0.3395844101905823,0.25318506360054016,0.38231900334358215,0.277066707611084,0.1778619885444641,-0.03962773457169533,0.9999999403953552,0.3004763424396515,0.26913097500801086,0.24886950850486755,0.277066707611084,0.03780486807227135,0.14671556651592255
in,0.2792111933231354,0.19753509759902954,0.32563260197639465,0.1835664063692093,0.3270052373409271,0.6662389636039734,0.1894155740737915,0.022158663719892502,0.24886950850486755,0.5696388483047485,0.39605680108070374,1.0,0.6662389636039734,-0.003064807504415512,0.20430970191955566
the,0.3733934462070465,0.19328729808330536,0.39758381247520447,0.24999672174453735,0.3227543234825134,1.0,0.3075515031814575,-0.08136876672506332,0.277066707611084,0.733189046382904,0.36838498711586,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
united,0.21193812787532806,0.2258455455303192,0.1760239452123642,0.20285993814468384,0.20593391358852386,0.34367692470550537,0.1537063866853714,-0.12290526181459427,0.22346222400665283,0.3187655806541443,0.2647981643676758,0.3938477039337158,0.34367692470550537,-0.016844162717461586,0.17266890406608582
states,0.21313154697418213,0.18168462812900543,0.22187471389770508,0.19904936850070953,0.24014748632907867,0.3463578522205353,0.14317402243614197,-0.14231222867965698,0.23062722384929657,0.30884552001953125,0.30832067131996155,0.3977442979812622,0.3463578522205353,-0.013163301162421703,0.16272737085819244
now,0.29819536209106445,0.33766278624534607,0.26616397500038147,0.20391657948493958,0.22105416655540466,0.38266420364379883,0.25603607296943665,-0.11317333579063416,0.14799043536186218,0.29182544350624084,0.25494474172592163,0.3619694113731384,0.38266420364379883,0.056861817836761475,0.29641881585121155
own,0.31838667392730713,0.36743292212486267,0.25653573870658875,0.23646432161331177,0.2092447727918625,0.334675133228302,0.17192550003528595,-0.13459384441375732,0.16825179755687714,0.3269667625427246,0.25259843468666077,0.31893372535705566,0.334675133228302,0.06909995526075363,0.1937696635723114
more,0.31567877531051636,0.1669948250055313,1.0,0.24429993331432343,0.726518988609314,0.39758381247520447,0.24011948704719543,-0.13150060176849365,0.3395844101905823,0.30478984117507935,0.3351196348667145,0.32563260197639465,0.39758381247520447,0.037427712231874466,0.27894994616508484
wealth,0.28164976835250854,0.25849878787994385,0.24429993331432343,0.9999998807907104,0.22315660119056702,0.24999672174453735,0.1142057254910469,-0.0915931686758995,0.25318506360054016,0.27235376834869385,0.21239429712295532,0.1835664063692093,0.24999672174453735,0.055455282330513,0.1624586433172226
than,0.24983921647071838,0.18493738770484924,0.726518988609314,0.22315660119056702,1.0,0.3227543234825134,0.21635955572128296,-0.0771469995379448,0.38231900334358215,0.33036211133003235,0.2669047713279724,0.3270052373409271,0.3227543234825134,0.019351201131939888,0.24917294085025787
the,0.3733934462070465,0.19328729808330536,0.39758381247520447,0.24999672174453735,0.3227543234825134,1.0,0.3075515031814575,-0.08136876672506332,0.277066707611084,0.733189046382904,0.36838498711586,0.6662389636039734,1.0,0.06592652946710587,0.22068053483963013
bottom,0.12192776054143906,0.16847246885299683,0.24011948704719543,0.1142057254910469,0.21635955572128296,0.3075515031814575,0.9999999403953552,-0.10951423645019531,0.1778619885444641,0.2214360237121582,0.12769339978694916,0.1894155740737915,0.3075515031814575,0.006988102570176125,0.21899469196796417
90,0.08380109816789627,-0.09272906929254532,-0.13150060176849365,-0.0915931686758995,-0.0771469995379448,-0.08136876672506332,-0.10951423645019531,1.0000001192092896,-0.03962773457169533,-0.06715171784162521,0.06136131286621094,0.022158663719892502,-0.08136876672506332,0.05399763211607933,-0.0034062080085277557
percent,0.23825250566005707,0.159318745136261,0.3395844101905823,0.25318506360054016,0.38231900334358215,0.277066707611084,0.1778619885444641,-0.03962773457169533,0.9999999403953552,0.3004763424396515,0.26913097500801086,0.24886950850486755,0.277066707611084,0.03780486807227135,0.14671556651592255
'',0.024401003494858742,0.09211000055074692,0.006126302294433117,0.0916694775223732,0.03252623230218887,0.041273195296525955,-0.05244620144367218,-0.010608667507767677,0.03577134758234024,0.13035868108272552,0.0037952337879687548,0.07432962208986282,0.041273195296525955,-0.08148147165775299,0.018684765323996544
.,0.3541337847709656,0.22098858654499054,0.4070230722427368,0.1815606653690338,0.3594527542591095,0.5934505462646484,0.2788146138191223,-0.002472283085808158,0.2556350827217102,0.5352458953857422,0.33118996024131775,0.5591574311256409,0.5934505462646484,0.09558769315481186,0.4130953550338745
