,when,did,victoria,enact,its,constitution,?
victoria,0.18752387166023254,0.15437227487564087,1.0,0.18087705969810486,0.17721910774707794,0.16564127802848816,0.12246892601251602
has,0.34538573026657104,0.2124989777803421,0.12203460186719894,0.13000115752220154,0.4627293348312378,0.19064949452877045,0.15994466841220856
a,0.44397395849227905,0.2552328109741211,0.15216270089149475,0.22512419521808624,0.4424409866333008,0.21537603437900543,0.23916715383529663
written,0.1974014937877655,0.2051348239183426,0.11107750236988068,0.14402669668197632,0.17657233774662018,0.2708386480808258,0.21451954543590546
constitution,0.21416595578193665,0.2324613779783249,0.16564127802848816,0.540560781955719,0.25503167510032654,1.0000001192092896,0.23706454038619995
enacted,0.26130348443984985,0.2727288603782654,0.15090516209602356,0.8297449350357056,0.20924745500087738,0.5084185004234314,0.21675309538841248
in,0.4431333839893341,0.2593238651752472,0.20823122560977936,0.22280076146125793,0.3793783485889435,0.27906280755996704,0.20430970191955566
1975,0.2846478223800659,0.1641349047422409,0.24481484293937683,0.038538940250873566,0.301595538854599,0.09050500392913818,0.19593262672424316
",",0.36674630641937256,0.3015086054801941,0.2279360294342041,0.1754986196756363,0.33157986402511597,0.2582484483718872,0.31091248989105225
but,0.5599016547203064,0.49033689498901367,0.19563165307044983,0.24244339764118195,0.39362356066703796,0.2869093418121338,0.27921953797340393
based,0.16572482883930206,0.15722841024398804,0.07653781771659851,0.2571370005607605,0.23942553997039795,0.15605784952640533,0.134929820895195
on,0.37706470489501953,0.2670976221561432,0.17229951918125153,0.16949543356895447,0.34331920742988586,0.23429356515407562,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.2204313427209854,0.3015287518501282,0.559237003326416,0.3381718397140503,0.22068053483963013
1855,0.16073115170001984,0.166034534573555,-0.02297155000269413,0.13838441669940948,0.14915911853313446,0.09441918879747391,0.34596240520477295
colonial,0.2143167406320572,0.17575712502002716,0.21214236319065094,0.24566102027893066,0.2473907172679901,0.28714999556541443,0.10191229730844498
constitution,0.21416595578193665,0.2324613779783249,0.16564127802848816,0.540560781955719,0.25503167510032654,1.0000001192092896,0.23706454038619995
",",0.36674630641937256,0.3015086054801941,0.2279360294342041,0.1754986196756363,0.33157986402511597,0.2582484483718872,0.31091248989105225
passed,0.2869023084640503,0.22102504968643188,0.14166828989982605,0.4948939383029938,0.19319133460521698,0.3827124238014221,0.12064517289400101
by,0.4376842677593231,0.18574509024620056,0.17471559345722198,0.22255279123783112,0.24398943781852722,0.1736798882484436,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,0.2204313427209854,0.3015287518501282,0.559237003326416,0.3381718397140503,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.22144566476345062,0.31436729431152344,0.25747814774513245,0.3106442987918854,0.17266890406608582
kingdom,0.19648540019989014,0.15448923408985138,0.24242611229419708,0.26229336857795715,0.20481231808662415,0.23241744935512543,0.12927088141441345
parliament,0.18992289900779724,0.20460043847560883,0.2823483645915985,0.44496414065361023,0.23021577298641205,0.5239191055297852,0.1586504578590393
as,0.4437963366508484,0.3596470057964325,0.19515912234783173,0.2344241738319397,0.31874480843544006,0.21920880675315857,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.2204313427209854,0.3015287518501282,0.559237003326416,0.3381718397140503,0.22068053483963013
victoria,0.18752387166023254,0.15437227487564087,1.0,0.18087705969810486,0.17721910774707794,0.16564127802848816,0.12246892601251602
constitution,0.21416595578193665,0.2324613779783249,0.16564127802848816,0.540560781955719,0.25503167510032654,1.0000001192092896,0.23706454038619995
act,0.22280360758304596,0.15918971598148346,0.19310076534748077,0.5917879343032837,0.21298791468143463,0.40053480863571167,0.1482519507408142
1855,0.16073115170001984,0.166034534573555,-0.02297155000269413,0.13838441669940948,0.14915911853313446,0.09441918879747391,0.34596240520477295
",",0.36674630641937256,0.3015086054801941,0.2279360294342041,0.1754986196756363,0.33157986402511597,0.2582484483718872,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.17652179300785065,0.31754422187805176,0.5154205560684204,0.307991087436676,0.25814583897590637
establishes,0.19213667511940002,0.1761656552553177,0.04261654615402222,0.43103349208831787,0.2565666437149048,0.32736897468566895,0.1790958195924759
the,0.5091903209686279,0.34736719727516174,0.2204313427209854,0.3015287518501282,0.559237003326416,0.3381718397140503,0.22068053483963013
parliament,0.18992289900779724,0.20460043847560883,0.2823483645915985,0.44496414065361023,0.23021577298641205,0.5239191055297852,0.1586504578590393
as,0.4437963366508484,0.3596470057964325,0.19515912234783173,0.2344241738319397,0.31874480843544006,0.21920880675315857,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.2204313427209854,0.3015287518501282,0.559237003326416,0.3381718397140503,0.22068053483963013
state,0.2549494504928589,0.152080237865448,0.23197819292545319,0.3250887095928192,0.3171643614768982,0.40086472034454346,0.1160883978009224
's,-0.03368149697780609,0.05069678649306297,0.06206126511096954,-0.054894644767045975,0.03202139586210251,-0.037120308727025986,-0.023395681753754616
