,in,what,year,was,the,doctor,who,40th,anniversary,show,?
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.22950075566768646,0.42656609416007996,0.18511655926704407,0.16979461908340454,0.29833272099494934,0.29463258385658264
celebrate,0.3029673099517822,0.21552272140979767,0.3570003807544708,0.21851348876953125,0.2793319821357727,0.12214755266904831,0.2397955060005188,0.15543615818023682,0.5735248923301697,0.19872960448265076,0.21275196969509125
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.23304851353168488,0.29318708181381226,0.319829523563385,0.22068053483963013
40th,0.13990257680416107,0.18865251541137695,0.2046736776828766,0.16539856791496277,0.23304851353168488,0.29412245750427246,0.1385200321674347,1.0,0.24856117367744446,0.19265799224376678,0.0836496576666832
anniversary,0.25491592288017273,0.15616674721240997,0.37422534823417664,0.28924626111984253,0.29318708181381226,0.17330653965473175,0.16220717132091522,0.24856117367744446,1.0,0.20774516463279724,0.1981802135705948
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.13990257680416107,0.25491592288017273,0.27595704793930054,0.20430970191955566
2003,-0.1320333480834961,-0.17906495928764343,-0.09320147335529327,-0.14445069432258606,-0.14761915802955627,-0.04056209325790405,-0.21989917755126953,0.1133333370089531,-0.03392336517572403,-0.06855401396751404,-0.17560148239135742
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.12832628190517426,0.20396199822425842,0.31928569078445435,0.31091248989105225
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.3694365322589874,0.4207492768764496,0.1790127456188202,0.2848317325115204,0.20738162100315094,0.13877741992473602,0.23366062343120575,0.19793890416622162
audio,0.12252579629421234,0.1803951859474182,0.12462598830461502,0.12714031338691711,0.19614098966121674,0.20159323513507843,0.14178435504436493,0.18639683723449707,0.19114266335964203,0.1427721232175827,0.14977853000164032
drama,0.24534137547016144,0.21173490583896637,0.20826931297779083,0.23157335817813873,0.2408958077430725,0.2582404613494873,0.2117668092250824,0.08390043675899506,0.11997956037521362,0.27227604389190674,0.21114452183246613
titled,0.2624373435974121,0.21236079931259155,0.1719459742307663,0.26757439970970154,0.267250657081604,0.15805187821388245,0.1399403214454651,0.13058115541934967,0.35536715388298035,0.25833073258399963,0.23354937136173248
zagreus,0.20367726683616638,0.15790869295597076,0.17436544597148895,0.18729132413864136,0.21099844574928284,0.18708446621894836,0.22585134208202362,0.046943727880716324,0.17180098593235016,0.09457892924547195,0.15545772016048431
featuring,0.1888517439365387,0.18412666022777557,0.13935519754886627,0.16899792850017548,0.21340800821781158,0.1270301192998886,0.19577710330486298,0.10074357688426971,0.28442975878715515,0.32612454891204834,0.24838131666183472
paul,0.21331322193145752,0.11217030137777328,0.16412168741226196,0.24299268424510956,0.19191958010196686,0.22316347062587738,0.2292756587266922,0.09893456101417542,0.18709878623485565,0.13008107244968414,0.16611461341381073
mcgann,0.2946896553039551,0.20965513586997986,0.1902686357498169,0.3245489001274109,0.2965668737888336,0.29796427488327026,0.31313058733940125,0.12347065657377243,0.21737998723983765,0.3144066631793976,0.22053363919258118
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.12832628190517426,0.20396199822425842,0.31928569078445435,0.31091248989105225
colin,0.1577783077955246,0.15583473443984985,0.1629035472869873,0.24057722091674805,0.2017749547958374,0.20585417747497559,0.2254249006509781,0.13274288177490234,0.16591580212116241,0.1662474274635315,0.12176632136106491
baker,0.1998102366924286,0.1443992257118225,0.162101611495018,0.23070454597473145,0.23057734966278076,0.24323499202728271,0.2846620976924896,0.044749949127435684,0.09686169773340225,0.1584000587463379,0.1649734377861023
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.12832628190517426,0.20396199822425842,0.31928569078445435,0.31091248989105225
sylvester,0.1992335170507431,0.13364757597446442,0.2716137766838074,0.30968162417411804,0.19085350632667542,0.2555371820926666,0.32627245783805847,0.03256864845752716,0.20553384721279144,0.10033945739269257,0.20105667412281036
mccoy,0.18623396754264832,0.15373629331588745,0.11749118566513062,0.21340502798557281,0.21240413188934326,0.24604563415050507,0.249393492937088,0.1462753862142563,0.15397150814533234,0.259060800075531,0.14259184896945953
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.23992876708507538,0.13314463198184967,0.3455478549003601,0.20544172823429108
peter,0.168073832988739,0.15377900004386902,0.2019801288843155,0.24126720428466797,0.24086274206638336,0.1694607138633728,0.2549128830432892,0.12198644876480103,0.18884313106536865,0.16543519496917725,0.11650477349758148
davison,0.2759539783000946,0.18381671607494354,0.1684843897819519,0.34746405482292175,0.2947586476802826,0.295285165309906,0.32557806372642517,0.10887522250413895,0.18509429693222046,0.24113860726356506,0.16515596210956573
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.19672659039497375,0.3318818509578705,0.16539856791496277,0.28924626111984253,0.20142383873462677,0.18412111699581146
released,0.2659924626350403,0.20228935778141022,0.21057839691638947,0.32720035314559937,0.24578391015529633,0.16010989248752594,0.15033993124961853,0.18892307579517365,0.30425864458084106,0.21270766854286194,0.20329579710960388
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.17277967929840088,0.3282766342163086,0.17774361371994019,0.20003211498260498,0.3004990220069885,0.2433311939239502
additional,0.21390613913536072,0.20172064006328583,0.17172358930110931,0.10680072009563446,0.2539002597332001,0.11912983655929565,0.19588695466518402,0.0793563723564148,0.08793298900127411,0.2541500926017761,0.24309562146663666
archive,0.11993463337421417,0.18317453563213348,0.1614440679550171,0.11139629036188126,0.20227214694023132,0.0949484184384346,0.1256633847951889,0.08226471394300461,0.18556644022464752,0.17120473086833954,0.2456444799900055
recordings,0.20401901006698608,0.173174649477005,0.21411281824111938,0.20612171292304993,0.21458035707473755,0.17254236340522766,0.1747128665447235,0.11423061788082123,0.22945363819599152,0.22646668553352356,0.18278516829013824
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.16895952820777893,0.2827862501144409,0.1560511589050293,0.2393128126859665,0.21383242309093475,0.1826142966747284
jon,0.14590106904506683,0.1635923981666565,0.09337027370929718,0.21221061050891876,0.153504878282547,0.20655249059200287,0.2891683280467987,0.10365390032529831,0.11995227634906769,0.22947710752487183,0.1621117740869522
pertwee,0.26911041140556335,0.22390323877334595,0.21174229681491852,0.32652029395103455,0.27593860030174255,0.425896018743515,0.3819985091686249,0.12181201577186584,0.22744375467300415,0.3104352056980133,0.21838203072547913
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.17750310897827148,0.2281392365694046,0.3016606271266937,0.4130953550338745
