,what,type,of,amendments,might,members,opposed,to,a,bill,put,on,the,table,?
opposition,0.2798226773738861,0.06881201267242432,0.27615541219711304,0.24477519094944,0.2124393731355667,0.2887182831764221,0.5831993222236633,0.2251589596271515,0.22200161218643188,0.16982418298721313,0.16469843685626984,0.19688518345355988,0.26783087849617004,0.12168797850608826,0.15647298097610474
members,0.16873176395893097,0.1498030573129654,0.28120753169059753,0.22976019978523254,0.2151016891002655,0.9999998807907104,0.2395397424697876,0.26617446541786194,0.1873859316110611,0.17215532064437866,0.11763318628072739,0.22849144041538239,0.3321719169616699,0.1225586086511612,0.10212311148643494
can,0.34502777457237244,0.33094167709350586,0.2603091299533844,0.21813292801380157,0.6426551342010498,0.14267030358314514,0.2135108858346939,0.4979398250579834,0.3915780484676361,0.17938722670078278,0.3606920838356018,0.2772369682788849,0.312528520822525,0.28026440739631653,0.3226337134838104
table,0.2240780144929886,0.1891743540763855,0.20049740374088287,0.12937858700752258,0.20988839864730835,0.1225586086511612,0.09412682056427002,0.1819842904806137,0.2432243973016739,0.06846357882022858,0.2584169805049896,0.19101692736148834,0.22716619074344635,1.0000001192092896,0.1782790720462799
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.07656291872262955,0.10682063549757004,0.05369233712553978,0.06761778146028519,0.06720756739377975,0.07272057235240936,-0.015507252886891365,-0.0100547531619668,-0.03274054825305939,0.029072100296616554,0.12363310903310776,0.0685480609536171
wrecking,0.26437196135520935,0.13797277212142944,0.2562629282474518,0.13965411484241486,0.24465416371822357,0.17767414450645447,0.20999886095523834,0.23932066559791565,0.28296959400177,0.1935305893421173,0.28657981753349304,0.35525763034820557,0.3072846531867981,0.1092933714389801,0.173746258020401
amendments,0.2351139485836029,0.08010108023881912,0.22983944416046143,1.0000001192092896,0.23699447512626648,0.22976019978523254,0.26389026641845703,0.31400617957115173,0.1911919265985489,0.4210346043109894,0.2222527265548706,0.25287505984306335,0.30301690101623535,0.12937858700752258,0.2547150254249573
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.00996939092874527,0.07446564733982086,-0.02566520683467388,0.0008623097091913223,-0.009905828163027763,0.04890415817499161,-0.02734319306910038,0.07894747704267502,0.04238596186041832,0.041273195296525955,0.052120428532361984,0.018684765323996544
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.31400617957115173,0.5153919458389282,0.26617446541786194,0.2678636610507965,1.0,0.45503583550453186,0.17981381714344025,0.36244112253189087,0.41031414270401,0.535392165184021,0.1819842904806137,0.29463258385658264
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.30301690101623535,0.32504433393478394,0.3321719169616699,0.24302934110164642,0.535392165184021,0.5829201340675354,0.24155211448669434,0.34150463342666626,0.5107308030128479,1.0,0.22716619074344635,0.22068053483963013
bill,0.16425743699073792,0.0639190673828125,0.17127205431461334,0.4210346043109894,0.13277366757392883,0.17215532064437866,0.100705087184906,0.17981381714344025,0.24716360867023468,0.9999999403953552,0.15501472353935242,0.1958429217338562,0.24155211448669434,0.06846357882022858,0.12855131924152374
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21350927650928497,0.2533247768878937,0.2357054501771927,0.2660662829875946,0.44245919585227966,0.427140474319458,0.2472437173128128,0.28264448046684265,0.49057599902153015,0.4933079481124878,0.20776896178722382,0.31091248989105225
designed,0.15902110934257507,0.1921689510345459,0.2000347077846527,0.20321309566497803,0.18187585473060608,0.11633119732141495,0.17909568548202515,0.3077097535133362,0.28430381417274475,0.12605267763137817,0.26153773069381714,0.2350989580154419,0.2559613883495331,0.1576078087091446,0.11213942617177963
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.31400617957115173,0.5153919458389282,0.26617446541786194,0.2678636610507965,1.0,0.45503583550453186,0.17981381714344025,0.36244112253189087,0.41031414270401,0.535392165184021,0.1819842904806137,0.29463258385658264
thwart,0.2514708936214447,0.12292787432670593,0.21237096190452576,0.19303908944129944,0.21605317294597626,0.14810781180858612,0.2563864588737488,0.34258314967155457,0.16591264307498932,0.1873829960823059,0.20679260790348053,0.20726962387561798,0.3169831335544586,0.13229764997959137,0.12816274166107178
further,0.30867868661880493,0.11448479443788528,0.24797867238521576,0.286381334066391,0.3010905981063843,0.13107657432556152,0.2571621835231781,0.4001762866973877,0.1668005734682083,0.08689180761575699,0.2370004653930664,0.2951144874095917,0.32531118392944336,0.19999349117279053,0.20960763096809387
progress,0.2752872407436371,0.14209051430225372,0.27725252509117126,0.25452518463134766,0.21960288286209106,0.18108242750167847,0.2777796983718872,0.25305503606796265,0.25271832942962646,0.1725587695837021,0.2141823172569275,0.24566367268562317,0.3132456839084625,0.122134268283844,0.20267242193222046
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.25919464230537415,0.31685465574264526,0.2994427978992462,0.2606690526008606,0.48971283435821533,0.3739250600337982,0.24696701765060425,0.3297767639160156,0.4077630043029785,0.5171257257461548,0.20528675615787506,0.20544172823429108
take,0.3275112509727478,0.1395569145679474,0.29282352328300476,0.20951923727989197,0.29814624786376953,0.15864627063274384,0.16598854959011078,0.4075521230697632,0.2789212465286255,0.15782028436660767,0.46992236375808716,0.27423644065856934,0.31620436906814575,0.2233155518770218,0.21897350251674652
up,0.28591108322143555,0.1313350349664688,0.32945773005485535,0.20272210240364075,0.2865949273109436,0.22290948033332825,0.2889387905597687,0.40375280380249023,0.32523053884506226,0.11568500101566315,0.35847634077072144,0.34194523096084595,0.38423117995262146,0.22109095752239227,0.1819818764925003
parliamentary,0.23120512068271637,0.11673054844141006,0.33805084228515625,0.40653088688850403,0.18230898678302765,0.33571481704711914,0.3228822350502014,0.18938039243221283,0.2278870940208435,0.23239916563034058,0.16367077827453613,0.2180326133966446,0.2708897888660431,0.1121223047375679,0.1612216979265213
