,which,entity,focused,upon,the,free,movement,of,workers,?
reflecting,0.3479893207550049,0.17894090712070465,0.3402392566204071,0.30780649185180664,0.34034740924835205,0.12902653217315674,0.2613169848918915,0.33538100123405457,0.16449140012264252,0.11222316324710846
the,0.6521818041801453,0.2403784692287445,0.2969476580619812,0.28184252977371216,1.0,0.22231732308864594,0.339571475982666,0.733189046382904,0.23066683113574982,0.22068053483963013
economic,0.2570582926273346,0.2236223667860031,0.27914607524871826,0.1822439283132553,0.282455176115036,0.1776028275489807,0.2176896184682846,0.3030148148536682,0.30854150652885437,0.1206481084227562
nature,0.315411239862442,0.23093758523464203,0.25004222989082336,0.15958552062511444,0.19596898555755615,0.16841557621955872,0.19639112055301666,0.22892364859580994,0.10148555040359497,0.17397694289684296
of,0.5011631846427917,0.21258564293384552,0.29831600189208984,0.3224298357963562,0.733189046382904,0.2430545836687088,0.2662941515445709,1.0,0.20827822387218475,0.1826142966747284
the,0.6521818041801453,0.2403784692287445,0.2969476580619812,0.28184252977371216,1.0,0.22231732308864594,0.339571475982666,0.733189046382904,0.23066683113574982,0.22068053483963013
project,0.21453826129436493,0.175714910030365,0.31117868423461914,0.10451747477054596,0.2027820199728012,0.21836313605308533,0.1702212542295456,0.17578177154064178,0.14758123457431793,0.30569031834602356
",",0.3658004403114319,0.19129666686058044,0.25963902473449707,0.27234330773353577,0.4933079481124878,0.2434854805469513,0.1862073689699173,0.4946078956127167,0.17716385424137115,0.31091248989105225
the,0.6521818041801453,0.2403784692287445,0.2969476580619812,0.28184252977371216,1.0,0.22231732308864594,0.339571475982666,0.733189046382904,0.23066683113574982,0.22068053483963013
european,0.2234036773443222,0.07706774026155472,0.14699429273605347,0.11323640495538712,0.3423081040382385,0.12509097158908844,0.20052438974380493,0.2507138252258301,0.2429494559764862,0.14560863375663757
community,0.2314024716615677,0.20543073117733002,0.2715908885002136,0.24180850386619568,0.2601400911808014,0.16884951293468475,0.24568861722946167,0.2367410808801651,0.19308999180793762,0.2380419820547104
originally,0.43375709652900696,0.1692303717136383,0.21481671929359436,0.20704089105129242,0.36820849776268005,0.14795233309268951,0.14254727959632874,0.21349623799324036,0.19571727514266968,0.07821967452764511
focused,0.249065563082695,0.18771255016326904,1.0,0.23866836726665497,0.2969476580619812,0.25072208046913147,0.2611416280269623,0.29831600189208984,0.20039641857147217,0.1578395515680313
upon,0.28099435567855835,0.12605147063732147,0.23866836726665497,1.0,0.28184252977371216,0.15629294514656067,0.13717001676559448,0.3224298357963562,0.1075541228055954,0.13780277967453003
free,0.25454452633857727,0.1976492553949356,0.25072208046913147,0.15629294514656067,0.22231732308864594,1.0,0.17103612422943115,0.2430545836687088,0.17943835258483887,0.1278279572725296
movement,0.3471234440803528,0.13625159859657288,0.2611416280269623,0.13717001676559448,0.339571475982666,0.17103612422943115,1.0,0.2662941515445709,0.23221145570278168,0.1423349231481552
of,0.5011631846427917,0.21258564293384552,0.29831600189208984,0.3224298357963562,0.733189046382904,0.2430545836687088,0.2662941515445709,1.0,0.20827822387218475,0.1826142966747284
workers,0.23516897857189178,0.13755597174167633,0.20039641857147217,0.1075541228055954,0.23066683113574982,0.17943835258483887,0.23221145570278168,0.20827822387218475,1.0000001192092896,0.1706571877002716
:,-0.11049769818782806,-0.06508191674947739,-0.07533173263072968,-0.1548004299402237,-0.03403344005346298,-0.03420926257967949,0.03298621252179146,-0.08807745575904846,-0.09199926257133484,-0.07156077772378922
as,0.41006597876548767,0.26742884516716003,0.28991061449050903,0.19482944905757904,0.48381632566452026,0.22831088304519653,0.22513282299041748,0.3886612355709076,0.18478275835514069,0.27043893933296204
a,0.56894451379776,0.2841722071170807,0.2729852497577667,0.17546571791172028,0.5829201340675354,0.23877057433128357,0.23380696773529053,0.5052502155303955,0.25033822655677795,0.23916715383529663
``,0.05178012326359749,0.16402003169059753,-0.14692887663841248,0.01700671948492527,0.029072100296616554,-0.03257644176483154,0.12191136181354523,0.06780257821083069,-0.04948477819561958,0.0685480609536171
factor,0.2945534288883209,0.24613171815872192,0.23517639935016632,0.17952591180801392,0.2859867215156555,0.11811317503452301,0.18424339592456818,0.2744791805744171,0.20042094588279724,0.2154984176158905
of,0.5011631846427917,0.21258564293384552,0.29831600189208984,0.3224298357963562,0.733189046382904,0.2430545836687088,0.2662941515445709,1.0,0.20827822387218475,0.1826142966747284
production,0.3583662211894989,0.11780815571546555,0.25024130940437317,0.0791340321302414,0.2657334506511688,0.09830781817436218,0.19690659642219543,0.1928233802318573,0.25880149006843567,0.19318072497844696
'',-0.03332270681858063,-0.03951994702219963,0.051164887845516205,0.07493924349546432,0.041273195296525955,-0.018491532653570175,-0.06533791124820709,0.13035868108272552,-0.03997763991355896,0.018684765323996544
.,0.45942068099975586,0.24862751364707947,0.2629340887069702,0.18839296698570251,0.5934505462646484,0.238864928483963,0.22796523571014404,0.5352458953857422,0.17509925365447998,0.4130953550338745
