,in,the,rankine,cycle,",",in,what,state,is,the,working,fluid,received,in,the,condenser,?
in,1.0,0.6662389636039734,0.20086932182312012,0.20483464002609253,0.5201468467712402,1.0,0.30808621644973755,0.33316072821617126,0.5394441485404968,0.6662389636039734,0.3062970042228699,0.1272517591714859,0.2772020101547241,1.0,0.6662389636039734,0.21727193892002106,0.20430970191955566
this,0.45205554366111755,0.6274310946464539,0.1767853945493698,0.2510433495044708,0.4316047728061676,0.45205554366111755,0.5489566326141357,0.24571897089481354,0.480927973985672,0.6274310946464539,0.3341676890850067,0.27227285504341125,0.20936720073223114,0.45205554366111755,0.6274310946464539,0.32039985060691833,0.3155723512172699
cycle,0.20483464002609253,0.2701641917228699,0.2285865843296051,1.0000001192092896,0.16122886538505554,0.20483464002609253,0.17920038104057312,0.1810918003320694,0.20626789331436157,0.2701641917228699,0.1813115030527115,0.22116050124168396,0.04224869981408119,0.20483464002609253,0.2701641917228699,0.31813663244247437,0.07156776636838913
a,0.539380669593811,0.5829201340675354,0.18306823074817657,0.21741491556167603,0.427140474319458,0.539380669593811,0.3320399522781372,0.25097307562828064,0.658733606338501,0.5829201340675354,0.2998538911342621,0.22105562686920166,0.22444266080856323,0.539380669593811,0.5829201340675354,0.25842127203941345,0.23916715383529663
pump,0.14753441512584686,0.21872945129871368,0.18391194939613342,0.186528280377388,0.22363486886024475,0.14753441512584686,0.2035713642835617,0.11577299982309341,0.19189900159835815,0.21872945129871368,0.20175422728061676,0.3812316954135895,0.04166661202907562,0.14753441512584686,0.21872945129871368,0.37961268424987793,0.24768272042274475
is,0.5394441485404968,0.5823672413825989,0.19099628925323486,0.20626789331436157,0.4691906273365021,0.5394441485404968,0.28837618231773376,0.2627358138561249,1.0,0.5823672413825989,0.20290212333202362,0.23022614419460297,0.17726187407970428,0.5394441485404968,0.5823672413825989,0.29313454031944275,0.22961433231830597
used,0.3090210556983948,0.3718377649784088,0.14842726290225983,0.15923969447612762,0.3120402991771698,0.3090210556983948,0.27546408772468567,0.18374088406562805,0.3288823366165161,0.3718377649784088,0.2766396701335907,0.24607479572296143,0.18846465647220612,0.3090210556983948,0.3718377649784088,0.28054311871528625,0.22430120408535004
to,0.45010748505592346,0.535392165184021,0.15547960996627808,0.17373278737068176,0.44245919585227966,0.45010748505592346,0.455847829580307,0.25557461380958557,0.42745086550712585,0.535392165184021,0.28215980529785156,0.20024138689041138,0.18226240575313568,0.45010748505592346,0.535392165184021,0.2080451101064682,0.29463258385658264
pressurize,0.23616483807563782,0.3475784957408905,0.3238299489021301,0.21186652779579163,0.30190375447273254,0.23616483807563782,0.31013035774230957,0.19548852741718292,0.26656293869018555,0.3475784957408905,0.25992298126220703,0.47481754422187805,0.16699528694152832,0.23616483807563782,0.3475784957408905,0.5222143530845642,0.18449385464191437
the,0.6662389636039734,1.0,0.22060109674930573,0.2701641917228699,0.4933079481124878,0.6662389636039734,0.42745697498321533,0.3097178041934967,0.5823672413825989,1.0,0.25857484340667725,0.23256433010101318,0.24890556931495667,0.6662389636039734,1.0,0.26016345620155334,0.22068053483963013
