,where,were,the,kikuyu,people,located,?
the,0.5003893971443176,0.3906462490558624,1.0,0.20955826342105865,0.36838498711586,0.407527357339859,0.22068053483963013
central,0.24971573054790497,0.16558948159217834,0.3417201042175293,0.16365395486354828,0.2980603575706482,0.33153802156448364,0.14787602424621582
highlands,0.24558570981025696,0.20726865530014038,0.28319621086120605,0.2986198365688324,0.20191891491413116,0.2738768756389618,0.07737036049365997
were,0.2363632768392563,1.0000001192092896,0.3906462490558624,0.2658473253250122,0.35862088203430176,0.1394193470478058,0.17890112102031708
already,0.381379634141922,0.356537789106369,0.34582915902137756,0.26363804936408997,0.2460915893316269,0.1599859744310379,0.3477933406829834
home,0.2877289652824402,0.20982490479946136,0.28978195786476135,0.17144155502319336,0.23762018978595734,0.2476850003004074,0.0757145956158638
to,0.47735077142715454,0.31913647055625916,0.535392165184021,0.2752433121204376,0.37275731563568115,0.20850814878940582,0.29463258385658264
over,0.33514800667762756,0.30589473247528076,0.39856547117233276,0.20251233875751495,0.2671499252319336,0.1666068732738495,0.25742942094802856
a,0.40997210144996643,0.17203083634376526,0.5829201340675354,0.18990829586982727,0.3483705520629883,0.2605401277542114,0.23916715383529663
million,0.16446907818317413,0.25957414507865906,0.277012437582016,0.25919386744499207,0.2591722309589386,0.17427143454551697,0.23092924058437347
members,0.15948256850242615,0.30637234449386597,0.3321719169616699,0.3095303177833557,0.2725757658481598,0.16006608307361603,0.10212311148643494
of,0.38066378235816956,0.34038281440734863,0.733189046382904,0.2107616811990738,0.3251037895679474,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.3906462490558624,1.0,0.20955826342105865,0.36838498711586,0.407527357339859,0.22068053483963013
kikuyu,0.18945612013339996,0.2658473253250122,0.20955826342105865,1.0000001192092896,0.30055925250053406,0.2259538620710373,0.28194350004196167
people,0.3212973177433014,0.35862088203430176,0.36838498711586,0.30055925250053406,1.0000001192092896,0.21130086481571198,0.23739641904830933
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.25969502329826355,0.36644625663757324,0.2678719460964203,0.31091248989105225
most,0.3678402900695801,0.3543298542499542,0.47635307908058167,0.20350193977355957,0.31049904227256775,0.2271362692117691,0.2107497900724411
of,0.38066378235816956,0.34038281440734863,0.733189046382904,0.2107616811990738,0.3251037895679474,0.32520920038223267,0.1826142966747284
whom,0.3098810315132141,0.27088287472724915,0.23752936720848083,0.2720581889152527,0.22432920336723328,0.17316652834415436,0.222135990858078
had,0.2596948444843292,0.6150832772254944,0.3875846862792969,0.2313527762889862,0.2759630084037781,0.1453970968723297,0.20728366076946259
no,0.26967066526412964,0.24298787117004395,0.3461136817932129,0.25912362337112427,0.15816457569599152,0.09055279940366745,0.32165053486824036
land,0.21639515459537506,0.27322420477867126,0.28587454557418823,0.27930429577827454,0.25530657172203064,0.2490224391222,0.1432059109210968
claims,0.18693886697292328,0.16468463838100433,0.24698559939861298,0.1461879014968872,0.19269390404224396,0.17242473363876343,0.18741291761398315
in,0.5344807505607605,0.3815755248069763,0.6662389636039734,0.1565188616514206,0.39605680108070374,0.35149815678596497,0.20430970191955566
european,0.17414534091949463,0.21272888779640198,0.3423081040382385,0.15472930669784546,0.17784909904003143,0.12488164007663727,0.14560863375663757
terms,0.2043696790933609,0.1759188026189804,0.29706791043281555,0.16412486135959625,0.19413982331752777,0.09705565869808197,0.23466452956199646
and,0.43859338760375977,0.42175528407096863,0.5171257257461548,0.22282211482524872,0.3016039729118347,0.24183952808380127,0.20544172823429108
lived,0.24023288488388062,0.34083670377731323,0.2897515296936035,0.27067849040031433,0.3190171420574188,0.36675822734832764,0.1798510104417801
as,0.35409465432167053,0.3025437891483307,0.48381632566452026,0.20498237013816833,0.15704652667045593,0.20928777754306793,0.27043893933296204
itinerant,0.3921686112880707,0.2098308801651001,0.3295315206050873,0.2434690147638321,0.29427656531333923,0.23795869946479797,0.277344286441803
farmers,0.22335998713970184,0.31738385558128357,0.25515636801719666,0.302388072013855,0.37078580260276794,0.17037028074264526,0.15014515817165375
.,0.41390106081962585,0.3378238379955292,0.5934505462646484,0.22805847227573395,0.33118996024131775,0.28226932883262634,0.4130953550338745
