,the,``,50,'',given,to,the,super,bowl,winner,is,plated,with,how,many,karats,of,gold,?
in,0.6662389636039734,0.04765888676047325,0.021892361342906952,0.07432962208986282,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.2491646409034729,0.5394441485404968,0.21553249657154083,0.4080928862094879,0.2601168751716614,0.41474202275276184,0.2256997525691986,0.5696388483047485,0.21206732094287872,0.20430970191955566
addition,0.32955414056777954,0.04716494679450989,0.049123868346214294,0.040365759283304214,0.26542776823043823,0.29394859075546265,0.32955414056777954,0.11136776208877563,0.1572340577840805,0.16549742221832275,0.2727152407169342,0.16120927035808563,0.3659588098526001,0.24312371015548706,0.3811662197113037,0.14400331676006317,0.27503931522369385,0.1631983518600464,0.19187232851982117
to,0.535392165184021,0.06720756739377975,-0.024239253252744675,-0.009905828163027763,0.3428947925567627,1.0,0.535392165184021,0.17783479392528534,0.16993016004562378,0.1321336328983307,0.42745086550712585,0.17558403313159943,0.4239959120750427,0.44169697165489197,0.40243685245513916,0.19847726821899414,0.41548454761505127,0.19999347627162933,0.29463258385658264
the,1.0,0.029072100296616554,0.03602437674999237,0.041273195296525955,0.37508252263069153,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.25965070724487305,0.5823672413825989,0.2726110517978668,0.4223487675189972,0.33890387415885925,0.4335206151008606,0.2681111693382263,0.733189046382904,0.27136439085006714,0.22068053483963013
vince,0.2420601099729538,0.05296793580055237,-0.03171846643090248,-0.039132796227931976,0.10503586381673813,0.21299979090690613,0.2420601099729538,0.1896676868200302,0.2190018743276596,0.21318836510181427,0.17590400576591492,0.0988883301615715,0.18413861095905304,0.15427227318286896,0.10536869615316391,0.23653656244277954,0.15907342731952667,0.07597570866346359,0.1308428794145584
lombardi,0.18416112661361694,-0.021232720464468002,0.06124844029545784,0.044365204870700836,0.15227892994880676,0.16110625863075256,0.18416112661361694,0.2536020278930664,0.1979735642671585,0.24256663024425507,0.12544533610343933,0.05812082812190056,0.19222329556941986,0.13297662138938904,0.16878773272037506,0.1713932603597641,0.16072972118854523,0.18093043565750122,0.12761563062667847
trophy,0.23165881633758545,-0.027883505448698997,0.016763124614953995,-0.04935453459620476,0.25590893626213074,0.2030068039894104,0.23165881633758545,0.22799652814865112,0.30741387605667114,0.4792083203792572,0.15399004518985748,0.12868928909301758,0.19590970873832703,0.09813107550144196,0.11631367355585098,0.22171033918857574,0.19089318811893463,0.22438231110572815,0.1832219511270523
that,0.5473989248275757,0.05285148695111275,-0.014119508676230907,0.007880004122853279,0.3486595153808594,0.5436353087425232,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.1904953271150589,0.3995479643344879,0.25266534090042114,0.4154358208179474,0.557814359664917,0.5391656160354614,0.2047721892595291,0.41498205065727234,0.18886281549930573,0.32716336846351624
all,0.4860881567001343,0.0555710643529892,0.10941741615533829,-0.05933554098010063,0.2496354579925537,0.42520734667778015,0.4860881567001343,0.26925644278526306,0.2204573154449463,0.11159532517194748,0.2553904056549072,0.18895061314105988,0.3876307010650635,0.3725806474685669,0.5443700551986694,0.24525722861289978,0.42798417806625366,0.20422807335853577,0.29575422406196594
super,0.21959073841571808,0.012585706077516079,0.0833745002746582,-0.02655862085521221,0.11709477752447128,0.17783479392528534,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.2215203493833542,0.15390309691429138,0.08907395601272583,0.1518537551164627,0.11920704692602158,0.17302978038787842,0.24570786952972412,0.14718765020370483,0.1844714879989624,0.166326642036438
bowl,0.21576224267482758,-0.004176590591669083,0.005446359980851412,-0.008809788152575493,0.14503885805606842,0.16993016004562378,0.21576224267482758,0.4848237931728363,1.0,0.17700685560703278,0.14233897626399994,0.18616439402103424,0.18353787064552307,0.1720007210969925,0.17932994663715363,0.14664843678474426,0.2243070751428604,0.19331370294094086,0.21118052303791046
champions,0.26727694272994995,0.0031224119011312723,0.12264160811901093,-0.018702296540141106,0.17154555022716522,0.21316611766815186,0.26727694272994995,0.31014660000801086,0.34639331698417664,0.4738439619541168,0.1543613076210022,0.17519788444042206,0.23339363932609558,0.09237819910049438,0.1535509079694748,0.27887439727783203,0.19334977865219116,0.2174774706363678,0.1751273274421692
receive,0.2726488411426544,-0.009453177452087402,-0.0037963998038321733,-0.04442259296774864,0.4676506221294403,0.3372296690940857,0.2726488411426544,0.12018950283527374,0.19841083884239197,0.30364394187927246,0.20318937301635742,0.15377238392829895,0.23076897859573364,0.21153150498867035,0.22689224779605865,0.07331613451242447,0.25992685556411743,0.25076672434806824,0.1652119904756546
",",0.4933079481124878,0.09681109338998795,-0.025195008143782616,-0.037358131259679794,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.29428431391716003,0.4691906273365021,0.21411271393299103,0.4120737314224243,0.22659391164779663,0.40610817074775696,0.24953243136405945,0.4946078956127167,0.28787803649902344,0.31091248989105225
the,1.0,0.029072100296616554,0.03602437674999237,0.041273195296525955,0.37508252263069153,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.25965070724487305,0.5823672413825989,0.2726110517978668,0.4223487675189972,0.33890387415885925,0.4335206151008606,0.2681111693382263,0.733189046382904,0.27136439085006714,0.22068053483963013
winner,0.25965070724487305,0.010768381878733635,-0.00988845620304346,-0.02651788294315338,0.20313230156898499,0.1321336328983307,0.25965070724487305,0.2215203493833542,0.17700685560703278,0.9999999403953552,0.16638970375061035,0.1458379179239273,0.17574407160282135,0.1481519639492035,0.14434880018234253,0.16181613504886627,0.1759829819202423,0.2810078561306,0.14322948455810547
of,0.733189046382904,0.06780257821083069,0.006577443331480026,0.13035868108272552,0.39388060569763184,0.41548454761505127,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1759829819202423,0.4854315221309662,0.21965880692005157,0.41827285289764404,0.2480744868516922,0.37253960967063904,0.23431764543056488,1.0,0.2101457566022873,0.1826142966747284
