,what,type,of,power,was,displayed,at,the,world,'s,fair,by,westinghouse,and,tesla,?
it,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.19430124759674072,0.4577186405658722,0.21789099276065826,0.36473900079727173,0.6251175999641418,0.2775384485721588,0.06608816236257553,0.2555384039878845,0.40926623344421387,0.2142077088356018,0.40957894921302795,0.17596082389354706,0.25732165575027466
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.1794997751712799,1.0000001192092896,0.12936300039291382,0.36707764863967896,0.48711544275283813,0.3097524344921112,0.008974763564765453,0.1962723284959793,0.4752357602119446,0.30702054500579834,0.3740963041782379,0.16455206274986267,0.18412111699581146
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21580491960048676,0.4508470594882965,0.22292453050613403,0.3095070421695709,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.25391897559165955,0.32094135880470276,0.25513118505477905,0.3739250600337982,0.2211925983428955,0.23916715383529663
key,0.2270265817642212,0.2325029820203781,0.24036972224712372,0.13732782006263733,0.15157482028007507,0.19664622843265533,0.15241004526615143,0.2260027974843979,0.11368061602115631,0.0072502619586884975,0.10667987912893295,0.14244253933429718,0.23932325839996338,0.21098192036151886,0.1277174949645996,0.18782930076122284
event,0.26981404423713684,0.1950307935476303,0.19878064095973969,0.14556172490119934,0.28341150283813477,0.13533520698547363,0.3039053678512573,0.2960145175457001,0.2916157841682434,0.026449335739016533,0.16879859566688538,0.2186535894870758,0.13310542702674866,0.17869816720485687,0.19044435024261475,0.16076280176639557
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.16666220128536224,0.45514053106307983,0.22596381604671478,0.4374977946281433,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.17628079652786255,0.370934396982193,0.2579890191555023,0.4954058527946472,0.17097744345664978,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2647338807582855,0.48711544275283813,0.2887660264968872,0.457212895154953,1.0,0.33604270219802856,-0.01540423184633255,0.2018251270055771,0.4408751428127289,0.3101098835468292,0.5171257257461548,0.1324402391910553,0.22068053483963013
history,0.28630873560905457,0.129188671708107,0.31014925241470337,0.17303995788097382,0.25589004158973694,0.16878493130207062,0.25440460443496704,0.33215048909187317,0.2758046090602875,-0.0466335192322731,0.13496991991996765,0.17996156215667725,0.18923485279083252,0.23541007936000824,0.0787162110209465,0.2501974403858185
of,0.33290785551071167,0.18112817406654358,1.0,0.25273123383522034,0.4069072902202606,0.22871877253055573,0.42558613419532776,0.733189046382904,0.2828933000564575,-0.03817026689648628,0.204209566116333,0.3646814823150635,0.28119996190071106,0.5116966962814331,0.18837453424930573,0.1826142966747284
ac,0.12080251425504684,0.10836324095726013,0.09591341018676758,0.25781431794166565,0.16263911128044128,0.1568470597267151,0.1383412778377533,0.11894276738166809,0.11462024599313736,0.040544040501117706,0.058295220136642456,0.1186637356877327,0.2760004699230194,0.08613406121730804,0.31766265630722046,0.19071458280086517
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,1.0000001192092896,0.1794997751712799,0.09586761146783829,0.06751500070095062,0.2647338807582855,0.16244404017925262,0.05344679579138756,0.1287117898464203,0.21582826972007751,0.2210497260093689,0.27496716380119324,0.27547121047973633,0.15304024517536163
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2231994867324829,0.45456063747406006,0.2104237824678421,0.38314947485923767,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.2696084678173065,0.3680937886238098,0.277236670255661,0.6633074283599854,0.20599327981472015,0.31091248989105225
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.20748355984687805,0.3677520453929901,0.2542615532875061,0.28092536330223083,0.48381632566452026,0.22848254442214966,-0.05775856226682663,0.15643469989299774,0.3815547823905945,0.2717971205711365,0.49487000703811646,0.10285310447216034,0.27043893933296204
westinghouse,0.16126319766044617,0.1995045244693756,0.28119996190071106,0.2210497260093689,0.30702054500579834,0.24241265654563904,0.24553091824054718,0.3101098835468292,0.2876776456832886,-0.008012998849153519,0.09393148124217987,0.2823614776134491,0.9999999403953552,0.2865493595600128,0.35764777660369873,0.17307911813259125
demonstrated,0.20940876007080078,0.14734627306461334,0.21852713823318481,0.20587313175201416,0.21351228654384613,0.26717162132263184,0.2098814845085144,0.2412586510181427,0.14518043398857117,-0.06748194992542267,0.21435385942459106,0.2468349188566208,0.22139441967010498,0.22215715050697327,0.28413429856300354,0.1947716772556305
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2647338807582855,0.48711544275283813,0.2887660264968872,0.457212895154953,1.0,0.33604270219802856,-0.01540423184633255,0.2018251270055771,0.4408751428127289,0.3101098835468292,0.5171257257461548,0.1324402391910553,0.22068053483963013
safety,0.1898718774318695,0.11337223649024963,0.18446403741836548,0.25594088435173035,0.20282559096813202,0.18697497248649597,0.22343945503234863,0.25972458720207214,0.1168777346611023,-0.06913796067237854,0.056056514382362366,0.19907283782958984,0.24383971095085144,0.27546536922454834,0.1483696848154068,0.1443338692188263
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2231994867324829,0.45456063747406006,0.2104237824678421,0.38314947485923767,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.2696084678173065,0.3680937886238098,0.277236670255661,0.6633074283599854,0.20599327981472015,0.31091248989105225
reliability,0.3373561203479767,0.1917067915201187,0.17490927875041962,0.307461142539978,0.1606326550245285,0.2067248672246933,0.1668238341808319,0.21431992948055267,0.19792182743549347,-0.02228967659175396,0.2059842050075531,0.16732317209243774,0.2961345911026001,0.2118780016899109,0.35196220874786377,0.2691608965396881
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2231994867324829,0.45456063747406006,0.2104237824678421,0.38314947485923767,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.2696084678173065,0.3680937886238098,0.277236670255661,0.6633074283599854,0.20599327981472015,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.27496716380119324,0.3740963041782379,0.19328086078166962,0.3571503460407257,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.20493736863136292,0.4289871156215668,0.2865493595600128,1.0,0.19560420513153076,0.20544172823429108
efficiency,0.1758391559123993,0.12896785140037537,0.22438649833202362,0.3935120105743408,0.14263302087783813,0.18269871175289154,0.11431210488080978,0.18687312304973602,0.17877016961574554,0.018245456740260124,0.15226267278194427,0.17054374516010284,0.2630051076412201,0.257267564535141,0.34642741084098816,0.14680004119873047
of,0.33290785551071167,0.18112817406654358,1.0,0.25273123383522034,0.4069072902202606,0.22871877253055573,0.42558613419532776,0.733189046382904,0.2828933000564575,-0.03817026689648628,0.204209566116333,0.3646814823150635,0.28119996190071106,0.5116966962814331,0.18837453424930573,0.1826142966747284
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21580491960048676,0.4508470594882965,0.22292453050613403,0.3095070421695709,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.25391897559165955,0.32094135880470276,0.25513118505477905,0.3739250600337982,0.2211925983428955,0.23916715383529663
fully,0.3561125099658966,0.1490090787410736,0.1846403181552887,0.16657494008541107,0.22765973210334778,0.2704121470451355,0.1587062031030655,0.2750830352306366,0.17626479268074036,0.050212256610393524,0.16569820046424866,0.24546781182289124,0.19096463918685913,0.23881065845489502,0.1722249537706375,0.2089291661977768
integrated,0.16303282976150513,0.1268533319234848,0.241628035902977,0.19634215533733368,0.17725636065006256,0.20509099960327148,0.1900659054517746,0.2578928470611572,0.21439386904239655,0.05615255609154701,0.15484833717346191,0.176719069480896,0.2834153473377228,0.25982868671417236,0.2662164270877838,0.13383129239082336
alternating,0.10095972567796707,0.26131370663642883,0.28741198778152466,0.26370319724082947,0.15524277091026306,0.2761986553668976,0.1700114756822586,0.34576064348220825,0.1011299267411232,-0.036665238440036774,0.07495880126953125,0.27643799781799316,0.24903084337711334,0.2776072323322296,0.20965251326560974,0.13878576457500458
current,0.18294453620910645,0.0784337967634201,0.31470298767089844,0.2602672576904297,0.20140352845191956,0.23235057294368744,0.17432795464992523,0.3314409554004669,0.1596897542476654,0.004145179875195026,0.15174397826194763,0.20655159652233124,0.24448244273662567,0.23919939994812012,0.19374153017997742,0.12074550241231918
system,0.23557309806346893,0.24706636369228363,0.25597915053367615,0.23068471252918243,0.2147521674633026,0.1445152908563614,0.1684759259223938,0.3233085572719574,0.1705089509487152,0.04329425096511841,0.14776353538036346,0.23017624020576477,0.22073955833911896,0.231138214468956,0.18243813514709473,0.15556083619594574
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.27001675963401794,0.3636345863342285,0.19166001677513123,0.36524343490600586,0.535392165184021,0.26213452219963074,0.03782717138528824,0.2450193166732788,0.33534231781959534,0.22176946699619293,0.48971283435821533,0.17548894882202148,0.29463258385658264
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2647338807582855,0.48711544275283813,0.2887660264968872,0.457212895154953,1.0,0.33604270219802856,-0.01540423184633255,0.2018251270055771,0.4408751428127289,0.3101098835468292,0.5171257257461548,0.1324402391910553,0.22068053483963013
american,0.1909721940755844,0.1438770294189453,0.22180068492889404,0.12346797436475754,0.31632548570632935,0.1282563954591751,0.16126874089241028,0.24562937021255493,0.2989591062068939,0.01565130427479744,0.1183699294924736,0.2777634859085083,0.3705819547176361,0.32290002703666687,0.12191694229841232,0.18877598643302917
public,0.1729622185230255,0.15508520603179932,0.2391265481710434,0.12951965630054474,0.2513592839241028,0.22915706038475037,0.2642328441143036,0.22857438027858734,0.1668698787689209,0.060657959431409836,0.2207368016242981,0.23323717713356018,0.32633501291275024,0.3227643668651581,0.21823254227638245,0.19872993230819702
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2141435295343399,0.40146201848983765,0.2529311776161194,0.4549728035926819,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.18155190348625183,0.3936232924461365,0.3097001910209656,0.588965117931366,0.17949827015399933,0.4130953550338745
,what,type,of,power,was,displayed,at,the,world,'s,fair,by,westinghouse,and,tesla,?
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.16666220128536224,0.45514053106307983,0.22596381604671478,0.4374977946281433,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.17628079652786255,0.370934396982193,0.2579890191555023,0.4954058527946472,0.17097744345664978,0.20430970191955566
1893,0.12838007509708405,0.04396067559719086,0.04443042352795601,0.09846968948841095,0.04229336231946945,0.04077819362282753,0.1642693728208542,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.01332224253565073,-0.030751554295420647,0.044188082218170166,0.08839839696884155,0.030090492218732834,0.0544506311416626
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2231994867324829,0.45456063747406006,0.2104237824678421,0.38314947485923767,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.2696084678173065,0.3680937886238098,0.277236670255661,0.6633074283599854,0.20599327981472015,0.31091248989105225
george,0.22000353038311005,0.11602188646793365,0.22097964584827423,0.13043518364429474,0.2601471245288849,0.15147534012794495,0.1617383360862732,0.2510760426521301,0.14024560153484344,-0.019076833501458168,0.11893276125192642,0.22194799780845642,0.3706516921520233,0.22245058417320251,0.1784614771604538,0.1479024887084961
westinghouse,0.16126319766044617,0.1995045244693756,0.28119996190071106,0.2210497260093689,0.30702054500579834,0.24241265654563904,0.24553091824054718,0.3101098835468292,0.2876776456832886,-0.008012998849153519,0.09393148124217987,0.2823614776134491,0.9999999403953552,0.2865493595600128,0.35764777660369873,0.17307911813259125
won,0.14840687811374664,0.08414789289236069,0.20832067728042603,0.1484411656856537,0.35383549332618713,0.18845629692077637,0.28372395038604736,0.29432493448257446,0.2630484104156494,-0.07419146597385406,0.16368481516838074,0.17499594390392303,0.13368192315101624,0.2795773446559906,0.07117254287004471,0.17925700545310974
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2647338807582855,0.48711544275283813,0.2887660264968872,0.457212895154953,1.0,0.33604270219802856,-0.01540423184633255,0.2018251270055771,0.4408751428127289,0.3101098835468292,0.5171257257461548,0.1324402391910553,0.22068053483963013
bid,0.1788376271724701,0.014606376178562641,0.1715376228094101,0.17197073996067047,0.2249298393726349,0.11268006265163422,0.25420352816581726,0.19956929981708527,0.10348217189311981,-0.0002808889257721603,0.20657169818878174,0.17035947740077972,0.13653506338596344,0.11974186450242996,0.028172023594379425,0.19390296936035156
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.27001675963401794,0.3636345863342285,0.19166001677513123,0.36524343490600586,0.535392165184021,0.26213452219963074,0.03782717138528824,0.2450193166732788,0.33534231781959534,0.22176946699619293,0.48971283435821533,0.17548894882202148,0.29463258385658264
light,0.22953972220420837,0.21801303327083588,0.18257063627243042,0.17893682420253754,0.20157849788665771,0.16736899316310883,0.19909699261188507,0.2649136185646057,0.23378537595272064,0.047048170119524,0.10890916734933853,0.16924326121807098,0.15028716623783112,0.20458035171031952,0.15772268176078796,0.17429810762405396
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2647338807582855,0.48711544275283813,0.2887660264968872,0.457212895154953,1.0,0.33604270219802856,-0.01540423184633255,0.2018251270055771,0.4408751428127289,0.3101098835468292,0.5171257257461548,0.1324402391910553,0.22068053483963013
1893,0.12838007509708405,0.04396067559719086,0.04443042352795601,0.09846968948841095,0.04229336231946945,0.04077819362282753,0.1642693728208542,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.01332224253565073,-0.030751554295420647,0.044188082218170166,0.08839839696884155,0.030090492218732834,0.0544506311416626
world,0.21669597923755646,0.13339558243751526,0.2828933000564575,0.16244404017925262,0.3097524344921112,0.12011116743087769,0.22825311124324799,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.22213034331798553,0.22306372225284576,0.2876776456832886,0.3246132433414459,0.15619845688343048,0.17579582333564758
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,0.05344679579138756,0.008974763564765453,-0.039775438606739044,-0.08481216430664062,-0.01540423184633255,0.11877062171697617,0.9999999403953552,-0.02391761541366577,-0.010884488001465797,-0.008012998849153519,0.06895173341035843,0.06449045985937119,-0.023395681753754616
columbian,0.22410494089126587,0.15139754116535187,0.24303503334522247,0.10103636234998703,0.29064083099365234,0.1407925933599472,0.1321689635515213,0.33056461811065674,0.2803151607513428,0.06028631702065468,0.19164025783538818,0.2060219794511795,0.32205909490585327,0.21419306099414825,0.19204775989055634,0.08890089392662048
exposition,0.16748280823230743,0.11687614768743515,0.2945175766944885,0.13606800138950348,0.30914750695228577,0.3175102770328522,0.22877012193202972,0.30685076117515564,0.3343954384326935,-0.02067454531788826,0.329328328371048,0.2346900999546051,0.20539408922195435,0.20552819967269897,0.1692313402891159,0.09475983679294586
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.16666220128536224,0.45514053106307983,0.22596381604671478,0.4374977946281433,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.17628079652786255,0.370934396982193,0.2579890191555023,0.4954058527946472,0.17097744345664978,0.20430970191955566
chicago,0.1521448791027069,0.09199550002813339,0.18391016125679016,0.12656983733177185,0.2574843168258667,0.1745002120733261,0.1649734377861023,0.27360326051712036,0.20659899711608887,-0.0033615175634622574,0.1516033560037613,0.18057090044021606,0.27571725845336914,0.23260825872421265,0.18962086737155914,0.16446958482265472
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.20798128843307495,0.27411898970603943,0.20215149223804474,0.29126521944999695,0.4223487675189972,0.2832821011543274,-0.04624466598033905,0.1248408854007721,0.39731505513191223,0.22273582220077515,0.5477725267410278,0.16424812376499176,0.2433311939239502
alternating,0.10095972567796707,0.26131370663642883,0.28741198778152466,0.26370319724082947,0.15524277091026306,0.2761986553668976,0.1700114756822586,0.34576064348220825,0.1011299267411232,-0.036665238440036774,0.07495880126953125,0.27643799781799316,0.24903084337711334,0.2776072323322296,0.20965251326560974,0.13878576457500458
current,0.18294453620910645,0.0784337967634201,0.31470298767089844,0.2602672576904297,0.20140352845191956,0.23235057294368744,0.17432795464992523,0.3314409554004669,0.1596897542476654,0.004145179875195026,0.15174397826194763,0.20655159652233124,0.24448244273662567,0.23919939994812012,0.19374153017997742,0.12074550241231918
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2231994867324829,0.45456063747406006,0.2104237824678421,0.38314947485923767,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.2696084678173065,0.3680937886238098,0.277236670255661,0.6633074283599854,0.20599327981472015,0.31091248989105225
beating,0.14407722651958466,0.06932225078344345,0.18766584992408752,0.15267454087734222,0.23373770713806152,0.08883144706487656,0.18717984855175018,0.2606811225414276,0.26859578490257263,-0.03676452115178108,0.1162000522017479,0.2324267029762268,0.10631538182497025,0.2890845239162445,0.07631029933691025,0.19785179197788239
out,0.3633197546005249,0.18749801814556122,0.34176841378211975,0.17510327696800232,0.28168347477912903,0.10269289463758469,0.2881071865558624,0.39404502511024475,0.2319137006998062,0.0021837172098457813,0.1294732689857483,0.29497629404067993,0.16800174117088318,0.3881998062133789,0.2017683982849121,0.22020699083805084
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21580491960048676,0.4508470594882965,0.22292453050613403,0.3095070421695709,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.25391897559165955,0.32094135880470276,0.25513118505477905,0.3739250600337982,0.2211925983428955,0.23916715383529663
general,0.24928055703639984,0.10404401272535324,0.28352999687194824,0.1636517494916916,0.2445744127035141,0.14080622792243958,0.2006627768278122,0.28634732961654663,0.1344487965106964,-0.0757286474108696,0.12248837202787399,0.2654627859592438,0.2298063188791275,0.25860127806663513,0.17933808267116547,0.1972234547138214
electric,0.15451551973819733,0.19005827605724335,0.17329032719135284,0.34122735261917114,0.17723047733306885,0.22305752336978912,0.17301374673843384,0.21345196664333344,0.1332201212644577,-0.0115516884252429,0.10856923460960388,0.19581176340579987,0.4146316647529602,0.212884783744812,0.3824412524700165,0.15674720704555511
