,where,is,the,tyneside,bar,located,?
the,0.5003893971443176,0.5823672413825989,1.0,0.33988526463508606,0.2582305669784546,0.407527357339859,0.22068053483963013
site,0.24231134355068207,0.2314486801624298,0.288954496383667,0.2185516059398651,0.09958305209875107,0.3760833442211151,0.2014765441417694
currently,0.31739169359207153,0.4011616110801697,0.2945235073566437,0.2829705476760864,0.16680914163589478,0.2028253674507141,0.1861555278301239
houses,0.24262011051177979,0.1995694637298584,0.2692612111568451,0.30518636107444763,0.13808274269104004,0.28435438871383667,0.10120081901550293
three,0.25543931126594543,0.23072560131549835,0.43452659249305725,0.21120543777942657,0.1546725481748581,0.22259211540222168,0.20928427577018738
cinemas,0.2128530740737915,0.1715988963842392,0.26714128255844116,0.22825776040554047,0.12899048626422882,0.25608015060424805,0.14086683094501495
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2570286989212036,0.17368052899837494,0.2678719460964203,0.31091248989105225
including,0.33177727460861206,0.25093933939933777,0.3738902807235718,0.29569312930107117,0.1288074553012848,0.20901727676391602,0.1633303165435791
the,0.5003893971443176,0.5823672413825989,1.0,0.33988526463508606,0.2582305669784546,0.407527357339859,0.22068053483963013
restored,0.21176613867282867,0.14326339960098267,0.29931989312171936,0.21407321095466614,0.07971782982349396,0.21715299785137177,0.1778445541858673
classic,0.16540811955928802,0.17730489373207092,0.2647959589958191,0.18459059298038483,0.06300443410873413,0.10071565955877304,0.2044331431388855
—the,0.10672267526388168,0.2793534994125366,0.2832813858985901,0.22020666301250458,0.18757347762584686,0.1038675308227539,0.34509092569351196
united,0.23721055686473846,0.22408509254455566,0.34367692470550537,0.36427319049835205,0.12329983711242676,0.21170265972614288,0.17266890406608582
kingdom,0.18143217265605927,0.1914215236902237,0.3143408000469208,0.3429293632507324,0.06715542078018188,0.1407838761806488,0.12927088141441345
's,0.0007701900321990252,0.02396530658006668,-0.01540423184633255,-0.009846269153058529,-0.09197912365198135,-0.031078986823558807,-0.023395681753754616
last,0.21206308901309967,0.2445172220468521,0.3698786795139313,0.12356916815042496,0.04810101166367531,0.13722658157348633,0.22371746599674225
surviving,0.16860440373420715,0.21385541558265686,0.3328552544116974,0.17068278789520264,0.07393088191747665,0.13707475364208221,0.1395692080259323
news,0.15509246289730072,0.14782258868217468,0.2294066995382309,0.12231221795082092,0.15383805334568024,0.08781594038009644,0.1899169683456421
cinema,0.17879138886928558,0.2001878023147583,0.23910944163799286,0.16402359306812286,0.08200971782207489,0.21461816132068634,0.11584244668483734
still,0.42040762305259705,0.3574111759662628,0.40142056345939636,0.3164364993572235,0.21438241004943848,0.21807549893856049,0.3039587736129761
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.2752016484737396,0.18403507769107819,0.35149815678596497,0.20430970191955566
full-time,0.22833091020584106,0.23880912363529205,0.32999011874198914,0.24005953967571259,0.18136286735534668,0.12617817521095276,0.2854166030883789
operation—alongside,0.29680320620536804,0.235573872923851,0.3387068510055542,0.404727965593338,0.1606398969888687,0.27786484360694885,0.2812938392162323
two,0.32765963673591614,0.2315155267715454,0.43858039379119873,0.23061531782150269,0.1744803637266159,0.20089440047740936,0.19645625352859497
new,0.26026442646980286,0.2208656519651413,0.3845241069793701,0.31386810541152954,0.17225326597690582,0.15510645508766174,0.14782847464084625
screens,0.24032951891422272,0.2086159586906433,0.2739212214946747,0.22242948412895203,0.1771792471408844,0.14268359541893005,0.2127765715122223
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2570286989212036,0.17368052899837494,0.2678719460964203,0.31091248989105225
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.27762705087661743,0.2582479417324066,0.2605401277542114,0.23916715383529663
roof,0.2266583889722824,0.1740531176328659,0.2787506580352783,0.25036585330963135,0.1309620887041092,0.2394968867301941,0.09652714431285858
extension,0.2752544581890106,0.2743138372898102,0.3090997040271759,0.2819185256958008,0.22562149167060852,0.22369112074375153,0.24237069487571716
containing,0.228593647480011,0.31318455934524536,0.268460214138031,0.1535596400499344,0.20773077011108398,0.17836858332157135,0.1655367761850357
the,0.5003893971443176,0.5823672413825989,1.0,0.33988526463508606,0.2582305669784546,0.407527357339859,0.22068053483963013
tyneside,0.2855283319950104,0.2628800868988037,0.33988526463508606,0.9999999403953552,0.2312665432691574,0.31255003809928894,0.10805024206638336
bar,0.1950923204421997,0.17796556651592255,0.2582305669784546,0.2312665432691574,1.0,0.181978240609169,0.1802317053079605
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2570286989212036,0.17368052899837494,0.2678719460964203,0.31091248989105225
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.3023083209991455,0.20339487493038177,0.24183952808380127,0.20544172823429108
dedicated,0.13929036259651184,0.20852267742156982,0.2320098578929901,0.21019507944583893,0.07728635519742966,0.32752150297164917,0.12950462102890015
education,0.19163627922534943,0.18778188526630402,0.23982903361320496,0.2189011573791504,0.10060052573680878,0.19192779064178467,0.18067774176597595
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.3023083209991455,0.20339487493038177,0.24183952808380127,0.20544172823429108
teaching,0.24929308891296387,0.16213442385196686,0.2182690054178238,0.2715614140033722,0.0929766595363617,0.14367921650409698,0.20424684882164001
suites,0.12892413139343262,0.1578274816274643,0.20031867921352386,0.18710550665855408,0.19802911579608917,0.15268845856189728,0.16074472665786743
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.23986637592315674,0.16151095926761627,0.28226932883262634,0.4130953550338745
