,according,to,polynomial,time,reduction,squaring,can,ultimately,be,logically,reduced,to,what,?
indeed,0.264301061630249,0.3278495967388153,0.29905325174331665,0.2822560966014862,0.20621687173843384,0.3667019307613373,0.33769354224205017,0.22705382108688354,0.4432930052280426,0.41900643706321716,0.2123098373413086,0.3278495967388153,0.43548738956451416,0.3642158806324005
",",0.3107093870639801,0.44245919585227966,0.21592853963375092,0.3029961884021759,0.20516319572925568,0.339795857667923,0.3139454126358032,0.2059108316898346,0.39254459738731384,0.2243645191192627,0.19148744642734528,0.44245919585227966,0.3087472915649414,0.31091248989105225
this,0.2687089741230011,0.5759071707725525,0.2959214150905609,0.43249568343162537,0.366619348526001,0.3640209138393402,0.4006461203098297,0.3323187828063965,0.566177248954773,0.37058067321777344,0.2960662245750427,0.5759071707725525,0.5489566326141357,0.3155723512172699
can,0.1606743335723877,0.4979398250579834,0.35969632863998413,0.2720869183540344,0.30914753675460815,0.3569968640804291,1.0,0.20863687992095947,0.5791122913360596,0.39312753081321716,0.2743964195251465,0.4979398250579834,0.34502777457237244,0.3226337134838104
be,0.2703677713871002,0.4972836375236511,0.3050982654094696,0.3473503291606903,0.288789838552475,0.364742249250412,0.5791122913360596,0.27691787481307983,1.0,0.44141441583633423,0.2843341529369354,0.4972836375236511,0.3929833769798279,0.3324260413646698
done,0.2378292679786682,0.2647212743759155,0.3073791265487671,0.3615496754646301,0.24521897733211517,0.3621545433998108,0.36048609018325806,0.21819542348384857,0.39659690856933594,0.2516428530216217,0.2992606461048126,0.2647212743759155,0.40743619203567505,0.36153489351272583
by,0.2975466847419739,0.33534231781959534,0.13720183074474335,0.26502725481987,0.2320285439491272,0.27870500087738037,0.29642900824546814,0.2532654106616974,0.43158695101737976,0.27336809039115906,0.2828289866447449,0.33534231781959534,0.2455483376979828,0.17966607213020325
giving,0.1948588639497757,0.36088186502456665,0.21283243596553802,0.28124698996543884,0.28073421120643616,0.3730151951313019,0.2820589542388916,0.1997833251953125,0.2767922282218933,0.18538719415664673,0.2291436642408371,0.36088186502456665,0.28628480434417725,0.2052922248840332
the,0.3202974498271942,0.535392165184021,0.1902180016040802,0.43061500787734985,0.27052462100982666,0.3727756440639496,0.312528520822525,0.38258427381515503,0.4248143136501312,0.2673622667789459,0.2897622883319855,0.535392165184021,0.42745697498321533,0.22068053483963013
same,0.2256782203912735,0.3205692768096924,0.2986696660518646,0.4052887558937073,0.19359543919563293,0.31402209401130676,0.3393253982067108,0.212696373462677,0.3600577712059021,0.33577990531921387,0.26443320512771606,0.3205692768096924,0.3764382302761078,0.22649677097797394
