,who,decides,who,gets,to,address,the,members,of,parliament,to,share,their,thoughts,on,issues,of,faith,?
invitations,0.2984088361263275,0.2831993103027344,0.2984088361263275,0.06211813911795616,0.34913399815559387,0.2845458686351776,0.2376837581396103,0.31044065952301025,0.21148623526096344,0.23527094721794128,0.34913399815559387,0.25114741921424866,0.2287186235189438,0.35061463713645935,0.29331469535827637,0.24839183688163757,0.21148623526096344,0.2733279764652252,0.24585513770580292
to,0.42656609416007996,0.42171913385391235,0.42656609416007996,0.301471084356308,1.0,0.29989638924598694,0.535392165184021,0.26617446541786194,0.41548454761505127,0.20290622115135193,1.0,0.27366065979003906,0.44619059562683105,0.2881372570991516,0.41031414270401,0.27458062767982483,0.41548454761505127,0.2426898032426834,0.29463258385658264
address,0.26112598180770874,0.21720954775810242,0.26112598180770874,0.1351272463798523,0.29989638924598694,1.0000001192092896,0.24438561499118805,0.1873345971107483,0.23196934163570404,0.2154262661933899,0.29989638924598694,0.24473725259304047,0.17395201325416565,0.28658348321914673,0.22459441423416138,0.3952356278896332,0.23196934163570404,0.2836249768733978,0.2784976661205292
parliament,0.237068772315979,0.2043820470571518,0.237068772315979,0.11684224009513855,0.20290622115135193,0.2154262661933899,0.26521381735801697,0.3503897786140442,0.2885259687900543,1.0,0.20290622115135193,0.16168847680091858,0.15391884744167328,0.20062397420406342,0.2047569900751114,0.186220183968544,0.2885259687900543,0.24521882832050323,0.1586504578590393
in,0.2792111933231354,0.23550479114055634,0.2792111933231354,0.2060210406780243,0.45010748505592346,0.14338107407093048,0.6662389636039734,0.196792870759964,0.5696388483047485,0.2323146015405655,0.45010748505592346,0.21491074562072754,0.34976133704185486,0.17488354444503784,0.46853652596473694,0.17748555541038513,0.5696388483047485,0.16146141290664673,0.20430970191955566
this,0.3345087468624115,0.25333425402641296,0.3345087468624115,0.2766791880130768,0.5759071707725525,0.2721966505050659,0.6274310946464539,0.24857299029827118,0.45148900151252747,0.23205555975437164,0.5759071707725525,0.2181081622838974,0.40095847845077515,0.3821677565574646,0.4193967580795288,0.34895065426826477,0.45148900151252747,0.2723909020423889,0.3155723512172699
manner,0.27980291843414307,0.17259253561496735,0.27980291843414307,0.1765056848526001,0.3179336488246918,0.21661624312400818,0.2116183042526245,0.09772083908319473,0.19968955218791962,0.16081224381923676,0.3179336488246918,0.16109663248062134,0.27135756611824036,0.3868309557437897,0.13963055610656738,0.2860012948513031,0.19968955218791962,0.2765069007873535,0.24218928813934326
are,0.27294138073921204,0.2075766772031784,0.27294138073921204,0.28810182213783264,0.3504326641559601,0.19665944576263428,0.40399202704429626,0.31528955698013306,0.39081433415412903,0.09480422735214233,0.3504326641559601,0.3582197427749634,0.46887820959091187,0.27458810806274414,0.268924742937088,0.2136288285255432,0.39081433415412903,0.1919906735420227,0.24591213464736938
determined,0.2246977984905243,0.40900832414627075,0.2246977984905243,0.23271095752716064,0.3210490345954895,0.22136512398719788,0.3632190227508545,0.2446347177028656,0.3115927577018738,0.12004442512989044,0.3210490345954895,0.21430480480194092,0.3185380697250366,0.20317456126213074,0.2385551929473877,0.26731085777282715,0.3115927577018738,0.17534209787845612,0.19379007816314697
by,0.39727845788002014,0.22951313853263855,0.39727845788002014,0.23471041023731232,0.33534231781959534,0.16217146813869476,0.4408751428127289,0.24919851124286652,0.3646814823150635,0.1523929238319397,0.33534231781959534,0.1474302113056183,0.3242124021053314,0.23605976998806,0.33887791633605957,0.17440913617610931,0.3646814823150635,0.15042667090892792,0.17966607213020325
the,0.3733934462070465,0.32573065161705017,0.3733934462070465,0.29983434081077576,0.535392165184021,0.24438561499118805,1.0,0.3321719169616699,0.733189046382904,0.26521381735801697,0.535392165184021,0.249948650598526,0.516537070274353,0.24417150020599365,0.5107308030128479,0.2638932764530182,0.733189046382904,0.20665863156318665,0.22068053483963013
presiding,0.24317249655723572,0.2644043266773224,0.24317249655723572,0.12537918984889984,0.2064446657896042,0.1889728456735611,0.3267684876918793,0.25589537620544434,0.3004159927368164,0.3959604501724243,0.2064446657896042,0.10517023503780365,0.13653650879859924,0.13988672196865082,0.17006568610668182,0.22368423640727997,0.3004159927368164,0.297008752822876,0.177648663520813
officer,0.31437572836875916,0.2632531225681305,0.31437572836875916,0.1621052771806717,0.2198503315448761,0.15797066688537598,0.25777485966682434,0.24941372871398926,0.23883900046348572,0.2183782458305359,0.2198503315448761,0.09784809499979019,0.08716777712106705,0.11228659749031067,0.18298856914043427,0.17577651143074036,0.23883900046348572,0.10457786917686462,0.119948610663414
