,how,many,auricles,do,most,species,have,?
between,0.2747800648212433,0.29423660039901733,0.18602998554706573,0.14014670252799988,0.24144990742206573,0.19528718292713165,0.3203330636024475,0.12887074053287506
the,0.33890387415885925,0.4335206151008606,0.33550047874450684,0.30239659547805786,0.47635307908058167,0.2522439956665039,0.40389683842658997,0.22068053483963013
lobes,0.2585603594779968,0.2889154851436615,0.43482014536857605,0.2388528436422348,0.253628671169281,0.3309052884578705,0.370116263628006,0.13856348395347595
on,0.32655060291290283,0.32520127296447754,0.16318173706531525,0.3025321364402771,0.28303956985473633,0.17463403940200806,0.36494916677474976,0.2714994251728058
either,0.35004037618637085,0.3275146186351776,0.17877350747585297,0.3592597544193268,0.3021850287914276,0.2251053750514984,0.4577621519565582,0.31498292088508606
side,0.2033666968345642,0.2147822082042694,0.12175671756267548,0.183847576379776,0.1634448617696762,0.12800723314285278,0.2790888249874115,0.07831130921840668
of,0.2480744868516922,0.37253960967063904,0.30034124851226807,0.26150479912757874,0.4178851246833801,0.23307405412197113,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.33550047874450684,0.30239659547805786,0.47635307908058167,0.2522439956665039,0.40389683842658997,0.22068053483963013
mouth,0.13989293575286865,0.15469826757907867,0.23494666814804077,0.17105767130851746,0.18959729373455048,0.21408823132514954,0.15580078959465027,0.21761061251163483
",",0.22659391164779663,0.40610817074775696,0.25997117161750793,0.3283645510673523,0.3636029064655304,0.2223871648311615,0.3541618287563324,0.31091248989105225
many,0.4425291419029236,0.9999999403953552,0.25531214475631714,0.38738366961479187,0.6236066222190857,0.25436872243881226,0.5841760635375977,0.2124512493610382
species,0.20142129063606262,0.25436872243881226,0.22578726708889008,0.20613440871238708,0.23037302494049072,0.9999999403953552,0.3239450752735138,0.1957087516784668
of,0.2480744868516922,0.37253960967063904,0.30034124851226807,0.26150479912757874,0.4178851246833801,0.23307405412197113,0.3802283704280853,0.1826142966747284
lobates,0.1556278020143509,0.24023377895355225,0.2786640226840973,0.1946193128824234,0.22645430266857147,0.5588304996490479,0.2605510354042053,0.2026495784521103
have,0.4370637536048889,0.5841760635375977,0.28104421496391296,0.49831271171569824,0.44364631175994873,0.3239450752735138,0.9999999403953552,0.32991164922714233
four,0.1955733299255371,0.4139232039451599,0.24379803240299225,0.1615660935640335,0.3209649324417114,0.15955694019794464,0.3544043302536011,0.14532537758350372
auricles,0.23280632495880127,0.25531214475631714,0.9999999403953552,0.22695384919643402,0.23064225912094116,0.22578726708889008,0.28104421496391296,0.21453310549259186
",",0.22659391164779663,0.40610817074775696,0.25997117161750793,0.3283645510673523,0.3636029064655304,0.2223871648311615,0.3541618287563324,0.31091248989105225
gelatinous,0.21972450613975525,0.34941616654396057,0.33148980140686035,0.2259150743484497,0.32950425148010254,0.42315903306007385,0.3874933421611786,0.17941416800022125
projections,0.2701859772205353,0.2670971751213074,0.19466818869113922,0.17417123913764954,0.175056591629982,0.2685266137123108,0.29297029972076416,0.26596105098724365
edged,0.12262364476919174,0.17504288256168365,0.13847000896930695,0.14392390847206116,0.17505477368831635,0.2799849808216095,0.28264012932777405,0.08233875781297684
with,0.3525622487068176,0.35744401812553406,0.27418482303619385,0.23744353652000427,0.336320698261261,0.1754012405872345,0.48046383261680603,0.2433311939239502
cilia,0.17169877886772156,0.20502616465091705,0.37756839394569397,0.2475823163986206,0.168910413980484,0.4128926396369934,0.2765101492404938,0.15204964578151703
that,0.557814359664917,0.5391656160354614,0.2529236674308777,0.44533252716064453,0.4497850239276886,0.22146284580230713,0.6182622313499451,0.32716336846351624
produce,0.24825716018676758,0.28314530849456787,0.2497197687625885,0.2995959520339966,0.24670688807964325,0.26794517040252686,0.3414715826511383,0.19229066371917725
water,0.19594718515872955,0.2702730894088745,0.2473224252462387,0.2054748237133026,0.2187667042016983,0.2927362024784088,0.26208099722862244,0.14731885492801666
currents,0.2396659404039383,0.261554092168808,0.24589428305625916,0.2447616457939148,0.22482804954051971,0.3023061752319336,0.24538883566856384,0.07452256232500076
that,0.557814359664917,0.5391656160354614,0.2529236674308777,0.44533252716064453,0.4497850239276886,0.22146284580230713,0.6182622313499451,0.32716336846351624
help,0.4384428858757019,0.2875923216342926,0.15058116614818573,0.40743157267570496,0.2176634669303894,0.11790169775485992,0.3824627101421356,0.28403452038764954
direct,0.2957838177680969,0.23482008278369904,0.1526334136724472,0.20146861672401428,0.23000608384609222,0.17210626602172852,0.2788701355457306,0.18476411700248718
microscopic,0.2644314169883728,0.25423291325569153,0.36363551020622253,0.24510926008224487,0.26231107115745544,0.36875930428504944,0.31407782435417175,0.18998190760612488
prey,0.21643559634685516,0.23018111288547516,0.32311058044433594,0.1948252022266388,0.2454821914434433,0.45340651273727417,0.2883533239364624,0.15793472528457642
toward,0.2529335618019104,0.21655435860157013,0.12701766192913055,0.15671567618846893,0.21170099079608917,0.11759933084249496,0.2260049730539322,0.09989774227142334
the,0.33890387415885925,0.4335206151008606,0.33550047874450684,0.30239659547805786,0.47635307908058167,0.2522439956665039,0.40389683842658997,0.22068053483963013
mouth,0.13989293575286865,0.15469826757907867,0.23494666814804077,0.17105767130851746,0.18959729373455048,0.21408823132514954,0.15580078959465027,0.21761061251163483
.,0.3287222981452942,0.3974229395389557,0.27171364426612854,0.3613996207714081,0.35404038429260254,0.25772613286972046,0.41614407300949097,0.4130953550338745
