,how,did,tetzel,state,that,the,soul,could,leave,purgatory,?
luther,0.13354721665382385,0.23667675256729126,0.2834067940711975,0.1824490875005722,0.21746599674224854,0.1759674996137619,0.1514018028974533,0.1768653839826584,0.0717516764998436,0.32118529081344604,0.1732746809720993
objected,0.3194952607154846,0.3025481104850769,0.01164743211120367,0.16303342580795288,0.37595146894454956,0.23751474916934967,0.15153296291828156,0.3556811809539795,0.23383253812789917,0.1537044495344162,0.23257127404212952
to,0.44169697165489197,0.4452643394470215,0.17206594347953796,0.25557461380958557,0.5436353087425232,0.535392165184021,0.1948116272687912,0.5461788773536682,0.408642441034317,0.2647497355937958,0.29463258385658264
a,0.29312583804130554,0.2552328109741211,0.30731338262557983,0.25097307562828064,0.47537946701049805,0.5829201340675354,0.18477685749530792,0.3736826181411743,0.25682857632637024,0.21682927012443542,0.23916715383529663
saying,0.4040636122226715,0.4131317138671875,0.18642519414424896,0.1709442138671875,0.5727561116218567,0.30105578899383545,0.17000029981136322,0.3888431489467621,0.3156854510307312,0.2999652922153473,0.36382168531417847
attributed,0.18050801753997803,0.19394554197788239,0.07120367139577866,0.08788391947746277,0.2847778797149658,0.21220806241035461,0.17004458606243134,0.2031642645597458,0.1031816378235817,0.2265167087316513,0.20030178129673004
to,0.44169697165489197,0.4452643394470215,0.17206594347953796,0.25557461380958557,0.5436353087425232,0.535392165184021,0.1948116272687912,0.5461788773536682,0.408642441034317,0.2647497355937958,0.29463258385658264
johann,0.20110131800174713,0.20292572677135468,0.36588191986083984,0.11220776289701462,0.1866597831249237,0.1716882735490799,0.13894842565059662,0.23572754859924316,0.05611325055360794,0.2186015397310257,0.1194499209523201
tetzel,0.20516416430473328,0.11791906505823135,0.9999999403953552,0.17863430082798004,0.18051086366176605,0.26067298650741577,0.1746542751789093,0.13615113496780396,0.05112994462251663,0.21839192509651184,0.1545286476612091
that,0.557814359664917,0.47518548369407654,0.18051086366176605,0.24252457916736603,1.0,0.5473989248275757,0.2695053815841675,0.5584503412246704,0.33376428484916687,0.28657132387161255,0.32716336846351624
``,-0.01591024175286293,-0.029888948425650597,0.040010157972574234,0.041566602885723114,0.05285148695111275,0.029072100296616554,-0.06180202215909958,0.07445607334375381,0.04101554676890373,-0.0639946460723877,0.0685480609536171
as,0.33782753348350525,0.3596470057964325,0.24290816485881805,0.26851922273635864,0.4735107421875,0.48381632566452026,0.207097589969635,0.32771480083465576,0.3004496395587921,0.2063038945198059,0.27043893933296204
soon,0.29747578501701355,0.35734426975250244,0.10394532978534698,0.16275884211063385,0.3903087377548218,0.3431394100189209,0.16685444116592407,0.3723905384540558,0.3415221571922302,0.17678885161876678,0.17460282146930695
as,0.33782753348350525,0.3596470057964325,0.24290816485881805,0.26851922273635864,0.4735107421875,0.48381632566452026,0.207097589969635,0.32771480083465576,0.3004496395587921,0.2063038945198059,0.27043893933296204
the,0.33890387415885925,0.34736719727516174,0.26067298650741577,0.3097178041934967,0.5473989248275757,1.0,0.2054273635149002,0.35393214225769043,0.32171857357025146,0.28960198163986206,0.22068053483963013
coin,0.20642979443073273,0.1464581936597824,0.1593123972415924,0.126352921128273,0.1617843508720398,0.24796749651432037,0.14055877923965454,0.17917326092720032,0.11136166751384735,0.12028280645608902,0.20988723635673523
in,0.2601168751716614,0.2593238651752472,0.26100096106529236,0.33316072821617126,0.435920387506485,0.6662389636039734,0.1501491367816925,0.29357993602752686,0.24126532673835754,0.1845684051513672,0.20430970191955566
the,0.33890387415885925,0.34736719727516174,0.26067298650741577,0.3097178041934967,0.5473989248275757,1.0,0.2054273635149002,0.35393214225769043,0.32171857357025146,0.28960198163986206,0.22068053483963013
coffer,0.23398633301258087,0.17130576074123383,0.270298033952713,0.19420382380485535,0.23859624564647675,0.2149198055267334,0.24709859490394592,0.1623302549123764,0.22591550648212433,0.2456286996603012,0.18287260830402374
rings,0.1915077418088913,0.18020008504390717,0.23138758540153503,0.13598547875881195,0.26710817217826843,0.2546970844268799,0.16767023503780365,0.18256624042987823,0.09211409837007523,0.19050724804401398,0.09448361396789551
",",0.22659391164779663,0.3015086054801941,0.33824118971824646,0.29481780529022217,0.4137537479400635,0.4933079481124878,0.27691033482551575,0.27399855852127075,0.2779998779296875,0.2961324155330658,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,0.26067298650741577,0.3097178041934967,0.5473989248275757,1.0,0.2054273635149002,0.35393214225769043,0.32171857357025146,0.28960198163986206,0.22068053483963013
soul,0.22526513040065765,0.13049879670143127,0.1746542751789093,0.1582651138305664,0.2695053815841675,0.2054273635149002,1.0000001192092896,0.1869225949048996,0.10514620691537857,0.3370964825153351,0.2029775083065033
from,0.22939439117908478,0.20248863101005554,0.20709487795829773,0.29024070501327515,0.3477667272090912,0.40150508284568787,0.1587420552968979,0.25045305490493774,0.2075231373310089,0.16943871974945068,0.19969791173934937
purgatory,0.16880884766578674,0.1478838324546814,0.21839192509651184,0.17854981124401093,0.28657132387161255,0.28960198163986206,0.3370964825153351,0.18835169076919556,0.2303187996149063,0.9999999403953552,0.23922227323055267
(,0.1676948219537735,0.18979617953300476,0.2931941747665405,0.23423868417739868,0.2264307141304016,0.33289089798927307,0.19696387648582458,0.18447557091712952,0.18157528340816498,0.17145726084709167,0.40561532974243164
also,0.43506327271461487,0.39334940910339355,0.26007214188575745,0.30592310428619385,0.6005857586860657,0.6021018624305725,0.20412461459636688,0.42194491624832153,0.218210369348526,0.23446044325828552,0.21848613023757935
attested,0.16617755591869354,0.32520923018455505,0.1184583455324173,0.20828786492347717,0.34429287910461426,0.3826991319656372,0.16133050620555878,0.2642190456390381,0.14167387783527374,0.18364766240119934,0.15816816687583923
as,0.33782753348350525,0.3596470057964325,0.24290816485881805,0.26851922273635864,0.4735107421875,0.48381632566452026,0.207097589969635,0.32771480083465576,0.3004496395587921,0.2063038945198059,0.27043893933296204
'into,0.08284926414489746,0.0895964503288269,0.2864505350589752,0.1534225344657898,0.1722508668899536,0.29596251249313354,0.1980101764202118,0.10272781550884247,0.16455456614494324,0.2937549948692322,0.14387957751750946
heaven,0.23608382046222687,0.2245408147573471,0.1553247570991516,0.11965539306402206,0.274051696062088,0.2808520495891571,0.424617737531662,0.21804139018058777,0.2782212495803833,0.43697404861450195,0.261896550655365
