,how,many,people,does,the,greater,los,angeles,area,have,?
for,0.3308170735836029,0.40972793102264404,0.24900002777576447,0.35159170627593994,0.4739971458911896,0.184608593583107,0.1715608686208725,0.19129201769828796,0.20941852033138275,0.41175219416618347,0.264628142118454
csa,0.2124640792608261,0.16402269899845123,0.2026767134666443,0.14717453718185425,0.2127971351146698,0.17141614854335785,0.12896834313869476,0.13901573419570923,0.22419923543930054,0.1795482635498047,0.1723712533712387
metropolitan,0.08906085044145584,0.15455171465873718,0.24865934252738953,0.20880821347236633,0.24378018081188202,0.31987830996513367,0.19461993873119354,0.2023913562297821,0.4260755181312561,0.1485944390296936,0.1861504763364792
purposes,0.29706430435180664,0.30187278985977173,0.23791617155075073,0.32644495368003845,0.27476897835731506,0.18134717643260956,0.148414745926857,0.16263680160045624,0.24239790439605713,0.3221643567085266,0.15262550115585327
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.28617382049560547,0.4933079481124878,0.25035545229911804,0.242568701505661,0.23721925914287567,0.2664283812046051,0.3541618287563324,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.35928019881248474,1.0,0.2814446687698364,0.2502395510673523,0.24588194489479065,0.37834644317626953,0.40389683842658997,0.22068053483963013
five,0.20553050935268402,0.41084155440330505,0.1907833218574524,0.14718510210514069,0.41977158188819885,0.16222548484802246,0.20358075201511383,0.21794560551643372,0.1769138127565384,0.35977232456207275,0.18342848122119904
counties,0.13891631364822388,0.17799876630306244,0.32486841082572937,0.12192875891923904,0.23370873928070068,0.2334965020418167,0.15060237050056458,0.17358089983463287,0.37801259756088257,0.17950494587421417,0.09521792083978653
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.3119818866252899,0.733189046382904,0.34470728039741516,0.17343297600746155,0.16643567383289337,0.3409860134124756,0.3802283704280853,0.1826142966747284
los,0.1389930248260498,0.23644691705703735,0.16426599025726318,0.10503679513931274,0.2502395510673523,0.16626803576946259,1.0,0.9408739805221558,0.18259401619434357,0.15787723660469055,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.1692059338092804,0.10788265615701675,0.24588194489479065,0.17233577370643616,0.9408739805221558,0.9999999403953552,0.18634328246116638,0.17562218010425568,0.16139166057109833
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.28617382049560547,0.4933079481124878,0.25035545229911804,0.242568701505661,0.23721925914287567,0.2664283812046051,0.3541618287563324,0.31091248989105225
orange,0.11673212796449661,0.16554947197437286,0.15191654860973358,0.14521151781082153,0.20814983546733856,0.132939875125885,0.2153046876192093,0.22884298861026764,0.1923038512468338,0.2182014435529709,0.1066059097647667
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.28617382049560547,0.4933079481124878,0.25035545229911804,0.242568701505661,0.23721925914287567,0.2664283812046051,0.3541618287563324,0.31091248989105225
riverside,0.09854016453027725,0.22203929722309113,0.17100024223327637,0.12624190747737885,0.27102717757225037,0.22550265491008759,0.41264840960502625,0.41846179962158203,0.271809458732605,0.17961885035037994,0.10042606294155121
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.28617382049560547,0.4933079481124878,0.25035545229911804,0.242568701505661,0.23721925914287567,0.2664283812046051,0.3541618287563324,0.31091248989105225
san,0.11613621562719345,0.20305834710597992,0.17008081078529358,0.11352116614580154,0.2858080565929413,0.09710997343063354,0.45418909192085266,0.4276162087917328,0.22260162234306335,0.1570361703634262,0.10952327400445938
bernardino,0.10074875503778458,0.24235501885414124,0.19309325516223907,0.10983016341924667,0.2722903788089752,0.20070204138755798,0.39600813388824463,0.38698744773864746,0.2726062834262848,0.1673329770565033,0.11443846672773361
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.28617382049560547,0.4933079481124878,0.25035545229911804,0.242568701505661,0.23721925914287567,0.2664283812046051,0.3541618287563324,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.3461615741252899,0.5171257257461548,0.26711440086364746,0.22504177689552307,0.2403915673494339,0.3044000566005707,0.4711785912513733,0.20544172823429108
ventura,0.030825506895780563,0.11596064269542694,0.09575485438108444,0.11783847212791443,0.2383604198694229,0.16993440687656403,0.3659539818763733,0.34498336911201477,0.2591630518436432,0.1005835011601448,0.10329297184944153
are,0.311818927526474,0.5655534863471985,0.385090708732605,0.3126322329044342,0.40399202704429626,0.19981995224952698,0.1627943068742752,0.1732020229101181,0.25780194997787476,0.6577680706977844,0.24591213464736938
all,0.3725806474685669,0.5443700551986694,0.31366872787475586,0.31124600768089294,0.4860881567001343,0.22947192192077637,0.16799823939800262,0.17552536725997925,0.19650433957576752,0.5559456944465637,0.29575422406196594
combined,0.2234719693660736,0.2660016119480133,0.25178292393684387,0.15144607424736023,0.3713363707065582,0.24677938222885132,0.07965952903032303,0.10258027166128159,0.264833927154541,0.24778592586517334,0.17985320091247559
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.4391997456550598,0.535392165184021,0.25585630536079407,0.19904789328575134,0.20994949340820312,0.2797197997570038,0.4544740617275238,0.29463258385658264
make,0.44417309761047363,0.40827780961990356,0.33739447593688965,0.39771202206611633,0.3146495521068573,0.1548859030008316,0.13030163943767548,0.15613426268100739,0.13937629759311676,0.49406614899635315,0.28314751386642456
up,0.2819872200489044,0.2688518464565277,0.2338736206293106,0.25498253107070923,0.38423117995262146,0.1445995569229126,0.1999569982290268,0.21881207823753357,0.18057122826576233,0.34569859504699707,0.1819818764925003
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.35928019881248474,1.0,0.2814446687698364,0.2502395510673523,0.24588194489479065,0.37834644317626953,0.40389683842658997,0.22068053483963013
greater,0.11442330479621887,0.22031435370445251,0.25514882802963257,0.20582076907157898,0.2814446687698364,1.0000001192092896,0.16626803576946259,0.17233577370643616,0.3258145749568939,0.23225228488445282,0.09723397344350815
los,0.1389930248260498,0.23644691705703735,0.16426599025726318,0.10503679513931274,0.2502395510673523,0.16626803576946259,1.0,0.9408739805221558,0.18259401619434357,0.15787723660469055,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.1692059338092804,0.10788265615701675,0.24588194489479065,0.17233577370643616,0.9408739805221558,0.9999999403953552,0.18634328246116638,0.17562218010425568,0.16139166057109833
area,0.17030490934848785,0.2414858043193817,0.37957796454429626,0.13779224455356598,0.37834644317626953,0.3258145749568939,0.18259401619434357,0.18634328246116638,1.0,0.26105478405952454,0.12640461325645447
with,0.3525622487068176,0.35744401812553406,0.20958639681339264,0.26186925172805786,0.4223487675189972,0.16015204787254333,0.2318117916584015,0.2410994917154312,0.2303420901298523,0.48046383261680603,0.2433311939239502
over,0.31446483731269836,0.47131630778312683,0.2671499252319336,0.24276040494441986,0.39856547117233276,0.24338369071483612,0.15423832833766937,0.16226860880851746,0.26123467087745667,0.41283175349235535,0.25742942094802856
17.5,0.18976926803588867,0.11396066099405289,0.16838037967681885,0.12251567840576172,0.10315681993961334,0.08768061548471451,0.016512727364897728,0.010351759381592274,0.14942508935928345,0.21575887501239777,0.3059270679950714
million,0.21114659309387207,0.3520967364311218,0.2591722309589386,0.10680846869945526,0.277012437582016,0.131148561835289,0.17348229885101318,0.19108831882476807,0.20709379017353058,0.28469452261924744,0.23092924058437347
people,0.2932034730911255,0.4171447455883026,1.0000001192092896,0.2198464572429657,0.36838498711586,0.25514882802963257,0.16426599025726318,0.1692059338092804,0.37957796454429626,0.3380994498729706,0.23739641904830933
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3022993505001068,0.5934505462646484,0.20152446627616882,0.2471826672554016,0.26720499992370605,0.2760866582393646,0.41614407300949097,0.4130953550338745
