,what,color,was,featured,in,promotions,related,to,super,bowl,50,?
various,0.26045072078704834,0.2017081081867218,0.14120686054229736,0.2867579758167267,0.266343355178833,0.2707023024559021,0.3159932792186737,0.33564820885658264,0.18656621873378754,0.13842716813087463,0.015393019653856754,0.12823495268821716
gold-themed,0.3060356378555298,0.2510842978954315,0.3472447395324707,0.42129144072532654,0.3034270107746124,0.2575537860393524,0.25071609020233154,0.2885698676109314,0.3094090521335602,0.3193160891532898,0.07768692076206207,0.2645840346813202
promotions,0.19845254719257355,0.14090164005756378,0.22922086715698242,0.3400975465774536,0.1997411847114563,0.9999999403953552,0.14013047516345978,0.24143245816230774,0.15903757512569427,0.12888547778129578,0.09987545013427734,0.23684287071228027
and,0.31309178471565247,0.21500243246555328,0.3740963041782379,0.26700839400291443,0.4954058527946472,0.2456296682357788,0.27869361639022827,0.48971283435821533,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
initiatives,0.20909109711647034,0.0858483836054802,0.13597998023033142,0.11011561751365662,0.2190941572189331,0.3156777024269104,0.15934669971466064,0.2980060577392578,0.09691639989614487,0.12038062512874603,0.006843193434178829,0.21253491938114166
were,0.22298263013362885,0.12284558266401291,0.590133786201477,0.26517489552497864,0.3815755248069763,0.24628308415412903,0.22275753319263458,0.31913647055625916,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.17890112102031708
held,0.0974166989326477,0.09134256839752197,0.30231067538261414,0.267936646938324,0.3127288818359375,0.24564820528030396,0.16086767613887787,0.22177374362945557,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.14103956520557404
throughout,0.2130906730890274,0.15362001955509186,0.2373686283826828,0.26990461349487305,0.46596065163612366,0.24078744649887085,0.23149602115154266,0.31226396560668945,0.1474054902791977,0.14524398744106293,0.025604495778679848,0.12665234506130219
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.28660184144973755,0.6662389636039734,0.24518147110939026,0.26962998509407043,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
2015,-0.07269049435853958,-0.0029450252186506987,0.14799827337265015,-0.06321065872907639,0.0891268327832222,-0.00887211412191391,0.06330607831478119,-0.0031493064016103745,0.04363032057881355,0.0710686594247818,0.01757047325372696,-0.029954981058835983
nfl,0.12579965591430664,0.23169848322868347,0.20145657658576965,0.20324648916721344,0.12599408626556396,0.2142760008573532,0.0925440788269043,0.1526731252670288,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
season,0.12117787450551987,0.24341042339801788,0.24797968566417694,0.2938557267189026,0.2184021919965744,0.22722668945789337,0.07680940628051758,0.22382742166519165,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.16793298721313477
to,0.455847829580307,0.2497486025094986,0.3636345863342285,0.1969822198152542,0.45010748505592346,0.24143245816230774,0.2702969014644623,1.0,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
tie,0.13305725157260895,0.21301783621311188,0.13822536170482635,0.21710550785064697,0.13505159318447113,0.25983256101608276,0.10475566983222961,0.1873691827058792,0.17262586951255798,0.11696851253509521,0.09516307711601257,0.1004955843091011
into,0.2180619090795517,0.12051166594028473,0.2322220653295517,0.1655953973531723,0.38021373748779297,0.13546836376190186,0.15228046476840973,0.38810545206069946,0.178719162940979,0.16612307727336884,-0.04834462329745293,0.15662476420402527
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.28660184144973755,0.6662389636039734,0.24518147110939026,0.26962998509407043,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
``,0.008517155423760414,0.03322875499725342,-0.012679691426455975,-0.16002269089221954,0.04765888676047325,-0.01616670750081539,0.05370141938328743,0.06720756739377975,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.0685480609536171
golden,0.172581747174263,0.2082231640815735,0.21282179653644562,0.24148310720920563,0.22636684775352478,0.1504601389169693,0.11737807095050812,0.17844271659851074,0.2640960216522217,0.25437235832214355,0.03387100249528885,0.1324693262577057
super,0.13651713728904724,0.16928184032440186,0.21420986950397491,0.24398969113826752,0.18576006591320038,0.15903757512569427,0.11194496601819992,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.21915455162525177,0.18793275952339172,0.17236235737800598,0.12888547778129578,0.0818687304854393,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
'',0.08143015950918198,0.03426432982087135,0.04456103965640068,0.06251674890518188,0.07432962208986282,-0.027604704722762108,-0.021477647125720978,-0.009905828163027763,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.018684765323996544
;,0.10986888408660889,0.14817428588867188,0.0754367932677269,0.027992824092507362,0.092739537358284,0.06415044516324997,0.06642652302980423,0.0979827418923378,0.0580664724111557,0.03451862558722496,-0.044462960213422775,0.10349778085947037
gold-tinted,0.25862276554107666,0.2732832729816437,0.3376583755016327,0.3272438645362854,0.2650183141231537,0.21083007752895355,0.18372854590415955,0.23337867856025696,0.21833153069019318,0.3090018332004547,0.095573790371418,0.21912521123886108
logos,0.24573560059070587,0.23626486957073212,0.12409704178571701,0.2867586016654968,0.10345860570669174,0.3161822259426117,0.1310425102710724,0.24047820270061493,0.13980142772197723,0.06191003695130348,0.13113391399383545,0.3621874749660492
were,0.22298263013362885,0.12284558266401291,0.590133786201477,0.26517489552497864,0.3815755248069763,0.24628308415412903,0.22275753319263458,0.31913647055625916,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.17890112102031708
implemented,0.2723406255245209,0.13211099803447723,0.2312583029270172,0.21662674844264984,0.19736117124557495,0.21879440546035767,0.2763710916042328,0.27309197187423706,0.18682299554347992,0.12407568097114563,0.015530250035226345,0.27067989110946655
across,0.24809791147708893,0.1356656849384308,0.20413610339164734,0.2157711386680603,0.36988839507102966,0.20588377118110657,0.2341095209121704,0.36818596720695496,0.1142096221446991,0.10498353838920593,-0.008373823016881943,0.17034576833248138
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.28660184144973755,0.6662389636039734,0.24518147110939026,0.26962998509407043,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
nfl,0.12579965591430664,0.23169848322868347,0.20145657658576965,0.20324648916721344,0.12599408626556396,0.2142760008573532,0.0925440788269043,0.1526731252670288,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
's,0.02692362666130066,-0.02538621611893177,0.008974763564765453,-0.01579626277089119,-0.037580832839012146,-0.020309166982769966,-0.03424493595957756,0.03782717138528824,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
properties,0.23360128700733185,0.2783186733722687,0.14832323789596558,0.10518111288547516,0.19315902888774872,0.14834964275360107,0.20600676536560059,0.2760433554649353,0.09991060942411423,0.10915952920913696,0.060957156121730804,0.12601029872894287
