,what,song,did,coldplay,and,beyoncé,collaborate,on,for,the,super,bowl,50,halftime,show,?
on,0.34226128458976746,0.23775604367256165,0.2670976221561432,0.328664094209671,0.4077630043029785,0.2736927270889282,0.30426880717277527,0.9999999403953552,0.36199691891670227,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.3158947825431824,0.3708709180355072,0.2714994251728058
january,0.19257698953151703,0.18230246007442474,0.23508968949317932,0.1838347464799881,0.24588775634765625,0.18084724247455597,0.2913837432861328,0.3576357066631317,0.27304044365882874,0.2467057853937149,0.08795880526304245,0.13797584176063538,-0.12186697870492935,0.26013413071632385,0.23123203217983246,0.28608936071395874
7,-0.1699475795030594,-0.17742060124874115,-0.147744283080101,-0.20110511779785156,-0.012642918154597282,-0.09410170465707779,-0.17458951473236084,-0.10819486528635025,-0.11536749452352524,-0.1142377033829689,-0.11163666844367981,-0.12705844640731812,-0.104477159678936,-0.07494499534368515,-0.22373177111148834,-0.15092156827449799
",",0.3087472915649414,0.24119161069393158,0.3015086054801941,0.27876466512680054,0.6633074283599854,0.2718474268913269,0.3157489001750946,0.49057599902153015,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31928569078445435,0.31091248989105225
2016,0.10915659368038177,-0.07271980494260788,0.1935887485742569,-0.025646686553955078,-0.004591997247189283,-0.058302827179431915,-0.05377885326743126,-0.03417709469795227,0.054391246289014816,0.11571308970451355,-0.016256341710686684,0.014497322961688042,-0.04264228418469429,-0.04406431317329407,0.01463150791823864,-0.12147852033376694
",",0.3087472915649414,0.24119161069393158,0.3015086054801941,0.27876466512680054,0.6633074283599854,0.2718474268913269,0.3157489001750946,0.49057599902153015,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31928569078445435,0.31091248989105225
pepsi,0.16833798587322235,0.1788111925125122,0.15350653231143951,0.278208464384079,0.13560044765472412,0.2724451720714569,0.09559834748506546,0.1770431101322174,0.2070825845003128,0.18690350651741028,0.2833958566188812,0.3376810848712921,0.06936834752559662,0.3297680616378784,0.1906755268573761,0.09204287827014923
confirmed,0.1880883276462555,0.12938053905963898,0.23830153048038483,0.20357553660869598,0.20325973629951477,0.16656257212162018,0.17999142408370972,0.2786523103713989,0.18403750658035278,0.2951974868774414,0.12631838023662567,0.09218712896108627,0.07846257090568542,0.1671355962753296,0.24821922183036804,0.20580808818340302
to,0.455847829580307,0.21862304210662842,0.4452643394470215,0.3219316899776459,0.48971283435821533,0.1861352026462555,0.24352769553661346,0.41031414270401,0.4451248347759247,0.535392165184021,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.2790384590625763,0.29833272099494934,0.29463258385658264
the,0.42745697498321533,0.300855815410614,0.34736719727516174,0.2809646725654602,0.5171257257461548,0.2099055051803589,0.16017888486385345,0.5107308030128479,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.319829523563385,0.22068053483963013
associated,0.15836219489574432,0.09025555849075317,0.1503729224205017,0.20813310146331787,0.30157923698425293,0.1391141265630722,0.20768147706985474,0.17161807417869568,0.22591517865657806,0.2742886245250702,0.10292252898216248,0.14123407006263733,-0.03711765259504318,0.19763417541980743,0.19267937541007996,0.1453326791524887
press,0.183354914188385,0.12741316854953766,0.17585355043411255,0.2511794865131378,0.21916458010673523,0.1393391489982605,0.21347573399543762,0.21994465589523315,0.14614221453666687,0.2519533634185791,0.06277206540107727,0.15290483832359314,-0.002239361172541976,0.2610447406768799,0.1894695907831192,0.14048311114311218
that,0.6297725439071655,0.25190407037734985,0.47518548369407654,0.25482890009880066,0.4731321930885315,0.1907527595758438,0.2586032748222351,0.42569106817245483,0.4137635827064514,0.5473989248275757,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.255509614944458,0.3486354649066925,0.32716336846351624
beyoncé,0.2106333076953888,0.5188195109367371,0.18132297694683075,0.5033506155014038,0.2252984493970871,1.0,0.31586939096450806,0.2736927270889282,0.1585460603237152,0.2099055051803589,0.24138446152210236,0.12174837291240692,0.06065298616886139,0.4306446313858032,0.2562267482280731,0.25188755989074707
",",0.3087472915649414,0.24119161069393158,0.3015086054801941,0.27876466512680054,0.6633074283599854,0.2718474268913269,0.3157489001750946,0.49057599902153015,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.31928569078445435,0.31091248989105225
who,0.40942975878715515,0.22163687646389008,0.34038686752319336,0.21639695763587952,0.41279885172843933,0.23366473615169525,0.21809713542461395,0.2340552806854248,0.37110671401023865,0.3733934462070465,0.1819351613521576,0.09189514070749283,0.0322180911898613,0.19379067420959473,0.2095358669757843,0.26220351457595825
headlined,0.20502004027366638,0.36621224880218506,0.2925143241882324,0.3842167556285858,0.22864364087581635,0.37132003903388977,0.2738727331161499,0.32002466917037964,0.24607887864112854,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.4387337267398834,0.2542087435722351,0.26601076126098633
the,0.42745697498321533,0.300855815410614,0.34736719727516174,0.2809646725654602,0.5171257257461548,0.2099055051803589,0.16017888486385345,0.5107308030128479,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.13651713728904724,0.18242530524730682,0.16038043797016144,0.1792786419391632,0.18368244171142578,0.24138446152210236,0.1094716489315033,0.1569211632013321,0.22938419878482819,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.15942467749118805,0.17770002782344818,0.18569406867027283,0.2318706214427948,0.1698254644870758,0.12174837291240692,0.06388271600008011,0.1334993690252304,0.24430087208747864,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlvii,0.16788068413734436,0.16551551222801208,0.22147855162620544,0.2444736659526825,0.1989569365978241,0.1944548487663269,0.11223272979259491,0.1790473908185959,0.24236133694648743,0.2988950312137604,0.5601666569709778,0.5970584154129028,0.13962267339229584,0.5093367695808411,0.21301409602165222,0.19350703060626984
halftime,0.18945850431919098,0.4439626634120941,0.25294193625450134,0.5025559067726135,0.34601953625679016,0.4306446313858032,0.2627854347229004,0.3158947825431824,0.31425946950912476,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.010851318016648293,1.0000001192092896,0.3664279878139496,0.21138669550418854
show,0.29653704166412354,0.25567010045051575,0.1697595715522766,0.28030601143836975,0.3455478549003601,0.2562267482280731,0.231691375374794,0.3708709180355072,0.3141973614692688,0.319829523563385,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.3664279878139496,0.9999999403953552,0.2520138621330261
and,0.31309178471565247,0.24326705932617188,0.34479495882987976,0.25966835021972656,1.0,0.2252984493970871,0.3159010112285614,0.4077630043029785,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.3455478549003601,0.20544172823429108
collaborated,0.19130897521972656,0.29025784134864807,0.19728268682956696,0.38578665256500244,0.2934834361076355,0.30063509941101074,0.8994319438934326,0.2856511175632477,0.19627490639686584,0.16492803394794464,0.1291065216064453,0.09078611433506012,-0.009306074120104313,0.2866460978984833,0.1867842823266983,0.17153695225715637
with,0.2464839518070221,0.2023472785949707,0.25472134351730347,0.2788647711277008,0.5477725267410278,0.20463798940181732,0.31137320399284363,0.40749499201774597,0.39140474796295166,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.3187163174152374,0.3004990220069885,0.2433311939239502
coldplay,0.23672455549240112,0.5301507711410522,0.2094622254371643,0.9999998807907104,0.25966835021972656,0.5033506155014038,0.40550458431243896,0.328664094209671,0.2923817038536072,0.2809646725654602,0.1792786419391632,0.2318706214427948,0.061377592384815216,0.5025559067726135,0.28030601143836975,0.2499987930059433
on,0.34226128458976746,0.23775604367256165,0.2670976221561432,0.328664094209671,0.4077630043029785,0.2736927270889282,0.30426880717277527,0.9999999403953552,0.36199691891670227,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.3158947825431824,0.3708709180355072,0.2714994251728058
the,0.42745697498321533,0.300855815410614,0.34736719727516174,0.2809646725654602,0.5171257257461548,0.2099055051803589,0.16017888486385345,0.5107308030128479,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.319829523563385,0.22068053483963013
single,0.24458327889442444,0.47767189145088196,0.18021610379219055,0.39245250821113586,0.21896247565746307,0.4442112445831299,0.17179642617702484,0.28480544686317444,0.247688427567482,0.29338565468788147,0.22201479971408844,0.15296460688114166,0.08164305984973907,0.324224591255188,0.24212293326854706,0.2151121199131012
``,0.008517155423760414,-0.009448634460568428,-0.029888948425650597,-0.043688900768756866,0.036644238978624344,-0.09872347861528397,0.03309912979602814,-0.03274054825305939,0.01270448137074709,0.029072100296616554,0.012585706077516079,-0.004176590591669083,0.05617367848753929,-0.08055625855922699,0.015512588433921337,0.0685480609536171
hymn,0.17087575793266296,0.3946973383426666,0.13866516947746277,0.20288200676441193,0.1816401183605194,0.2162579447031021,0.16487090289592743,0.15253622829914093,0.1612643152475357,0.22713270783424377,0.09897764027118683,0.20094852149486542,0.05700123310089111,0.18831829726696014,0.11411269009113312,0.15131041407585144
