,in,what,country,was,the,doctor,who,film,not,successful,enough,to,spawn,a,series,?
although,0.28763338923454285,0.24844598770141602,0.19152677059173584,0.3711436688899994,0.3265823423862457,0.15578992664813995,0.3003382384777069,0.155008003115654,0.4415263533592224,0.21005447208881378,0.3242122530937195,0.4176313281059265,0.16348770260810852,0.29747897386550903,0.17791499197483063,0.15541206300258636
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.2824619710445404,0.4310511648654938,0.31354787945747375,0.304282009601593,0.535392165184021,0.27674227952957153,0.5829201340675354,0.31376904249191284,0.22068053483963013
film,0.22183799743652344,0.17437689006328583,0.12482384592294693,0.25235438346862793,0.2824619710445404,0.20001187920570374,0.16308167576789856,0.9999999403953552,0.14993630349636078,0.13639669120311737,0.1413765549659729,0.20211438834667206,0.15892304480075836,0.19172197580337524,0.2540489733219147,0.16369038820266724
was,0.45514053106307983,0.22111038863658905,0.24557247757911682,1.0000001192092896,0.48711544275283813,0.19672659039497375,0.3318818509578705,0.25235438346862793,0.2888734042644501,0.3046294152736664,0.18723952770233154,0.3636345863342285,0.12069535255432129,0.4508470594882965,0.2261398285627365,0.18412111699581146
successful,0.2864660918712616,0.16902779042720795,0.2016696184873581,0.3046294152736664,0.31354787945747375,0.10717684030532837,0.22461774945259094,0.13639669120311737,0.31219133734703064,1.0,0.20156550407409668,0.2317596971988678,0.2581717371940613,0.28627005219459534,0.24829715490341187,0.1132197454571724
in,1.0,0.30808621644973755,0.3040012717247009,0.45514053106307983,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.22183799743652344,0.3403114080429077,0.2864660918712616,0.24705477058887482,0.45010748505592346,0.251736581325531,0.539380669593811,0.2914260923862457,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.2824619710445404,0.4310511648654938,0.31354787945747375,0.304282009601593,0.535392165184021,0.27674227952957153,0.5829201340675354,0.31376904249191284,0.22068053483963013
uk,0.2261405885219574,0.17163191735744476,0.19472895562648773,0.206756129860878,0.2143084555864334,0.08348814398050308,0.10701356083154678,0.12005265057086945,0.1669863909482956,0.2159426361322403,0.14504653215408325,0.18409153819084167,0.14658159017562866,0.19665123522281647,0.17710000276565552,0.20222434401512146
(,0.3087427020072937,0.2411840260028839,0.1820623129606247,0.2980341613292694,0.33289089798927307,0.1570640504360199,0.2443375140428543,0.22846083343029022,0.2710699737071991,0.1372433304786682,0.23725534975528717,0.30882009863853455,0.16265267133712769,0.3206180930137634,0.21145714819431305,0.40561532974243164
with,0.4080928862094879,0.2464839518070221,0.24760155379772186,0.27411898970603943,0.4223487675189972,0.17277967929840088,0.3282766342163086,0.10958370566368103,0.3409014642238617,0.23784777522087097,0.29359257221221924,0.4239959120750427,0.16182303428649902,0.3783375024795532,0.17767351865768433,0.2433311939239502
9.1,0.024050867184996605,0.14805573225021362,0.1139802560210228,0.05260559171438217,0.14999046921730042,-0.0550156906247139,0.048191364854574203,0.05765737220644951,0.20249614119529724,0.045764144510030746,0.243520125746727,0.0843702033162117,0.07858861982822418,0.07546310871839523,0.07091695070266724,0.08549001812934875
million,0.2596224844455719,0.22197039425373077,0.1257372945547104,0.24203833937644958,0.277012437582016,0.13021644949913025,0.20240086317062378,0.16036273539066315,0.1913634091615677,0.22472161054611206,0.15546537935733795,0.22033339738845825,0.11752358078956604,0.1811940222978592,0.2489435225725174,0.23092924058437347
viewers,0.15653292834758759,0.29856956005096436,0.17671963572502136,0.1538165658712387,0.24207380414009094,0.15965759754180908,0.24101194739341736,0.2860561013221741,0.24014727771282196,0.22734209895133972,0.211172416806221,0.2661592364311218,0.201828733086586,0.17308323085308075,0.3164702355861664,0.2274174839258194
),0.3326910734176636,0.26259949803352356,0.18773311376571655,0.3267642855644226,0.3456730246543884,0.1509941965341568,0.2457384318113327,0.24370460212230682,0.2718011736869812,0.14520741999149323,0.23192156851291656,0.31236231327056885,0.16549718379974365,0.3640355169773102,0.20434704422950745,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.45456063747406006,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.2552308440208435,0.3769696354866028,0.28826844692230225,0.2852858901023865,0.44245919585227966,0.24600955843925476,0.427140474319458,0.24060699343681335,0.31091248989105225
it,0.5130809545516968,0.45803478360176086,0.2677888870239258,0.4577186405658722,0.6251175999641418,0.24568085372447968,0.2868398427963257,0.24434618651866913,0.4651523232460022,0.27904996275901794,0.3748626410961151,0.513711154460907,0.22335246205329895,0.5452592968940735,0.20531252026557922,0.25732165575027466
was,0.45514053106307983,0.22111038863658905,0.24557247757911682,1.0000001192092896,0.48711544275283813,0.19672659039497375,0.3318818509578705,0.25235438346862793,0.2888734042644501,0.3046294152736664,0.18723952770233154,0.3636345863342285,0.12069535255432129,0.4508470594882965,0.2261398285627365,0.18412111699581146
less,0.2661931812763214,0.31119704246520996,0.1396981179714203,0.19779354333877563,0.29185041785240173,0.16233612596988678,0.24590972065925598,0.10501158982515335,0.422049343585968,0.21799473464488983,0.45234423875808716,0.38397523760795593,0.2751055657863617,0.3475147485733032,0.12364857643842697,0.22418740391731262
so,0.31275880336761475,0.539469838142395,0.2178422212600708,0.2666010558605194,0.4296516180038452,0.18671663105487823,0.39952170848846436,0.1525288224220276,0.6635211706161499,0.27015453577041626,0.6037470102310181,0.5091881155967712,0.25930577516555786,0.41474464535713196,0.24501444399356842,0.43163934350013733
in,1.0,0.30808621644973755,0.3040012717247009,0.45514053106307983,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.22183799743652344,0.3403114080429077,0.2864660918712616,0.24705477058887482,0.45010748505592346,0.251736581325531,0.539380669593811,0.2914260923862457,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.48711544275283813,1.0,0.2820442318916321,0.3733934462070465,0.2824619710445404,0.4310511648654938,0.31354787945747375,0.304282009601593,0.535392165184021,0.27674227952957153,0.5829201340675354,0.31376904249191284,0.22068053483963013
united,0.3938477039337158,0.20036718249320984,0.3808354437351227,0.31727492809295654,0.34367692470550537,0.12003806978464127,0.21193812787532806,0.14082004129886627,0.20884482562541962,0.22460457682609558,0.17429640889167786,0.2715383470058441,0.18750132620334625,0.2732578217983246,0.21030791103839874,0.17266890406608582
states,0.3977442979812622,0.21526020765304565,0.4065426290035248,0.2847922146320343,0.3463578522205353,0.10620613396167755,0.21313154697418213,0.13797974586486816,0.24589264392852783,0.2022353857755661,0.21674512326717377,0.2828785181045532,0.18142609298229218,0.24708621203899384,0.17902718484401703,0.16272737085819244
and,0.4954058527946472,0.31309178471565247,0.30884742736816406,0.3740963041782379,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.23832054436206818,0.39099299907684326,0.2795376479625702,0.2940007150173187,0.48971283435821533,0.27317947149276733,0.3739250600337982,0.26972857117652893,0.20544172823429108
did,0.2593238651752472,0.4259131848812103,0.24348343908786774,0.41399896144866943,0.34736719727516174,0.18673314154148102,0.34038686752319336,0.17830699682235718,0.6481515765190125,0.32393038272857666,0.3866412043571472,0.4452643394470215,0.1161162406206131,0.2552328109741211,0.15581852197647095,0.3023456633090973
not,0.3403114080429077,0.5449194312095642,0.22478289902210236,0.2888734042644501,0.4310511648654938,0.18341001868247986,0.369414746761322,0.14993630349636078,0.9999999403953552,0.31219133734703064,0.5789480805397034,0.5149973034858704,0.21920207142829895,0.3791346549987793,0.21816293895244598,0.41942933201789856
lead,0.2055644989013672,0.19642074406147003,0.20309022068977356,0.1970783770084381,0.21995973587036133,0.10747703164815903,0.19455209374427795,0.16217851638793945,0.23259316384792328,0.15589913725852966,0.1829872876405716,0.23490607738494873,0.09493860602378845,0.20661775767803192,0.23631998896598816,0.14552436769008636
to,0.45010748505592346,0.455847829580307,0.31281599402427673,0.3636345863342285,0.535392165184021,0.22950075566768646,0.42656609416007996,0.20211438834667206,0.5149973034858704,0.2317596971988678,0.43150144815444946,1.0,0.15787360072135925,0.45503583550453186,0.19879554212093353,0.29463258385658264
a,0.539380669593811,0.3320399522781372,0.20991116762161255,0.4508470594882965,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.19172197580337524,0.3791346549987793,0.28627005219459534,0.36969423294067383,0.45503583550453186,0.22910703718662262,1.0,0.23966510593891144,0.23916715383529663
