,many,changes,in,the,vegetation,of,the,amazon,rainforest,took,place,since,the,last,glacial,maximum,",",which,was,how,many,years,ago,?
there,0.4993700683116913,0.29899370670318604,0.5361666083335876,0.47025805711746216,0.2559188902378082,0.44397735595703125,0.47025805711746216,0.1301986575126648,0.2756383419036865,0.17876550555229187,0.36498260498046875,0.3364269733428955,0.47025805711746216,0.26109418272972107,0.21276159584522247,0.19955562055110931,0.4587128460407257,0.45256471633911133,0.24909798800945282,0.3328511416912079,0.4993700683116913,0.26500028371810913,0.34869086742401123,0.29405656456947327
is,0.2649032473564148,0.23356598615646362,0.5394441485404968,0.5823672413825989,0.2515494227409363,0.4854315221309662,0.5823672413825989,0.15197539329528809,0.2674187123775482,0.18076173961162567,0.3122972249984741,0.3567592203617096,0.5823672413825989,0.2445172220468521,0.18735899031162262,0.20349502563476562,0.4691906273365021,0.4457404911518097,0.5810302495956421,0.22544461488723755,0.2649032473564148,0.19551363587379456,0.2164890468120575,0.22961433231830597
evidence,0.23313815891742706,0.2230389267206192,0.16157563030719757,0.25031140446662903,0.26048925518989563,0.2471507489681244,0.25031140446662903,0.13041843473911285,0.20854552090168,0.14576375484466553,0.24161271750926971,0.23050768673419952,0.25031140446662903,0.11828762292861938,0.311686247587204,0.190202534198761,0.2751304507255554,0.2697778344154358,0.19407325983047485,0.283417671918869,0.23313815891742706,0.2598377764225006,0.3496015965938568,0.24151235818862915
that,0.5391656160354614,0.33237403631210327,0.435920387506485,0.5473989248275757,0.2737760543823242,0.41498205065727234,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.2222771942615509,0.32320237159729004,0.3873181641101837,0.5473989248275757,0.31652477383613586,0.20797422528266907,0.2725290358066559,0.4137537479400635,0.6894589066505432,0.33670201897621155,0.557814359664917,0.5391656160354614,0.27599525451660156,0.3563132584095001,0.32716336846351624
there,0.4993700683116913,0.29899370670318604,0.5361666083335876,0.47025805711746216,0.2559188902378082,0.44397735595703125,0.47025805711746216,0.1301986575126648,0.2756383419036865,0.17876550555229187,0.36498260498046875,0.3364269733428955,0.47025805711746216,0.26109418272972107,0.21276159584522247,0.19955562055110931,0.4587128460407257,0.45256471633911133,0.24909798800945282,0.3328511416912079,0.4993700683116913,0.26500028371810913,0.34869086742401123,0.29405656456947327
have,0.5841760635375977,0.3310432434082031,0.36843645572662354,0.40389683842658997,0.2405860424041748,0.3802283704280853,0.40389683842658997,0.20372521877288818,0.29352760314941406,0.25429603457450867,0.27448856830596924,0.47784632444381714,0.40389683842658997,0.27193668484687805,0.18363513052463531,0.25518158078193665,0.3541618287563324,0.49652695655822754,0.2863433063030243,0.4370637536048889,0.5841760635375977,0.31441381573677063,0.4005337059497833,0.32991164922714233
been,0.4963826537132263,0.24329601228237152,0.3515113592147827,0.3563927710056305,0.1956852227449417,0.31685134768486023,0.3563927710056305,0.13283225893974304,0.21264642477035522,0.2620469331741333,0.24417364597320557,0.6581953763961792,0.3563927710056305,0.27087530493736267,0.17034666240215302,0.1731504499912262,0.34873589873313904,0.36993977427482605,0.518218457698822,0.26456597447395325,0.4963826537132263,0.36026424169540405,0.3748460114002228,0.24354910850524902
significant,0.33634334802627563,0.24851495027542114,0.3551969528198242,0.35524800419807434,0.2795872092247009,0.318554162979126,0.35524800419807434,0.14502522349357605,0.2132212370634079,0.14910154044628143,0.2156299501657486,0.2656679153442383,0.35524800419807434,0.23525743186473846,0.24185599386692047,0.22524195909500122,0.27671438455581665,0.3548031151294708,0.187061607837677,0.23918341100215912,0.33634334802627563,0.2004622519016266,0.21647745370864868,0.18679562211036682
changes,0.257354199886322,1.0,0.226434126496315,0.3427845537662506,0.21773624420166016,0.25827232003211975,0.3427845537662506,0.06073456630110741,0.15893276035785675,0.1877819299697876,0.22290803492069244,0.27191275358200073,0.3427845537662506,0.24621577560901642,0.23959225416183472,0.25411999225616455,0.23045918345451355,0.3407791256904602,0.17310309410095215,0.3518966734409332,0.257354199886322,0.20688244700431824,0.25977933406829834,0.21264225244522095
in,0.41474202275276184,0.226434126496315,1.0,0.6662389636039734,0.25661489367485046,0.5696388483047485,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.2818296551704407,0.38128477334976196,0.4325680434703827,0.6662389636039734,0.30714505910873413,0.2094380259513855,0.18371941149234772,0.5201468467712402,0.4840516746044159,0.45514053106307983,0.2601168751716614,0.41474202275276184,0.33554986119270325,0.2414315938949585,0.20430970191955566
amazon,0.22591036558151245,0.06073456630110741,0.12227833271026611,0.260541707277298,0.36174994707107544,0.20143137872219086,0.260541707277298,1.0000001192092896,0.48046615719795227,0.09640348702669144,0.12369035184383392,0.044190503656864166,0.260541707277298,0.08966679126024246,0.1315527856349945,0.21980735659599304,0.2214922308921814,0.1877625584602356,0.14616160094738007,0.16216763854026794,0.22591036558151245,0.035328641533851624,0.1412186622619629,0.18144656717777252
rainforest,0.30444011092185974,0.15893276035785675,0.2207682877779007,0.2571161389350891,0.6021780967712402,0.22522282600402832,0.2571161389350891,0.48046615719795227,1.0,0.07322780787944794,0.21244215965270996,0.18071147799491882,0.2571161389350891,0.16684876382350922,0.34196141362190247,0.21575546264648438,0.2737860679626465,0.2796969711780548,0.13883572816848755,0.15943723917007446,0.30444011092185974,0.1693250834941864,0.2969004511833191,0.1917492002248764
vegetation,0.2637569010257721,0.21773624420166016,0.25661489367485046,0.27478766441345215,1.0000001192092896,0.2547335922718048,0.27478766441345215,0.36174994707107544,0.6021780967712402,0.052670903503894806,0.18245404958724976,0.13883283734321594,0.27478766441345215,0.12489082664251328,0.3893263041973114,0.26287779211997986,0.25971779227256775,0.31504106521606445,0.117296501994133,0.145944282412529,0.2637569010257721,0.18434004485607147,0.2377597540616989,0.10736152529716492
over,0.47131630778312683,0.22793781757354736,0.3605569899082184,0.39856547117233276,0.24251005053520203,0.36136594414711,0.39856547117233276,0.18121705949306488,0.216535285115242,0.4030097723007202,0.3398306965827942,0.33239448070526123,0.39856547117233276,0.29127854108810425,0.2117014080286026,0.3323165476322174,0.3301127254962921,0.4256240129470825,0.24486446380615234,0.31446483731269836,0.47131630778312683,0.3751278817653656,0.3206355571746826,0.25742942094802856
