,who,did,shirley,leave,at,oswego,?
as,0.3923053741455078,0.3596470057964325,0.18939700722694397,0.3004496395587921,0.28092536330223083,0.29665064811706543,0.27043893933296204
a,0.36608949303627014,0.2552328109741211,0.16616585850715637,0.25682857632637024,0.3095070421695709,0.31014683842658997,0.23916715383529663
response,0.2218329906463623,0.23455248773097992,0.037789005786180496,0.2858225107192993,0.14833439886569977,0.1257169544696808,0.2007838636636734
",",0.3365725874900818,0.3015086054801941,0.2250218689441681,0.2779998779296875,0.38314947485923767,0.3914932310581207,0.31091248989105225
shirley,0.21432283520698547,0.14994190633296967,1.0,0.10926505923271179,0.13132362067699432,0.34700536727905273,0.127523273229599
left,0.24052289128303528,0.27335280179977417,0.17142917215824127,0.4278854727745056,0.23447579145431519,0.22125354409217834,0.13251960277557373
garrisons,0.2780308127403259,0.2031034678220749,0.3047128915786743,0.20843861997127533,0.21051445603370667,0.3092398941516876,0.13103602826595306
at,0.22096660733222961,0.28390252590179443,0.13132362067699432,0.21278423070907593,1.0,0.34553176164627075,0.21978627145290375
oswego,0.31018730998039246,0.23585815727710724,0.34700536727905273,0.2253655642271042,0.34553176164627075,1.0000001192092896,0.2019198089838028
",",0.3365725874900818,0.3015086054801941,0.2250218689441681,0.2779998779296875,0.38314947485923767,0.3914932310581207,0.31091248989105225
fort,0.13790950179100037,0.17500312626361847,0.1994868814945221,0.0983303040266037,0.3015354871749878,0.33593377470970154,0.15686731040477753
bull,0.2057839184999466,0.10752205550670624,0.13217668235301971,0.16265814006328583,0.14086729288101196,0.19945457577705383,0.12595409154891968
",",0.3365725874900818,0.3015086054801941,0.2250218689441681,0.2779998779296875,0.38314947485923767,0.3914932310581207,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.2159835696220398,0.2462838888168335,0.3571503460407257,0.31420859694480896,0.20544172823429108
fort,0.13790950179100037,0.17500312626361847,0.1994868814945221,0.0983303040266037,0.3015354871749878,0.33593377470970154,0.15686731040477753
williams,0.2665081024169922,0.19792766869068146,0.31068089604377747,0.1060786321759224,0.19486087560653687,0.3027532696723938,0.1924409717321396
(,0.2443375140428543,0.18979617953300476,0.19406844675540924,0.18157528340816498,0.23315078020095825,0.1882297545671463,0.40561532974243164
the,0.3733934462070465,0.34736719727516174,0.15386177599430084,0.32171857357025146,0.457212895154953,0.2925136089324951,0.22068053483963013
latter,0.2628699243068695,0.18721601366996765,0.06986299902200699,0.18755586445331573,0.1282886415719986,0.21001537144184113,0.12733961641788483
two,0.2791741192340851,0.2755576968193054,0.14891183376312256,0.20197317004203796,0.32178381085395813,0.25492221117019653,0.19645625352859497
located,0.166107639670372,0.12403438240289688,0.07989458739757538,0.17585892975330353,0.3688831031322479,0.2666865587234497,0.08983194828033447
on,0.2340552806854248,0.2670976221561432,0.22180449962615967,0.23102210462093353,0.4806317389011383,0.26518237590789795,0.2714994251728058
the,0.3733934462070465,0.34736719727516174,0.15386177599430084,0.32171857357025146,0.457212895154953,0.2925136089324951,0.22068053483963013
oneida,0.21096418797969818,0.16404439508914948,0.2142278552055359,0.17353303730487823,0.24146237969398499,0.37080854177474976,0.15437471866607666
carry,0.20254260301589966,0.17168502509593964,0.17601628601551056,0.30138882994651794,0.12196363508701324,0.1367800235748291,0.17171701788902283
between,0.20718061923980713,0.16542956233024597,0.05902627483010292,0.19404065608978271,0.3328663110733032,0.20348139107227325,0.12887074053287506
the,0.3733934462070465,0.34736719727516174,0.15386177599430084,0.32171857357025146,0.457212895154953,0.2925136089324951,0.22068053483963013
mohawk,0.25025475025177,0.178863063454628,0.1696789264678955,0.1760464906692505,0.20805788040161133,0.30734601616859436,0.09463662654161453
river,0.15295234322547913,0.15783563256263733,0.09677739441394806,0.1411251723766327,0.16691477596759796,0.28199514746665955,0.15390869975090027
and,0.41279885172843933,0.34479495882987976,0.2159835696220398,0.2462838888168335,0.3571503460407257,0.31420859694480896,0.20544172823429108
wood,0.14688429236412048,0.13600805401802063,0.24394071102142334,0.12664571404457092,0.19252100586891174,0.3044840693473816,0.1346656233072281
creek,0.10557282716035843,0.1672569364309311,0.23024460673332214,0.15679915249347687,0.206513449549675,0.4189318120479584,0.10912753641605377
at,0.22096660733222961,0.28390252590179443,0.13132362067699432,0.21278423070907593,1.0,0.34553176164627075,0.21978627145290375
present-day,0.20649616420269012,0.20096364617347717,0.27256613969802856,0.17376592755317688,0.2876521050930023,0.3456137180328369,0.24972984194755554
rome,0.20970943570137024,0.21517880260944366,0.1955188363790512,0.18981339037418365,0.22472859919071198,0.2647532820701599,0.16867119073867798
",",0.3365725874900818,0.3015086054801941,0.2250218689441681,0.2779998779296875,0.38314947485923767,0.3914932310581207,0.31091248989105225
new,0.2378052920103073,0.227974995970726,0.20403553545475006,0.20924705266952515,0.1898733228445053,0.2949144244194031,0.14782847464084625
york,0.23077517747879028,0.16606222093105316,0.2655354142189026,0.18067516386508942,0.2137436866760254,0.3718765377998352,0.15262620151042938
),0.2457384318113327,0.18584993481636047,0.18885330855846405,0.19093750417232513,0.23338089883327484,0.21480564773082733,0.42300865054130554
.,0.3541337847709656,0.35288307070732117,0.19505764544010162,0.30909571051597595,0.4549728035926819,0.32267510890960693,0.4130953550338745
