,what,is,one,way,of,digital,civil,disobedience,that,can,have,far,reaching,consequences,?
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.384344220161438,0.4185989499092102,0.1780148148536682,0.1685788929462433,0.23370130360126495,0.4137635827064514,0.35690054297447205,0.41175219416618347,0.22081951797008514,0.25852370262145996,0.2824220657348633,0.264628142118454
example,0.3456268310546875,0.36737263202667236,0.41499486565589905,0.4234580993652344,0.3570667505264282,0.17115098237991333,0.2001555860042572,0.24911116063594818,0.429897665977478,0.5023694038391113,0.39606785774230957,0.16992825269699097,0.14522641897201538,0.37534189224243164,0.30374911427497864
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.2861018478870392,0.4946078956127167,0.17865565419197083,0.24795588850975037,0.2878543734550476,0.4137537479400635,0.3139454126358032,0.3541618287563324,0.346853643655777,0.29653310775756836,0.238280788064003,0.31091248989105225
joseph,0.20494906604290009,0.1339416801929474,0.12185842543840408,0.11818494647741318,0.20551647245883942,0.13276614248752594,0.1502230316400528,0.20955604314804077,0.1995091736316681,0.07793216407299042,0.1327163577079773,0.11500503867864609,0.0842527523636818,0.12901487946510315,0.08421234786510468
haas,0.11646734178066254,0.14689835906028748,0.19169007241725922,0.17073161900043488,0.14994895458221436,0.13797833025455475,0.08643017709255219,0.15450987219810486,0.15286841988563538,0.08847440779209137,0.12272477895021439,0.11538628488779068,0.0876801535487175,0.07728482037782669,0.1762949824333191
was,0.22111038863658905,0.5810302495956421,0.3752199709415436,0.2418399453163147,0.4069072902202606,0.14947694540023804,0.24303317070007324,0.28287848830223083,0.33670201897621155,0.23099195957183838,0.2863433063030243,0.24026422202587128,0.22021588683128357,0.17892445623874664,0.18412111699581146
arrested,0.1624409258365631,0.1134917289018631,0.1813502311706543,0.15055786073207855,0.2085658311843872,0.13287866115570068,0.22287426888942719,0.4290798604488373,0.20538772642612457,0.05929666385054588,0.15235289931297302,0.14514575898647308,0.13209325075149536,0.14359937608242035,0.15566205978393555
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.384344220161438,0.4185989499092102,0.1780148148536682,0.1685788929462433,0.23370130360126495,0.4137635827064514,0.35690054297447205,0.41175219416618347,0.22081951797008514,0.25852370262145996,0.2824220657348633,0.264628142118454
allegedly,0.22338786721229553,0.13793711364269257,0.2083703726530075,0.22384752333164215,0.21219010651111603,0.12165211886167526,0.11812546849250793,0.3493342399597168,0.36160147190093994,0.1488715559244156,0.23103177547454834,0.15432484447956085,0.1746411770582199,0.25761547684669495,0.07345700263977051
sending,0.3269664943218231,0.20526643097400665,0.24552850425243378,0.38079968094825745,0.2912614941596985,0.3081703782081604,0.15210981667041779,0.26976680755615234,0.4080798029899597,0.32722046971321106,0.2898589074611664,0.224010169506073,0.3134605288505554,0.2473888248205185,0.12831254303455353
an,0.2821882665157318,0.4654068350791931,0.2829729914665222,0.2338123321533203,0.32280945777893066,0.16189083456993103,0.15803322196006775,0.24747906625270844,0.365763783454895,0.23671309649944305,0.22897054255008698,0.17961110174655914,0.1703098863363266,0.20023785531520844,0.19793890416622162
email,0.3289061486721039,0.18655939400196075,0.23090794682502747,0.2640630602836609,0.14021307229995728,0.2913047671318054,0.20910610258579254,0.2215767502784729,0.32437971234321594,0.34351789951324463,0.28236162662506104,0.21111027896404266,0.10541513562202454,0.2589634358882904,0.2902423143386841
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.4772548973560333,0.41548454761505127,0.1787031590938568,0.2019355595111847,0.30665844678878784,0.5436353087425232,0.4979398250579834,0.4544740617275238,0.3375735878944397,0.3080388903617859,0.3251718580722809,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.36217406392097473,0.733189046382904,0.18361380696296692,0.2477465271949768,0.30963727831840515,0.5473989248275757,0.312528520822525,0.40389683842658997,0.38564538955688477,0.3691650927066803,0.23945103585720062,0.22068053483963013
lebanon,0.15774080157279968,0.18045732378959656,0.14725862443447113,0.11293895542621613,0.2173863798379898,0.08184711635112762,0.2401132434606552,0.237965390086174,0.12269985675811768,0.12360112369060516,0.19902116060256958,0.15355603396892548,0.2466665357351303,0.04320888593792915,0.16440971195697784
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.2861018478870392,0.4946078956127167,0.17865565419197083,0.24795588850975037,0.2878543734550476,0.4137537479400635,0.3139454126358032,0.3541618287563324,0.346853643655777,0.29653310775756836,0.238280788064003,0.31091248989105225
new,0.2130378633737564,0.2208656519651413,0.264311820268631,0.2540363371372223,0.343457967042923,0.17902426421642303,0.15631288290023804,0.19706538319587708,0.29177987575531006,0.22821471095085144,0.2689777910709381,0.21050110459327698,0.16643919050693512,0.15702280402183533,0.14782847464084625
hampshire,0.1944948136806488,0.1697581708431244,0.14284907281398773,0.14964236319065094,0.19848918914794922,0.05295219272375107,0.27447986602783203,0.19695201516151428,0.19812078773975372,0.11644686758518219,0.12930460274219513,0.16307039558887482,0.18765997886657715,0.1566532850265503,0.10993438214063644
city,0.17493832111358643,0.3186660706996918,0.26093539595603943,0.16813746094703674,0.32503411173820496,0.12447798252105713,0.17154167592525482,0.16517308354377747,0.183757483959198,0.11363761872053146,0.154191792011261,0.1871209293603897,0.11695964634418488,0.08737306296825409,0.13423943519592285
councilors,0.18455089628696442,0.19080355763435364,0.21987192332744598,0.12455686926841736,0.31624317169189453,0.08378797024488449,0.22698619961738586,0.2718930244445801,0.15287858247756958,0.14336606860160828,0.18494416773319244,0.1771257072687149,0.14026665687561035,0.14592310786247253,0.1258412003517151
stating,0.40046313405036926,0.2201780080795288,0.30306756496429443,0.3312216103076935,0.26161399483680725,0.15235114097595215,0.1926983743906021,0.360490083694458,0.5016685724258423,0.25748854875564575,0.31140923500061035,0.23372265696525574,0.2522605359554291,0.32183632254600525,0.2760101556777954
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.2861018478870392,0.4946078956127167,0.17865565419197083,0.24795588850975037,0.2878543734550476,0.4137537479400635,0.3139454126358032,0.3541618287563324,0.346853643655777,0.29653310775756836,0.238280788064003,0.31091248989105225
``,0.008517155423760414,0.058766357600688934,0.1164957657456398,0.016825292259454727,0.06780257821083069,-0.1701599359512329,0.06784805655479431,0.06214885041117668,0.05285148695111275,0.12428006529808044,0.1022237241268158,0.03386557102203369,0.11536421626806259,0.054894380271434784,0.0685480609536171
wise,0.252341091632843,0.25493550300598145,0.2802821099758148,0.2766622304916382,0.24970203638076782,0.031234167516231537,0.08430048823356628,0.22318819165229797,0.2716991603374481,0.23749768733978271,0.23031315207481384,0.24995210766792297,0.17574983835220337,0.17582295835018158,0.17447875440120697
up,0.28591108322143555,0.2853454053401947,0.30488982796669006,0.30281156301498413,0.32945773005485535,0.04427381604909897,0.15752777457237244,0.16771721839904785,0.35427621006965637,0.33698323369026184,0.34569859504699707,0.25054943561553955,0.3125315010547638,0.1803007423877716,0.1819818764925003
or,0.33867141604423523,0.41870999336242676,0.4022330939769745,0.3864600956439972,0.3792596757411957,0.2115585207939148,0.12588919699192047,0.2553665041923523,0.4729836881160736,0.5614996552467346,0.46389055252075195,0.16435422003269196,0.23075354099273682,0.30212655663490295,0.32389625906944275
die,0.1980936974287033,0.15447266399860382,0.2128855139017105,0.13297133147716522,0.21324244141578674,0.06157274171710014,0.05849553272128105,0.24149884283542633,0.19138021767139435,0.21657009422779083,0.1883532851934433,0.12122926115989685,0.13324573636054993,0.18067532777786255,0.16891060769557953
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.33520638942718506,0.5352458953857422,0.1748691350221634,0.2541380822658539,0.2603943943977356,0.4460422694683075,0.35783761739730835,0.41614407300949097,0.3168189823627472,0.2908465564250946,0.18794333934783936,0.4130953550338745
'',0.08143015950918198,0.0793738141655922,0.036477331072092056,0.010584947653114796,0.13035868108272552,0.11107105761766434,-0.062313709408044815,0.003403886454179883,0.007880004122853279,0.008988718502223492,0.0312618687748909,0.02600502222776413,-0.14195489883422852,0.004461087752133608,0.018684765323996544
,what,is,one,way,of,digital,civil,disobedience,that,can,have,far,reaching,consequences,?
an,0.2821882665157318,0.4654068350791931,0.2829729914665222,0.2338123321533203,0.32280945777893066,0.16189083456993103,0.15803322196006775,0.24747906625270844,0.365763783454895,0.23671309649944305,0.22897054255008698,0.17961110174655914,0.1703098863363266,0.20023785531520844,0.19793890416622162
