,what,does,the,plos,pathogen,paper,claim,?
ends,0.14283879101276398,0.22098609805107117,0.3721351623535156,0.1154085248708725,0.13232295215129852,0.08473686128854752,0.05654715374112129,0.08867821097373962
the,0.42745697498321533,0.35928019881248474,1.0,0.17448601126670837,0.21664372086524963,0.2077420949935913,0.25873351097106934,0.22068053483963013
debate,0.2918691337108612,0.2224576473236084,0.2608932852745056,0.10551591962575912,0.14692559838294983,0.18307948112487793,0.22564031183719635,0.227684885263443
about,0.47976887226104736,0.26877498626708984,0.37995871901512146,0.12918415665626526,0.18087057769298553,0.15352152287960052,0.21880634129047394,0.302409827709198
the,0.42745697498321533,0.35928019881248474,1.0,0.17448601126670837,0.21664372086524963,0.2077420949935913,0.25873351097106934,0.22068053483963013
etiology,0.27034199237823486,0.17927055060863495,0.19817136228084564,0.25495120882987976,0.42902085185050964,0.2530878186225891,0.14365068078041077,0.1673448532819748
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.1732918620109558,0.22046351432800293,0.19050662219524384,0.2833690047264099,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.17448601126670837,0.21664372086524963,0.2077420949935913,0.25873351097106934,0.22068053483963013
black,0.12054000794887543,0.1539068967103958,0.28466513752937317,0.17271260917186737,0.13968494534492493,0.18181076645851135,0.12144039571285248,0.15159966051578522
death,0.2267695665359497,0.13222968578338623,0.21438048779964447,0.039208460599184036,0.185614213347435,0.16478250920772552,0.1579575091600418,0.21149799227714539
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2258119285106659,0.16548964381217957,0.2304661124944687,0.2664267122745514,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.17953655123710632,0.16291935741901398,0.21158236265182495,0.22851447761058807,0.20544172823429108
unambiguously,0.354107141494751,0.311034232378006,0.268142968416214,0.19093234837055206,0.2588844299316406,0.2046559751033783,0.3098316788673401,0.3291909992694855
demonstrates,0.20556047558784485,0.27553924918174744,0.24416570365428925,0.18448513746261597,0.21718241274356842,0.19504721462726593,0.3359731137752533,0.15060564875602722
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.20964168012142181,0.2813270390033722,0.3100363612174988,0.39801377058029175,0.32716336846351624
y.,0.06674016267061234,0.13301925361156464,-0.0005152968224138021,-0.051514383405447006,0.10604086518287659,0.08161444216966629,0.1262045055627823,0.14909613132476807
pestis,0.20065881311893463,0.1334441602230072,0.23376873135566711,0.38103801012039185,0.5520470142364502,0.238261416554451,0.10774582624435425,0.2471543848514557
was,0.22111038863658905,0.19302551448345184,0.48711544275283813,0.11328793317079544,0.13435368239879608,0.18939059972763062,0.15881295502185822,0.18412111699581146
the,0.42745697498321533,0.35928019881248474,1.0,0.17448601126670837,0.21664372086524963,0.2077420949935913,0.25873351097106934,0.22068053483963013
causative,0.3353462815284729,0.33981433510780334,0.20114797353744507,0.29418930411338806,0.4897056221961975,0.22516842186450958,0.24125005304813385,0.27592313289642334
agent,0.1053810864686966,0.1970851570367813,0.1308915615081787,0.06470230221748352,0.2959936857223511,0.13610808551311493,0.13784870505332947,0.13699154555797577
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.1732918620109558,0.22046351432800293,0.19050662219524384,0.2833690047264099,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.17448601126670837,0.21664372086524963,0.2077420949935913,0.25873351097106934,0.22068053483963013
epidemic,0.17818985879421234,0.14538434147834778,0.23666009306907654,0.21120749413967133,0.43151843547821045,0.22142091393470764,0.22052353620529175,0.1562352478504181
plague,0.22263506054878235,0.11111249774694443,0.2537761330604553,0.19163058698177338,0.3807348310947418,0.18117587268352509,0.1651318520307541,0.11872942000627518
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.20964168012142181,0.2813270390033722,0.3100363612174988,0.39801377058029175,0.32716336846351624
devastated,0.2422323226928711,0.10071521252393723,0.25732824206352234,0.15027810633182526,0.2646721303462982,0.03803302347660065,0.21939943730831146,0.16371417045593262
europe,0.17179538309574127,0.1306854486465454,0.34463706612586975,0.11501973122358322,0.1790807843208313,0.17299410700798035,0.14875593781471252,0.18278923630714417
during,0.24137552082538605,0.15165476500988007,0.4838213622570038,0.06660953164100647,0.19321300089359283,0.12998318672180176,0.13740764558315277,0.1325719803571701
the,0.42745697498321533,0.35928019881248474,1.0,0.17448601126670837,0.21664372086524963,0.2077420949935913,0.25873351097106934,0.22068053483963013
middle,0.18312302231788635,0.16685135662555695,0.3405749201774597,0.2113388627767563,0.0647871121764183,0.08761773258447647,0.0854317843914032,0.13139553368091583
ages,0.2546566128730774,0.1360509693622589,0.28271523118019104,0.10983475297689438,0.09675145894289017,0.16733111441135406,0.08495993912220001,0.16701677441596985
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,0.02319277822971344,-0.06465139240026474,0.048351090401411057,0.07775676995515823,0.018684765323996544
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.19277657568454742,0.20811253786087036,0.2429187148809433,0.24773532152175903,0.4130953550338745
