,what,service,did,bskyb,chare,additional,subscription,fees,for,?
bskyb,0.17457032203674316,0.1887708604335785,0.15346096456050873,1.0000001192092896,0.2842112183570862,0.18609429895877838,0.2627624273300171,0.2372485101222992,0.16577120125293732,0.2979319989681244
initially,0.24580118060112,0.19617973268032074,0.2628418803215027,0.17417632043361664,0.12394338846206665,0.22454246878623962,0.25274837017059326,0.30084651708602905,0.2961968183517456,0.0699334517121315
charged,0.191240593791008,0.1819194108247757,0.18427717685699463,0.13956011831760406,0.20547616481781006,0.14945267140865326,0.239388570189476,0.3562747538089752,0.17613565921783447,0.1305682212114334
additional,0.20172064006328583,0.19301818311214447,0.20902137458324432,0.18609429895877838,0.19823183119297028,1.0000001192092896,0.2931968867778778,0.22055314481258392,0.3404708206653595,0.24309562146663666
subscription,0.21589209139347076,0.41345542669296265,0.19841161370277405,0.2627624273300171,0.21857526898384094,0.2931968867778778,1.0,0.3877888023853302,0.2857612073421478,0.22697269916534424
fees,0.19752082228660583,0.297014057636261,0.2814892828464508,0.2372485101222992,0.13101430237293243,0.22055314481258392,0.3877888023853302,1.0000001192092896,0.2745085060596466,0.18385712802410126
for,0.3017193675041199,0.31237727403640747,0.318512886762619,0.16577120125293732,0.23656131327152252,0.3404708206653595,0.2857612073421478,0.2745085060596466,0.9999999403953552,0.264628142118454
using,0.27984681725502014,0.20220032334327698,0.25429773330688477,0.1966625303030014,0.13030306994915009,0.2691577970981598,0.2575717568397522,0.15677165985107422,0.3806014060974121,0.2804589569568634
a,0.3320399522781372,0.23104366660118103,0.2552328109741211,0.21951700747013092,0.25032293796539307,0.21921908855438232,0.27930477261543274,0.203328937292099,0.44038116931915283,0.23916715383529663
sky+,0.12067124247550964,0.18516923487186432,0.14635847508907318,0.41069135069847107,0.11989098787307739,0.16099543869495392,0.17257095873355865,0.18358108401298523,0.1598164141178131,0.13872939348220825
pvr,0.21606573462486267,0.2918057441711426,0.09169498085975647,0.3446100354194641,0.20942148566246033,0.21751345694065094,0.3381567895412445,0.29815104603767395,0.28398817777633667,0.30090779066085815
with,0.2464839518070221,0.20442402362823486,0.25472134351730347,0.18421940505504608,0.2526237964630127,0.29758456349372864,0.181423619389534,0.17579711973667145,0.39140474796295166,0.2433311939239502
their,0.35142919421195984,0.1622014343738556,0.38078752160072327,0.12142784148454666,0.18863177299499512,0.22152957320213318,0.2180522233247757,0.32569703459739685,0.3406745493412018,0.1898253709077835
service,0.16857224702835083,0.9999998807907104,0.14130860567092896,0.1887708604335785,0.17450061440467834,0.19301818311214447,0.41345542669296265,0.297014057636261,0.31237727403640747,0.1676298975944519
;,0.10986888408660889,0.04945044219493866,0.10727239400148392,0.10949645191431046,0.019261978566646576,0.016990911215543747,0.03126780316233635,0.026409611105918884,0.0293948445469141,0.10349778085947037
waiving,0.33251965045928955,0.24529744684696198,0.27735698223114014,0.11087116599082947,0.18689611554145813,0.2551480233669281,0.24394962191581726,0.3247459828853607,0.38134080171585083,0.242996484041214
the,0.42745697498321533,0.22661015391349792,0.34736719727516174,0.20915858447551727,0.3180755078792572,0.2539002597332001,0.26760369539260864,0.22297759354114532,0.4739971458911896,0.22068053483963013
charge,0.23255030810832977,0.24819788336753845,0.18449954688549042,0.12255841493606567,0.3115042746067047,0.193930521607399,0.2688533067703247,0.3034617602825165,0.24153433740139008,0.0958876758813858
for,0.3017193675041199,0.31237727403640747,0.318512886762619,0.16577120125293732,0.23656131327152252,0.3404708206653595,0.2857612073421478,0.2745085060596466,0.9999999403953552,0.264628142118454
subscribers,0.19859471917152405,0.34098511934280396,0.1859147995710373,0.27691152691841125,0.20176367461681366,0.2495817393064499,0.7676409482955933,0.40148210525512695,0.2614583969116211,0.2567959725856781
whose,0.22831642627716064,0.16121569275856018,0.197230726480484,0.13282355666160583,0.22904904186725616,0.19377122819423676,0.14722585678100586,0.11633085459470749,0.22978365421295166,0.16990536451339722
package,0.18274888396263123,0.27294984459877014,0.14684700965881348,0.13230223953723907,0.17566706240177155,0.29571855068206787,0.3794713020324707,0.27373427152633667,0.2392713725566864,0.17711099982261658
included,0.2288810908794403,0.17900964617729187,0.32908451557159424,0.1305541843175888,0.14673615992069244,0.31124940514564514,0.20204220712184906,0.16504529118537903,0.3889397978782654,0.14385655522346497
two,0.23363454639911652,0.18647199869155884,0.2755576968193054,0.16228218376636505,0.22907710075378418,0.32668912410736084,0.20659895241260529,0.168149933218956,0.34734001755714417,0.19645625352859497
or,0.33867141604423523,0.19917282462120056,0.28211739659309387,0.1910710632801056,0.19796273112297058,0.2824913561344147,0.28174540400505066,0.2771538496017456,0.4111599624156952,0.32389625906944275
more,0.3484537899494171,0.19709178805351257,0.2803135812282562,0.16778512299060822,0.1768517643213272,0.30313533544540405,0.2898999750614166,0.2771613299846649,0.3891189992427826,0.27894994616508484
premium,0.18869338929653168,0.37779346108436584,0.1793321818113327,0.1693601906299591,0.12925958633422852,0.22163423895835876,0.4222800135612488,0.3842378854751587,0.2134045958518982,0.21937195956707
channels,0.1923084557056427,0.27798375487327576,0.0628243163228035,0.1449941098690033,0.2414114624261856,0.16467970609664917,0.35545727610588074,0.25717583298683167,0.23651212453842163,0.19657258689403534
.,0.3567904531955719,0.2115515172481537,0.35288307070732117,0.2844841778278351,0.25481441617012024,0.189470574259758,0.27391132712364197,0.202260822057724,0.4726039469242096,0.4130953550338745
