,what,had,been,left,hanging,on,the,door,to,tesla,'s,room,?
his,0.26976513862609863,0.4401516616344452,0.2785126268863678,0.25896263122558594,0.28187039494514465,0.32064297795295715,0.4394008219242096,0.17515265941619873,0.3715193271636963,0.1580733060836792,0.047556519508361816,0.2033587545156479,0.18075084686279297
body,0.2143840193748474,0.1871735006570816,0.19744087755680084,0.18663953244686127,0.21177344024181366,0.20112086832523346,0.31682634353637695,0.233378067612648,0.307265043258667,0.03466523438692093,0.003652067156508565,0.20679228007793427,0.20136451721191406
was,0.22111038863658905,0.5927209258079529,0.518218457698822,0.21956826746463776,0.22997206449508667,0.3909217119216919,0.48711544275283813,0.1678711622953415,0.3636345863342285,0.16455206274986267,0.008974763564765453,0.18439160287380219,0.18412111699581146
later,0.2517229914665222,0.47119471430778503,0.4086209535598755,0.24691596627235413,0.21752431988716125,0.30872204899787903,0.4060266613960266,0.14544503390789032,0.393297016620636,0.1893843412399292,0.05591587722301483,0.17558929324150085,0.1417175978422165
found,0.1796332150697708,0.2610182762145996,0.3022008240222931,0.15903827548027039,0.2638855576515198,0.2337699830532074,0.3452354073524475,0.08724700659513474,0.25225648283958435,0.052854783833026886,0.005866709165275097,0.1419142484664917,0.16790300607681274
by,0.2455483376979828,0.37294110655784607,0.39107078313827515,0.2067900449037552,0.25743594765663147,0.33887791633605957,0.4408751428127289,0.16735400259494781,0.33534231781959534,0.16513796150684357,-0.010884488001465797,0.17154745757579803,0.17966607213020325
maid,0.14632724225521088,0.18139728903770447,0.13562165200710297,0.12268427014350891,0.26875677704811096,0.15887606143951416,0.17814533412456512,0.12691327929496765,0.20503558218479156,0.14084042608737946,0.07118494063615799,0.2887503504753113,0.10693264752626419
alice,0.19639728963375092,0.17593832314014435,0.13882014155387878,0.11430041491985321,0.17410019040107727,0.17897064983844757,0.21022173762321472,0.2195885181427002,0.1973392218351364,0.13633699715137482,0.004419276025146246,0.23667751252651215,0.1645866334438324
monaghan,0.18657681345939636,0.2246415913105011,0.21920423209667206,0.2202923595905304,0.21091923117637634,0.19055624306201935,0.2471737563610077,0.12786874175071716,0.1968550980091095,0.14061349630355835,0.02636146917939186,0.1376175433397293,0.08127332478761673
after,0.21973377466201782,0.4133172631263733,0.2954521179199219,0.2841540575027466,0.25072211027145386,0.39330315589904785,0.4565047025680542,0.17613853514194489,0.37890323996543884,0.0752151682972908,-0.055672239512205124,0.17133212089538574,0.16608688235282898
