,how,much,revenue,is,private,?
in,0.2601168751716614,0.2725222110748291,0.18208861351013184,0.5394441485404968,0.21135757863521576,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.22562649846076965,0.5823672413825989,0.18291357159614563,0.22068053483963013
united,0.19034643471240997,0.19398000836372375,0.29340800642967224,0.22408509254455566,0.29325538873672485,0.17266890406608582
states,0.20841296017169952,0.21213924884796143,0.30616411566734314,0.21939043700695038,0.2793917953968048,0.16272737085819244
",",0.22659391164779663,0.36182254552841187,0.18225017189979553,0.4691906273365021,0.1899166703224182,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.22562649846076965,0.5823672413825989,0.18291357159614563,0.22068053483963013
industry,0.19265221059322357,0.26445648074150085,0.334342360496521,0.25796735286712646,0.17585206031799316,0.11813290417194366
in,0.2601168751716614,0.2725222110748291,0.18208861351013184,0.5394441485404968,0.21135757863521576,0.20430970191955566
2014,0.06244484707713127,0.08842011541128159,-0.060072075575590134,0.16745887696743011,-0.012680906802415848,0.058127544820308685
has,0.26820555329322815,0.31650421023368835,0.1374673694372177,0.5668748617172241,0.1315586119890213,0.15994466841220856
around,0.3297552764415741,0.3766762316226959,0.15274739265441895,0.286477267742157,0.14923639595508575,0.14729668200016022
$,0.18718640506267548,0.205519899725914,0.48618119955062866,0.14577937126159668,0.23931029438972473,0.2786129117012024
960,0.06728582084178925,-0.0009022656013257802,0.03608030825853348,0.08446712791919708,0.010004103183746338,0.0835251659154892
billion,0.2582297921180725,0.2614055871963501,0.46202552318573,0.16068704426288605,0.1670200079679489,0.25791820883750916
in,0.2601168751716614,0.2725222110748291,0.18208861351013184,0.5394441485404968,0.21135757863521576,0.20430970191955566
annual,0.1884455680847168,0.11214926838874817,0.2754310071468353,0.20538382232189178,0.162405863404274,0.1083487942814827
revenue,0.1878918707370758,0.23068547248840332,1.0,0.11066867411136627,0.2073454111814499,0.16413173079490662
according,0.29424387216567993,0.14022965729236603,0.24377036094665527,0.2838992476463318,0.13277405500411987,0.21173474192619324
to,0.44169697165489197,0.40610215067863464,0.18651896715164185,0.42745086550712585,0.18892748653888702,0.29463258385658264
statistics,0.3022109866142273,0.2163703590631485,0.29767104983329773,0.15881992876529694,0.14184924960136414,0.22886884212493896
tracked,0.19164066016674042,0.24286289513111115,0.17189420759677887,0.15117794275283813,0.1551331728696823,0.15766283869743347
by,0.34370526671409607,0.24959969520568848,0.1977614462375641,0.3899846076965332,0.18554414808750153,0.17966607213020325
the,0.33890387415885925,0.35023224353790283,0.22562649846076965,0.5823672413825989,0.18291357159614563,0.22068053483963013
census,0.1627962440252304,0.15914218127727509,0.27079933881759644,0.18403194844722748,0.14759506285190582,0.12548218667507172
bureau,0.18994398415088654,0.19750192761421204,0.33099564909935,0.19418226182460785,0.18515481054782867,0.12716132402420044
",",0.22659391164779663,0.36182254552841187,0.18225017189979553,0.4691906273365021,0.1899166703224182,0.31091248989105225
of,0.2480744868516922,0.2671096920967102,0.22400902211666107,0.4854315221309662,0.18706899881362915,0.1826142966747284
which,0.4852597713470459,0.4274604916572571,0.23312319815158844,0.4457404911518097,0.21277280151844025,0.25814583897590637
$,0.18718640506267548,0.205519899725914,0.48618119955062866,0.14577937126159668,0.23931029438972473,0.2786129117012024
680,0.24537011981010437,0.22188548743724823,0.10716245323419571,0.14740519225597382,0.11085892468690872,0.29375705122947693
billion,0.2582297921180725,0.2614055871963501,0.46202552318573,0.16068704426288605,0.1670200079679489,0.25791820883750916
is,0.22544461488723755,0.3156087100505829,0.11066867411136627,1.0,0.1420905888080597,0.22961433231830597
private,0.08935344964265823,0.11379782855510712,0.2073454111814499,0.1420905888080597,1.0,0.14389030635356903
(,0.1676948219537735,0.21788647770881653,0.1630200445652008,0.35393038392066956,0.162434384226799,0.40561532974243164
split,0.13814391195774078,0.12544874846935272,0.11223866045475006,0.1479039490222931,0.09226896613836288,0.16133880615234375
evenly,0.32761380076408386,0.3327599763870239,0.2010631114244461,0.27404165267944336,0.09901009500026703,0.10661140084266663
between,0.2747800648212433,0.2654217481613159,0.1576097309589386,0.26809602975845337,0.12549267709255219,0.12887074053287506
residential,0.11582820117473602,0.10865969955921173,0.2561330795288086,0.25022104382514954,0.360241562128067,0.08603290468454361
and,0.33647966384887695,0.38395699858665466,0.22809793055057526,0.3859752118587494,0.2557651102542877,0.20544172823429108
nonresidential,0.15322819352149963,0.1097259670495987,0.2612743675708771,0.2370454967021942,0.331463485956192,0.22105672955513
),0.17939934134483337,0.22256317734718323,0.1760321706533432,0.37732169032096863,0.16768941283226013,0.42300865054130554
and,0.33647966384887695,0.38395699858665466,0.22809793055057526,0.3859752118587494,0.2557651102542877,0.20544172823429108
the,0.33890387415885925,0.35023224353790283,0.22562649846076965,0.5823672413825989,0.18291357159614563,0.22068053483963013
remainder,0.09037141501903534,0.21198886632919312,0.24646060168743134,0.22131145000457764,0.20504659414291382,0.13579487800598145
is,0.22544461488723755,0.3156087100505829,0.11066867411136627,1.0,0.1420905888080597,0.22961433231830597
government,0.21719732880592346,0.20136940479278564,0.38606610894203186,0.20343491435050964,0.3261575996875763,0.18851417303085327
.,0.3287222981452942,0.3374604284763336,0.2576211988925934,0.4569662809371948,0.2534593939781189,0.4130953550338745
