,what,was,the,name,of,the,2007,christmas,special,?
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,-0.06548836827278137,0.18815474212169647,0.31333932280540466,0.23916715383529663
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,-0.1927516609430313,0.20170821249485016,0.2529560923576355,0.14782847464084625
arrangement,0.22868703305721283,0.1925918459892273,0.290839284658432,0.14682073891162872,0.2767132818698883,0.290839284658432,0.0182782169431448,0.1752721220254898,0.23235660791397095,0.11038770526647568
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,-0.21244128048419952,0.14198152720928192,0.27998968958854675,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,-0.23657195270061493,0.2044597715139389,0.3027077615261078,0.22068053483963013
theme,0.24160240590572357,0.21860456466674805,0.2470158040523529,0.20669923722743988,0.17537155747413635,0.2470158040523529,-0.05069440230727196,0.32897084951400757,0.1575169414281845,0.21507632732391357
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,-0.24049624800682068,0.2420792281627655,0.23880577087402344,0.31091248989105225
once,0.38428619503974915,0.3461752235889435,0.4227895736694336,0.1921044886112213,0.2879956364631653,0.4227895736694336,-0.19787828624248505,0.17889274656772614,0.1617242693901062,0.17750471830368042
again,0.3921525180339813,0.35373377799987793,0.4104243218898773,0.24404379725456238,0.24152639508247375,0.4104243218898773,-0.2604561448097229,0.23041465878486633,0.10090430080890656,0.2679590880870819
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,-0.14437821507453918,0.16025565564632416,0.2578898072242737,0.17966607213020325
gold,0.15779642760753632,0.24345459043979645,0.27136439085006714,0.1496211737394333,0.2101457566022873,0.27136439085006714,-0.1396135836839676,0.1894219070672989,0.1575116068124771,0.11542754620313644
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,-0.24049624800682068,0.2420792281627655,0.23880577087402344,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,-0.29168957471847534,0.16941027343273163,0.1585642695426941,0.18412111699581146
introduced,0.09417270123958588,0.32667654752731323,0.242969810962677,0.13045251369476318,0.23328952491283417,0.242969810962677,-0.03600266948342323,0.16734912991523743,0.15879152715206146,0.16386865079402924
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,-0.2201838344335556,0.17820265889167786,0.2897285223007202,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,-0.23657195270061493,0.2044597715139389,0.3027077615261078,0.22068053483963013
2007,-0.15549811720848083,-0.29168957471847534,-0.23657195270061493,-0.12505227327346802,-0.21244128048419952,-0.23657195270061493,1.0,-0.10908810794353485,0.011765089817345142,-0.1664225310087204
christmas,0.2578675448894501,0.16941027343273163,0.2044597715139389,0.11770049482584,0.14198152720928192,0.2044597715139389,-0.10908810794353485,1.0,0.3012330234050751,0.23817040026187897
special,0.24134232103824615,0.1585642695426941,0.3027077615261078,0.11142970621585846,0.27998968958854675,0.3027077615261078,0.011765089817345142,0.3012330234050751,1.0000001192092896,0.29623302817344666
episode,0.1919318586587906,0.1706574261188507,0.25342556834220886,0.10691756755113602,0.17369085550308228,0.25342556834220886,-0.05869944766163826,0.3011001646518707,0.21969006955623627,0.23978739976882935
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,-0.24049624800682068,0.2420792281627655,0.23880577087402344,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.041756823658943176,-0.026911243796348572,0.013431590981781483,0.0685480609536171
voyage,0.19276341795921326,0.18571996688842773,0.2520287036895752,0.16721400618553162,0.17759430408477783,0.2520287036895752,-0.14345404505729675,0.2818865180015564,0.09789950400590897,0.1303650438785553
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,-0.21244128048419952,0.14198152720928192,0.27998968958854675,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,-0.23657195270061493,0.2044597715139389,0.3027077615261078,0.22068053483963013
damned,0.22730210423469543,0.2641095817089081,0.276804119348526,0.13502243161201477,0.2100372463464737,0.276804119348526,-0.18949928879737854,0.26379016041755676,0.12487848103046417,0.2031424641609192
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.002170342719182372,-0.01900828257203102,0.03449471667408943,0.018684765323996544
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,-0.07348725944757462,0.07469329237937927,0.006959774065762758,0.10349778085947037
gold,0.15779642760753632,0.24345459043979645,0.27136439085006714,0.1496211737394333,0.2101457566022873,0.27136439085006714,-0.1396135836839676,0.1894219070672989,0.1575116068124771,0.11542754620313644
returned,0.15085899829864502,0.4257400631904602,0.32857778668403625,0.192525714635849,0.28002414107322693,0.32857778668403625,-0.1831223964691162,0.12289844453334808,0.14751295745372772,0.07695316523313522
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,-0.13822752237319946,0.23036740720272064,0.2774268388748169,0.27043893933296204
composer,0.18320460617542267,0.28206875920295715,0.16463536024093628,0.13904409110546112,0.1714436560869217,0.16463536024093628,-0.13616354763507843,0.21587492525577545,0.09345827251672745,0.17525890469551086
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,-0.15897968411445618,0.14492979645729065,0.311454176902771,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,-0.23657195270061493,0.2044597715139389,0.3027077615261078,0.22068053483963013
2010,0.2741409242153168,0.23825319111347198,0.31722962856292725,0.1646898239850998,0.26419875025749207,0.31722962856292725,-0.3127845227718353,0.11616573482751846,0.13148009777069092,0.21232788264751434
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.1536245048046112,0.22268271446228027,0.31376904249191284,-0.07742132991552353,0.18122392892837524,0.25486889481544495,0.1709602326154709
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,-0.216732457280159,0.22314779460430145,0.26337340474128723,0.4130953550338745
