,when,did,this,leader,publish,a,french,language,bible,?
during,0.46721696853637695,0.30679523944854736,0.34351885318756104,0.30160290002822876,0.10921447724103928,0.30341604351997375,0.20647373795509338,0.09009286761283875,0.115133136510849,0.1325719803571701
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.27799519896507263,0.1611112356185913,0.5829201340675354,0.2555147111415863,0.30198320746421814,0.27647915482521057,0.22068053483963013
protestant,0.17039497196674347,0.23091652989387512,0.24984940886497498,0.26266324520111084,0.19661368429660797,0.22869355976581573,0.2642081677913666,0.21950763463974,0.44683295488357544,0.14798137545585632
reformation,0.25376176834106445,0.20929229259490967,0.34886422753334045,0.29233691096305847,0.20162971317768097,0.25626492500305176,0.18808822333812714,0.24294036626815796,0.35913655161857605,0.14843040704727173
",",0.36674630641937256,0.3015086054801941,0.4316047728061676,0.23893310129642487,0.25024911761283875,0.427140474319458,0.28806620836257935,0.2694627344608307,0.18640878796577454,0.31091248989105225
lefevre,0.24975740909576416,0.2790951132774353,0.3009447753429413,0.3197745978832245,0.23942343890666962,0.26740097999572754,0.43989819288253784,0.1848800629377365,0.3249147832393646,0.2985549867153168
",",0.36674630641937256,0.3015086054801941,0.4316047728061676,0.23893310129642487,0.25024911761283875,0.427140474319458,0.28806620836257935,0.2694627344608307,0.18640878796577454,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.5422310829162598,0.21384623646736145,0.16920465230941772,1.0,0.24285779893398285,0.21064592897891998,0.15878930687904358,0.23916715383529663
professor,0.20569248497486115,0.10153277218341827,0.15406672656536102,0.2722185254096985,0.26332831382751465,0.2867487072944641,0.19293110072612762,0.15725724399089813,0.13654635846614838,0.09837866574525833
at,0.38876327872276306,0.28390252590179443,0.32544323801994324,0.16015151143074036,0.1382940113544464,0.3095070421695709,0.17825756967067719,0.16004551947116852,0.17590057849884033,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.27799519896507263,0.1611112356185913,0.5829201340675354,0.2555147111415863,0.30198320746421814,0.27647915482521057,0.22068053483963013
university,0.20851898193359375,0.15114416182041168,0.16441507637500763,0.19484947621822357,0.20643652975559235,0.20256656408309937,0.19648241996765137,0.17327865958213806,0.20670735836029053,0.11887256056070328
of,0.3757161796092987,0.2513895630836487,0.45148900151252747,0.24122127890586853,0.12460750341415405,0.5052502155303955,0.19450366497039795,0.25272229313850403,0.25664499402046204,0.1826142966747284
paris,0.23232801258563995,0.2176143378019333,0.19564364850521088,0.14991258084774017,0.15613064169883728,0.2185223400592804,0.4664231836795807,0.0973610207438469,0.16716770827770233,0.1491217315196991
",",0.36674630641937256,0.3015086054801941,0.4316047728061676,0.23893310129642487,0.25024911761283875,0.427140474319458,0.28806620836257935,0.2694627344608307,0.18640878796577454,0.31091248989105225
published,0.1944759637117386,0.17877818644046783,0.19602374732494354,0.07299581915140152,0.7399125099182129,0.1993555724620819,0.14725574851036072,0.22011074423789978,0.2998490631580353,0.16280238330364227
his,0.37120407819747925,0.3546801507472992,0.3549620509147644,0.2995552122592926,0.27212437987327576,0.3497250974178314,0.21960797905921936,0.16114097833633423,0.22367943823337555,0.18075084686279297
french,0.18820616602897644,0.1584041714668274,0.2380896955728531,0.14621324837207794,0.12871554493904114,0.24285779893398285,1.0000001192092896,0.27161145210266113,0.17088451981544495,0.1386883556842804
translation,0.14636515080928802,0.1068030595779419,0.30652913451194763,0.10695327818393707,0.3398109972476959,0.21946357190608978,0.1867561787366867,0.40156617760658264,0.4584057331085205,0.22574150562286377
of,0.3757161796092987,0.2513895630836487,0.45148900151252747,0.24122127890586853,0.12460750341415405,0.5052502155303955,0.19450366497039795,0.25272229313850403,0.25664499402046204,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.27799519896507263,0.1611112356185913,0.5829201340675354,0.2555147111415863,0.30198320746421814,0.27647915482521057,0.22068053483963013
new,0.257220059633255,0.227974995970726,0.3234144449234009,0.19141700863838196,0.2358858585357666,0.3214259147644043,0.1977054476737976,0.19280128180980682,0.2210046499967575,0.14782847464084625
testament,0.18565435707569122,0.20634683966636658,0.19034048914909363,0.14218933880329132,0.24867165088653564,0.15567231178283691,0.16149313747882843,0.23810897767543793,0.7192554473876953,0.19962608814239502
in,0.4431333839893341,0.2593238651752472,0.45205554366111755,0.22669851779937744,0.17019827663898468,0.539380669593811,0.22093388438224792,0.23268210887908936,0.17902518808841705,0.20430970191955566
1523,-0.035242535173892975,-0.12093567103147507,-0.08889321237802505,-0.026018256321549416,0.060198355466127396,-0.046761300414800644,0.007642730139195919,0.049484629184007645,0.029924942180514336,-0.1076718270778656
",",0.36674630641937256,0.3015086054801941,0.4316047728061676,0.23893310129642487,0.25024911761283875,0.427140474319458,0.28806620836257935,0.2694627344608307,0.18640878796577454,0.31091248989105225
followed,0.2927686870098114,0.2675115466117859,0.33884143829345703,0.22539235651493073,0.19791994988918304,0.2840714454650879,0.17439845204353333,0.1954311579465866,0.15904772281646729,0.20567169785499573
by,0.4376842677593231,0.18574509024620056,0.38438332080841064,0.16688144207000732,0.21025247871875763,0.32094135880470276,0.23343317210674286,0.21010853350162506,0.19745492935180664,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.27799519896507263,0.1611112356185913,0.5829201340675354,0.2555147111415863,0.30198320746421814,0.27647915482521057,0.22068053483963013
whole,0.3172232210636139,0.23628540337085724,0.4573236405849457,0.1333286613225937,0.1798590123653412,0.4061710238456726,0.09225623309612274,0.18356835842132568,0.23218603432178497,0.21052291989326477
bible,0.19124241173267365,0.24923516809940338,0.25184938311576843,0.14225441217422485,0.2659628987312317,0.15878930687904358,0.17088451981544495,0.3281344771385193,1.0000001192092896,0.22667601704597473
in,0.4431333839893341,0.2593238651752472,0.45205554366111755,0.22669851779937744,0.17019827663898468,0.539380669593811,0.22093388438224792,0.23268210887908936,0.17902518808841705,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.6274310946464539,0.27799519896507263,0.1611112356185913,0.5829201340675354,0.2555147111415863,0.30198320746421814,0.27647915482521057,0.22068053483963013
french,0.18820616602897644,0.1584041714668274,0.2380896955728531,0.14621324837207794,0.12871554493904114,0.24285779893398285,1.0000001192092896,0.27161145210266113,0.17088451981544495,0.1386883556842804
language,0.14376933872699738,0.1788339912891388,0.3046613335609436,0.1666065901517868,0.22674249112606049,0.21064592897891998,0.27161145210266113,0.9999998807907104,0.3281344771385193,0.25349316000938416
in,0.4431333839893341,0.2593238651752472,0.45205554366111755,0.22669851779937744,0.17019827663898468,0.539380669593811,0.22093388438224792,0.23268210887908936,0.17902518808841705,0.20430970191955566
1530,-0.10988593101501465,-0.06697874516248703,-0.16490158438682556,0.1264352947473526,-0.11632739752531052,-0.13779620826244354,-0.023087913170456886,-0.06988314539194107,-0.06851435452699661,-0.001345398253761232
.,0.475719153881073,0.35288307070732117,0.500583827495575,0.21285216510295868,0.19971393048763275,0.50484299659729,0.2480926215648651,0.2506868243217468,0.22401820123195648,0.4130953550338745
