,despite,the,presburger,problem,",",and,in,view,of,intractability,",",what,has,been,done,to,establish,solutions,in,reasonable,periods,of,time,?
for,0.3311030864715576,0.4739971458911896,0.17161554098129272,0.2661307752132416,0.4464869201183319,0.5064792633056641,0.4322226941585541,0.1212775781750679,0.4185989499092102,0.3662826418876648,0.4464869201183319,0.3017193675041199,0.450642853975296,0.39068686962127686,0.3495391309261322,0.4451248347759247,0.1806582361459732,0.28041526675224304,0.4322226941585541,0.3560931384563446,0.289463609457016,0.4185989499092102,0.3992156386375427,0.264628142118454
example,0.20193016529083252,0.3755223751068115,0.21001559495925903,0.3561607897281647,0.3094974756240845,0.35305824875831604,0.30483278632164,0.158620223402977,0.3570667505264282,0.3339826762676239,0.3094974756240845,0.3456268310546875,0.28235751390457153,0.22095714509487152,0.30762407183647156,0.3451666533946991,0.14286218583583832,0.28983309864997864,0.30483278632164,0.3107832372188568,0.2718169689178467,0.3570667505264282,0.31812599301338196,0.30374911427497864
",",0.2853280007839203,0.4933079481124878,0.30293506383895874,0.23938199877738953,1.0000001192092896,0.6633074283599854,0.5201468467712402,0.216712087392807,0.4946078956127167,0.22138279676437378,1.0000001192092896,0.3087472915649414,0.3734780251979828,0.34873589873313904,0.32079052925109863,0.44245919585227966,0.19669954478740692,0.24611519277095795,0.5201468467712402,0.27303653955459595,0.22150997817516327,0.4946078956127167,0.3029961884021759,0.31091248989105225
the,0.3172689974308014,1.0,0.2685182988643646,0.24928659200668335,0.4933079481124878,0.5171257257461548,0.6662389636039734,0.25610461831092834,0.733189046382904,0.30928099155426025,0.4933079481124878,0.42745697498321533,0.4177538752555847,0.3563927710056305,0.26575928926467896,0.535392165184021,0.31343501806259155,0.16011716425418854,0.6662389636039734,0.24396859109401703,0.27702534198760986,0.733189046382904,0.43061500787734985,0.22068053483963013
decision,0.25841137766838074,0.2905151844024658,0.16291619837284088,0.31341657042503357,0.2818170189857483,0.20328959822654724,0.2212151288986206,0.25851041078567505,0.2331373691558838,0.29102623462677,0.2818170189857483,0.32053670287132263,0.19688548147678375,0.23335477709770203,0.24447426199913025,0.35372841358184814,0.2696473002433777,0.2891140878200531,0.2212151288986206,0.37123364210128784,0.15616466104984283,0.2331373691558838,0.24395307898521423,0.2796577215194702
problem,0.23725038766860962,0.24928659200668335,0.11703397333621979,1.0,0.23938199877738953,0.24328261613845825,0.16969570517539978,0.126443549990654,0.20464475452899933,0.42249947786331177,0.23938199877738953,0.42183366417884827,0.19944548606872559,0.29583504796028137,0.39600834250450134,0.2502208352088928,0.24631661176681519,0.4920737147331238,0.16969570517539978,0.3974698781967163,0.2519032955169678,0.20464475452899933,0.3373833894729614,0.3762950301170349
in,0.27473363280296326,0.6662389636039734,0.278356671333313,0.16969570517539978,0.5201468467712402,0.4954058527946472,1.0,0.17477142810821533,0.5696388483047485,0.25368472933769226,0.5201468467712402,0.30808621644973755,0.4173259735107422,0.3515113592147827,0.22165289521217346,0.45010748505592346,0.25682297348976135,0.1817752867937088,1.0,0.22917132079601288,0.19927051663398743,0.5696388483047485,0.3431483507156372,0.20430970191955566
presburger,0.09880975633859634,0.2685182988643646,0.9999999403953552,0.11703397333621979,0.30293506383895874,0.2542431950569153,0.278356671333313,0.18579916656017303,0.2236313372850418,0.25074467062950134,0.30293506383895874,0.19967664778232574,0.18639130890369415,0.12443198263645172,0.09345012903213501,0.22572320699691772,0.13565200567245483,0.13297128677368164,0.278356671333313,0.15756730735301971,0.14768002927303314,0.2236313372850418,0.18933556973934174,0.17462436854839325
arithmetic,0.10045074671506882,0.16548693180084229,0.1685042530298233,0.3380037844181061,0.22632817924022675,0.1701500564813614,0.18081817030906677,0.13680744171142578,0.22986853122711182,0.41091489791870117,0.22632817924022675,0.27624577283859253,0.17985396087169647,0.1402350664138794,0.2771977186203003,0.2076125293970108,0.1476370245218277,0.41800329089164734,0.18081817030906677,0.31645339727401733,0.1654479205608368,0.22986853122711182,0.25010326504707336,0.24343055486679077
has,0.27098867297172546,0.4177538752555847,0.18639130890369415,0.19944548606872559,0.3734780251979828,0.43716782331466675,0.4173259735107422,0.1611981838941574,0.3909035325050354,0.26566222310066223,0.3734780251979828,0.20338068902492523,1.0,0.6162750124931335,0.28241458535194397,0.3619994819164276,0.15783503651618958,0.1940327286720276,0.4173259735107422,0.2502971589565277,0.16442443430423737,0.3909035325050354,0.25164222717285156,0.15994466841220856
been,0.33535414934158325,0.3563927710056305,0.12443198263645172,0.29583504796028137,0.34873589873313904,0.3424558639526367,0.3515113592147827,0.12116348743438721,0.31685134768486023,0.2888971269130707,0.34873589873313904,0.2567804455757141,0.6162750124931335,0.9999998807907104,0.40807995200157166,0.34945759177207947,0.15444014966487885,0.17387618124485016,0.3515113592147827,0.28938400745391846,0.23347420990467072,0.31685134768486023,0.3667145073413849,0.24354910850524902
shown,0.173826664686203,0.3387985825538635,0.12918563187122345,0.22640593349933624,0.25911012291908264,0.28805026412010193,0.2988935708999634,0.1813826858997345,0.24332952499389648,0.24096037447452545,0.25911012291908264,0.2601207196712494,0.2676315903663635,0.2853824198246002,0.41502904891967773,0.23958280682563782,0.19497044384479523,0.12624087929725647,0.2988935708999634,0.19643214344978333,0.233917236328125,0.24332952499389648,0.2352876216173172,0.2433658242225647
not,0.3768695294857025,0.4310511648654938,0.14769208431243896,0.3932628929615021,0.3769696354866028,0.39099299907684326,0.3403114080429077,0.18787901103496552,0.3307090103626251,0.3528091311454773,0.3769696354866028,0.5449194312095642,0.32239022850990295,0.39571741223335266,0.41713568568229675,0.5149973034858704,0.26066580414772034,0.25372597575187683,0.3403114080429077,0.46887505054473877,0.2726139724254608,0.3307090103626251,0.3786478340625763,0.41942933201789856
to,0.3584847152233124,0.535392165184021,0.22572320699691772,0.2502208352088928,0.44245919585227966,0.48971283435821533,0.45010748505592346,0.229315847158432,0.41548454761505127,0.3185548484325409,0.44245919585227966,0.455847829580307,0.3619994819164276,0.34945759177207947,0.2647212743759155,1.0,0.32019129395484924,0.27792859077453613,0.45010748505592346,0.3665233254432678,0.23085090517997742,0.41548454761505127,0.3679993152618408,0.29463258385658264
be,0.2605054974555969,0.4248143136501312,0.17319557070732117,0.347878634929657,0.39254459738731384,0.41766801476478577,0.3481820821762085,0.23513229191303253,0.33904364705085754,0.3484964370727539,0.39254459738731384,0.3929833769798279,0.3863394856452942,0.5304332375526428,0.39659690856933594,0.4972836375236511,0.15946315228939056,0.2909974753856659,0.3481820821762085,0.43851205706596375,0.3087558448314667,0.33904364705085754,0.3473503291606903,0.3324260413646698
in,0.27473363280296326,0.6662389636039734,0.278356671333313,0.16969570517539978,0.5201468467712402,0.4954058527946472,1.0,0.17477142810821533,0.5696388483047485,0.25368472933769226,0.5201468467712402,0.30808621644973755,0.4173259735107422,0.3515113592147827,0.22165289521217346,0.45010748505592346,0.25682297348976135,0.1817752867937088,1.0,0.22917132079601288,0.19927051663398743,0.5696388483047485,0.3431483507156372,0.20430970191955566
p,0.09995044022798538,0.16481639444828033,0.15015171468257904,0.1706637293100357,0.291064590215683,0.198231041431427,0.10853569954633713,0.10492550581693649,0.18174134194850922,0.1508244127035141,0.291064590215683,0.18586504459381104,0.07216716557741165,0.06419767439365387,0.10252104699611664,0.14269764721393585,0.08884485065937042,0.14792987704277039,0.10853569954633713,0.1193835437297821,0.18315018713474274,0.18174134194850922,0.15822714567184448,0.20840544998645782
",",0.2853280007839203,0.4933079481124878,0.30293506383895874,0.23938199877738953,1.0000001192092896,0.6633074283599854,0.5201468467712402,0.216712087392807,0.4946078956127167,0.22138279676437378,1.0000001192092896,0.3087472915649414,0.3734780251979828,0.34873589873313904,0.32079052925109863,0.44245919585227966,0.19669954478740692,0.24611519277095795,0.5201468467712402,0.27303653955459595,0.22150997817516327,0.4946078956127167,0.3029961884021759,0.31091248989105225
yet,0.31620708107948303,0.32892218232154846,0.07816366851329803,0.4538140892982483,0.2907346785068512,0.32211625576019287,0.2714422047138214,0.17533284425735474,0.22536693513393402,0.347499281167984,0.2907346785068512,0.44080492854118347,0.35080766677856445,0.4962919056415558,0.3555583357810974,0.3520398437976837,0.2517945170402527,0.25921040773391724,0.2714422047138214,0.45419660210609436,0.22341510653495789,0.22536693513393402,0.37041178345680237,0.4011770784854889
algorithms,0.1159156858921051,0.167828768491745,0.17088134586811066,0.40899839997291565,0.22988320887088776,0.13509784638881683,0.19189399480819702,0.13180667161941528,0.22317801415920258,0.3575947880744934,0.22988320887088776,0.25635042786598206,0.15131205320358276,0.19680051505565643,0.29512646794319153,0.2158832848072052,0.1768697202205658,0.4731326997280121,0.19189399480819702,0.32570627331733704,0.21446265280246735,0.22317801415920258,0.2521068751811981,0.186949223279953
have,0.33455711603164673,0.40389683842658997,0.11602497845888138,0.3683631420135498,0.3541618287563324,0.4711785912513733,0.36843645572662354,0.18089832365512848,0.3802283704280853,0.3670085072517395,0.3541618287563324,0.39808809757232666,0.6353569626808167,0.6493861675262451,0.3751225769519806,0.4544740617275238,0.26246321201324463,0.26327401399612427,0.36843645572662354,0.4134884178638458,0.29654043912887573,0.3802283704280853,0.3659670352935791,0.32991164922714233
been,0.33535414934158325,0.3563927710056305,0.12443198263645172,0.29583504796028137,0.34873589873313904,0.3424558639526367,0.3515113592147827,0.12116348743438721,0.31685134768486023,0.2888971269130707,0.34873589873313904,0.2567804455757141,0.6162750124931335,0.9999998807907104,0.40807995200157166,0.34945759177207947,0.15444014966487885,0.17387618124485016,0.3515113592147827,0.28938400745391846,0.23347420990467072,0.31685134768486023,0.3667145073413849,0.24354910850524902
written,0.1216239258646965,0.2582438886165619,0.13973069190979004,0.18358589708805084,0.2737409770488739,0.26158156991004944,0.20878943800926208,0.060065533965826035,0.20874574780464172,0.1398632824420929,0.2737409770488739,0.25412634015083313,0.20841866731643677,0.23291315138339996,0.32244130969047546,0.18544813990592957,0.164867103099823,0.13834194839000702,0.20878943800926208,0.17591114342212677,0.156992569565773,0.20874574780464172,0.20809157192707062,0.21451954543590546
that,0.3715449869632721,0.5473989248275757,0.13932350277900696,0.4416671693325043,0.4137537479400635,0.4731321930885315,0.435920387506485,0.23331132531166077,0.41498205065727234,0.3769989609718323,0.4137537479400635,0.6297725439071655,0.41272613406181335,0.4152003228664398,0.40027952194213867,0.5436353087425232,0.3038421869277954,0.2931564450263977,0.435920387506485,0.46349719166755676,0.26062262058258057,0.41498205065727234,0.388528436422348,0.32716336846351624
solve,0.1667550951242447,0.16557666659355164,0.10555524379014969,0.5774925351142883,0.24415066838264465,0.2412077933549881,0.14587397873401642,0.09111978858709335,0.15426263213157654,0.27701106667518616,0.24415066838264465,0.3072938323020935,0.16629943251609802,0.20246390998363495,0.3174006938934326,0.2640334367752075,0.22848965227603912,0.533598780632019,0.14587397873401642,0.23601458966732025,0.15414001047611237,0.15426263213157654,0.27471593022346497,0.27457404136657715
the,0.3172689974308014,1.0,0.2685182988643646,0.24928659200668335,0.4933079481124878,0.5171257257461548,0.6662389636039734,0.25610461831092834,0.733189046382904,0.30928099155426025,0.4933079481124878,0.42745697498321533,0.4177538752555847,0.3563927710056305,0.26575928926467896,0.535392165184021,0.31343501806259155,0.16011716425418854,0.6662389636039734,0.24396859109401703,0.27702534198760986,0.733189046382904,0.43061500787734985,0.22068053483963013
problem,0.23725038766860962,0.24928659200668335,0.11703397333621979,1.0,0.23938199877738953,0.24328261613845825,0.16969570517539978,0.126443549990654,0.20464475452899933,0.42249947786331177,0.23938199877738953,0.42183366417884827,0.19944548606872559,0.29583504796028137,0.39600834250450134,0.2502208352088928,0.24631661176681519,0.4920737147331238,0.16969570517539978,0.3974698781967163,0.2519032955169678,0.20464475452899933,0.3373833894729614,0.3762950301170349
