,which,doctors,were,highlighted,on,the,first,audio,releases,on,cd,?
the,0.6521818041801453,0.24499839544296265,0.3906462490558624,0.23636004328727722,0.5107308030128479,1.0,0.49448907375335693,0.19614098966121674,0.3003343343734741,0.5107308030128479,0.1441466212272644,0.22068053483963013
earliest,0.32621052861213684,0.12375791370868683,0.2926452159881592,0.14078356325626373,0.15331754088401794,0.32825469970703125,0.4127090871334076,0.10229645669460297,0.12960083782672882,0.15331754088401794,0.13577327132225037,0.139415442943573
of,0.5011631846427917,0.18925178050994873,0.34038281440734863,0.2558400630950928,0.3966929316520691,0.733189046382904,0.3536086082458496,0.17128776013851166,0.23871108889579773,0.3966929316520691,0.13952325284481049,0.1826142966747284
these,0.5959210991859436,0.37810060381889343,0.587685227394104,0.2252175360918045,0.32800400257110596,0.49086877703666687,0.27486658096313477,0.17403151094913483,0.27872005105018616,0.32800400257110596,0.1770312637090683,0.2571668326854706
featured,0.30209124088287354,0.12192442268133163,0.26517489552497864,0.22289541363716125,0.38461124897003174,0.28660184144973755,0.2963907718658447,0.3058112561702728,0.3052804172039032,0.38461124897003174,0.2895716428756714,0.2944096624851227
the,0.6521818041801453,0.24499839544296265,0.3906462490558624,0.23636004328727722,0.5107308030128479,1.0,0.49448907375335693,0.19614098966121674,0.3003343343734741,0.5107308030128479,0.1441466212272644,0.22068053483963013
fifth,0.27710679173469543,0.11773231625556946,0.20638084411621094,0.09114585071802139,0.24611768126487732,0.39293691515922546,0.48564594984054565,0.0928591638803482,0.12688788771629333,0.24611768126487732,0.1307273954153061,0.13128890097141266
",",0.3658004403114319,0.18616431951522827,0.36755475401878357,0.2374861091375351,0.49057599902153015,0.4933079481124878,0.34503069519996643,0.19032666087150574,0.24796335399150848,0.49057599902153015,0.19353729486465454,0.31091248989105225
sixth,0.20210029184818268,0.11492262035608292,0.17073222994804382,0.10035091638565063,0.22900158166885376,0.36289259791374207,0.4692617356777191,0.09052916616201401,0.12858670949935913,0.22900158166885376,0.15256182849407196,0.11620894819498062
and,0.506277859210968,0.22853690385818481,0.42175528407096863,0.24579724669456482,0.4077630043029785,0.5171257257461548,0.3167642652988434,0.2052582949399948,0.2689659297466278,0.4077630043029785,0.1553187072277069,0.20544172823429108
seventh,0.22439445555210114,0.11512383073568344,0.2016667276620865,0.11914699524641037,0.2443731427192688,0.36732497811317444,0.43826836347579956,0.11977642774581909,0.12048918753862381,0.2443731427192688,0.14320838451385498,0.10981480032205582
doctors,0.21964778006076813,1.0,0.2462945580482483,0.08544016629457474,0.1926962286233902,0.24499839544296265,0.16617467999458313,0.1659821718931198,0.15002453327178955,0.1926962286233902,0.14574943482875824,0.19305896759033203
",",0.3658004403114319,0.18616431951522827,0.36755475401878357,0.2374861091375351,0.49057599902153015,0.4933079481124878,0.34503069519996643,0.19032666087150574,0.24796335399150848,0.49057599902153015,0.19353729486465454,0.31091248989105225
with,0.46403205394744873,0.21453820168972015,0.3179011940956116,0.26210641860961914,0.40749499201774597,0.4223487675189972,0.2691199779510498,0.17515313625335693,0.2502237856388092,0.40749499201774597,0.13181674480438232,0.2433311939239502
paul,0.15805208683013916,0.16228224337100983,0.17724290490150452,0.0611654631793499,0.1803305596113205,0.19191958010196686,0.17816093564033508,0.17416463792324066,0.16090096533298492,0.1803305596113205,0.13099358975887299,0.16611461341381073
mcgann,0.193717360496521,0.2598719894886017,0.17745403945446014,0.11259634792804718,0.26314982771873474,0.2965668737888336,0.255826860666275,0.15089982748031616,0.2217225432395935,0.26314982771873474,0.21015740931034088,0.22053363919258118
's,0.03856118768453598,0.001345996162854135,0.007088581565767527,0.039921898394823074,0.0026888418942689896,-0.01540423184633255,-0.014458609744906425,0.05480474233627319,-0.12868660688400269,0.0026888418942689896,0.02449776604771614,-0.023395681753754616
eight,0.35704001784324646,0.13359896838665009,0.34618258476257324,0.2180066704750061,0.3176155984401703,0.34254369139671326,0.35473009943962097,0.06592044234275818,0.13980863988399506,0.3176155984401703,0.07215145975351334,0.11634626984596252
doctor,0.19030126929283142,0.6945362687110901,0.11412792652845383,0.046600162982940674,0.1636410653591156,0.2820442318916321,0.27244147658348083,0.20159323513507843,0.12960651516914368,0.1636410653591156,0.15725518763065338,0.1462511420249939
joining,0.2478163093328476,0.13286304473876953,0.19026407599449158,0.21162669360637665,0.29309558868408203,0.3364273011684418,0.17952308058738708,0.16710026562213898,0.15170548856258392,0.29309558868408203,0.05866517126560211,0.08669368922710419
the,0.6521818041801453,0.24499839544296265,0.3906462490558624,0.23636004328727722,0.5107308030128479,1.0,0.49448907375335693,0.19614098966121674,0.3003343343734741,0.5107308030128479,0.1441466212272644,0.22068053483963013
line,0.2508549988269806,0.06854019314050674,0.16909393668174744,0.23585058748722076,0.2094266265630722,0.29789501428604126,0.21545767784118652,0.1770828366279602,0.10025019198656082,0.2094266265630722,0.17485424876213074,0.16271452605724335
in,0.4840516746044159,0.1817551702260971,0.3815755248069763,0.24030619859695435,0.46853652596473694,0.6662389636039734,0.4127444326877594,0.12252579629421234,0.2132599651813507,0.46853652596473694,0.14562681317329407,0.20430970191955566
2001,-0.08616556972265244,0.064507395029068,-0.18997378647327423,-0.09753449261188507,-0.08765829354524612,-0.07246288657188416,-0.03030492551624775,0.06876596063375473,0.05228385701775551,-0.08765829354524612,0.07921817153692245,-0.08740651607513428
.,0.45942068099975586,0.1993139684200287,0.3378238379955292,0.22583380341529846,0.49257001280784607,0.5934505462646484,0.4345304071903229,0.16724947094917297,0.2653260827064514,0.49257001280784607,0.21611766517162323,0.4130953550338745
