,what,do,some,sources,say,nikola,'s,brother,died,from,?
on,0.34226128458976746,0.3025321364402771,0.31474894285202026,0.29381874203681946,0.2754344344139099,0.117329902946949,0.0026888418942689896,0.10389428585767746,0.2450883537530899,0.36926645040512085,0.2714994251728058
17,0.1129629984498024,0.15895594656467438,0.0898759737610817,0.2530784606933594,0.11374105513095856,0.04149719700217247,-0.00850291270762682,0.09462358057498932,0.11400546133518219,0.05440361425280571,0.17603135108947754
april,0.21502700448036194,0.1649840921163559,0.13034164905548096,0.13754865527153015,0.1878223568201065,0.19366641342639923,-0.05799118056893349,0.24612164497375488,0.4375264644622803,0.19089484214782715,0.25704094767570496
1879,-0.07866717875003815,-0.09469834715127945,-0.16292768716812134,-0.06721296906471252,-0.03619756922125816,0.023908918723464012,-0.04066148400306702,0.0038680732250213623,0.010978356935083866,-0.06339474022388458,0.057432834059000015
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.3490506112575531,0.35129812359809875,0.22096014022827148,-0.0016132977325469255,0.25189656019210815,0.36026471853256226,0.39760664105415344,0.31091248989105225
milutin,0.15894187986850739,0.13835951685905457,0.27572259306907654,0.23864227533340454,0.1948590725660324,0.5361761450767517,0.037752315402030945,0.1439259648323059,0.2120995968580246,0.12282849848270416,0.15096595883369446
tesla,0.23221199214458466,0.13880622386932373,0.17697323858737946,0.09786935150623322,0.14495143294334412,0.5656248331069946,0.06449045985937119,0.07598419487476349,0.04018354043364525,0.10324860364198685,0.10250775516033173
died,0.11138711869716644,0.11475469172000885,0.13330216705799103,0.13311049342155457,0.1767750233411789,0.16570645570755005,-0.023391123861074448,0.31305599212646484,0.9999998807907104,0.2637850046157837,0.15254227817058563
at,0.2838611304759979,0.1511090099811554,0.25582021474838257,0.21317902207374573,0.24579253792762756,0.13508516550064087,-0.08481216430664062,0.14674127101898193,0.27932441234588623,0.3447161316871643,0.21978627145290375
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.27209216356277466,0.3200206458568573,0.1146918535232544,-0.01540423184633255,0.1885300725698471,0.18710990250110626,0.40150508284568787,0.22068053483963013
age,0.1895245760679245,0.14775970578193665,0.15738306939601898,0.14746303856372833,0.20734935998916626,0.1660434901714325,0.004176773596554995,0.23317262530326843,0.481362909078598,0.2786767780780792,0.16859300434589386
of,0.33290785551071167,0.26150479912757874,0.4300730526447296,0.20696839690208435,0.30290520191192627,0.15320609509944916,-0.03817026689648628,0.18226121366024017,0.25637882947921753,0.4249346852302551,0.1826142966747284
60,0.07328611612319946,-0.03852665424346924,0.0008761592907831073,0.04664091393351555,-0.016480613499879837,-0.018883230164647102,-0.11939319223165512,-0.009428558871150017,-0.033329930156469345,-0.08257101476192474,0.06999651342630386
after,0.21973377466201782,0.20534609258174896,0.2708302140235901,0.1845235526561737,0.26476210355758667,0.11651885509490967,-0.055672239512205124,0.2880479395389557,0.333185076713562,0.4051513373851776,0.16608688235282898
contracting,0.2756916880607605,0.275473028421402,0.29600486159324646,0.1469571888446808,0.16444489359855652,0.09905342012643814,-0.09267999976873398,0.15653765201568604,0.19626416265964508,0.21064738929271698,0.1360260248184204
an,0.2821882665157318,0.25865980982780457,0.2864145338535309,0.23446166515350342,0.2514885663986206,0.15442216396331787,0.025255560874938965,0.056148942559957504,0.17960475385189056,0.20876385271549225,0.19793890416622162
unspecified,0.2660098373889923,0.21668848395347595,0.2734781503677368,0.22421272099018097,0.3041195571422577,0.1506989598274231,-0.01767968386411667,0.11447755247354507,0.16621287167072296,0.18311147391796112,0.21719498932361603
illness,0.16011852025985718,0.14756204187870026,0.18433499336242676,0.1383812427520752,0.18155895173549652,0.17210707068443298,0.014191416092216969,0.1729855090379715,0.5648521780967712,0.23426546156406403,0.13208319246768951
(,0.2411840260028839,0.24216170608997345,0.2279975414276123,0.27034464478492737,0.23915322124958038,0.24323949217796326,0.0012731997994706035,0.16559599339962006,0.18834897875785828,0.25806233286857605,0.40561532974243164
although,0.24844598770141602,0.23230431973934174,0.4071548581123352,0.2678915858268738,0.3290368914604187,0.05690958723425865,0.06846998631954193,0.13574384152889252,0.18781907856464386,0.22925063967704773,0.15541206300258636
some,0.4491020441055298,0.4725562036037445,0.9999999403953552,0.3633502721786499,0.4367883801460266,0.1646253764629364,0.056411296129226685,0.13047908246517181,0.13330216705799103,0.35210713744163513,0.2562315762042999
sources,0.30212491750717163,0.26546207070350647,0.3633502721786499,1.0,0.30821192264556885,0.083079032599926,-0.006692466326057911,0.11840105801820755,0.13311049342155457,0.27031445503234863,0.2886999845504761
say,0.5386801958084106,0.47272729873657227,0.4367883801460266,0.30821192264556885,1.0,0.0747530460357666,0.02346254698932171,0.13841064274311066,0.1767750233411789,0.2877751290798187,0.4357808530330658
that,0.6297725439071655,0.44533252716064453,0.6049469113349915,0.3673103451728821,0.5852095484733582,0.11647897213697433,0.04397977516055107,0.20234043896198273,0.12470279633998871,0.3477667272090912,0.32716336846351624
he,0.3114890456199646,0.19599148631095886,0.2902601659297943,0.17721334099769592,0.2822306752204895,0.19192713499069214,0.024063590914011,0.3574063777923584,0.39118778705596924,0.3314535319805145,0.2089974731206894
died,0.11138711869716644,0.11475469172000885,0.13330216705799103,0.13311049342155457,0.1767750233411789,0.16570645570755005,-0.023391123861074448,0.31305599212646484,0.9999998807907104,0.2637850046157837,0.15254227817058563
of,0.33290785551071167,0.26150479912757874,0.4300730526447296,0.20696839690208435,0.30290520191192627,0.15320609509944916,-0.03817026689648628,0.18226121366024017,0.25637882947921753,0.4249346852302551,0.1826142966747284
a,0.3320399522781372,0.26237669587135315,0.34539633989334106,0.16673140227794647,0.3464781641960144,0.19119060039520264,0.04866964742541313,0.21524782478809357,0.19795529544353485,0.322764128446579,0.23916715383529663
stroke,0.14717313647270203,0.1139243096113205,0.1353423297405243,0.1583937555551529,0.10326546430587769,0.13629290461540222,-0.01522374153137207,0.17363525927066803,0.561343789100647,0.26900944113731384,0.12954586744308472
),0.26259949803352356,0.24460165202617645,0.2398642599582672,0.27196794748306274,0.23793987929821014,0.24754275381565094,0.021107977256178856,0.1733214259147644,0.2021750956773758,0.2672361731529236,0.42300865054130554
.,0.3567904531955719,0.3613996207714081,0.40663889050483704,0.25805729627609253,0.33481550216674805,0.16399122774600983,-0.003708066651597619,0.19498419761657715,0.24093139171600342,0.41536515951156616,0.4130953550338745
