,what,well-known,archeologist,believed,the,amazon,did,n't,have,many,inhabitants,?
archeologist,0.21000009775161743,0.31365323066711426,1.0,0.23144058883190155,0.210653156042099,0.12172019481658936,0.1341371387243271,0.2816453278064728,0.13096490502357483,0.18240191042423248,0.2525135576725006,0.16521774232387543
betty,0.1754712015390396,0.25226640701293945,0.16161680221557617,0.0879039391875267,0.15101419389247894,0.03930913284420967,0.1766495704650879,0.148622065782547,0.17593155801296234,0.1702413260936737,0.06503529101610184,0.13832208514213562
meggers,0.20166534185409546,0.3158547580242157,0.2570358216762543,0.2514042854309082,0.2656703293323517,0.1924430876970291,0.2187914103269577,0.16077901422977448,0.3012389838695526,0.33934831619262695,0.1604180783033371,0.20317037403583527
was,0.22111038863658905,0.4204922318458557,0.3232048749923706,0.3758357763290405,0.48711544275283813,0.14616160094738007,0.41399896144866943,0.06924254447221756,0.2863433063030243,0.260356068611145,0.2085801661014557,0.18412111699581146
a,0.3320399522781372,0.2836623787879944,0.20688343048095703,0.2603382170200348,0.5829201340675354,0.1865728348493576,0.2552328109741211,0.013574101030826569,0.338716596364975,0.2872205972671509,0.2153775542974472,0.23916715383529663
prominent,0.11211586743593216,0.392183780670166,0.2926049828529358,0.2319207340478897,0.30881059169769287,0.13690361380577087,0.11901605874300003,0.1568221002817154,0.23165357112884521,0.31172341108322144,0.1982162594795227,0.12940338253974915
proponent,0.22260582447052002,0.26523229479789734,0.23775064945220947,0.31886789202690125,0.2463405430316925,0.08247791230678558,0.18810777366161346,0.12028959393501282,0.1814604103565216,0.1600818783044815,0.17595070600509644,0.19390621781349182
of,0.33290785551071167,0.3684920072555542,0.1672690212726593,0.2945859134197235,0.733189046382904,0.20143137872219086,0.2513895630836487,-0.021397603675723076,0.3802283704280853,0.37253960967063904,0.26628780364990234,0.1826142966747284
this,0.5489566326141357,0.2757122218608856,0.13874153792858124,0.37208282947540283,0.6274310946464539,0.15259569883346558,0.3609912693500519,-0.11459717154502869,0.4660032093524933,0.43532639741897583,0.15379942953586578,0.3155723512172699
idea,0.44512778520584106,0.16091059148311615,0.17256416380405426,0.44193151593208313,0.2839161455631256,0.13118991255760193,0.3689729869365692,-0.07617110759019852,0.3518146574497223,0.33048930764198303,0.11904489994049072,0.2952161729335785
",",0.3087472915649414,0.4223858118057251,0.28620287775993347,0.2386300414800644,0.4933079481124878,0.2214922308921814,0.3015086054801941,0.11016341298818588,0.3541618287563324,0.40610817074775696,0.2508344054222107,0.31091248989105225
as,0.31749409437179565,0.4769817590713501,0.19006963074207306,0.21480624377727509,0.48381632566452026,0.1877562403678894,0.3596470057964325,-0.08284513652324677,0.37788212299346924,0.4070141911506653,0.18672418594360352,0.27043893933296204
described,0.22590412199497223,0.29953286051750183,0.27414852380752563,0.38715168833732605,0.2878154516220093,0.18942902982234955,0.23657096922397614,0.10616769641637802,0.2610739469528198,0.2943393588066101,0.15481963753700256,0.1374269425868988
in,0.30808621644973755,0.3692159652709961,0.24827907979488373,0.2605416774749756,0.6662389636039734,0.12227833271026611,0.2593238651752472,-0.0012929976219311357,0.36843645572662354,0.41474202275276184,0.29904377460479736,0.20430970191955566
her,0.2733216881752014,0.3119625449180603,0.21275781095027924,0.2592911124229431,0.354963481426239,0.20009556412696838,0.3056010603904724,0.10008347034454346,0.24358119070529938,0.27226385474205017,0.13071145117282867,0.20310723781585693
book,0.2872225046157837,0.22295692563056946,0.25419485569000244,0.22557316720485687,0.2652374505996704,0.30601218342781067,0.17269964516162872,0.14569255709648132,0.18436074256896973,0.2048235684633255,0.13995873928070068,0.20572158694267273
amazonia,0.1666174829006195,0.17915087938308716,0.18016040325164795,0.1483026146888733,0.27672475576400757,0.7831899523735046,0.11858575791120529,0.0035159047693014145,0.23172205686569214,0.23286588490009308,0.30077505111694336,0.15856796503067017
:,-0.12022944539785385,-0.11654160916805267,0.045719798654317856,-0.11893386393785477,-0.03403344005346298,-0.12260514497756958,-0.05305134505033493,0.10720322281122208,-0.10825085639953613,-0.10786184668540955,0.04957464337348938,-0.07156077772378922
man,0.21916821599006653,0.2060156762599945,0.25333482027053833,0.18417659401893616,0.23171134293079376,0.20862756669521332,0.2355959564447403,0.0187606792896986,0.20909172296524048,0.21835292875766754,0.12988652288913727,0.2528940737247467
and,0.31309178471565247,0.4119621515274048,0.17729510366916656,0.280531644821167,0.5171257257461548,0.23464977741241455,0.34479495882987976,-0.0602874718606472,0.4711785912513733,0.5296266674995422,0.2182229906320572,0.20544172823429108
culture,0.22475376725196838,0.1777486503124237,0.2762933075428009,0.19008813798427582,0.27157285809516907,0.19349196553230286,0.09147893637418747,0.18009355664253235,0.2635425329208374,0.30384519696235657,0.27197083830833435,0.13093146681785583
in,0.30808621644973755,0.3692159652709961,0.24827907979488373,0.2605416774749756,0.6662389636039734,0.12227833271026611,0.2593238651752472,-0.0012929976219311357,0.36843645572662354,0.41474202275276184,0.29904377460479736,0.20430970191955566
a,0.3320399522781372,0.2836623787879944,0.20688343048095703,0.2603382170200348,0.5829201340675354,0.1865728348493576,0.2552328109741211,0.013574101030826569,0.338716596364975,0.2872205972671509,0.2153775542974472,0.23916715383529663
counterfeit,0.1901802271604538,0.19582177698612213,0.08856087177991867,0.22642365097999573,0.2676233947277069,0.17082272469997406,0.26605498790740967,-0.09671497344970703,0.269596666097641,0.2685233950614929,0.11678926646709442,0.09599736332893372
paradise,0.18497860431671143,0.2948949933052063,0.1648939549922943,0.1911102831363678,0.20165380835533142,0.18222296237945557,0.1099943071603775,0.0058863842859864235,0.1859814077615738,0.18878786265850067,0.20612666010856628,0.16137857735157013
.,0.3567904531955719,0.3882472515106201,0.21578626334667206,0.26106974482536316,0.5934505462646484,0.262887567281723,0.35288307070732117,0.01884327083826065,0.41614407300949097,0.3974229395389557,0.210379958152771,0.4130953550338745
