,dendritic,cells,present,antigens,to,what,cells,of,the,adaptive,nervous,system,?
dendritic,1.0000001192092896,0.5787720084190369,0.17358647286891937,0.566642701625824,0.22846071422100067,0.21291865408420563,0.5787720084190369,0.21598482131958008,0.22784094512462616,0.4448270797729492,0.4446769952774048,0.3510870039463043,0.16278338432312012
cells,0.5787720084190369,1.0,0.16163404285907745,0.5661771297454834,0.26320719718933105,0.1758001297712326,1.0,0.21305565536022186,0.19095487892627716,0.3719173073768616,0.4194115698337555,0.29856014251708984,0.1898086667060852
serve,0.14521126449108124,0.1802915334701538,0.17208504676818848,0.21489547193050385,0.3411368131637573,0.23061832785606384,0.1802915334701538,0.2656401991844177,0.2749462425708771,0.21833392977714539,0.1552419811487198,0.20054765045642853,0.19925682246685028
as,0.17491385340690613,0.2328435331583023,0.20965726673603058,0.20490676164627075,0.42092081904411316,0.31749409437179565,0.2328435331583023,0.3886612355709076,0.48381632566452026,0.22404366731643677,0.1937667727470398,0.1973835676908493,0.27043893933296204
a,0.2477213591337204,0.2297232300043106,0.14277903735637665,0.27554184198379517,0.45503583550453186,0.3320399522781372,0.2297232300043106,0.5052502155303955,0.5829201340675354,0.24145695567131042,0.1671859174966812,0.2589043080806732,0.23916715383529663
link,0.2076362520456314,0.15479561686515808,0.17692217230796814,0.21572330594062805,0.27267101407051086,0.23192204535007477,0.15479561686515808,0.1763116717338562,0.23401211202144623,0.19330443441867828,0.1347241997718811,0.14378832280635834,0.280567467212677
between,0.09862741827964783,0.14604967832565308,0.11493237316608429,0.18045157194137573,0.3639189600944519,0.2462156116962433,0.14604967832565308,0.3737983703613281,0.39067012071609497,0.17286092042922974,0.15217532217502594,0.1696578860282898,0.12887074053287506
the,0.22784094512462616,0.19095487892627716,0.2829846143722534,0.2716159522533417,0.535392165184021,0.42745697498321533,0.19095487892627716,0.733189046382904,1.0,0.25968632102012634,0.21792787313461304,0.3233085572719574,0.22068053483963013
bodily,0.33496731519699097,0.33434563875198364,0.0859413892030716,0.4121333360671997,0.27440983057022095,0.2776431441307068,0.33434563875198364,0.25546330213546753,0.2718631625175476,0.3910153806209564,0.3765017092227936,0.22170378267765045,0.22123983502388
tissues,0.5565957427024841,0.6814829707145691,0.16325968503952026,0.5350910425186157,0.24510963261127472,0.22605282068252563,0.6814829707145691,0.22565603256225586,0.25059279799461365,0.3837848901748657,0.49740004539489746,0.28325286507606506,0.17531797289848328
and,0.18868239223957062,0.24033623933792114,0.2790124714374542,0.23637235164642334,0.48971283435821533,0.31309178471565247,0.24033623933792114,0.5116966962814331,0.5171257257461548,0.16619820892810822,0.25562524795532227,0.231138214468956,0.20544172823429108
the,0.22784094512462616,0.19095487892627716,0.2829846143722534,0.2716159522533417,0.535392165184021,0.42745697498321533,0.19095487892627716,0.733189046382904,1.0,0.25968632102012634,0.21792787313461304,0.3233085572719574,0.22068053483963013
innate,0.5549088716506958,0.5340849757194519,0.13427861034870148,0.5335570573806763,0.21057011187076569,0.2683543860912323,0.5340849757194519,0.255485475063324,0.2196919023990631,0.526890218257904,0.5158970355987549,0.3689802289009094,0.16386382281780243
and,0.18868239223957062,0.24033623933792114,0.2790124714374542,0.23637235164642334,0.48971283435821533,0.31309178471565247,0.24033623933792114,0.5116966962814331,0.5171257257461548,0.16619820892810822,0.25562524795532227,0.231138214468956,0.20544172823429108
adaptive,0.4448270797729492,0.3719173073768616,0.24427762627601624,0.467586487531662,0.23363445699214935,0.22806508839130402,0.3719173073768616,0.18422213196754456,0.25968632102012634,1.0000001192092896,0.31334078311920166,0.31361085176467896,0.12147218734025955
immune,0.518836498260498,0.5300963521003723,0.16421018540859222,0.6192981004714966,0.2541976273059845,0.2410416603088379,0.5300963521003723,0.16620753705501556,0.21364226937294006,0.4945787191390991,0.4702838659286499,0.3962631821632385,0.16080476343631744
systems,0.33691978454589844,0.28396281599998474,0.09596480429172516,0.26715677976608276,0.2514978349208832,0.1871482878923416,0.28396281599998474,0.277031809091568,0.28089964389801025,0.3265707790851593,0.3591827154159546,0.7890681028366089,0.1575973927974701
",",0.18923504650592804,0.20582014322280884,0.267320841550827,0.21942685544490814,0.44245919585227966,0.3087472915649414,0.20582014322280884,0.4946078956127167,0.4933079481124878,0.1528570055961609,0.17746691405773163,0.18439900875091553,0.31091248989105225
as,0.17491385340690613,0.2328435331583023,0.20965726673603058,0.20490676164627075,0.42092081904411316,0.31749409437179565,0.2328435331583023,0.3886612355709076,0.48381632566452026,0.22404366731643677,0.1937667727470398,0.1973835676908493,0.27043893933296204
they,0.3056130111217499,0.3539968729019165,0.23448726534843445,0.3252784311771393,0.5452046394348145,0.4431931674480438,0.3539968729019165,0.3426007330417633,0.49925389885902405,0.31178799271583557,0.31027403473854065,0.24734781682491302,0.2753053903579712
present,0.17358647286891937,0.16163404285907745,1.0000001192092896,0.19557178020477295,0.2453051209449768,0.30940163135528564,0.16163404285907745,0.3116828501224518,0.2829846143722534,0.24427762627601624,0.09076344221830368,0.10247059911489487,0.21759982407093048
antigens,0.566642701625824,0.5661771297454834,0.19557178020477295,0.9999999403953552,0.2549254596233368,0.1918221414089203,0.5661771297454834,0.2752571105957031,0.2716159522533417,0.467586487531662,0.3475571870803833,0.24312779307365417,0.21072189509868622
to,0.22846071422100067,0.26320719718933105,0.2453051209449768,0.2549254596233368,1.0,0.455847829580307,0.26320719718933105,0.41548454761505127,0.535392165184021,0.23363445699214935,0.22736304998397827,0.26662686467170715,0.29463258385658264
t,0.1951114535331726,0.25527921319007874,0.11763213574886322,0.25939205288887024,0.30417174100875854,0.37454068660736084,0.25527921319007874,0.14617829024791718,0.2083338052034378,0.1490013301372528,0.21951371431350708,0.15903478860855103,0.4954066574573517
cells,0.5787720084190369,1.0,0.16163404285907745,0.5661771297454834,0.26320719718933105,0.1758001297712326,1.0,0.21305565536022186,0.19095487892627716,0.3719173073768616,0.4194115698337555,0.29856014251708984,0.1898086667060852
",",0.18923504650592804,0.20582014322280884,0.267320841550827,0.21942685544490814,0.44245919585227966,0.3087472915649414,0.20582014322280884,0.4946078956127167,0.4933079481124878,0.1528570055961609,0.17746691405773163,0.18439900875091553,0.31091248989105225
one,0.16408546268939972,0.19492670893669128,0.23905925452709198,0.2404845654964447,0.4025384783744812,0.376489520072937,0.19492670893669128,0.4999135136604309,0.5514441132545471,0.1897055208683014,0.17692765593528748,0.2139107882976532,0.2673267424106598
of,0.21598482131958008,0.21305565536022186,0.3116828501224518,0.2752571105957031,0.41548454761505127,0.33290785551071167,0.21305565536022186,1.0,0.733189046382904,0.18422213196754456,0.2129761427640915,0.25597915053367615,0.1826142966747284
the,0.22784094512462616,0.19095487892627716,0.2829846143722534,0.2716159522533417,0.535392165184021,0.42745697498321533,0.19095487892627716,0.733189046382904,1.0,0.25968632102012634,0.21792787313461304,0.3233085572719574,0.22068053483963013
key,0.2629546523094177,0.2051321566104889,0.17642433941364288,0.24650003015995026,0.25827717781066895,0.2270265817642212,0.2051321566104889,0.24036972224712372,0.2260027974843979,0.2924972474575043,0.18922221660614014,0.2088916152715683,0.18782930076122284
cell,0.48950979113578796,0.7729857563972473,0.10574173182249069,0.46047890186309814,0.19730474054813385,0.19222842156887054,0.7729857563972473,0.18332023918628693,0.15822452306747437,0.306709885597229,0.30329084396362305,0.19477003812789917,0.2058541625738144
types,0.318510502576828,0.30914390087127686,0.11691485345363617,0.2775444984436035,0.20054484903812408,0.25706279277801514,0.30914390087127686,0.2447618544101715,0.23509301245212555,0.24636167287826538,0.18784905970096588,0.2489754855632782,0.1285012811422348
of,0.21598482131958008,0.21305565536022186,0.3116828501224518,0.2752571105957031,0.41548454761505127,0.33290785551071167,0.21305565536022186,1.0,0.733189046382904,0.18422213196754456,0.2129761427640915,0.25597915053367615,0.1826142966747284
the,0.22784094512462616,0.19095487892627716,0.2829846143722534,0.2716159522533417,0.535392165184021,0.42745697498321533,0.19095487892627716,0.733189046382904,1.0,0.25968632102012634,0.21792787313461304,0.3233085572719574,0.22068053483963013
adaptive,0.4448270797729492,0.3719173073768616,0.24427762627601624,0.467586487531662,0.23363445699214935,0.22806508839130402,0.3719173073768616,0.18422213196754456,0.25968632102012634,1.0000001192092896,0.31334078311920166,0.31361085176467896,0.12147218734025955
immune,0.518836498260498,0.5300963521003723,0.16421018540859222,0.6192981004714966,0.2541976273059845,0.2410416603088379,0.5300963521003723,0.16620753705501556,0.21364226937294006,0.4945787191390991,0.4702838659286499,0.3962631821632385,0.16080476343631744
