,what,is,the,smallest,geographical,region,discussed,?
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.313583105802536,0.2866438031196594,0.2717832922935486,0.16468285024166107,0.15103481709957123
counties,0.18263769149780273,0.19452480971813202,0.23370873928070068,0.21996240317821503,0.34640151262283325,0.2988993227481842,0.15849579870700836,0.09521792083978653
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3851827085018158,0.3368765115737915,0.2852717339992523,0.23115433752536774,0.1826142966747284
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.082478366792202,0.16810278594493866,0.17227911949157715,0.1266910284757614,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.08860399574041367,0.16560478508472443,0.14054590463638306,0.14737707376480103,0.16139166057109833
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24800097942352295,0.2952534854412079,0.2119160145521164,0.28613337874412537,0.31091248989105225
orange,0.18341036140918732,0.20677390694618225,0.20814983546733856,0.14680710434913635,0.11568591743707657,0.12391214072704315,0.08644230663776398,0.1066059097647667
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24800097942352295,0.2952534854412079,0.2119160145521164,0.28613337874412537,0.31091248989105225
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.19899988174438477,0.1835768222808838,0.13148866593837738,0.10499424487352371,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.1516115516424179,0.14943845570087433,0.09232752025127411,0.1414216160774231,0.11438121646642685
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24800097942352295,0.2952534854412079,0.2119160145521164,0.28613337874412537,0.31091248989105225
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.19899988174438477,0.1835768222808838,0.13148866593837738,0.10499424487352371,0.10952327400445938
bernardino,0.09213948994874954,0.2006608545780182,0.2722903788089752,0.2685222625732422,0.21445582807064056,0.2884957790374756,0.16721653938293457,0.11443846672773361
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24800097942352295,0.2952534854412079,0.2119160145521164,0.28613337874412537,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21763697266578674,0.2914482355117798,0.2372262328863144,0.22636206448078156,0.20544172823429108
riverside,0.1112799271941185,0.19612395763397217,0.27102717757225037,0.18989361822605133,0.23607636988162994,0.21512220799922943,0.18122372031211853,0.10042606294155121
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.3424769937992096,0.21363763511180878,0.20011243224143982,0.23270727694034576,0.24591213464736938
the,0.42745697498321533,0.5823672413825989,1.0,0.37486547231674194,0.3164447844028473,0.35020557045936584,0.277193546295166,0.22068053483963013
five,0.18688078224658966,0.22980348765850067,0.41977158188819885,0.29856863617897034,0.11665218323469162,0.1772739738225937,0.2056359499692917,0.18342848122119904
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.3176862597465515,0.21567516028881073,0.19658514857292175,0.24967433512210846,0.2107497900724411
populous,0.18190032243728638,0.3188974857330322,0.3307441174983978,0.40338125824928284,0.35067060589790344,0.36136654019355774,0.20629917085170746,0.1949436515569687
