,who,slipped,on,the,levi,'s,stadium,turf,in,week,6,of,the,2015,nfl,season,?
concerns,0.2097475528717041,0.24860335886478424,0.217582106590271,0.23063859343528748,0.12381898611783981,-0.06240003928542137,0.11287197470664978,0.19878342747688293,0.17420464754104614,0.3318279981613159,0.060243502259254456,0.18160763382911682,0.23063859343528748,-0.09599220752716064,0.10729093849658966,0.14182303845882416,0.3555730879306793
were,0.3188014328479767,0.24860425293445587,0.2774328887462616,0.3906462490558624,0.19408033788204193,0.007088581565767527,0.15496990084648132,0.1600910872220993,0.3815755248069763,0.19920413196086884,0.023150073364377022,0.34038281440734863,0.3906462490558624,0.08154720813035965,0.12345176935195923,0.20231115818023682,0.17890112102031708
raised,0.17848792672157288,0.20287039875984192,0.23071928322315216,0.2089216411113739,0.17695719003677368,-0.08130557090044022,0.1773478239774704,0.14163967967033386,0.27927297353744507,0.1945217102766037,0.0750509724020958,0.21491092443466187,0.2089216411113739,0.07944989949464798,0.121205173432827,0.10007676482200623,0.1332261711359024
over,0.316001296043396,0.30599716305732727,0.39810362458229065,0.39856547117233276,0.0642046108841896,0.016215575858950615,0.18113315105438232,0.22982017695903778,0.3605569899082184,0.3267020881175995,0.06787171214818954,0.36136594414711,0.39856547117233276,0.10066346824169159,0.13208413124084473,0.16469134390354156,0.25742942094802856
whether,0.3777885138988495,0.21552243828773499,0.2535785734653473,0.3211745023727417,0.13261659443378448,0.03314889967441559,0.11717334389686584,0.20878511667251587,0.24645471572875977,0.1580413430929184,0.09793637692928314,0.24392437934875488,0.3211745023727417,-0.040200576186180115,0.0920647531747818,0.0899706706404686,0.3150278329849243
levi,0.2192063331604004,0.05652797594666481,0.1284046620130539,0.15661084651947021,0.9999999403953552,0.0004511454317253083,0.16388165950775146,0.1276061236858368,0.13398480415344238,0.13201266527175903,0.0590386725962162,0.14476609230041504,0.15661084651947021,0.11664821952581406,0.12570512294769287,0.09874927997589111,0.09252339601516724
's,0.05599616840481758,-0.004698554519563913,0.0026888418942689896,-0.01540423184633255,0.0004511454317253083,0.9999999403953552,0.06718146800994873,0.07264405488967896,-0.037580832839012146,-0.04274718090891838,0.06298240274190903,-0.03817026689648628,-0.01540423184633255,0.023902352899312973,0.01630374602973461,0.06624794006347656,-0.023395681753754616
stadium,0.1875128448009491,0.08277887850999832,0.16608425974845886,0.21145665645599365,0.16388165950775146,0.06718146800994873,1.0,0.3282683491706848,0.21361783146858215,0.17579275369644165,0.0643739253282547,0.17126937210559845,0.21145665645599365,0.08520212769508362,0.28547149896621704,0.20871607959270477,0.07579939067363739
's,0.05599616840481758,-0.004698554519563913,0.0026888418942689896,-0.01540423184633255,0.0004511454317253083,0.9999999403953552,0.06718146800994873,0.07264405488967896,-0.037580832839012146,-0.04274718090891838,0.06298240274190903,-0.03817026689648628,-0.01540423184633255,0.023902352899312973,0.01630374602973461,0.06624794006347656,-0.023395681753754616
field,0.18098586797714233,0.10927041620016098,0.192391499876976,0.2105809599161148,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.22418086230754852,0.20553018152713776,0.14238427579402924,0.004532482009381056,0.20410659909248352,0.2105809599161148,0.015691040083765984,0.1883016675710678,0.16996100544929504,0.11279727518558502
was,0.3318818509578705,0.2182289958000183,0.3909217119216919,0.48711544275283813,0.22001278400421143,0.008974763564765453,0.20318599045276642,0.15670937299728394,0.45514053106307983,0.24251437187194824,0.021614471450448036,0.4069072902202606,0.48711544275283813,0.14799827337265015,0.20145657658576965,0.24797968566417694,0.18412111699581146
of,0.2827862501144409,0.2101750522851944,0.3966929316520691,0.733189046382904,0.14476609230041504,-0.03817026689648628,0.17126937210559845,0.2042369246482849,0.5696388483047485,0.17998629808425903,0.055943556129932404,1.0,0.733189046382904,0.21138253808021545,0.1524115800857544,0.1598338931798935,0.1826142966747284
a,0.36608949303627014,0.21910974383354187,0.3848365545272827,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.2702938914299011,0.539380669593811,0.20796456933021545,0.023897485807538033,0.5052502155303955,0.5829201340675354,-0.008371892385184765,0.1210956797003746,0.1855505406856537,0.23916715383529663
high,0.14553065598011017,0.2041618674993515,0.20843200385570526,0.28034812211990356,0.08605117350816727,-0.04658069461584091,0.15461035072803497,0.24437108635902405,0.2652597725391388,0.1627466231584549,0.1006205826997757,0.2803038954734802,0.28034812211990356,0.021319834515452385,0.1685030162334442,0.16179358959197998,0.11137914657592773
enough,0.29920142889022827,0.29312431812286377,0.29185956716537476,0.304282009601593,0.1443893313407898,-0.07335468381643295,0.09274795651435852,0.1914173662662506,0.24705477058887482,0.2999168038368225,0.0552937351167202,0.21740707755088806,0.304282009601593,-0.11407655477523804,0.13684223592281342,0.20474873483181,0.3526461720466614
quality,0.1722307652235031,0.19321784377098083,0.23953481018543243,0.21949779987335205,0.12847104668617249,0.03701535984873772,0.14504903554916382,0.30773311853408813,0.18835508823394775,0.23948191106319427,0.04897444695234299,0.24742498993873596,0.21949779987335205,-0.15312880277633667,0.1446697860956192,0.1642981767654419,0.23524069786071777
to,0.42656609416007996,0.2530755400657654,0.41031414270401,0.535392165184021,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.22923210263252258,0.45010748505592346,0.27498435974121094,0.14752747118473053,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.1526731252670288,0.22382742166519165,0.29463258385658264
host,0.1455991417169571,0.06038268283009529,0.1900089532136917,0.26909032464027405,0.12580302357673645,-0.04823359102010727,0.24011856317520142,0.18523931503295898,0.21661671996116638,0.20362098515033722,0.04728206619620323,0.1709926575422287,0.26909032464027405,-0.022260228171944618,0.22719800472259521,0.19389194250106812,0.1021634042263031
a,0.36608949303627014,0.21910974383354187,0.3848365545272827,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.2702938914299011,0.539380669593811,0.20796456933021545,0.023897485807538033,0.5052502155303955,0.5829201340675354,-0.008371892385184765,0.1210956797003746,0.1855505406856537,0.23916715383529663
super,0.1819351613521576,0.16237980127334595,0.1569211632013321,0.21959073841571808,0.08340612053871155,0.09726737439632416,0.1715150624513626,0.2351023554801941,0.18576006591320038,0.18053525686264038,0.011308081448078156,0.14718765020370483,0.21959073841571808,0.04363032057881355,0.319060355424881,0.2755677402019501,0.166326642036438
bowl,0.09189514070749283,0.17300523817539215,0.1334993690252304,0.21576224267482758,0.1602962166070938,-0.02838491089642048,0.25985562801361084,0.264580100774765,0.17236235737800598,0.2576042413711548,-0.011608794331550598,0.2243070751428604,0.21576224267482758,0.0710686594247818,0.48354101181030273,0.3117852509021759,0.21118052303791046
;,0.007937713526189327,0.013832900673151016,-0.017878999933600426,0.09152708947658539,-0.014587413519620895,0.006909397430717945,0.06735169887542725,-0.09007593989372253,0.092739537358284,-0.0553596168756485,-0.0382646806538105,0.054534342139959335,0.09152708947658539,-0.0065506836399436,-0.0018241426441818476,0.05342886224389076,0.10349778085947037
during,0.30551859736442566,0.2224019467830658,0.3347817361354828,0.4838213622570038,0.07856635004281998,0.011294117197394371,0.11316139996051788,0.11135489493608475,0.4627237319946289,0.3375038504600525,-0.0028753727674484253,0.3869180977344513,0.4838213622570038,0.12330828607082367,0.1421450674533844,0.30325618386268616,0.1325719803571701
the,0.3733934462070465,0.27748873829841614,0.5107308030128479,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.18297892808914185,0.6662389636039734,0.28402599692344666,0.041227471083402634,0.733189046382904,1.0,0.1466771513223648,0.15305201709270477,0.2507155239582062,0.22068053483963013
inaugural,0.17312461137771606,0.2082546204328537,0.24577933549880981,0.2678447663784027,0.16849297285079956,-0.019868766888976097,0.2559598386287689,0.1846214085817337,0.19557854533195496,0.26050707697868347,-0.05006251484155655,0.2616688311100006,0.2678447663784027,0.10561569780111313,0.2792995572090149,0.27581191062927246,0.16871942579746246
season,0.13809308409690857,0.19621115922927856,0.2107619047164917,0.2507155239582062,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.2273017019033432,0.2184021919965744,0.3706488311290741,-0.08658227324485779,0.1598338931798935,0.2507155239582062,-0.03830436244606972,0.3929455280303955,1.0,0.16793298721313477
",",0.3365725874900818,0.19522641599178314,0.49057599902153015,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.21927887201309204,0.5201468467712402,0.3187089264392853,0.05098571628332138,0.4946078956127167,0.4933079481124878,0.06568983197212219,0.18939071893692017,0.2232367992401123,0.31091248989105225
the,0.3733934462070465,0.27748873829841614,0.5107308030128479,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.18297892808914185,0.6662389636039734,0.28402599692344666,0.041227471083402634,0.733189046382904,1.0,0.1466771513223648,0.15305201709270477,0.2507155239582062,0.22068053483963013
field,0.18098586797714233,0.10927041620016098,0.192391499876976,0.2105809599161148,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.22418086230754852,0.20553018152713776,0.14238427579402924,0.004532482009381056,0.20410659909248352,0.2105809599161148,0.015691040083765984,0.1883016675710678,0.16996100544929504,0.11279727518558502
had,0.36173108220100403,0.29981279373168945,0.36692994832992554,0.3875846862792969,0.24291031062602997,-0.004401352722197771,0.1497623771429062,0.0948357805609703,0.385026752948761,0.2735011875629425,0.0407237634062767,0.37755560874938965,0.3875846862792969,0.0605347566306591,0.17032240331172943,0.1978970468044281,0.20728366076946259
to,0.42656609416007996,0.2530755400657654,0.41031414270401,0.535392165184021,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.22923210263252258,0.45010748505592346,0.27498435974121094,0.14752747118473053,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.1526731252670288,0.22382742166519165,0.29463258385658264
be,0.3371641933917999,0.29965436458587646,0.37900757789611816,0.4248143136501312,0.12446195632219315,0.025217169895768166,0.1513574868440628,0.2580720782279968,0.3481820821762085,0.2755018472671509,0.11394984275102615,0.33904364705085754,0.4248143136501312,-0.05046864226460457,0.12418080866336823,0.181123748421669,0.3324260413646698
re-sodded,0.1621108204126358,0.3808934688568115,0.3380858898162842,0.32192739844322205,0.14817176759243011,-0.029789293184876442,0.1386032998561859,0.22948704659938812,0.2551881670951843,0.3198177218437195,-0.0040495069697499275,0.23041507601737976,0.32192739844322205,-0.04315301030874252,0.20311874151229858,0.28893327713012695,0.2500745952129364
multiple,0.18654736876487732,0.12404102832078934,0.2717284858226776,0.20022359490394592,0.04573646932840347,-0.002423811238259077,0.03324197232723236,0.09638140350580215,0.18657618761062622,0.22937512397766113,0.036847811192274094,0.20745883882045746,0.20022359490394592,-0.06998635083436966,0.1360493153333664,0.11361122131347656,0.1591399908065796
times,0.24510560929775238,0.21242105960845947,0.21426425874233246,0.29093852639198303,0.11801004409790039,-0.048017483204603195,0.12687304615974426,0.14380288124084473,0.2427823841571808,0.29019415378570557,0.010776959359645844,0.24352745711803436,0.29093852639198303,0.04008905217051506,0.1256874054670334,0.1839992105960846,0.18880689144134521
due,0.1198829784989357,0.24830470979213715,0.3553527891635895,0.22577603161334991,0.12446139007806778,0.03925589844584465,0.16195087134838104,0.24671418964862823,0.2516716718673706,0.21707338094711304,0.10786759108304977,0.2533245384693146,0.22577603161334991,-0.0008425026899203658,0.11444740742444992,0.1704137921333313,0.10954997688531876
to,0.42656609416007996,0.2530755400657654,0.41031414270401,0.535392165184021,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.22923210263252258,0.45010748505592346,0.27498435974121094,0.14752747118473053,0.41548454761505127,0.535392165184021,-0.0031493064016103745,0.1526731252670288,0.22382742166519165,0.29463258385658264
various,0.21537287533283234,0.13518169522285461,0.2678913474082947,0.3235042691230774,0.09583251923322678,0.0089445561170578,0.0882943794131279,0.23841027915477753,0.266343355178833,0.14554141461849213,0.046875569969415665,0.3196488320827484,0.3235042691230774,0.03432761877775192,0.08706800639629364,0.1328590363264084,0.12823495268821716
