,along,with,one,veteran,",",what,other,two,types,of,crew,could,be,included,in,lieu,of,veterans,after,the,successful,landings,of,apollo,11,and,12,?
the,0.39495137333869934,0.4223487675189972,0.5514441132545471,0.2511998414993286,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.43858039379119873,0.23509301245212555,0.733189046382904,0.25329816341400146,0.35393214225769043,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.23246367275714874,0.733189046382904,0.3290243446826935,0.4565047025680542,1.0,0.31354787945747375,0.26410871744155884,0.733189046382904,0.2169172167778015,-0.0219515822827816,0.5171257257461548,0.28907760977745056,0.22068053483963013
success,0.17559149861335754,0.22418677806854248,0.2700398564338684,0.10412812232971191,0.2008737027645111,0.22873179614543915,0.1485988050699234,0.22035646438598633,0.10121989250183105,0.20485365390777588,0.14950717985630035,0.23384490609169006,0.1929192990064621,0.2013596147298813,0.3020555078983307,0.12278634309768677,0.20485365390777588,0.10647730529308319,0.28040629625320435,0.2764457166194916,0.6487343907356262,0.18863841891288757,0.20485365390777588,0.14671353995800018,0.053062330931425095,0.2493283897638321,0.046272117644548416,0.1216118186712265
of,0.34889817237854004,0.41827285289764404,0.4999135136604309,0.22665295004844666,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.37726253271102905,0.2447618544101715,1.0,0.20427432656288147,0.29043012857437134,0.33904364705085754,0.4391688108444214,0.5696388483047485,0.21171687543392181,1.0,0.30576401948928833,0.3867455720901489,0.733189046382904,0.2304827868938446,0.2141752690076828,1.0,0.1786269098520279,-0.022359032183885574,0.5116966962814331,0.2886716425418854,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,0.5514441132545471,0.2511998414993286,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.43858039379119873,0.23509301245212555,0.733189046382904,0.25329816341400146,0.35393214225769043,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.23246367275714874,0.733189046382904,0.3290243446826935,0.4565047025680542,1.0,0.31354787945747375,0.26410871744155884,0.733189046382904,0.2169172167778015,-0.0219515822827816,0.5171257257461548,0.28907760977745056,0.22068053483963013
first,0.23936891555786133,0.2691199779510498,0.4552372097969055,0.20627540349960327,0.34503069519996643,0.28086137771606445,0.23885147273540497,0.3794230818748474,0.15740042924880981,0.3536086082458496,0.22136586904525757,0.3076034188270569,0.29818081855773926,0.23475037515163422,0.4127444326877594,0.09864682704210281,0.3536086082458496,0.1960645467042923,0.42302387952804565,0.49448907375335693,0.3973231315612793,0.24364052712917328,0.3536086082458496,0.21067003905773163,0.010843289084732533,0.3167642652988434,0.08027823269367218,0.18701928853988647
two,0.3377816379070282,0.4333336651325226,0.6288198232650757,0.12319233268499374,0.35859420895576477,0.23363454639911652,0.46609029173851013,1.0000001192092896,0.33505547046661377,0.37726253271102905,0.16089965403079987,0.3010946810245514,0.28515341877937317,0.3174475133419037,0.36463531851768494,0.14078378677368164,0.37726253271102905,0.15621690452098846,0.3276641070842743,0.43858039379119873,0.2576676607131958,0.17772027850151062,0.37726253271102905,0.10775979608297348,-0.034478042274713516,0.4671151638031006,0.13613325357437134,0.19645625352859497
landings,0.1660856455564499,0.18177013099193573,0.16995923221111298,0.1802833378314972,0.2337561845779419,0.16291393339633942,0.16658951342105865,0.17772027850151062,0.11804068088531494,0.2141752690076828,0.38116592168807983,0.20870564877986908,0.1682816445827484,0.16168665885925293,0.23684507608413696,0.12022034823894501,0.2141752690076828,0.19858300685882568,0.23240190744400024,0.26410871744155884,0.23300571739673615,1.0,0.2141752690076828,0.3129429221153259,0.02165018394589424,0.22284801304340363,0.07552722841501236,0.09511345624923706
allowed,0.19856326282024384,0.2694357633590698,0.32053226232528687,0.13077275454998016,0.2785535454750061,0.2693612575531006,0.3482781648635864,0.2672445476055145,0.19146494567394257,0.2699741721153259,0.18847894668579102,0.5727928876876831,0.33143940567970276,0.27406224608421326,0.23683252930641174,0.1846950650215149,0.2699741721153259,0.20637093484401703,0.3053606152534485,0.2985120713710785,0.2080843299627304,0.20832353830337524,0.2699741721153259,0.14915886521339417,-0.033333759754896164,0.30774351954460144,0.18478482961654663,0.2309964895248413
the,0.39495137333869934,0.4223487675189972,0.5514441132545471,0.2511998414993286,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.43858039379119873,0.23509301245212555,0.733189046382904,0.25329816341400146,0.35393214225769043,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.23246367275714874,0.733189046382904,0.3290243446826935,0.4565047025680542,1.0,0.31354787945747375,0.26410871744155884,0.733189046382904,0.2169172167778015,-0.0219515822827816,0.5171257257461548,0.28907760977745056,0.22068053483963013
remaining,0.24766314029693604,0.2814246416091919,0.41976359486579895,0.17504280805587769,0.2946331799030304,0.21802754700183868,0.35664722323417664,0.3923018276691437,0.13882477581501007,0.3693024218082428,0.2854821979999542,0.35439997911453247,0.28566622734069824,0.25757214426994324,0.3161192238330841,0.19706150889396667,0.3693024218082428,0.2413330078125,0.3413199186325073,0.45105910301208496,0.1969275176525116,0.26706168055534363,0.3693024218082428,0.1146380603313446,-0.013245396316051483,0.34621065855026245,0.11460750550031662,0.16961920261383057
missions,0.21036021411418915,0.21365633606910706,0.17064131796360016,0.21601654589176178,0.2626538574695587,0.21898438036441803,0.2844262719154358,0.22956597805023193,0.17465922236442566,0.2598918080329895,0.34387633204460144,0.2732973098754883,0.16492660343647003,0.22206297516822815,0.2733149528503418,0.17649345099925995,0.2598918080329895,0.2478221207857132,0.20420046150684357,0.26288601756095886,0.21019022166728973,0.3803475797176361,0.2598918080329895,0.3512161374092102,0.021206656470894814,0.2856438457965851,-0.005036570131778717,0.21422071754932404
to,0.2976071536540985,0.4239959120750427,0.4025384783744812,0.15511025488376617,0.44245919585227966,0.455847829580307,0.4193183183670044,0.3343428373336792,0.20054484903812408,0.41548454761505127,0.21819929778575897,0.5461788773536682,0.4972836375236511,0.2322428971529007,0.45010748505592346,0.20244576036930084,0.41548454761505127,0.23743145167827606,0.37890323996543884,0.535392165184021,0.2317596971988678,0.28488174080848694,0.41548454761505127,0.23190522193908691,0.010993496514856815,0.48971283435821533,0.22845682501792908,0.29463258385658264
be,0.21169698238372803,0.36101722717285156,0.4154875874519348,0.16704563796520233,0.39254459738731384,0.3929833769798279,0.4629868268966675,0.28515341877937317,0.31168943643569946,0.33904364705085754,0.11320306360721588,0.4791525900363922,1.0,0.24444355070590973,0.3481820821762085,0.26512572169303894,0.33904364705085754,0.191515251994133,0.32360681891441345,0.4248143136501312,0.19048015773296356,0.1682816445827484,0.33904364705085754,0.1851431280374527,0.005425449460744858,0.41766801476478577,0.25551822781562805,0.3324260413646698
crewed,0.1724209040403366,0.31130558252334595,0.24079076945781708,0.24941037595272064,0.3845939040184021,0.32765331864356995,0.2783385217189789,0.2125074416399002,0.20150065422058105,0.25385722517967224,0.48828789591789246,0.30962178111076355,0.26808008551597595,0.2494295984506607,0.23441162705421448,0.21450939774513245,0.25385722517967224,0.1982763260602951,0.21039670705795288,0.28787609934806824,0.20326536893844604,0.27887141704559326,0.25385722517967224,0.2537943720817566,-0.0067222584038972855,0.317692369222641,0.18492792546749115,0.39268675446510315
with,0.47997185587882996,0.9999999403953552,0.3855307400226593,0.19804871082305908,0.4120737314224243,0.2464839518070221,0.44086363911628723,0.4333336651325226,0.2505682706832886,0.41827285289764404,0.18058010935783386,0.32055896520614624,0.36101722717285156,0.329644113779068,0.4080928862094879,0.15922321379184723,0.41827285289764404,0.20061428844928741,0.33843478560447693,0.4223487675189972,0.23784777522087097,0.18177013099193573,0.41827285289764404,0.1249200850725174,-0.04597003385424614,0.5477725267410278,0.2247770130634308,0.2433311939239502
