,how,many,receptors,on,a,helper,t,cell,must,be,bound,to,a,mhc,:,antigen,complex,in,order,for,the,cell,to,be,activated,?
helper,0.3091903030872345,0.1919516921043396,0.24323177337646484,0.17732854187488556,0.29617732763290405,1.0,0.21132126450538635,0.33088141679763794,0.26548540592193604,0.21990518271923065,0.13559077680110931,0.3275086283683777,0.29617732763290405,0.28902992606163025,-0.05832279101014137,0.29177308082580566,0.17619459331035614,0.21462301909923553,0.2604050636291504,0.21616888046264648,0.22471751272678375,0.33088141679763794,0.3275086283683777,0.21990518271923065,0.2958405613899231,0.2250194549560547
t,0.3184654712677002,0.24967147409915924,0.23740226030349731,0.24407607316970825,0.2456076741218567,0.21132126450538635,0.9999999403953552,0.24071010947227478,0.2831951379776001,0.3249613642692566,0.10913686454296112,0.30417174100875854,0.2456076741218567,0.2424878627061844,-0.062014348804950714,0.21886467933654785,0.17782926559448242,0.1924382597208023,0.18252474069595337,0.26018503308296204,0.2083338052034378,0.24071010947227478,0.30417174100875854,0.3249613642692566,0.24296288192272186,0.4954066574573517
cells,0.24193938076496124,0.2433140128850937,0.5704531669616699,0.14727668464183807,0.2297232300043106,0.2926276922225952,0.25527921319007874,0.7729857563972473,0.270861953496933,0.2454119622707367,0.15919986367225647,0.26320719718933105,0.2297232300043106,0.5492251515388489,-0.1667492538690567,0.5299037098884583,0.2291174829006195,0.1711641103029251,0.18086756765842438,0.18419811129570007,0.19095487892627716,0.7729857563972473,0.26320719718933105,0.2454119622707367,0.4655350148677826,0.1898086667060852
have,0.4370637536048889,0.5841760635375977,0.31169894337654114,0.36494916677474976,0.338716596364975,0.18280905485153198,0.3575960099697113,0.21540969610214233,0.4243750274181366,0.5760743618011475,0.2305329442024231,0.4544740617275238,0.338716596364975,0.35094398260116577,-0.10825085639953613,0.254534512758255,0.3228512108325958,0.36843645572662354,0.2561849355697632,0.41175219416618347,0.40389683842658997,0.21540969610214233,0.4544740617275238,0.5760743618011475,0.23582816123962402,0.32991164922714233
a,0.29312583804130554,0.2872205972671509,0.22610558569431305,0.3848365545272827,1.0,0.29617732763290405,0.2456076741218567,0.21525812149047852,0.3016769587993622,0.39883795380592346,0.22161027789115906,0.45503583550453186,1.0,0.3490493595600128,-0.0007584693375974894,0.28274863958358765,0.26552852988243103,0.539380669593811,0.24138490855693817,0.44038116931915283,0.5829201340675354,0.21525812149047852,0.45503583550453186,0.39883795380592346,0.2128758579492569,0.23916715383529663
weaker,0.2550826370716095,0.25032153725624084,0.21866001188755035,0.1769738793373108,0.24074357748031616,0.1822264939546585,0.193294957280159,0.2034827023744583,0.19590358436107635,0.2881472110748291,0.16035351157188416,0.31558558344841003,0.24074357748031616,0.34291794896125793,-0.028494395315647125,0.21242961287498474,0.1839459389448166,0.23014454543590546,0.13123944401741028,0.16285336017608643,0.26991716027259827,0.2034827023744583,0.31558558344841003,0.2881472110748291,0.18542522192001343,0.05926477909088135
association,0.19297276437282562,0.20353254675865173,0.15466947853565216,0.12186131626367569,0.22860166430473328,0.08332409709692001,0.09409456700086594,0.049467943608760834,0.13431674242019653,0.12827831506729126,0.15885548293590546,0.19401024281978607,0.22860166430473328,0.21555104851722717,0.10960237681865692,0.153998464345932,0.15383365750312805,0.23660005629062653,0.10704979300498962,0.2684359848499298,0.26550325751304626,0.049467943608760834,0.19401024281978607,0.12827831506729126,0.07281108945608139,0.1542656421661377
with,0.3525622487068176,0.35744401812553406,0.22561310231685638,0.40749499201774597,0.3783375024795532,0.2476605325937271,0.1978532373905182,0.21242906153202057,0.28391414880752563,0.36101722717285156,0.23389144241809845,0.4239959120750427,0.3783375024795532,0.26297271251678467,0.039687950164079666,0.20990845561027527,0.20446904003620148,0.4080928862094879,0.16471563279628754,0.39140474796295166,0.4223487675189972,0.21242906153202057,0.4239959120750427,0.36101722717285156,0.2098797857761383,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.2622849941253662,0.5107308030128479,0.5829201340675354,0.22471751272678375,0.2083338052034378,0.15822452306747437,0.2713140547275543,0.4248143136501312,0.27465125918388367,0.535392165184021,0.5829201340675354,0.32005053758621216,-0.03403344005346298,0.2583788335323334,0.25326284766197205,0.6662389636039734,0.3284194767475128,0.4739971458911896,1.0,0.15822452306747437,0.535392165184021,0.4248143136501312,0.2966001629829407,0.22068053483963013
mhc,0.32121390104293823,0.2624749541282654,0.6138448119163513,0.21456308662891388,0.3490493595600128,0.28902992606163025,0.2424878627061844,0.4599821865558624,0.278495728969574,0.28703054785728455,0.2364444136619568,0.285098671913147,0.3490493595600128,1.0000001192092896,-0.051258012652397156,0.671752393245697,0.391009658575058,0.25616973638534546,0.21730747818946838,0.2777864933013916,0.32005053758621216,0.4599821865558624,0.285098671913147,0.28703054785728455,0.487613320350647,0.21010775864124298
:,-0.11215605586767197,-0.10786184668540955,-0.09267417341470718,-0.06502202153205872,-0.0007584693375974894,-0.05832279101014137,-0.062014348804950714,-0.09334021061658859,-0.10110048204660416,-0.09417453408241272,-0.0715576782822609,-0.09243495017290115,-0.0007584693375974894,-0.051258012652397156,1.0000001192092896,-0.04084639996290207,-0.06939321011304855,0.020521078258752823,-0.057803407311439514,-0.02522280067205429,-0.03403344005346298,-0.09334021061658859,-0.09243495017290115,-0.09417453408241272,-0.13656757771968842,-0.07156077772378922
antigen,0.24842894077301025,0.18416176736354828,0.5666560530662537,0.18474063277244568,0.28274863958358765,0.29177308082580566,0.21886467933654785,0.46533098816871643,0.25372079014778137,0.2279595285654068,0.19659467041492462,0.2139984518289566,0.28274863958358765,0.671752393245697,-0.04084639996290207,1.0,0.2451605647802353,0.19772455096244812,0.19928190112113953,0.21700651943683624,0.2583788335323334,0.46533098816871643,0.2139984518289566,0.2279595285654068,0.46483302116394043,0.19160577654838562
complex,0.30056968331336975,0.33979249000549316,0.27153661847114563,0.19742736220359802,0.26552852988243103,0.17619459331035614,0.17782926559448242,0.1880919188261032,0.14183498919010162,0.3090525269508362,0.19630107283592224,0.2934706509113312,0.26552852988243103,0.391009658575058,-0.06939321011304855,0.2451605647802353,0.9999998807907104,0.26918336749076843,0.17093226313591003,0.24154409766197205,0.25326284766197205,0.1880919188261032,0.2934706509113312,0.3090525269508362,0.18712913990020752,0.17752902209758759
than,0.29763275384902954,0.39069414138793945,0.14960531890392303,0.2864885926246643,0.3126874566078186,0.12839899957180023,0.23516477644443512,0.16953794658184052,0.2465018779039383,0.46516597270965576,0.21246160566806793,0.3192550539970398,0.3126874566078186,0.2604648172855377,-0.11965936422348022,0.13720938563346863,0.25296974182128906,0.3270052373409271,0.18704485893249512,0.30793827772140503,0.3227543234825134,0.16953794658184052,0.3192550539970398,0.46516597270965576,0.16396044194698334,0.24917294085025787
observed,0.2221246063709259,0.2229827344417572,0.21721455454826355,0.2414359599351883,0.15875723958015442,0.14440853893756866,0.13768121600151062,0.20228905975818634,0.1841229349374771,0.2299090176820755,0.21675164997577667,0.1710500717163086,0.15875723958015442,0.29711565375328064,-0.08679554611444473,0.2475476861000061,0.1853276789188385,0.24517615139484406,0.16331152617931366,0.1806286871433258,0.26280322670936584,0.20228905975818634,0.1710500717163086,0.2299090176820755,0.230353444814682,0.12128034234046936
for,0.3308170735836029,0.40972793102264404,0.18007515370845795,0.36199691891670227,0.44038116931915283,0.21616888046264648,0.26018503308296204,0.1766597181558609,0.31100544333457947,0.3801851272583008,0.2053815722465515,0.4451248347759247,0.44038116931915283,0.2777864933013916,-0.02522280067205429,0.21700651943683624,0.24154409766197205,0.4322226941585541,0.16561681032180786,0.9999999403953552,0.4739971458911896,0.1766597181558609,0.4451248347759247,0.3801851272583008,0.26087310910224915,0.264628142118454
