,where,was,a,beer,",",wine,and,food,festival,held,at,prior,to,the,super,bowl,?
in,0.5344807505607605,0.45514053106307983,0.539380669593811,0.26872095465660095,0.5201468467712402,0.2517578601837158,0.4954058527946472,0.21391697227954865,0.27311140298843384,0.3127288818359375,0.4374977946281433,0.24521231651306152,0.45010748505592346,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
addition,0.29059985280036926,0.2078816294670105,0.2617819607257843,0.2076158970594406,0.3040202856063843,0.17863795161247253,0.3508087992668152,0.17695637047290802,0.097348153591156,0.16432170569896698,0.2062952220439911,0.2452114224433899,0.29394859075546265,0.32955414056777954,0.11136776208877563,0.1572340577840805,0.19187232851982117
",",0.3149496018886566,0.45456063747406006,0.427140474319458,0.22427807748317719,1.0000001192092896,0.2325778752565384,0.6633074283599854,0.2870374023914337,0.25094273686408997,0.2880980372428894,0.38314947485923767,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
there,0.5016061663627625,0.24909798800945282,0.4214206337928772,0.1715843677520752,0.4587128460407257,0.23522134125232697,0.4242868423461914,0.22105255722999573,0.1472439467906952,0.26702648401260376,0.37649083137512207,0.20268426835536957,0.40669289231300354,0.47025805711746216,0.1183716282248497,0.13301785290241241,0.29405656456947327
are,0.32389864325523376,0.3076191842556,0.265255331993103,0.17563919723033905,0.4062570035457611,0.20295749604701996,0.48576638102531433,0.26481935381889343,0.12147516757249832,0.18270234763622284,0.2074895054101944,0.11994346976280212,0.3504326641559601,0.40399202704429626,0.14630910754203796,0.139107808470726,0.24591213464736938
$,0.14413857460021973,0.23838669061660767,0.22939236462116241,0.15791857242584229,0.21166811883449554,0.11605041474103928,0.20277954638004303,0.17326374351978302,0.15801919996738434,0.09212309867143631,0.19577117264270782,0.13308215141296387,0.22282108664512634,0.23367542028427124,0.14851532876491547,0.24415016174316406,0.2786129117012024
2,-0.060391753911972046,-0.013097384944558144,-0.05323360115289688,0.004608700051903725,-0.08638399094343185,-0.016444001346826553,-0.0926629975438118,-0.06878574937582016,0.05173471197485924,-0.007922939956188202,0.043934281915426254,0.06018533930182457,-0.0836251974105835,-0.019434669986367226,-0.08190077543258667,-0.05451776087284088,0.001977203879505396
million,0.16446907818317413,0.24203833937644958,0.1811940222978592,0.11308573931455612,0.24451690912246704,0.14004462957382202,0.22906863689422607,0.156113862991333,0.18373943865299225,0.13986122608184814,0.189541757106781,0.0838349238038063,0.22033339738845825,0.277012437582016,0.15958677232265472,0.18768401443958282,0.23092924058437347
worth,0.12101782858371735,0.20631952583789825,0.2423963099718094,0.16708804666996002,0.3277861177921295,0.14872165024280548,0.1913575679063797,0.1482936143875122,0.17387734353542328,0.09522043913602829,0.2638126313686371,0.21441905200481415,0.26954442262649536,0.2137632668018341,0.14139170944690704,0.19887389242649078,0.3282513916492462
of,0.38066378235816956,0.4069072902202606,0.5052502155303955,0.2224036455154419,0.4946078956127167,0.2704099118709564,0.5116966962814331,0.2602803111076355,0.17007394134998322,0.28960686922073364,0.42558613419532776,0.3183474540710449,0.41548454761505127,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
other,0.3730994164943695,0.14651623368263245,0.2806335389614105,0.17011697590351105,0.4446498453617096,0.22381789982318878,0.5504306554794312,0.2845616638660431,0.10427691787481308,0.19326095283031464,0.24329762160778046,0.11397721618413925,0.4193183183670044,0.44152235984802246,0.15647977590560913,0.12835361063480377,0.24682199954986572
ancillary,0.2680308222770691,0.22525140643119812,0.3040136992931366,0.176631897687912,0.2732248902320862,0.26181933283805847,0.22659829258918762,0.24965070188045502,0.16910064220428467,0.20331615209579468,0.16735300421714783,0.15006914734840393,0.284792423248291,0.28395962715148926,0.1493634283542633,0.1616138219833374,0.24259690940380096
events,0.24275709688663483,0.19392384588718414,0.21595865488052368,0.13858258724212646,0.16838376224040985,0.069048210978508,0.2040661722421646,0.158624067902565,0.238645538687706,0.34972846508026123,0.25329744815826416,0.2815471291542053,0.22643153369426727,0.3102840185165405,0.19044578075408936,0.18151256442070007,0.09835197776556015
",",0.3149496018886566,0.45456063747406006,0.427140474319458,0.22427807748317719,1.0000001192092896,0.2325778752565384,0.6633074283599854,0.2870374023914337,0.25094273686408997,0.2880980372428894,0.38314947485923767,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
including,0.33177727460861206,0.21884717047214508,0.21045410633087158,0.11703988909721375,0.4127510190010071,0.18763834238052368,0.5144438743591309,0.15949852764606476,0.18756158649921417,0.2145828902721405,0.2641666531562805,0.1765093356370926,0.24006329476833344,0.3738902807235718,0.20355892181396484,0.1517006903886795,0.1633303165435791
a,0.40997210144996643,0.4508470594882965,1.0,0.23359490931034088,0.427140474319458,0.21467308700084686,0.3739250600337982,0.24320901930332184,0.16281212866306305,0.22326228022575378,0.3095070421695709,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
week-long,0.32080262899398804,0.30538347363471985,0.2933846414089203,0.236422598361969,0.4005611538887024,0.2354942411184311,0.37675920128822327,0.28928783535957336,0.31598523259162903,0.32776471972465515,0.37647518515586853,0.2702801525592804,0.3517678678035736,0.38099297881126404,0.22447513043880463,0.29759231209754944,0.32830461859703064
event,0.2952560484409332,0.28341150283813477,0.2635729908943176,0.17094796895980835,0.22701776027679443,0.10353028029203415,0.17869816720485687,0.10873312503099442,0.3299560546875,0.45807647705078125,0.3039053678512573,0.24824324250221252,0.2585321366786957,0.2960145175457001,0.20683135092258453,0.22903870046138763,0.16076280176639557
at,0.4402937591075897,0.36707764863967896,0.3095070421695709,0.18449972569942474,0.38314947485923767,0.16963565349578857,0.3571503460407257,0.13962680101394653,0.26036307215690613,0.3822793960571289,1.0,0.27693063020706177,0.36524343490600586,0.457212895154953,0.11449114978313446,0.2709662914276123,0.21978627145290375
the,0.5003893971443176,0.48711544275283813,0.5829201340675354,0.2230251431465149,0.4933079481124878,0.2768833041191101,0.5171257257461548,0.3025728166103363,0.20982226729393005,0.32185450196266174,0.457212895154953,0.33782097697257996,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
santa,0.18257969617843628,0.21287554502487183,0.1996532380580902,0.06233799457550049,0.25609585642814636,0.19684018194675446,0.1827874481678009,0.1583629846572876,0.08622674643993378,0.07573947310447693,0.22988058626651764,0.1587390899658203,0.17084521055221558,0.23511074483394623,0.13846853375434875,0.1749918907880783,0.17321589589118958
clara,0.1621541678905487,0.20408111810684204,0.1763215810060501,0.14762970805168152,0.25817182660102844,0.14324890077114105,0.19340574741363525,0.14923195540905,0.12853772938251495,0.078465536236763,0.19180597364902496,0.13618645071983337,0.21193093061447144,0.2410326898097992,0.14021645486354828,0.06447336077690125,0.11961202323436737
convention,0.22388729453086853,0.21512652933597565,0.2370390146970749,0.19789043068885803,0.2018413096666336,0.04777751863002777,0.225796639919281,0.15813599526882172,0.2390211969614029,0.2670374810695648,0.22405797243118286,0.17921532690525055,0.2850709557533264,0.2588678300380707,0.11018379032611847,0.03179355338215828,0.1647067815065384
center,0.2405661791563034,0.19517986476421356,0.2640431225299835,0.1631752997636795,0.1905742734670639,0.11440850049257278,0.28670641779899597,0.16246728599071503,0.11430242657661438,0.2514551877975464,0.29677248001098633,0.143507719039917,0.17764393985271454,0.29064592719078064,0.10317984968423843,0.10079877823591232,0.12538520991802216
",",0.3149496018886566,0.45456063747406006,0.427140474319458,0.22427807748317719,1.0000001192092896,0.2325778752565384,0.6633074283599854,0.2870374023914337,0.25094273686408997,0.2880980372428894,0.38314947485923767,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
a,0.40997210144996643,0.4508470594882965,1.0,0.23359490931034088,0.427140474319458,0.21467308700084686,0.3739250600337982,0.24320901930332184,0.16281212866306305,0.22326228022575378,0.3095070421695709,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
beer,0.15217091143131256,0.21676649153232574,0.23359490931034088,0.9999999403953552,0.22427807748317719,0.4972294867038727,0.20785431563854218,0.3330596089363098,0.18067586421966553,0.21739435195922852,0.18449972569942474,0.15912416577339172,0.1757139414548874,0.2230251431465149,0.027908554300665855,0.18128728866577148,0.15216413140296936
",",0.3149496018886566,0.45456063747406006,0.427140474319458,0.22427807748317719,1.0000001192092896,0.2325778752565384,0.6633074283599854,0.2870374023914337,0.25094273686408997,0.2880980372428894,0.38314947485923767,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
wine,0.18357586860656738,0.23071818053722382,0.21467308700084686,0.4972294867038727,0.2325778752565384,1.0,0.2789568305015564,0.3238765597343445,0.2171509712934494,0.18470728397369385,0.16963565349578857,0.1642473340034485,0.19043289124965668,0.2768833041191101,0.05938699096441269,0.20532585680484772,0.12747588753700256
and,0.43859338760375977,0.3740963041782379,0.3739250600337982,0.20785431563854218,0.6633074283599854,0.2789568305015564,1.0,0.31356173753738403,0.19459347426891327,0.22757986187934875,0.3571503460407257,0.2185291349887848,0.48971283435821533,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
food,0.17966847121715546,0.17583929002285004,0.24320901930332184,0.3330596089363098,0.2870374023914337,0.3238765597343445,0.31356173753738403,1.0,0.16119804978370667,0.14634312689304352,0.13962680101394653,0.14139047265052795,0.2816076874732971,0.3025728166103363,0.16003532707691193,0.24133524298667908,0.15376032888889313
festival,0.1885710209608078,0.23359684646129608,0.16281212866306305,0.18067586421966553,0.25094273686408997,0.2171509712934494,0.19459347426891327,0.16119804978370667,0.9999999403953552,0.3763343393802643,0.26036307215690613,0.03979925438761711,0.19796393811702728,0.20982226729393005,0.12157493829727173,0.14560867846012115,0.17767390608787537
at,0.4402937591075897,0.36707764863967896,0.3095070421695709,0.18449972569942474,0.38314947485923767,0.16963565349578857,0.3571503460407257,0.13962680101394653,0.26036307215690613,0.3822793960571289,1.0,0.27693063020706177,0.36524343490600586,0.457212895154953,0.11449114978313446,0.2709662914276123,0.21978627145290375
bellomy,0.2272944152355194,0.2431560456752777,0.30147138237953186,0.27286288142204285,0.3660692274570465,0.29828524589538574,0.29909929633140564,0.21336381137371063,0.14266173541545868,0.15070505440235138,0.17330215871334076,0.16401416063308716,0.23238565027713776,0.2966298758983612,0.10717953741550446,0.19338645040988922,0.2137424647808075
field,0.1689169704914093,0.15975919365882874,0.2030690312385559,0.1255195587873459,0.27645614743232727,0.033467549830675125,0.26487240195274353,0.11365757137537003,0.08988175541162491,0.133752703666687,0.190035879611969,0.23917511105537415,0.2647967040538788,0.2105809599161148,0.1592533439397812,0.15438513457775116,0.11279727518558502
at,0.4402937591075897,0.36707764863967896,0.3095070421695709,0.18449972569942474,0.38314947485923767,0.16963565349578857,0.3571503460407257,0.13962680101394653,0.26036307215690613,0.3822793960571289,1.0,0.27693063020706177,0.36524343490600586,0.457212895154953,0.11449114978313446,0.2709662914276123,0.21978627145290375
santa,0.18257969617843628,0.21287554502487183,0.1996532380580902,0.06233799457550049,0.25609585642814636,0.19684018194675446,0.1827874481678009,0.1583629846572876,0.08622674643993378,0.07573947310447693,0.22988058626651764,0.1587390899658203,0.17084521055221558,0.23511074483394623,0.13846853375434875,0.1749918907880783,0.17321589589118958
clara,0.1621541678905487,0.20408111810684204,0.1763215810060501,0.14762970805168152,0.25817182660102844,0.14324890077114105,0.19340574741363525,0.14923195540905,0.12853772938251495,0.078465536236763,0.19180597364902496,0.13618645071983337,0.21193093061447144,0.2410326898097992,0.14021645486354828,0.06447336077690125,0.11961202323436737
university,0.26550742983818054,0.290752112865448,0.20256656408309937,0.18345220386981964,0.3017033040523529,0.16253583133220673,0.2665814459323883,0.11957447230815887,0.24114494025707245,0.18579119443893433,0.30386853218078613,0.126226544380188,0.20192374289035797,0.263973206281662,0.1637851893901825,0.19439272582530975,0.11887256056070328
",",0.3149496018886566,0.45456063747406006,0.427140474319458,0.22427807748317719,1.0000001192092896,0.2325778752565384,0.6633074283599854,0.2870374023914337,0.25094273686408997,0.2880980372428894,0.38314947485923767,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.3739250600337982,0.20785431563854218,0.6633074283599854,0.2789568305015564,1.0,0.31356173753738403,0.19459347426891327,0.22757986187934875,0.3571503460407257,0.2185291349887848,0.48971283435821533,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
a,0.40997210144996643,0.4508470594882965,1.0,0.23359490931034088,0.427140474319458,0.21467308700084686,0.3739250600337982,0.24320901930332184,0.16281212866306305,0.22326228022575378,0.3095070421695709,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
pep,0.11587552726268768,0.2087046504020691,0.2618172764778137,0.2860585153102875,0.19283577799797058,0.2389136701822281,0.13999944925308228,0.13770107924938202,0.14979267120361328,0.09159417450428009,0.16012533009052277,0.15463471412658691,0.11672212183475494,0.1661938577890396,0.20630589127540588,0.25219663977622986,0.10961396992206573
rally,0.19376295804977417,0.27162840962409973,0.1852307766675949,0.15394315123558044,0.19103999435901642,0.08010448515415192,0.17180517315864563,0.06389635056257248,0.222877636551857,0.2838389575481415,0.17603710293769836,0.1497856080532074,0.17627596855163574,0.2156708985567093,0.22420664131641388,0.14737819135189056,0.14344990253448486
.,0.41390106081962585,0.40146201848983765,0.50484299659729,0.2261732965707779,0.6812511086463928,0.23560354113578796,0.588965117931366,0.27541688084602356,0.16963402926921844,0.2628571093082428,0.4549728035926819,0.2402365803718567,0.4645031690597534,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
