,what,is,an,example,of,a,pump,component,?
other,0.341873437166214,0.25895947217941284,0.1556563824415207,0.42318204045295715,0.38583824038505554,0.2806335389614105,0.21787670254707336,0.29278069734573364,0.24682199954986572
components,0.20314843952655792,0.2754068970680237,0.20566610991954803,0.29472479224205017,0.28973057866096497,0.2595725357532501,0.2543207108974457,0.8841199278831482,0.12744711339473724
are,0.29724663496017456,0.5330929756164551,0.1556541919708252,0.4108889698982239,0.39081433415412903,0.265255331993103,0.18628816306591034,0.3026091456413269,0.24591213464736938
often,0.3849453330039978,0.3856629431247711,0.18115736544132233,0.48267167806625366,0.3351972997188568,0.3930865228176117,0.19716796278953552,0.2816600799560547,0.23748154938220978
present,0.30940163135528564,0.1967432200908661,0.15929816663265228,0.13988029956817627,0.3116828501224518,0.14277903735637665,0.12573575973510742,0.20005109906196594,0.21759982407093048
;,0.10986888408660889,0.05324986204504967,-0.0424368716776371,0.04975738003849983,0.054534342139959335,-0.02122584730386734,-0.07684581726789474,0.07484038174152374,0.10349778085947037
pumps,0.1776767075061798,0.2084219604730606,0.16413287818431854,0.2867596745491028,0.1930670440196991,0.22472251951694489,0.7738035917282104,0.30498579144477844,0.17318885028362274
(,0.2411840260028839,0.35393038392066956,0.286407470703125,0.23614145815372467,0.35032153129577637,0.3206180930137634,0.124003104865551,0.20617714524269104,0.40561532974243164
such,0.23989605903625488,0.23545363545417786,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.2706976532936096,0.24992692470550537,0.2764148414134979,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.39550232887268066,0.14541757106781006,0.21902328729629517,0.27043893933296204
an,0.2821882665157318,0.4654068350791931,1.0,0.3076696991920471,0.32280945777893066,0.44552403688430786,0.1465771496295929,0.21282176673412323,0.19793890416622162
injector,0.1260526329278946,0.1818210780620575,0.16252155601978302,0.2551596462726593,0.1487707495689392,0.2803291082382202,0.33856406807899475,0.2936476767063141,0.15984784066677094
),0.26259949803352356,0.37732169032096863,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.3640355169773102,0.14205199480056763,0.20420274138450623,0.42300865054130554
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.45503583550453186,0.20793113112449646,0.24541009962558746,0.29463258385658264
supply,0.20549191534519196,0.23221483826637268,0.22502268850803375,0.23577143251895905,0.23476092517375946,0.2115103155374527,0.3807564973831177,0.2890406548976898,0.14298182725906372
water,0.17456887662410736,0.2879090905189514,0.19103862345218658,0.3021997809410095,0.2741255462169647,0.2979097068309784,0.41148945689201355,0.2002529501914978,0.14731885492801666
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.45503583550453186,0.20793113112449646,0.24541009962558746,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.21872945129871368,0.3172481954097748,0.22068053483963013
boiler,0.23551298677921295,0.14713223278522491,0.15851233899593353,0.21963706612586975,0.16447360813617706,0.2275201976299286,0.4098665118217468,0.22093546390533447,0.20881007611751556
during,0.24137552082538605,0.2240111529827118,0.21076080203056335,0.19390994310379028,0.3869180977344513,0.30341604351997375,0.1458914428949356,0.16493135690689087,0.1325719803571701
operation,0.22083862125873566,0.2013072669506073,0.20049041509628296,0.21912148594856262,0.259731262922287,0.22423553466796875,0.2672044336795807,0.3059687316417694,0.12387953698635101
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.22363486886024475,0.1739291101694107,0.31091248989105225
condensers,0.29579252004623413,0.27720725536346436,0.17665058374404907,0.2788788080215454,0.27418017387390137,0.25438225269317627,0.37420883774757385,0.3356054723262787,0.21050694584846497
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.45503583550453186,0.20793113112449646,0.24541009962558746,0.29463258385658264
recirculate,0.22875042259693146,0.2014385461807251,0.21893104910850525,0.23999346792697906,0.2591346800327301,0.25314244627952576,0.3588434159755707,0.23942285776138306,0.14944744110107422
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.21872945129871368,0.3172481954097748,0.22068053483963013
water,0.17456887662410736,0.2879090905189514,0.19103862345218658,0.3021997809410095,0.2741255462169647,0.2979097068309784,0.41148945689201355,0.2002529501914978,0.14731885492801666
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.20642828941345215,0.23001821339130402,0.20544172823429108
recover,0.21247920393943787,0.19476373493671417,0.19803939759731293,0.1838882863521576,0.21134549379348755,0.2554085850715637,0.19670696556568146,0.1794780194759369,0.1497272402048111
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.21872945129871368,0.3172481954097748,0.22068053483963013
latent,0.22573350369930267,0.25058797001838684,0.22877377271652222,0.330316960811615,0.2918458580970764,0.3109484612941742,0.33113157749176025,0.3500198721885681,0.125272735953331
heat,0.1933984011411667,0.20543494820594788,0.20739661157131195,0.20812302827835083,0.19590096175670624,0.2243129312992096,0.41151949763298035,0.24344292283058167,0.16343188285827637
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.5052502155303955,0.11486294865608215,0.30378368496894836,0.1826142966747284
vaporisation,0.36173054575920105,0.30142638087272644,0.25513383746147156,0.38343483209609985,0.27459603548049927,0.3115345239639282,0.43161705136299133,0.36950093507766724,0.3200758695602417
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.22363486886024475,0.1739291101694107,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.20642828941345215,0.23001821339130402,0.20544172823429108
superheaters,0.19040526449680328,0.24735696613788605,0.1900993436574936,0.24472707509994507,0.17640407383441925,0.2812803387641907,0.3549792468547821,0.2875123918056488,0.16920889914035797
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.45503583550453186,0.20793113112449646,0.24541009962558746,0.29463258385658264
raise,0.19120202958583832,0.21629464626312256,0.1360083669424057,0.25553184747695923,0.2562425136566162,0.25990310311317444,0.19166244566440582,0.1233486607670784,0.13340649008750916
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.21872945129871368,0.3172481954097748,0.22068053483963013
temperature,0.26338207721710205,0.2979726195335388,0.19646641612052917,0.2762574851512909,0.21649840474128723,0.2321433275938034,0.2654804587364197,0.31651514768600464,0.2011885941028595
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.5052502155303955,0.11486294865608215,0.30378368496894836,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.21872945129871368,0.3172481954097748,0.22068053483963013
steam,0.15672586858272552,0.13029660284519196,0.13589277863502502,0.22179612517356873,0.20239725708961487,0.2141898274421692,0.47990959882736206,0.2477812021970749,0.113324373960495
above,0.32341626286506653,0.3090769648551941,0.26923608779907227,0.31611138582229614,0.24890293180942535,0.21249589323997498,0.23500682413578033,0.21834270656108856,0.2521739900112152
its,0.30393704771995544,0.4447362422943115,0.28139030933380127,0.2870608866214752,0.48690423369407654,0.4424409866333008,0.1621875911951065,0.3114250600337982,0.15103481709957123
saturated,0.1989104300737381,0.2916492521762848,0.24544408917427063,0.3238210082054138,0.2375074326992035,0.2635258734226227,0.3111153542995453,0.34645435214042664,0.1959184855222702
vapour,0.2707558274269104,0.32371339201927185,0.21268729865550995,0.290487140417099,0.3029458224773407,0.29585447907447815,0.4018215537071228,0.38239631056785583,0.19151580333709717
point,0.3286605179309845,0.29601794481277466,0.20735062658786774,0.299433171749115,0.269877165555954,0.2913021743297577,0.20164799690246582,0.2607410252094269,0.19189560413360596
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.22363486886024475,0.1739291101694107,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.20642828941345215,0.23001821339130402,0.20544172823429108
various,0.26045072078704834,0.13601526618003845,0.20065057277679443,0.29422223567962646,0.3196488320827484,0.17124241590499878,0.1933841109275818,0.2525559067726135,0.12823495268821716
mechanisms,0.23776228725910187,0.17110702395439148,0.20647341012954712,0.29644086956977844,0.22534649074077606,0.19530636072158813,0.23882831633090973,0.35232648253440857,0.20209980010986328
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.45503583550453186,0.20793113112449646,0.24541009962558746,0.29463258385658264
increase,0.21153631806373596,0.18273088335990906,0.22955887019634247,0.32701289653778076,0.3156060576438904,0.24428929388523102,0.28147444128990173,0.35872018337249756,0.11119163036346436
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.21872945129871368,0.3172481954097748,0.22068053483963013
draft,0.20352119207382202,0.08928792178630829,0.1483747959136963,0.14087849855422974,0.1597527265548706,0.14911261200904846,0.17786745727062225,0.1280362904071808,0.1941390335559845
for,0.3017193675041199,0.43268078565597534,0.3236706852912903,0.45665353536605835,0.4185989499092102,0.44038116931915283,0.1653498113155365,0.23877555131912231,0.264628142118454
fireboxes,0.2785678505897522,0.19993969798088074,0.15384085476398468,0.22867709398269653,0.19559665024280548,0.321799099445343,0.3544624149799347,0.2454511672258377,0.26162189245224
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.50484299659729,0.2474096715450287,0.22988206148147583,0.4130953550338745
