,conservative,islam,classifies,muslims,who,follow,shia,interpretation,as,what,?
in,0.1964135617017746,0.16687287390232086,0.21623903512954712,0.18662098050117493,0.2792111933231354,0.24333487451076508,0.14083005487918854,0.1910129338502884,0.3887844979763031,0.30808621644973755,0.20430970191955566
its,0.15597358345985413,0.16493543982505798,0.24591216444969177,0.1648264229297638,0.1326070874929428,0.215341255068779,0.10423995554447174,0.24430249631404877,0.31874480843544006,0.30393704771995544,0.15103481709957123
harshest,0.2027706503868103,0.2776670753955841,0.24771985411643982,0.3117756247520447,0.2743852138519287,0.27519118785858154,0.291759729385376,0.2620507478713989,0.2712918519973755,0.348052054643631,0.23323340713977814
form,0.13465163111686707,0.18681597709655762,0.28119802474975586,0.16084687411785126,0.137381911277771,0.21026912331581116,0.0925712138414383,0.27583760023117065,0.24710296094417572,0.15868011116981506,0.1463010311126709
it,0.18442265689373016,0.19719752669334412,0.24968314170837402,0.22133225202560425,0.2868398427963257,0.28687411546707153,0.1328578144311905,0.2610585391521454,0.4461488723754883,0.45803478360176086,0.25732165575027466
preached,0.23937968909740448,0.41292351484298706,0.08305778354406357,0.4191657602787018,0.3087771236896515,0.2907806634902954,0.3415112793445587,0.2791281044483185,0.23112568259239197,0.2606910467147827,0.21524854004383087
that,0.17636248469352722,0.22824111580848694,0.21653594076633453,0.2854565978050232,0.45444270968437195,0.428226113319397,0.19388240575790405,0.3879343569278717,0.4735107421875,0.6297725439071655,0.32716336846351624
muslims,0.28660592436790466,0.6962552666664124,0.09065104275941849,1.0,0.2942625880241394,0.2895687222480774,0.5768539309501648,0.2683798670768738,0.201192706823349,0.26523277163505554,0.18742211163043976
should,0.2201964110136032,0.2698900103569031,0.22936522960662842,0.2891825735569,0.2982507050037384,0.3808547556400299,0.23452626168727875,0.3108133375644684,0.414644330739975,0.43830034136772156,0.4442402422428131
not,0.1699381172657013,0.2667055130004883,0.23847854137420654,0.2714956998825073,0.369414746761322,0.44183582067489624,0.16932421922683716,0.3090457618236542,0.5105602741241455,0.5449194312095642,0.41942933201789856
only,0.18328846991062164,0.21712897717952728,0.17372331023216248,0.2577560842037201,0.4202229380607605,0.33891570568084717,0.19067253172397614,0.28208789229393005,0.41781148314476013,0.41415658593177795,0.2767370045185089
``,0.05021253973245621,0.1292753964662552,0.07304345071315765,0.14383342862129211,0.02397952415049076,-0.01637686789035797,0.13114428520202637,0.04340466484427452,0.03910288214683533,0.008517155423760414,0.0685480609536171
always,0.22129671275615692,0.20438876748085022,0.12758982181549072,0.2555498778820038,0.35447362065315247,0.35564661026000977,0.12704062461853027,0.28160837292671204,0.38701626658439636,0.413568377494812,0.26136693358421326
oppose,0.28152066469192505,0.263837605714798,0.16077934205532074,0.2589857280254364,0.27536189556121826,0.28941991925239563,0.23453429341316223,0.3115539848804474,0.23896297812461853,0.3912397027015686,0.36423826217651367
'',0.004429815337061882,0.020673450082540512,0.06103934720158577,-0.018748775124549866,0.024401003494858742,0.02516418881714344,0.06286291033029556,0.07718859612941742,0.006628023460507393,0.08143015950918198,0.018684765323996544
infidels,0.17212802171707153,0.36419859528541565,0.1577347368001938,0.3817914128303528,0.2961859405040741,0.2811490297317505,0.282133013010025,0.31096941232681274,0.20259056985378265,0.2573981285095215,0.21262651681900024
``,0.05021253973245621,0.1292753964662552,0.07304345071315765,0.14383342862129211,0.02397952415049076,-0.01637686789035797,0.13114428520202637,0.04340466484427452,0.03910288214683533,0.008517155423760414,0.0685480609536171
in,0.1964135617017746,0.16687287390232086,0.21623903512954712,0.18662098050117493,0.2792111933231354,0.24333487451076508,0.14083005487918854,0.1910129338502884,0.3887844979763031,0.30808621644973755,0.20430970191955566
every,0.08214867860078812,0.20332467555999756,0.0710674524307251,0.2852210998535156,0.32636770606040955,0.2912106513977051,0.10609947890043259,0.17014406621456146,0.2483101338148117,0.30284011363983154,0.24066033959388733
way,0.19207511842250824,0.19361738860607147,0.21361340582370758,0.23862436413764954,0.38557878136634827,0.37683674693107605,0.13809524476528168,0.35013076663017273,0.3409440517425537,0.4835909903049469,0.31575819849967957
",",0.2546221613883972,0.23459285497665405,0.2667465806007385,0.19662503898143768,0.3365725874900818,0.3021566867828369,0.19658012688159943,0.2270279824733734,0.48816442489624023,0.3087472915649414,0.31091248989105225
'',0.004429815337061882,0.020673450082540512,0.06103934720158577,-0.018748775124549866,0.024401003494858742,0.02516418881714344,0.06286291033029556,0.07718859612941742,0.006628023460507393,0.08143015950918198,0.018684765323996544
but,0.23305746912956238,0.268897145986557,0.21232233941555023,0.2679353356361389,0.4487357437610626,0.4235092103481293,0.15509207546710968,0.319786012172699,0.4864770472049713,0.5029441118240356,0.27921953797340393
``,0.05021253973245621,0.1292753964662552,0.07304345071315765,0.14383342862129211,0.02397952415049076,-0.01637686789035797,0.13114428520202637,0.04340466484427452,0.03910288214683533,0.008517155423760414,0.0685480609536171
hate,0.20393140614032745,0.27402463555336,0.13442613184452057,0.2286013513803482,0.29458683729171753,0.28472083806991577,0.246297225356102,0.19748590886592865,0.25693342089653015,0.3752951920032501,0.2993823289871216
them,0.13636961579322815,0.22376085817813873,0.18305210769176483,0.3445546329021454,0.5243523120880127,0.40123775601387024,0.1933855563402176,0.2710212767124176,0.33716270327568054,0.4994642734527588,0.35435691475868225
for,0.1900888830423355,0.1461709886789322,0.181813046336174,0.2375299036502838,0.37110671401023865,0.27082058787345886,0.10274285823106766,0.2635619342327118,0.44774648547172546,0.3017193675041199,0.264628142118454
their,0.10490655153989792,0.19335943460464478,0.19792728126049042,0.23667196929454803,0.3767721951007843,0.322855144739151,0.17014287412166595,0.221946582198143,0.29218852519989014,0.35142919421195984,0.1898253709077835
religion,0.28993499279022217,0.5826637744903564,0.19798177480697632,0.4279930293560028,0.2548578977584839,0.2892487943172455,0.38071340322494507,0.3464738428592682,0.19954398274421692,0.3103729486465454,0.2503177225589752
...,0.06817440688610077,0.06247226148843765,0.006100059021264315,-0.028778625652194023,0.05807987228035927,-0.03710963577032089,0.043115850538015366,0.10819793492555618,0.06266240030527115,0.001098619308322668,-0.07163430005311966
for,0.1900888830423355,0.1461709886789322,0.181813046336174,0.2375299036502838,0.37110671401023865,0.27082058787345886,0.10274285823106766,0.2635619342327118,0.44774648547172546,0.3017193675041199,0.264628142118454
allah,0.18840129673480988,0.5636810660362244,0.04540632292628288,0.5485010743141174,0.24288247525691986,0.2838391959667206,0.49240028858184814,0.3587213158607483,0.10407786071300507,0.2598819136619568,0.17167294025421143
's,0.01201924029737711,-0.002025830326601863,-0.02130044624209404,0.05457732453942299,0.05599616840481758,-0.030512675642967224,0.006687795743346214,-0.023114735260605812,-0.05775856226682663,0.02692362666130066,-0.023395681753754616
sake,0.15786468982696533,0.21241013705730438,0.025927869603037834,0.2337913066148758,0.3044092655181885,0.29211583733558655,0.204257994890213,0.17188043892383575,0.2845892012119293,0.3404654860496521,0.2517717480659485
",",0.2546221613883972,0.23459285497665405,0.2667465806007385,0.19662503898143768,0.3365725874900818,0.3021566867828369,0.19658012688159943,0.2270279824733734,0.48816442489624023,0.3087472915649414,0.31091248989105225
