,why,was,abc,forced,to,sell,its,interests,in,international,networks,in,the,70s,?
the,0.30742117762565613,0.48711544275283813,0.2068762183189392,0.2571122944355011,0.535392165184021,0.19874759018421173,0.559237003326416,0.25045084953308105,0.6662389636039734,0.23719607293605804,0.24705806374549866,0.6662389636039734,1.0,-0.18440218269824982,0.22068053483963013
arrival,0.12435733526945114,0.27318477630615234,0.07536207884550095,0.27867016196250916,0.2928422689437866,0.1555590033531189,0.18447573482990265,0.18273793160915375,0.2351498007774353,0.1573333889245987,0.1924959421157837,0.2351498007774353,0.3051127791404724,-0.14592400193214417,0.07185088098049164
of,0.28464117646217346,0.4069072902202606,0.14607268571853638,0.27082350850105286,0.41548454761505127,0.16354906558990479,0.48690423369407654,0.2535596489906311,0.5696388483047485,0.23367412388324738,0.17763681709766388,0.5696388483047485,0.733189046382904,-0.2120780348777771,0.1826142966747284
satellite,0.18631401658058167,0.21137270331382751,0.18923600018024445,0.11875902116298676,0.19631412625312805,0.18351112306118011,0.18636827170848846,0.1564164161682129,0.18927223980426788,0.212776780128479,0.3253157138824463,0.18927223980426788,0.22563834488391876,-0.07629124075174332,0.13568443059921265
television,0.17270535230636597,0.2516675293445587,0.46871840953826904,0.1084669902920723,0.1933557242155075,0.18737240135669708,0.1756780445575714,0.20219670236110687,0.2689782977104187,0.18837027251720428,0.4588569104671478,0.2689782977104187,0.24569597840309143,-0.12037426233291626,0.16825827956199646
ended,0.1237068697810173,0.4452953040599823,0.2626802623271942,0.2993205785751343,0.26005783677101135,0.1766418069601059,0.207168310880661,0.19722716510295868,0.3353011906147003,0.18569283187389374,0.1711113154888153,0.3353011906147003,0.3356485068798065,-0.20279613137245178,0.15429291129112244
the,0.30742117762565613,0.48711544275283813,0.2068762183189392,0.2571122944355011,0.535392165184021,0.19874759018421173,0.559237003326416,0.25045084953308105,0.6662389636039734,0.23719607293605804,0.24705806374549866,0.6662389636039734,1.0,-0.18440218269824982,0.22068053483963013
need,0.48943978548049927,0.1745726615190506,0.19003446400165558,0.20089513063430786,0.42094892263412476,0.26776406168937683,0.21772757172584534,0.27260488271713257,0.2129468470811844,0.18103842437267303,0.2418142855167389,0.2129468470811844,0.2594960331916809,0.03382948413491249,0.40413710474967957
for,0.3869043290615082,0.3863949179649353,0.22510288655757904,0.19555193185806274,0.4451248347759247,0.2719201445579529,0.2992613911628723,0.29692697525024414,0.4322226941585541,0.3073737323284149,0.2421427071094513,0.4322226941585541,0.4739971458911896,-0.0881136879324913,0.264628142118454
abc,0.1355249583721161,0.21565799415111542,1.0000001192092896,0.1315639466047287,0.1762417107820511,0.10742729157209396,0.19045390188694,0.21350711584091187,0.1697147786617279,0.13385500013828278,0.350273072719574,0.1697147786617279,0.2068762183189392,-0.030211135745048523,0.19065172970294952
to,0.4100138247013092,0.3636345863342285,0.1762417107820511,0.3537954092025757,1.0,0.35664159059524536,0.3691340684890747,0.3245762884616852,0.45010748505592346,0.21173149347305298,0.23877078294754028,0.45010748505592346,0.535392165184021,-0.0886913537979126,0.29463258385658264
hold,0.21322442591190338,0.19631803035736084,0.06463664770126343,0.2372485250234604,0.3469145894050598,0.34158357977867126,0.24689245223999023,0.19904284179210663,0.2667064666748047,0.21229977905750275,0.1954345554113388,0.2667064666748047,0.3067915439605713,-0.12564285099506378,0.18586084246635437
interests,0.2807598412036896,0.17546378076076508,0.21350711584091187,0.1750936508178711,0.3245762884616852,0.23267748951911926,0.23938412964344025,1.0,0.2732578217983246,0.2006034404039383,0.27971094846725464,0.2732578217983246,0.25045084953308105,-0.19433742761611938,0.21539683640003204
in,0.23227278888225555,0.45514053106307983,0.1697147786617279,0.2043643444776535,0.45010748505592346,0.23190630972385406,0.3793783485889435,0.2732578217983246,1.0,0.26377472281455994,0.17525765299797058,1.0,0.6662389636039734,-0.19446058571338654,0.20430970191955566
other,0.321101576089859,0.14651623368263245,0.10159935057163239,0.21149295568466187,0.4193183183670044,0.3018731474876404,0.29483991861343384,0.3175410032272339,0.39989137649536133,0.2544081509113312,0.2968651056289673,0.39989137649536133,0.44152235984802246,-0.11545821279287338,0.24682199954986572
countries,0.17245282232761383,0.24139733612537384,0.12476678192615509,0.18392586708068848,0.3111797273159027,0.32099848985671997,0.29960981011390686,0.2909717857837677,0.3027990758419037,0.3020668923854828,0.2906665503978729,0.3027990758419037,0.33290645480155945,-0.22357723116874695,0.15128466486930847
;,0.031007718294858932,0.0754367932677269,-0.0012340332614257932,0.03830480948090553,0.0979827418923378,0.09163210541009903,0.056731753051280975,0.11471056938171387,0.092739537358284,0.08798732608556747,0.04308580234646797,0.092739537358284,0.09152708947658539,-0.03699608892202377,0.10349778085947037
many,0.38531482219696045,0.260356068611145,0.18267793953418732,0.2377408891916275,0.40243685245513916,0.3026815950870514,0.3319723308086395,0.3320431709289551,0.41474202275276184,0.24512070417404175,0.3009721040725708,0.41474202275276184,0.4335206151008606,-0.2724210023880005,0.2124512493610382
governments,0.20884954929351807,0.25224968791007996,0.10612945258617401,0.2624991834163666,0.30281347036361694,0.28748300671577454,0.2517993450164795,0.3887949287891388,0.26927295327186584,0.25601431727409363,0.2777666449546814,0.26927295327186584,0.2835306227207184,-0.14122049510478973,0.18805137276649475
also,0.4456408619880676,0.4032125174999237,0.2030053734779358,0.20560882985591888,0.5348826050758362,0.289385050535202,0.41668900847435,0.2712326943874359,0.5073733329772949,0.27179598808288574,0.24824818968772888,0.5073733329772949,0.6021018624305725,-0.20755736529827118,0.21848613023757935
wanted,0.3678653836250305,0.44138115644454956,0.14547373354434967,0.40913236141204834,0.47293567657470703,0.380066841840744,0.20386196672916412,0.3128885328769684,0.2556442320346832,0.10186082124710083,0.1386633962392807,0.2556442320346832,0.3011050522327423,-0.20489268004894257,0.24342651665210724
to,0.4100138247013092,0.3636345863342285,0.1762417107820511,0.3537954092025757,1.0,0.35664159059524536,0.3691340684890747,0.3245762884616852,0.45010748505592346,0.21173149347305298,0.23877078294754028,0.45010748505592346,0.535392165184021,-0.0886913537979126,0.29463258385658264
increase,0.16871358454227448,0.13373249769210815,0.08817001432180405,0.21572236716747284,0.3378143310546875,0.18768052756786346,0.29412996768951416,0.3109245300292969,0.25893163681030273,0.12446742504835129,0.20769065618515015,0.25893163681030273,0.32049667835235596,-0.028002683073282242,0.11119163036346436
their,0.2619993984699249,0.2396296262741089,0.17463743686676025,0.32794085144996643,0.44619059562683105,0.3242531418800354,0.5367968082427979,0.36847326159477234,0.34976133704185486,0.14779546856880188,0.2079067975282669,0.34976133704185486,0.516537070274353,-0.1713184416294098,0.1898253709077835
independence,0.16213414072990417,0.24797119200229645,0.10727567970752716,0.1903846263885498,0.1964111477136612,0.17569126188755035,0.27302277088165283,0.24386215209960938,0.25996696949005127,0.19420400261878967,0.09890498220920563,0.25996696949005127,0.2836182415485382,-0.18525122106075287,0.12301119416952133
and,0.27806392312049866,0.3740963041782379,0.16453155875205994,0.28385210037231445,0.48971283435821533,0.2874627709388733,0.3841775357723236,0.3112897574901581,0.4954058527946472,0.2444424331188202,0.27532249689102173,0.4954058527946472,0.5171257257461548,-0.20527060329914093,0.20544172823429108
strengthen,0.25655028223991394,0.201663076877594,0.07840929180383682,0.22225676476955414,0.3239169418811798,0.1554851084947586,0.2577839195728302,0.24518920481204987,0.1997082233428955,0.14182068407535553,0.1353239268064499,0.1997082233428955,0.2467898279428482,-0.08154446631669998,0.11156164109706879
legislation,0.18842415511608124,0.1853298842906952,0.14032630622386932,0.1665046066045761,0.25758448243141174,0.15142004191875458,0.23980727791786194,0.3533453941345215,0.2219952940940857,0.19165615737438202,0.19309453666210175,0.2219952940940857,0.2839483618736267,-0.07714344561100006,0.21123437583446503
to,0.4100138247013092,0.3636345863342285,0.1762417107820511,0.3537954092025757,1.0,0.35664159059524536,0.3691340684890747,0.3245762884616852,0.45010748505592346,0.21173149347305298,0.23877078294754028,0.45010748505592346,0.535392165184021,-0.0886913537979126,0.29463258385658264
limit,0.20599906146526337,0.1376325935125351,0.16013890504837036,0.14195461571216583,0.31784215569496155,0.16571271419525146,0.2481570541858673,0.21840541064739227,0.18465836346149445,0.11866854131221771,0.19125103950500488,0.18465836346149445,0.26700517535209656,0.03780151158571243,0.20747125148773193
foreign,0.20443053543567657,0.18690811097621918,0.12496455013751984,0.1626170575618744,0.2349770963191986,0.22819244861602783,0.1683618426322937,0.2842481732368469,0.23181180655956268,0.2830798327922821,0.23258696496486664,0.23181180655956268,0.2946566939353943,-0.11725403368473053,0.13770383596420288
ownership,0.15856586396694183,0.2466704249382019,0.1954909712076187,0.28835177421569824,0.2847251296043396,0.36240121722221375,0.3052058815956116,0.3893696665763855,0.22562521696090698,0.17284220457077026,0.2842462360858917,0.22562521696090698,0.261578768491745,-0.033922068774700165,0.19719240069389343
of,0.28464117646217346,0.4069072902202606,0.14607268571853638,0.27082350850105286,0.41548454761505127,0.16354906558990479,0.48690423369407654,0.2535596489906311,0.5696388483047485,0.23367412388324738,0.17763681709766388,0.5696388483047485,0.733189046382904,-0.2120780348777771,0.1826142966747284
broadcasting,0.1401347815990448,0.25895166397094727,0.45669859647750854,0.1328210085630417,0.23729375004768372,0.20349331200122833,0.2771732807159424,0.3068081736564636,0.27609771490097046,0.3041333854198456,0.5455231666564941,0.27609771490097046,0.29916465282440186,-0.12015010416507721,0.10870421677827835
properties,0.22125248610973358,0.14832323789596558,0.13060899078845978,0.1152716726064682,0.2760433554649353,0.20912288129329681,0.3060271739959717,0.3657749891281128,0.19315902888774872,0.1512674242258072,0.30504322052001953,0.19315902888774872,0.20062518119812012,-0.010748078115284443,0.12601029872894287
.,0.32909876108169556,0.40146201848983765,0.2567209303379059,0.23676170408725739,0.4645031690597534,0.2524729371070862,0.3566088080406189,0.2760109007358551,0.5591574311256409,0.20745405554771423,0.24027101695537567,0.5591574311256409,0.5934505462646484,-0.11319489777088165,0.4130953550338745
