,what,columbia,president,went,to,harvard,?
politics,0.2674756944179535,0.18119315803050995,0.3579765558242798,0.24395638704299927,0.23491926491260529,0.3164205849170685,0.16389669477939606
:,-0.12022944539785385,-0.05731764808297157,0.06327061355113983,-0.004309739451855421,-0.09243495017290115,-0.027428796514868736,-0.07156077772378922
u.n.,0.03320247679948807,0.031316082924604416,0.014611930586397648,-0.012084686197340488,0.05103698745369911,0.11962779611349106,-0.11193981021642685
secretary,0.14278742671012878,0.19697940349578857,0.5172431468963623,0.18990440666675568,0.17736056447029114,0.3061186969280243,0.10113837569952011
general,0.24928055703639984,0.1272345781326294,0.28887805342674255,0.11357397586107254,0.24755197763442993,0.17517182230949402,0.1972234547138214
ban,0.2884827256202698,0.11011792719364166,0.2283330112695694,0.15088729560375214,0.26575782895088196,0.16241209208965302,0.29495060443878174
ki-moon,0.16860631108283997,0.19440361857414246,0.28253957629203796,0.2094746232032776,0.21297650039196014,0.14428576827049255,0.1735510528087616
;,0.10986888408660889,0.08507710695266724,-0.05959305167198181,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
american,0.1909721940755844,0.2801954448223114,0.25288230180740356,0.17615444958209991,0.16338081657886505,0.3106759190559387,0.18877598643302917
political,0.21846716105937958,0.1628209799528122,0.30758240818977356,0.19685131311416626,0.2065112292766571,0.2671944499015808,0.17130474746227264
leaders,0.2629711329936981,0.17032162845134735,0.30328693985939026,0.25541403889656067,0.25293630361557007,0.18280640244483948,0.13927052915096283
john,0.18237407505512238,0.17863157391548157,0.21517303586006165,0.1899385303258896,0.2070634365081787,0.29004359245300293,0.13162356615066528
hancock,0.1591028869152069,0.34036558866500854,0.22262926399707794,0.1761772632598877,0.19647248089313507,0.20216600596904755,0.14220868051052094
",",0.3087472915649414,0.22374625504016876,0.26552814245224,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
john,0.18237407505512238,0.17863157391548157,0.21517303586006165,0.1899385303258896,0.2070634365081787,0.29004359245300293,0.13162356615066528
adams,0.15051817893981934,0.30786392092704773,0.2851561903953552,0.18785588443279266,0.23368042707443237,0.20921574532985687,0.11037187278270721
",",0.3087472915649414,0.22374625504016876,0.26552814245224,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
john,0.18237407505512238,0.17863157391548157,0.21517303586006165,0.1899385303258896,0.2070634365081787,0.29004359245300293,0.13162356615066528
quincy,0.16087937355041504,0.29978224635124207,0.3449004292488098,0.187042698264122,0.23705454170703888,0.29984578490257263,0.15764740109443665
adams,0.15051817893981934,0.30786392092704773,0.2851561903953552,0.18785588443279266,0.23368042707443237,0.20921574532985687,0.11037187278270721
",",0.3087472915649414,0.22374625504016876,0.26552814245224,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
rutherford,0.21765227615833282,0.22695820033550262,0.30279359221458435,0.2525317370891571,0.21445085108280182,0.285590261220932,0.11082080751657486
b.,-0.08520887047052383,-0.02598975971341133,-0.08066215366125107,-0.056583501398563385,-0.025171726942062378,0.015638085082173347,-0.032647255808115005
hayes,0.1356925666332245,0.11598380655050278,0.3212537169456482,0.19202753901481628,0.21222977340221405,0.308584600687027,0.14104068279266357
",",0.3087472915649414,0.22374625504016876,0.26552814245224,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
theodore,0.20693151652812958,0.1394728422164917,0.33592677116394043,0.14438480138778687,0.20603714883327484,0.2598501443862915,0.18631982803344727
roosevelt,0.1785549521446228,0.2211718112230301,0.4637536406517029,0.14403566718101501,0.24180909991264343,0.3117072582244873,0.1271335333585739
",",0.3087472915649414,0.22374625504016876,0.26552814245224,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
franklin,0.21424500644207,0.2855468988418579,0.34002041816711426,0.19928768277168274,0.2644219994544983,0.2756527364253998,0.13006849586963654
d.,0.05416262149810791,-0.06098837032914162,-0.005834608338773251,-0.00865822471678257,0.0027304880786687136,-0.10260943323373795,-0.049560099840164185
roosevelt,0.1785549521446228,0.2211718112230301,0.4637536406517029,0.14403566718101501,0.24180909991264343,0.3117072582244873,0.1271335333585739
",",0.3087472915649414,0.22374625504016876,0.26552814245224,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
john,0.18237407505512238,0.17863157391548157,0.21517303586006165,0.1899385303258896,0.2070634365081787,0.29004359245300293,0.13162356615066528
f.,0.18076683580875397,0.01974678598344326,0.21522828936576843,0.15171417593955994,0.1367449164390564,0.02887500822544098,0.11007396876811981
kennedy,0.2125646471977234,0.21833232045173645,0.2599526643753052,0.17980949580669403,0.2569362223148346,0.2984195649623871,0.21965277194976807
",",0.3087472915649414,0.22374625504016876,0.26552814245224,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
al,0.12860317528247833,0.18290911614894867,0.16798032820224762,0.10712484270334244,0.1668710708618164,0.2075026035308838,0.12356415390968323
gore,0.1955307126045227,0.24348942935466766,0.33488035202026367,0.06479763984680176,0.22044669091701508,0.2050926387310028,0.1838872879743576
",",0.3087472915649414,0.22374625504016876,0.26552814245224,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
george,0.22000353038311005,0.20162752270698547,0.26513686776161194,0.18030253052711487,0.17226167023181915,0.24173885583877563,0.1479024887084961
w.,-0.0846915990114212,0.11054400354623795,-0.01528781559318304,0.03580455854535103,0.010246237739920616,0.07434789091348648,-0.07353907823562622
bush,0.15419380366802216,0.12681801617145538,0.36285772919654846,0.238369882106781,0.23116609454154968,0.23010367155075073,0.17634931206703186
and,0.31309178471565247,0.2117544710636139,0.23286236822605133,0.3419242799282074,0.48971283435821533,0.2453373372554779,0.20544172823429108
